Instrument,Revenue,Price Close,Earnings Per Share - SmartEstimate®,Earnings Per Share - SmartEstimate®,Earnings Per Share - SmartEstimate®,Return On Equity - Actual,Company Market Cap,Common Shares - Outstanding - Total,Total Assets,Interest Expense,Total Liabilities,Dividend Payout Ratio - %,Interest Bearing Liabilities - Total,Shareholders Equity - Common,Total Capital,Total Debt,Long Term Growth - Mean,"Return on Average Common Equity - %, TTM",TRBC Economic Sector Name,TRBC Business Sector Name,TRBC Industry Group Name,TRBC Industry Name,TRBC Activity Name,TRBC Economic Sector Code,TRBC Business Sector Code,TRBC Industry Group Code,TRBC Industry Code,TRBC Activity Code,Depreciation Depletion & Amortization - Total,"WACC Tax Rate, (%)",Earnings before Interest & Taxes (EBIT),Country of Headquarters,Operating Profit before Non-Recurring Income/Expense,Capital Expenditures - Total,year
NEU.N,2198404000.0,397.39,21.10102,21.82743,22.5649,59.51,4710306190.73,11779978.0,1712154000.0,21856000.0,1110505000.0,37.3098720251358,602900000.0,601649000.0,1204549000.0,602900000.0,4.2,40.9536362798415,Basic Materials,Chemicals,Chemicals,Commodity Chemicals,Commodity Chemicals (NEC),51,5110,511010,51101010,5110101010,55340000.0,21.20364,322734000.0,United States of America,322734000.0,148713000.0,FY-5
FLOB.BR,435305478.581111,216.203952474775,,,,,197124538.237305,979494.0,344147742.949341,3560857.2114552,216580895.142813,29.7934154113557,129470615.755569,120048943.750675,257037463.562097,129470615.755569,,6.98573307700091,Basic Materials,Chemicals,Chemicals,Commodity Chemicals,Commodity Chemicals (NEC),51,5110,511010,51101010,5110101010,9761562.86656617,30.74400391804,9576231.04089856,Belgium,9576231.04089856,13279477.3379277,FY-5
SOAC.BR,400666978.563117,153.549021724787,,,,,3282115406.48504,21375033.0,4103837525.94139,,249517160.30278,32.6219512195122,224325523.926057,3044589196.3868,4078645889.56467,224325523.926057,11.0,,Basic Materials,Chemicals,Chemicals,Diversified Chemicals,Diversified Chemicals,51,5110,511010,51101090,5110109010,,19.38025,371793723.442958,Belgium,371793723.442958,,FY-5
SOLB.BR,13176425426.7583,139.033840764866,10.1389031141025,10.7832321310996,11.5343965664399,9.71,14720404762.8987,103318521.0,25732656757.9564,194372402.529449,14034140665.2991,44.2253669158537,5069516920.38243,8938232506.80774,16768033013.0397,5069516920.38243,7.2854,10.9559756830784,Basic Materials,Chemicals,Chemicals,Diversified Chemicals,Diversified Chemicals,51,5110,511010,51101090,5110109010,1188835857.33128,19.38025,1362866961.9216,Belgium,1362866961.9216,928919272.55353,FY-5
SPMI.MI,10816808819.4719,11.460737551133,0.456853358468102,0.560521877170354,0.717742335549162,0.34,4616264468.47086,396860383.7723,15102985808.7115,115267354.988394,9586017442.20919,,3740358201.07724,5467784695.4811,9257326567.57957,3740358201.07724,-1.95,-6.96095076400679,Energy,Energy - Fossil Fuels,Oil & Gas Related Equipment and Services,Oil Related Services and Equipment,Oil Related Services and Equipment (NEC),50,5010,501030,50103020,5010302010,570686414.403325,28.47653,379704228.197064,Italy,379704228.197064,296078892.225091,FY-5
TESB.BR,1988099950.81633,46.6525113662264,3.11615743202305,2.95525082536817,,4.93,2012439072.59989,43136779.0,1693477765.38189,8023511.96487843,926452417.797291,0.0,304698839.985125,764986024.63982,1071724187.56973,304698839.985125,,4.12138774853095,Basic Materials,Chemicals,Chemicals,Diversified Chemicals,Diversified Chemicals,51,5110,511010,51101090,5110109010,80800155.7026489,20.89424,126907097.698007,Belgium,126907097.698007,102045511.327961,FY-5
BOOM.OQ,192803000.0,25.05,1.185,1.63,,,369972017.1,14905776.0,240418000.0,1615000.0,106132000.0,3.91982622432859,41355000.0,134286000.0,175641000.0,17984000.0,,25.3130389142986,Energy,Energy - Fossil Fuels,Oil & Gas Related Equipment and Services,Oil Related Services and Equipment,Oil Related Services and Equipment (NEC),50,5010,501030,50103020,5010302010,9520000.0,32.6807210896205,46538000.0,United States of America,46538000.0,45095000.0,FY-5
XOM.N,237162000000.0,83.64,4.81045,4.67438,5.05599,8.61,354391552280.28,4239000000.0,348691000000.0,601000000.0,154191000000.0,94.4291109819872,42336000000.0,187688000000.0,236836000000.0,42336000000.0,20.8495,7.75633568348201,Energy,Energy - Fossil Fuels,Oil & Gas,Oil & Gas Refining and Marketing,Oil & Gas Refining and Marketing (NEC),50,5010,501020,50102030,5010203010,19893000000.0,28.006675,13895000000.0,United States of America,13895000000.0,15402000000.0,FY-5
XXFPL.PK,2785000.0,0.004,,,,,8937.048,3529210.0,78599000.0,1166000.0,54461000.0,,18950000.0,24138000.0,43088000.0,20191000.0,,-0.630028692389494,Energy,Energy - Fossil Fuels,Oil & Gas,Oil & Gas Refining and Marketing,Gasoline Stations,50,5010,501020,50102030,5010203012,3951000.0,,3733000.0,United States of America,3733000.0,9517000.0,FY-5
NEE.N,16719000000.0,39.0475,1.877,2.01115,2.16731,12.05,73471398176.39,1884000000.0,97963000000.0,1390000000.0,68432000000.0,52.7293512432123,35025000000.0,28236000000.0,64556000000.0,35025000000.0,8.46725,13.310002472564,Utilities,Utilities,Electric Utilities & IPPs,Electric Utilities,Electric Utilities (NEC),59,5910,591010,59101010,5910101010,2638000000.0,15.1021176811115,4123000000.0,United States of America,4123000000.0,5445000000.0,FY-5
EGAB.PA,914141000.0,173.690334808843,,,,,781606506.639795,4500000.0,4241065000.0,,2364388000.0,18.9233599614925,9327000.0,1876677000.0,1886004000.0,9327000.0,,,Energy,Energy - Fossil Fuels,Oil & Gas,Oil & Gas Exploration and Production,Oil & Gas Exploration and Production (NEC),50,5010,501020,50102020,5010202010,315368000.0,18.38104,143727000.0,Gabon,143727000.0,152324000.0,FY-5
BTKW.KL,5107447736.43043,4.84668644906034,0.444496160111706,0.403071910635327,,9.18,2112917804.1543,402872769.0,4984867267.12491,43842467.9038365,1815914434.70017,41.1473017799491,1171548708.2247,1587526191.04053,4340501540.64944,1171548708.2247,,9.18242590812565,Basic Materials,Chemicals,Chemicals,Commodity Chemicals,Commodity Chemicals (NEC),51,5110,511010,51101010,5110101010,117773392.310112,24.98788,417187640.509758,Malaysia,417187640.509758,164488005.140587,FY-5
0002.HK,11136113457.7477,10.2334690115967,0.681878722805941,0.621448475087558,0.621468926553672,12.875,25854353617.4256,2526450570.0,29202954202.1862,216626134.296396,13650257276.7069,51.5966032704049,7339554053.70811,13913037913.1147,22892250979.1875,7339554053.70811,-3.0775,13.7866642155321,Utilities,Utilities,Electric Utilities & IPPs,Electric Utilities,Electric Utilities (NEC),59,5910,591010,59101010,5910101010,945557676.241613,19.751060057425,2399570769.5936,Hong Kong,2399570769.5936,1294495152.0425,FY-5
0135.HK,13633862563.9765,0.739978782991578,0.092125,0.102735759493671,0.109844936708861,14.646,8410677247.83298,8072000000.0,21603369042.3128,169547716.119035,11516991223.8907,35.609243697479,6867497656.11792,6121758910.59435,16953875474.5401,6867497656.11792,,12.2244051517136,Utilities,Utilities,Natural Gas Utilities,Natural Gas Utilities,Natural Gas Distribution,59,5910,591020,59102010,5910201011,852921261.873925,28.5309,1676967585.19483,Hong Kong,1676967585.19483,1825784576.19887,FY-5
FPE3_p.DE,2966615083.79218,53.0823766509519,2.46582418937246,2.64655406238442,2.93135248428061,21.43,7054965751.37054,139000000.0,2100502633.1258,3390216.32318807,532623169.107856,46.7639405204461,1199601.7322249,1566679862.28572,1569079065.75017,1199601.7322249,5.6,,Basic Materials,Chemicals,Chemicals,Commodity Chemicals,Commodity Chemicals (NEC),51,5110,511010,51101010,5110101010,66674254.356032,28.07571,404565814.567109,Germany,404565814.567109,118657571.311582,FY-5
WWGG.F,1450558414.60635,1079.64155900241,,,,,3711267859.07078,3437500.0,1942635045.16501,1356086.52927523,1040534542.53188,78.805525460455,71856143.7602716,900660980.554456,973956646.393398,71856143.7602716,,12.3917567295429,Utilities,Utilities,Natural Gas Utilities,Natural Gas Utilities,Natural Gas Distribution,59,5910,591020,59102010,5910201011,44411833.8337637,,48480093.4215894,Germany,48480093.4215894,47463028.5246329,FY-5
0003.HK,4156938791.18347,1.46993908532371,0.055051438624224,0.058155603431791,0.0597248957842,14.384,27428864157.8424,18659944738.6898,16775708470.9316,161301770.258969,7784348360.34099,59.5200175069602,4893633361.49297,7736067378.33756,13884993472.0836,4893633361.49297,5.9455,14.3835412823181,Utilities,Utilities,Natural Gas Utilities,Natural Gas Utilities,Natural Gas Distribution,59,5910,591020,59102010,5910201011,305856081.675711,22.00713,926423223.265551,Hong Kong,926423223.265551,788619228.592879,FY-5
1314.TW,1123861169.17268,0.483791830928461,0.027344878332592,,,10.7,1306508027.80999,2887962311.76606,2751970871.82253,6197921.67729174,643264142.674129,0.0,128752174.499359,2100590823.27557,2237458903.64776,128752174.499359,,10.7696515649486,Basic Materials,Chemicals,Chemicals,Commodity Chemicals,Commodity Chemicals (NEC),51,5110,511010,51101010,5110101010,40886592.1950617,20.09463,117896433.511984,Taiwan,117896433.511984,82273351.0378774,FY-5
0154.HK,139372936.026419,0.139518214166859,,,,-40.75,209327568.73512,1500360150.0,1188146839.72045,7772104.23297293,829483526.610859,0.0,472522591.710826,326805544.889025,831185904.820418,472522591.710826,,8.11498834612147,Energy,Renewable Energy,Renewable Energy,Renewable Energy Equipment & Services,Renewable Energy Equipment & Services (NEC),50,5020,502010,50201010,5020101010,16964213.3095416,12.857854161616,43777857.4135821,Hong Kong,43777857.4135821,65980367.8497293,FY-5
FSEI.PK,23923000.0,,,,,,214400.0,,,,,,,,,2425000.0,,,Energy,Energy - Fossil Fuels,Oil & Gas Related Equipment and Services,Oil Related Services and Equipment,Oil Related - Surveying & Mapping Services,50,5010,501030,50103020,5010302013,,,,United States of America,,,FY-5
0295.HK,196533206.276993,0.039679492102501,,,,,593781478.750992,14964442519.0,3075494828.0897,68640615.4685997,2069317584.49503,0.0,1494956580.54501,1000226088.56032,2501133824.13968,1494956580.54501,,1.85003163566532,Utilities,Utilities,Electric Utilities & IPPs,Electric Utilities,Solar Electric Utilities,59,5910,591010,59101010,5910101022,56354699.3058081,20.86378,72379994.0495202,Hong Kong,72379994.0495202,379691967.000934,FY-5
LECG.F,1544596393.99719,98.6312544235314,,,,,3495949305.79047,35444640.0,2117739710.41614,,1490573529.58818,80.6403984766421,,627166180.827965,627166180.827965,0.0,,24.2746138501447,Utilities,Utilities,Electric Utilities & IPPs,Electric Utilities,Electric Utilities (NEC),59,5910,591010,59101010,5910101010,50521003.6481486,27.527673163606,97900406.8368095,Germany,97900406.8368095,,FY-5
HENY.KL,2864358803.16518,4.03066271018793,,,,-6.374,1209198813.05638,300000000.0,903079376.854599,14774255.3466964,460771266.073195,0.645328520616633,297974282.888229,442308110.781405,740282393.669634,297974282.88823,,66.4319273146364,Energy,Energy - Fossil Fuels,Oil & Gas,Oil & Gas Refining and Marketing,Petroleum Refining,50,5010,501020,50102030,5010203011,47897220.2148488,25.06773,237664410.19417,Malaysia,237664410.19417,30135326.6230602,FY-5
FTS.TO,6600143118.39071,36.6621610876998,2.072659506252,2.16069252965694,2.24649727476755,7.11,15383399897.6703,421100000.0,38023376003.8165,705103423.696715,24706209747.9526,61.0963748894783,17544724497.0979,10638467043.015,30861890752.9618,17544724497.0979,5.43633,8.58313728466267,Utilities,Utilities,Electric Utilities & IPPs,Electric Utilities,Electric Utilities (NEC),59,5910,591010,59101010,5910101010,909537129.691934,14.277,1937105795.29809,Canada,1937105795.29809,2332858592.18694,FY-5
UP.BK,20723155.453149,0.83206106870229,,,,10.914,20929339.4777265,25000000.0,21404878.5560676,,4357533.70199693,114.826937467204,,17047344.8540707,17047344.8540707,0.0,,5.23726417291422,Basic Materials,Chemicals,Chemicals,Commodity Chemicals,Commodity Chemicals (NEC),51,5110,511010,51101010,5110101010,1184218.04684912,18.52329,-485018.011124154,Thailand,-485018.011124154,479847.362893819,FY-5
AES.N,10530000000.0,10.83,1.13248,1.20415,1.28666,38.91,7151986509.78,660388128.0,33112000000.0,1170000000.0,28267000000.0,,19965000000.0,2465000000.0,25647000000.0,19965000000.0,8.2,-17.7980604677695,Utilities,Utilities,Electric Utilities & IPPs,Electric Utilities,Electric Utilities (NEC),59,5910,591010,59101010,5910101010,1169000000.0,35.16484,2299000000.0,United States of America,2299000000.0,2177000000.0,FY-5
2HR.DE,1229721332.5176,17.5141852904836,1.51923779015675,1.64878519861973,,11.069,639907959.117573,36536553.0,794869303.391274,9134372.84677638,383713007.281583,45.4856680464349,135237101.282374,366781828.43296,546393397.392066,135237101.282374,7.6,11.0500866646491,Basic Materials,Chemicals,Chemicals,Commodity Chemicals,Commodity Chemicals (NEC),51,5110,511010,51101010,5110101010,40081397.5169448,28.38682,61908740.2777373,Germany,61908740.2777373,64914732.0842974,FY-5
ATD.TO,51394400000.0,26.2423471416077,1.53961,1.76892,,21.73,29462572285.7517,1128435796.0,23159200000.0,262200000.0,15271800000.0,11.7485350502785,9278100000.0,7560400000.0,17165500000.0,8905900000.0,17.475,20.3728813559322,Energy,Energy - Fossil Fuels,Oil & Gas,Oil & Gas Refining and Marketing,Gasoline Stations,50,5010,501020,50102030,5010203012,925500000.0,19.45759,2081900000.0,Canada,2081900000.0,1169300000.0,FY-5
AE.A,1322060000.0,43.5,,,,,183465426.0,4217596.0,282704000.0,27000.0,135585000.0,244.466403162055,1689000.0,147119000.0,148808000.0,1689000.0,,1.01732058666828,Energy,Energy - Fossil Fuels,Oil & Gas,Oil & Gas Refining and Marketing,Petroleum Product Wholesale,50,5010,501020,50102030,5010203013,13599000.0,22.84838728208,1531000.0,United States of America,1531000.0,2644000.0,FY-5
ECR.MC,822890800.254315,3.43086095416322,,,,,380755614.088122,110979611.0,718768968.702391,2967569.35489729,421877136.790586,9.97748907668795,151003466.849006,296891831.911805,447895298.760812,151003466.849006,,19.0412606297157,Basic Materials,Chemicals,Chemicals,Commodity Chemicals,Commodity Chemicals (NEC),51,5110,511010,51101010,5110101010,20627206.1823839,24.94374,41964097.6484219,Spain,41964097.6484219,48416809.3835565,FY-5
ALOD.PK,325800.0,,,,,,1130602.2,5653011.0,3884153.0,,215858.0,,,3668295.0,3668295.0,0.0,,-0.933780093891434,Energy,Energy - Fossil Fuels,Oil & Gas,Oil & Gas Exploration and Production,Oil & Gas Exploration and Production (NEC),50,5010,501020,50102020,5010202010,112667.0,,-101279.0,United States of America,-101279.0,,FY-5
PTPh.V,64713.3656674883,0.023872045834328,,,,,841746.259044287,35288809.0,2672872.70414248,781940.410680978,9300007.15591954,,3529014.86841059,-6627134.45177705,-3098119.58336646,6311004.2140415,,,Energy,Energy - Fossil Fuels,Oil & Gas,Oil & Gas Exploration and Production,Oil & Gas Exploration and Production (NEC),50,5010,501020,50102020,5010202010,18360.4611422121,23.74702,-396534.273659321,Canada,-396534.273659321,48410.6730276149,FY-5
AERN.PK,28720.0,0.0001,,,,,137293.3244,,,,,,,,,133370.0,,,Energy,Energy - Fossil Fuels,Oil & Gas,Oil & Gas Exploration and Production,Oil & Gas Exploration and Production (NEC),50,5010,501020,50102020,5010202010,,,,United States of America,,,FY-5
600795.SS,9069989193.55087,0.479535219710127,,0.039703967220405,,4.206,9423057847.99348,19650397845.0,42132998159.4916,962344239.049864,30963626662.8883,76.142483449198,26560920414.363,7505677839.64619,37730291910.9663,26560920414.0602,,4.20510566326655,Utilities,Utilities,Electric Utilities & IPPs,Electric Utilities,Electric Utilities (NEC),59,5910,591010,59101010,5910101010,1815878830.46987,32.81628,1147829717.20077,China,1147829717.20077,2221214757.51019,FY-5
IBE.MC,37503463250.2009,6.19761287172659,0.442188651436993,0.480004912797838,0.508757062146893,7.77,48957122515.3249,7787722647.78355,132782187113.878,1046230927.98481,81519383164.7893,6.1114543914821,43579874281.7385,42596969806.0244,94842678230.8274,43579874281.7385,5.86,8.46813150513035,Utilities,Utilities,Electric Utilities & IPPs,Electric Utilities,Electric Utilities (NEC),59,5910,591010,59101010,5910101010,3592593026.45656,21.43281,4380006929.82444,Spain,4380006929.82444,6922103006.08952,FY-5
AIRP.PA,24411055529.5642,104.147262127374,5.3952455982393,5.93114745898359,6.14759653861545,13.31,53970451505.1403,516346573.61263,49216420148.5107,484800934.215894,29160998548.4819,51.9492131616595,18026415230.1436,19574981106.2727,38081836830.1724,18026415230.1436,4.6854,13.5318832294304,Basic Materials,Chemicals,Chemicals,Commodity Chemicals,Commodity Chemicals (NEC),51,5110,511010,51101010,5110101010,2009155200.33202,25.40194,3801336555.98001,France,3801336555.98001,2466382375.11932,FY-5
LOU.V,24682356.6828337,1.70946966685219,,,,,268622246.203387,163837767.0,169554742.784448,6277271.94597393,99069730.4603642,,64030372.902918,70485012.3240836,134515385.227002,64030372.902918,,-7.80597372771209,Energy,Energy - Fossil Fuels,Oil & Gas,Oil & Gas Exploration and Production,Oil & Gas Exploration and Production (NEC),50,5010,501020,50102020,5010202010,9744159.02047397,23.74702,6248728.37192931,Canada,6248728.37192931,50697244.7429727,FY-5
0632.HK,4555973.68353685,0.628105767606175,,,,-7.676,102609039.083531,163117128.90723,39391239.7921307,794894.713170541,14178250.5183934,,7462304.48250262,25029951.6166193,32675293.7562399,7462304.48250262,,-94.6865015732479,Energy,Energy - Fossil Fuels,Oil & Gas,Oil & Gas Refining and Marketing,Petroleum Product Wholesale,50,5010,501020,50102030,5010203013,56723.1939330609,17.281305,-3217822.0920307,Hong Kong,-3217822.0920307,3208.32544870254,FY-5
DPAP.PA,19155396.4083924,574.358854860187,,,,,65113182.4234354,97800.0,76841663.3677619,784.270042764173,14452013.5315075,66.1659881382921,0.0,62389649.8362544,62389649.8362544,0.0,,7.33590607885377,Energy,Energy - Fossil Fuels,Oil & Gas Related Equipment and Services,Oil & Gas Transportation Services,Oil & Gas Transportation Services (NEC),50,5010,501030,50103030,5010303010,1009050.4255684,28.34194,5070186.03882696,France,5070186.03882696,1770280.55820019,FY-5
EDSP.PA,859810942.767001,150.969878000504,,,,28.58,1082361329.75852,7169386.0,2002406401.07484,109616.994449747,1582523002.36322,70.9269622209856,14098919.1588393,419314787.490553,433982317.870467,14098919.1588393,,18.9787467490843,Utilities,Utilities,Electric Utilities & IPPs,Electric Utilities,Electric Utilities (NEC),59,5910,591010,59101010,5910101010,56348785.5077089,33.185940371338,123302167.67435,France,123302167.67435,67137583.920201,FY-5
ESSF.PA,15763366562.3013,68.7371792564869,,,,,883587432.252492,12854578.0,4354314367.62995,3277209.11241513,2956058588.5486,0.0,51582874.4856708,1398255779.08135,1449838653.56702,51582874.4856708,,14.8686679174484,Energy,Energy - Fossil Fuels,Oil & Gas,Oil & Gas Refining and Marketing,Petroleum Refining,50,5010,501020,50102030,5010203011,184992804.035296,,238106193.098575,France,238106193.098575,112894203.562163,FY-5
HES.N,5466000000.0,47.47,-2.43765,-1.97275,-0.99102,-10.95,15083783519.2799,315053615.0,23112000000.0,325000000.0,10758000000.0,,6977000000.0,11050000000.0,19331000000.0,6977000000.0,,-32.2076297686054,Energy,Energy - Fossil Fuels,Oil & Gas,Oil & Gas Exploration and Production,Oil & Gas Exploration and Production (NEC),50,5010,501020,50102020,5010202010,2883000000.0,22.020485,-1175000000.0,United States of America,-1175000000.0,1937000000.0,FY-5
ENGEPEC1.LM,458758109.360519,0.516278143960457,0.081279606083271,0.081279606083271,,15.87,1769666603.24374,1781324556.92262,1393023787.45752,3458636.13567291,454654618.473896,45.8941087436081,65487797.343219,916519616.929255,1003856966.32685,65487797.343219,,15.3159096389904,Utilities,Utilities,Electric Utilities & IPPs,Electric Utilities,Electric Utilities (NEC),59,5910,591010,59101010,5910101010,62673655.557239,29.35811,202129708.841287,Peru,202129708.841287,42152742.0079411,FY-5
LUSURC1.LM,929719493.358047,2.63602839728143,0.230201321366243,0.260228122662678,,18.99,1812716719.35434,486951371.0,1727775100.40161,28094970.5058537,933337349.39759,64.5614500290827,578332097.621254,794437751.004016,1372769848.62527,578332097.621254,,18.7899550534529,Utilities,Utilities,Electric Utilities & IPPs,Electric Utilities,Electric Utilities (NEC),59,5910,591010,59101010,5910101010,31451051.2021343,29.86401,222553286.838826,Peru,222553286.838826,102224130.053654,FY-5
GEPH.PA,1035900000.0,1.83277599836854,-1.53057,-0.30166,,-63.97,100893662.743969,54987198.4281,4264200000.0,181000000.0,3736100000.0,,2840700000.0,489100000.0,3368800000.0,2840700000.0,,-33.2090942974283,Energy,Energy - Fossil Fuels,Oil & Gas Related Equipment and Services,Oil Related Services and Equipment,Oil Related - Surveying & Mapping Services,50,5010,501030,50103020,5010302013,478900000.0,9.69146041708,44100000.0,France,44100000.0,318200000.0,FY-5
RUBF.PA,4717616151.43772,70.7525101666247,3.90153062480006,4.18441321947978,4.77397445677584,13.99,6641236723.64774,93853443.0,5292879164.11751,23230892.3185924,2799590935.80931,47.3537890678244,1814208082.91647,2332114537.97339,4307496311.22467,1809777953.71937,,13.9726658012108,Energy,Energy - Fossil Fuels,Oil & Gas,Oil & Gas Refining and Marketing,Petroleum Product Wholesale,50,5010,501020,50102030,5010203013,142324671.463758,,415878966.437588,France,415878966.437588,232475043.78576,FY-5
AEP.OQ,15195400000.0,73.57,3.90359,4.12545,4.30115,10.13,36187897566.59,492005598.0,64729100000.0,801300000.0,46403600000.0,62.4794527811655,22811900000.0,18298900000.0,41137400000.0,22811900000.0,4.375,10.5664796237103,Utilities,Utilities,Electric Utilities & IPPs,Electric Utilities,Electric Utilities (NEC),59,5910,591010,59101010,5910101010,2126300000.0,4.12376,3385700000.0,United States of America,3385700000.0,5799300000.0,FY-5
MAUP.PA,400629000.0,4.31856623600965,0.248080477306838,,,0.69,843590080.253356,191027922.0,2322281000.0,57192000.0,1309208000.0,0.0,695942000.0,1014424000.0,1709015000.0,695942000.0,,0.636304845390052,Energy,Energy - Fossil Fuels,Oil & Gas,Oil & Gas Exploration and Production,Oil & Gas Exploration and Production (NEC),50,5010,501020,50102020,5010202010,115136000.0,25.32436,78791000.0,France,78791000.0,37775000.0,FY-5
PSWW.PK,,,,,,,6955322.5,,,,,,,,,,,,Utilities,Utilities,Electric Utilities & IPPs,Electric Utilities,Electric Utilities (NEC),59,5910,591010,59101010,5910101010,,,,United States of America,,,FY-5
AECFF.PK,29722975.7501028,1e-05,,,,,,1126133.8,4098866.35305005,,1145985.9643711,0.0,0.0,2951338.0118763,2951338.0118763,25663789.5602137,,8.82070949185043,Energy,Energy - Fossil Fuels,Oil & Gas,Oil & Gas Exploration and Production,Oil & Gas Exploration and Production (NEC),50,5010,501020,50102020,5010202010,277350.138565632,,183466.758327653,Canada,183466.758327653,341850.170790197,FY-5
