Instrument,Revenue,Price Close,Earnings Per Share - SmartEstimate®,Earnings Per Share - SmartEstimate®,Earnings Per Share - SmartEstimate®,Return On Equity - Actual,Company Market Cap,Common Shares - Outstanding - Total,Total Assets,Interest Expense,Total Liabilities,Dividend Payout Ratio - %,Interest Bearing Liabilities - Total,Shareholders Equity - Common,Total Capital,Total Debt,Long Term Growth - Mean,"Return on Average Common Equity - %, TTM",TRBC Economic Sector Name,TRBC Business Sector Name,TRBC Industry Group Name,TRBC Industry Name,TRBC Activity Name,TRBC Economic Sector Code,TRBC Business Sector Code,TRBC Industry Group Code,TRBC Industry Code,TRBC Activity Code,Depreciation Depletion & Amortization - Total,"WACC Tax Rate, (%)",Earnings before Interest & Taxes (EBIT),Country of Headquarters,Operating Profit before Non-Recurring Income/Expense,Capital Expenditures - Total,year
0135.HK,16743448275.8621,0.613811023825187,0.090151933701657,0.085240945365255,0.107384898710866,9.116,7483452838.97682,,,,,,,,,4342835249.04215,,,Utilities,Utilities,Natural Gas Utilities,Natural Gas Utilities,Natural Gas Distribution,59,5910,591020,59102010,5910201011,,28.5309,,Hong Kong,,,FY-2
FPE3_p.DE,2904250122.12995,57.0978926402243,2.14415572054064,2.35583238149629,2.49215924233771,14.02,7202590552.53645,,,,,,,,,36638983.8788471,8.26467,,Basic Materials,Chemicals,Chemicals,Commodity Chemicals,Commodity Chemicals (NEC),51,5110,511010,51101010,5110101010,,28.07571,,Germany,,,FY-2
WWGG.F,2091231069.85833,1745.88732879239,,,,,6001487692.72383,,,,,,,,,260136785.539814,,,Utilities,Utilities,Natural Gas Utilities,Natural Gas Utilities,Natural Gas Distribution,59,5910,591020,59102010,5910201011,,,,Germany,,,FY-2
0003.HK,5279336454.98755,1.4226193490964,0.051217596229379,0.057505827205646,,9.169,26545890926.8836,,,,,,,,,5551113862.9826,,,Utilities,Utilities,Natural Gas Utilities,Natural Gas Utilities,Natural Gas Distribution,59,5910,591020,59102010,5910201011,,22.00713,,Hong Kong,,,FY-2
1314.TW,626290008.90472,0.407329645592164,,,,,2729578827.93944,,,,,,,,,800305859.305432,,,Basic Materials,Chemicals,Chemicals,Commodity Chemicals,Commodity Chemicals (NEC),51,5110,511010,51101010,5110101010,,20.09463,,Taiwan,,,FY-2
0154.HK,230978032.32589,0.073526566309353,,,,-40.75,110316330.056886,,,,,,,,,416541413.515989,,,Energy,Renewable Energy,Renewable Energy,Renewable Energy Equipment & Services,Renewable Energy Equipment & Services (NEC),50,5020,502010,50201010,5020101010,,12.857854161616,,Hong Kong,,,FY-2
FSEI.PK,23923000.0,0.083,,,,,355904.0,,,,,,,,,2425000.0,,,Energy,Energy - Fossil Fuels,Oil & Gas Related Equipment and Services,Oil Related Services and Equipment,Oil Related - Surveying & Mapping Services,50,5010,501030,50103020,5010302013,,,,United States of America,,,FY-2
0295.HK,226545440.613027,0.011609457838319,,,,1.85,173729064.498277,,,,,,,,,1033170727.96935,,,Utilities,Utilities,Electric Utilities & IPPs,Electric Utilities,Solar Electric Utilities,59,5910,591010,59101010,5910101022,,20.86378,,Hong Kong,,,FY-2
LECG.F,1541618221.78798,122.949811886788,,,,,4357911820.39491,,,,,,,,,0.0,,,Utilities,Utilities,Electric Utilities & IPPs,Electric Utilities,Electric Utilities (NEC),59,5910,591010,59101010,5910101010,,27.527673163606,,Germany,,,FY-2
HENY.KL,1785111194.02985,1.49004975124378,,,,-6.374,447014925.373134,,,,,,,,,204807213.930348,,,Energy,Energy - Fossil Fuels,Oil & Gas,Oil & Gas Refining and Marketing,Petroleum Refining,50,5010,501020,50102030,5010203011,,25.06773,,Malaysia,,,FY-2
FTS.TO,7018853102.90652,40.8483896307934,2.19974791239956,2.32668977469671,2.46636993855365,6.42,18978473087.1956,,,,,,,,,19505106048.7039,5.25,,Utilities,Utilities,Electric Utilities & IPPs,Electric Utilities,Electric Utilities (NEC),59,5910,591010,59101010,5910101010,,14.277,,Canada,,,FY-2
UP.BK,16226239.0146471,0.564462257849031,,,,10.914,14111556.4462257,,,,,,,,,86140.1464713715,,,Basic Materials,Chemicals,Chemicals,Commodity Chemicals,Commodity Chemicals (NEC),51,5110,511010,51101010,5110101010,,18.52329,,Thailand,,,FY-2
AES.N,9660000000.0,23.5,1.56446,1.68043,1.78601,44.299,15630581978.0,,,,,,,,,19881000000.0,7.4,,Utilities,Utilities,Electric Utilities & IPPs,Electric Utilities,Electric Utilities (NEC),59,5910,591010,59101010,5910101010,,35.16484,,United States of America,,,FY-2
2HR.DE,1066234733.75672,6.72535471020729,0.112644144197861,0.208688600832369,0.392512817996713,-2.854,250329444.783239,,,,,,,,,216805080.605765,,,Basic Materials,Chemicals,Chemicals,Commodity Chemicals,Commodity Chemicals (NEC),51,5110,511010,51101010,5110101010,,28.38682,,Germany,,,FY-2
ATD.TO,45760100000.0,34.1712490180676,2.02862,2.19422,2.58,24.42,37949844705.2945,,,,,,,,,9602000000.0,,,Energy,Energy - Fossil Fuels,Oil & Gas,Oil & Gas Refining and Marketing,Gasoline Stations,50,5010,501020,50102030,5010203012,,19.45759,,Canada,,,FY-2
AE.A,1022422000.0,24.1,2.17,2.47,,,102239044.4,,,,,,,,,15619000.0,,,Energy,Energy - Fossil Fuels,Oil & Gas,Oil & Gas Refining and Marketing,Petroleum Product Wholesale,50,5010,501020,50102030,5010203013,,22.84838728208,,United States of America,,,FY-2
ECR.MC,694671470.444553,2.63190034196385,,,,2.169,265746233.188812,,,,,,,,,160490962.383977,-6.93,,Basic Materials,Chemicals,Chemicals,Commodity Chemicals,Commodity Chemicals (NEC),51,5110,511010,51101010,5110101010,,24.94374,,Spain,,,FY-2
ALOD.PK,325800.0,0.32,,,,,1808963.52,,,,,,,,,0.0,,,Energy,Energy - Fossil Fuels,Oil & Gas,Oil & Gas Exploration and Production,Oil & Gas Exploration and Production (NEC),50,5010,501020,50102020,5010202010,,,,United States of America,,,FY-2
PTPh.V,,0.01170320667863,,,,,415814.717203456,,,,,,,,,8069560.09426552,,,Energy,Energy - Fossil Fuels,Oil & Gas,Oil & Gas Exploration and Production,Oil & Gas Exploration and Production (NEC),50,5010,501020,50102020,5010202010,,23.74702,,Canada,,,FY-2
AERN.PK,28720.0,0.0001,,,,,137293.3244,,,,,,,,,133370.0,,,Energy,Energy - Fossil Fuels,Oil & Gas,Oil & Gas Exploration and Production,Oil & Gas Exploration and Production (NEC),50,5010,501020,50102020,5010202010,,,,United States of America,,,FY-2
600795.SS,21519185538.6973,0.344827586206897,,,,4.926,6775999256.89655,,,,,,,,,31788472741.7624,,,Utilities,Utilities,Electric Utilities & IPPs,Electric Utilities,Electric Utilities (NEC),59,5910,591010,59101010,5910101010,,32.81628,,China,,,FY-2
IBE.MC,40479970688.8129,12.8724949499267,0.628488018489235,0.682982605522442,0.728500182459555,9.3,90737315217.3913,,,,,,,,,49047386419.15,6.675,,Utilities,Utilities,Electric Utilities & IPPs,Electric Utilities,Electric Utilities (NEC),59,5910,591010,59101010,5910101010,,21.43281,,Spain,,,FY-2
AIRP.PA,25018563751.832,149.054062957987,5.98449142787908,6.58588477615557,7.1611922214818,13.02,77652668573.5222,,,,,,,,,16476795310.2101,3.488,,Basic Materials,Chemicals,Chemicals,Commodity Chemicals,Commodity Chemicals (NEC),51,5110,511010,51101010,5110101010,,25.40194,,France,,,FY-2
LOU.V,80234092.6944226,0.105815958614203,,,,,19975038.5113904,,,,,,,,,251830322.073841,,,Energy,Energy - Fossil Fuels,Oil & Gas,Oil & Gas Exploration and Production,Oil & Gas Exploration and Production (NEC),50,5010,501020,50102020,5010202010,,23.74702,,Canada,,,FY-2
0632.HK,95037859.7319505,0.03611831327477,,,,-7.676,30407266.8704771,,,,,,,,,345445.867677979,,,Energy,Energy - Fossil Fuels,Oil & Gas,Oil & Gas Refining and Marketing,Petroleum Product Wholesale,50,5010,501020,50102030,5010203013,,17.281305,,Hong Kong,,,FY-2
DPAP.PA,19904201.2701514,449.996311505643,,,,,43716170.0048852,,,,,,,,,0.0,,,Energy,Energy - Fossil Fuels,Oil & Gas Related Equipment and Services,Oil & Gas Transportation Services,Oil & Gas Transportation Services (NEC),50,5010,501030,50103030,5010303010,,28.34194,,France,,,FY-2
EDSP.PA,905354176.844162,144.113336590132,,,,28.58,1033204137.76257,,,,,,,,,24389350.2686859,,,Utilities,Utilities,Electric Utilities & IPPs,Electric Utilities,Electric Utilities (NEC),59,5910,591010,59101010,5910101010,,33.185940371338,,France,,,FY-2
ESSF.PA,12680508060.5765,15.7547630679043,,,,,202520830.727894,,,,,,,,,40547142.1592575,,,Energy,Energy - Fossil Fuels,Oil & Gas,Oil & Gas Refining and Marketing,Petroleum Refining,50,5010,501020,50102030,5010203011,,,,France,,,FY-2
HES.N,4667000000.0,52.79,-1.29508,0.18788,0.8671,-12.68,16210617212.96,,,,,,,,,8534000000.0,,,Energy,Energy - Fossil Fuels,Oil & Gas,Oil & Gas Exploration and Production,Oil & Gas Exploration and Production (NEC),50,5010,501020,50102020,5010202010,,22.020485,,United States of America,,,FY-2
ENGEPEC1.LM,422659574.468085,0.612589813760707,,0.078373731210827,,15.13,1568804332.68858,,,,,,,,,31567007.4606245,,,Utilities,Utilities,Electric Utilities & IPPs,Electric Utilities,Electric Utilities (NEC),59,5910,591010,59101010,5910101010,,29.35811,,Peru,,,FY-2
LUSURC1.LM,871294280.187897,5.78844451644101,0.322292851566856,0.341808854689417,,11.01,3431130135.53467,,,,,,,,,698259740.25974,,,Utilities,Utilities,Electric Utilities & IPPs,Electric Utilities,Electric Utilities (NEC),59,5910,591010,59101010,5910101010,,29.86401,,Peru,,,FY-2
GEPH.PA,886700000.0,0.989252564728872,-0.12424,-0.05571,-0.01,-28.019,703746031.106497,,,,,,,,,1376700000.0,,,Energy,Energy - Fossil Fuels,Oil & Gas Related Equipment and Services,Oil Related Services and Equipment,Oil Related - Surveying & Mapping Services,50,5010,501030,50103020,5010302013,,9.69146041708,,France,,,FY-2
RUBF.PA,4765514167.07377,46.3849535906204,3.43640171392807,3.74212844831737,4.05572673438929,11.33,4803388720.34684,,,,,,,,,1747078651.68539,,,Energy,Energy - Fossil Fuels,Oil & Gas,Oil & Gas Refining and Marketing,Petroleum Product Wholesale,50,5010,501020,50102030,5010203013,,,,France,,,FY-2
AEP.OQ,14612900000.0,83.27,4.64879,4.96103,5.29093,10.919,41352231234.38,,,,,,,,,33840900000.0,6.0,,Utilities,Utilities,Electric Utilities & IPPs,Electric Utilities,Electric Utilities (NEC),59,5910,591010,59101010,5910101010,,4.12376,,United States of America,,,FY-2
MAUP.PA,329749000.0,2.12261846604788,0.032281145283041,0.258896012584313,,-71.85,427201524.987787,,,,,,,,,622233000.0,,,Energy,Energy - Fossil Fuels,Oil & Gas,Oil & Gas Exploration and Production,Oil & Gas Exploration and Production (NEC),50,5010,501020,50102020,5010202010,,25.32436,,France,,,FY-2
PSWW.PK,,0.34,,,,,21152893.28,,,,,,,,,,,,Utilities,Utilities,Electric Utilities & IPPs,Electric Utilities,Electric Utilities (NEC),59,5910,591010,59101010,5910101010,,,,United States of America,,,FY-2
AECFF.PK,29722975.7501028,1e-06,,,,,,,,,,,,,,25663789.5602137,,,Energy,Energy - Fossil Fuels,Oil & Gas,Oil & Gas Exploration and Production,Oil & Gas Exploration and Production (NEC),50,5010,501020,50102020,5010202010,,,,Canada,,,FY-2
IEP.OQ,6002000000.0,50.67,-0.163,,,,11759606239.41,,,,,,,,,8059000000.0,,,Energy,Energy - Fossil Fuels,Oil & Gas,Oil & Gas Refining and Marketing,Petroleum Refining,50,5010,501020,50102030,5010203011,,22.020485,,United States of America,,,FY-2
HAL.N,14445000000.0,18.9,0.80278,1.18264,1.8497,8.87,16707736212.3,,,,,,,,,9969000000.0,15.5045,,Energy,Energy - Fossil Fuels,Oil & Gas Related Equipment and Services,Oil Related Services and Equipment,Oil Related Services and Equipment (NEC),50,5010,501030,50103020,5010302010,,19.324669862231,,United States of America,,,FY-2
TTEF.PA,119704000000.0,43.1118710307767,3.36189,4.36263,4.63562,3.68,114381140794.455,,,,,,,,,75687000000.0,3.5,,Energy,Energy - Fossil Fuels,Oil & Gas,Integrated Oil & Gas,Integrated Oil & Gas,50,5010,501020,50102010,5010201010,,36.237316806664,,France,,,FY-2
VLLP.PA,3959941377.62579,11.2787597703957,-7.16412787736192,-4.5372813932617,-5.92966136369106,-188.44,373988844.687347,,,,,,,,,4400966047.87494,,,Energy,Energy - Fossil Fuels,Oil & Gas Related Equipment and Services,Oil Related Services and Equipment,Oil Related Services and Equipment (NEC),50,5010,501030,50103020,5010302010,,25.32436,,France,,,FY-2
025000.KS,688504359.945411,50.4771887240029,8.64023706809364,8.73780504543433,,,244309593.424173,,,,,,,,,11944938.5875128,,,Basic Materials,Chemicals,Chemicals,Commodity Chemicals,Commodity Chemicals (NEC),51,5110,511010,51101010,5110101010,,23.29273,,Korea; Republic (S. Korea),,,FY-2
HE.N,2579775000.0,35.39,1.87481,1.98201,2.2,8.109,3873673214.63,,,,,,,,,2338178000.0,1.3,,Utilities,Utilities,Electric Utilities & IPPs,Electric Utilities,Electric Utilities (NEC),59,5910,591010,59101010,5910101010,,20.10783,,United States of America,,,FY-2
HWKN.OQ,596871000.0,26.155,2.018,,,,558181021.47,,,,,,,,,98752000.0,,,Basic Materials,Chemicals,Chemicals,Diversified Chemicals,Diversified Chemicals,51,5110,511010,51101090,5110109010,,27.13093,,United States of America,,,FY-2
600759.SS,248625029.885057,0.274329501915709,,,,,620946889.995402,,,,,,,,,677681028.35249,,,Energy,Energy - Fossil Fuels,Oil & Gas,Oil & Gas Exploration and Production,Oil & Gas Exploration and Production (NEC),50,5010,501020,50102020,5010202010,,12.91442,,China,,,FY-2
600724.SS,358666419.923372,0.548659003831418,,,,,792944526.311111,,,,,,,,,9195402.29885057,,,Energy,Energy - Fossil Fuels,Oil & Gas,Oil & Gas Refining and Marketing,Petroleum Product Wholesale,50,5010,501020,50102030,5010203013,,20.5574,,China,,,FY-2
HP.N,1218568000.0,22.633543315,-1.21259,-0.48357,-0.54449,-8.919,2492062042.08,,,,,,,,,1025483000.0,,,Energy,Energy - Fossil Fuels,Oil & Gas Related Equipment and Services,Oil & Gas Drilling,Oil & Gas Drilling (NEC),50,5010,501030,50103010,5010301010,,22.020485,,United States of America,,,FY-2
NIIN.PSX,185371442.455405,0.538341158059468,,,,,59535442.6040688,,,,,,,,,60771455.7861994,,,Basic Materials,Chemicals,Chemicals,Commodity Chemicals,Commodity Chemicals (NEC),51,5110,511010,51101010,5110101010,,31.26296,,Pakistan,,,FY-2
HME.V,14658491.7517675,0.153475623138423,,,,,13634297.2505891,,,,,,,,,19883817.7533386,,,Energy,Energy - Fossil Fuels,Oil & Gas,Oil & Gas Exploration and Production,Oil & Gas Exploration and Production (NEC),50,5010,501020,50102020,5010202010,,8.165738161174,,Canada,,,FY-2
DINO.N,11183643000.0,25.85,0.08354,2.8038,2.9904,-2.509,4188146145.15,,,,,,,,,3149731000.0,-12.5275,,Energy,Energy - Fossil Fuels,Oil & Gas,Oil & Gas Refining and Marketing,Petroleum Refining,50,5010,501020,50102030,5010203011,,23.012475,,United States of America,,,FY-2
BP.L,105944000000.0,3.48387273199612,0.32315,0.44695,0.52576,-6.71,70878086579.5425,,,,,,,,,81926000000.0,-4.5,,Energy,Energy - Fossil Fuels,Oil & Gas,Oil & Gas Refining and Marketing,Oil & Gas Refining and Marketing (NEC),50,5010,501020,50102030,5010203010,,21.21936,,United Kingdom,,,FY-2
USWF.PK,,0.0012,,,,,7573.2996,,,,,,,,,,,,Energy,Renewable Energy,Renewable Energy,Renewable Energy Equipment & Services,Wind Systems & Equipment,50,5020,502010,50201010,5020101011,,,,United States of America,,,FY-2
CWV.V,9671030.0,0.11783189316575,,,,,8590302.98507462,,,,,,,,,2136280.0,,,Energy,Energy - Fossil Fuels,Oil & Gas,Oil & Gas Exploration and Production,Oil & Gas Exploration and Production (NEC),50,5010,501020,50102020,5010202010,,23.74702,,Canada,,,FY-2
CNE.L,400000.0,2.95071031227696,0.22033,0.26435,0.02694,-9.109,1689825813.05768,,,,,,,,,240000000.0,-68.0,,Energy,Energy - Fossil Fuels,Oil & Gas,Oil & Gas Exploration and Production,Oil & Gas Exploration and Production (NEC),50,5010,501020,50102020,5010202010,,21.21936,,United Kingdom,,,FY-2
ASH.N,2111000000.0,79.2,5.31572,6.27091,7.2,7.95,4804857129.6,,,,,,,,,1970000000.0,,,Basic Materials,Chemicals,Chemicals,Diversified Chemicals,Diversified Chemicals,51,5110,511010,51101090,5110109010,,22.020485,,United States of America,,,FY-2
ENSV.A,15683000.0,1.87,-0.8,,,,9616488.09,,,,,,,,,22530000.0,,,Energy,Energy - Fossil Fuels,Oil & Gas Related Equipment and Services,Oil Related Services and Equipment,Oil Related Services and Equipment (NEC),50,5010,501030,50103020,5010302010,,22.020485,,United States of America,,,FY-2
BOS.TO,501572000.0,12.3802042419482,1.13143,0.81263,,22.51,333136464.666143,,,,,,,,,90734000.0,,,Basic Materials,Chemicals,Chemicals,Commodity Chemicals,Commodity Chemicals (NEC),51,5110,511010,51101010,5110101010,,28.107585,,Canada,,,FY-2
IDA.N,1348135000.0,96.03,4.78144,4.8,,9.45,4845854816.55,,,,,,,,,2000414000.0,2.6,,Utilities,Utilities,Electric Utilities & IPPs,Electric Utilities,Electric Utilities (NEC),59,5910,591010,59101010,5910101010,,10.76245,,United States of America,,,FY-2
AMNX.L,384000.0,0.007861957695831,,,,,29644964.7199775,,,,,,,,,223000.0,,,Energy,Energy - Fossil Fuels,Oil & Gas,Oil & Gas Exploration and Production,Oil & Gas Exploration and Production (NEC),50,5010,501020,50102020,5010202010,,16.4794,,Ireland; Republic of,,,FY-2
REX.N,372664000.0,24.48997551,1.82666,2.7,3.56333,,440232386.94,,,,,,,,,0.0,,,Energy,Renewable Energy,Renewable Energy,Renewable Fuels,Ethanol Fuels,50,5020,502010,50201020,5020102012,,22.020485,,United States of America,,,FY-2
YGR.TO,64010997.6433621,0.565593087195601,,,,,48290182.2466614,,,,,,,,,161352710.133543,,,Energy,Energy - Fossil Fuels,Oil & Gas,Oil & Gas Exploration and Production,Oil & Gas Exploration and Production (NEC),50,5010,501020,50102020,5010202010,,23.412543417088,,Canada,,,FY-2
BPT.N,9269000.0,2.38,,,,,50932000.0,,,,,,,,,0.0,,,Energy,Energy - Fossil Fuels,Oil & Gas,Oil & Gas Exploration and Production,Oil & Gas Exploration and Production (NEC),50,5010,501020,50102020,5010202010,,22.020485,,United States of America,,,FY-2
BKR.OQ,20705000000.0,20.85,0.68441,1.07943,1.37248,0.08,21585102486.9,,,,,,,,,7633000000.0,3.253,,Energy,Energy - Fossil Fuels,Oil & Gas Related Equipment and Services,Oil Related Services and Equipment,Oil Related Services and Equipment (NEC),50,5010,501030,50103020,5010302010,,22.020485,,United States of America,,,FY-2
HTG.L,626000000.0,3.04907228899189,-0.02215,0.11017,0.13884,-6.809,502914233.37025,,,,,,,,,45400000.0,,,Energy,Energy - Fossil Fuels,Oil & Gas Related Equipment and Services,Oil Related Services and Equipment,Oil Related Services and Equipment (NEC),50,5010,501030,50103020,5010302010,,21.21936,,United Kingdom,,,FY-2
WKC.N,20358300000.0,31.16,1.7954,2.82896,,3.87,1978721696.8,,,,,,,,,524700000.0,5.0,,Energy,Energy - Fossil Fuels,Oil & Gas,Oil & Gas Refining and Marketing,Petroleum Product Wholesale,50,5010,501020,50102030,5010203013,,25.8,,United States of America,,,FY-2
WEB.V,,0.078554595443833,,,,,1049433.77847604,,,,,,,,,0.0,,,Utilities,Utilities,Electric Utilities & IPPs,Electric Utilities,Solar Electric Utilities,59,5910,591010,59101010,5910101022,,23.74702,,Canada,,,FY-2
BRN.A,18022000.0,1.27,,,,,10511993.2,,,,,,,,,147000.0,,,Energy,Energy - Fossil Fuels,Oil & Gas,Oil & Gas Exploration and Production,Oil & Gas Exploration and Production (NEC),50,5010,501020,50102020,5010202010,,22.020485,,United States of America,,,FY-2
