Instrument,Revenue,Price Close,Earnings Per Share - SmartEstimate®,Earnings Per Share - SmartEstimate®,Earnings Per Share - SmartEstimate®,Return On Equity - Actual,Company Market Cap,Common Shares - Outstanding - Total,Total Assets,Interest Expense,Total Liabilities,Dividend Payout Ratio - %,Interest Bearing Liabilities - Total,Shareholders Equity - Common,Total Capital,Total Debt,Long Term Growth - Mean,"Return on Average Common Equity - %, TTM",TRBC Economic Sector Name,TRBC Business Sector Name,TRBC Industry Group Name,TRBC Industry Name,TRBC Activity Name,TRBC Economic Sector Code,TRBC Business Sector Code,TRBC Industry Group Code,TRBC Industry Code,TRBC Activity Code,Depreciation Depletion & Amortization - Total,"WACC Tax Rate, (%)",Earnings before Interest & Taxes (EBIT),Country of Headquarters,Operating Profit before Non-Recurring Income/Expense,Capital Expenditures - Total,year
SPMI.MI,16518679385.3259,67.8661988640128,3.73746505761233,6.63223563100839,8.12119724551715,-8.258,9480631712.26258,,,,,,,,,8406410644.0883,-2.622,,Energy,Energy - Fossil Fuels,Oil & Gas Related Equipment and Services,Oil Related Services and Equipment,Oil Related Services and Equipment (NEC),50,5010,501030,50103020,5010302010,,28.47653,,Italy,,,FY-9
TESB.BR,2460483272.39739,24.5163473623443,0.14100942903483,1.21605684910795,2.11039942821013,0.21,829287849.973884,,,,,,,,,422932072.46337,-22.5,,Basic Materials,Chemicals,Chemicals,Diversified Chemicals,Diversified Chemicals,51,5110,511010,51101090,5110109010,,20.89424,,Belgium,,,FY-9
BOOM.OQ,202060000.0,21.74,1.40614,1.7449,,4.53,299142552.18,,,,,,,,,29307000.0,13.0,,Energy,Energy - Fossil Fuels,Oil & Gas Related Equipment and Services,Oil Related Services and Equipment,Oil Related Services and Equipment (NEC),50,5010,501030,50103020,5010302010,,32.681847562298,,United States of America,,,FY-9
XOM.N,420836000000.0,101.2,7.68102,7.72898,7.87128,19.17,438702000000.0,,,,,,,,,22699000000.0,2.86667,,Energy,Energy - Fossil Fuels,Oil & Gas,Oil & Gas Refining and Marketing,Oil & Gas Refining and Marketing (NEC),50,5010,501020,50102030,5010203010,,28.006675,,United States of America,,,FY-9
XXFPL.PK,2785000.0,0.008,,,,,17874.096,,,,,,,,,20191000.0,,,Energy,Energy - Fossil Fuels,Oil & Gas,Oil & Gas Refining and Marketing,Gasoline Stations,50,5010,501020,50102030,5010203012,,,,United States of America,,,FY-9
NEE.N,15060000000.0,21.405,1.33143,1.41621,1.49017,12.42,37950244824.72,,,,,,,,,28426000000.0,6.865,,Utilities,Utilities,Electric Utilities & IPPs,Electric Utilities,Electric Utilities (NEC),59,5910,591010,59101010,5910101010,,15.103156811219,,United States of America,,,FY-9
EGAB.PA,1812801000.0,639.689913956621,110.003974726224,108.921204479105,84.6216436126932,,2878604612.80479,,,,,,,,,218536000.0,,,Energy,Energy - Fossil Fuels,Oil & Gas,Oil & Gas Exploration and Production,Oil & Gas Exploration and Production (NEC),50,5010,501020,50102020,5010202010,,18.176775,,Gabon,,,FY-9
BTKW.KL,2907323402.9484,5.98108025633201,,,,,2607457918.82819,,,,,,,,,883268120.39312,,,Basic Materials,Chemicals,Chemicals,Commodity Chemicals,Commodity Chemicals (NEC),51,5110,511010,51101010,5110101010,,24.98788,,Malaysia,,,FY-9
0002.HK,12502643864.9436,7.90580102659341,0.515436846919975,0.545636684576038,0.534946465154034,10.429,19973615509.9435,,,,,,,,,10836879981.4285,,,Utilities,Utilities,Electric Utilities & IPPs,Electric Utilities,Electric Utilities (NEC),59,5910,591010,59101010,5910101010,,19.751060057425,,Hong Kong,,,FY-9
0135.HK,5685989010.02693,1.25119948412391,0.134865832704382,0.155343407255151,0.16686808801733,14.449,14203824903.7865,,,,,,,,,4043180038.65405,12.47,,Utilities,Utilities,Natural Gas Utilities,Natural Gas Utilities,Natural Gas Distribution,59,5910,591020,59102010,5910201011,,28.5309,,Hong Kong,,,FY-9
FPE3_p.DE,2517524809.63246,49.0282685512368,2.38573972092253,2.40912039529074,2.54390441307598,26.78,6507414421.37809,,,,,,,,,10721060.0104462,6.28,,Basic Materials,Chemicals,Chemicals,Commodity Chemicals,Commodity Chemicals (NEC),51,5110,511010,51101010,5110101010,,28.07571,,Germany,,,FY-9
WWGG.F,1616131071.8311,712.09695229682,,,,,2447833273.52031,,,,,,,,,82882040.8499876,,,Utilities,Utilities,Natural Gas Utilities,Natural Gas Utilities,Natural Gas Distribution,59,5910,591020,59102010,5910201011,,1.88679,,Germany,,,FY-9
0003.HK,3642846088.36957,1.17403833849209,0.049838383578226,0.055102829253216,0.058681570576797,14.401,21920986038.2444,,,,,,,,,4064626376.74431,20.2,,Utilities,Utilities,Natural Gas Utilities,Natural Gas Utilities,Natural Gas Distribution,59,5910,591020,59102010,5910201011,,22.00713,,Hong Kong,,,FY-9
1314.TW,1185260472.91632,0.426436800503102,0.002449803149606,,,-4.345,1058254551.65521,,,,,,,,,152683078.987087,,,Basic Materials,Chemicals,Chemicals,Commodity Chemicals,Commodity Chemicals (NEC),51,5110,511010,51101010,5110101010,,20.09463,,Taiwan,,,FY-9
0154.HK,0.0,0.220537027006113,,,,-40.75,188550369.689701,,,,,,,,,35149346.1270603,,,Energy,Renewable Energy,Renewable Energy,Renewable Energy Equipment & Services,Renewable Energy Equipment & Services (NEC),50,5020,502010,50201010,5020101010,,12.857854161616,,Hong Kong,,,FY-9
FSEI.PK,23923000.0,0.065,,,,,278720.0,,,,,,,,,2425000.0,,,Energy,Energy - Fossil Fuels,Oil & Gas Related Equipment and Services,Oil Related Services and Equipment,Oil Related - Surveying & Mapping Services,50,5010,501030,50103020,5010302013,,,,United States of America,,,FY-9
0295.HK,1216446.14037696,0.022569578787175,,,,,39782550.5977714,,,,,,,,,1396005.74855047,,,Utilities,Utilities,Electric Utilities & IPPs,Electric Utilities,Solar Electric Utilities,59,5910,591010,59101010,5910101022,,20.86378,,Hong Kong,,,FY-9
LECG.F,2930644363.19653,86.974105565371,,,,,3082765861.08657,,,,,,,,,10590482.9974984,,,Utilities,Utilities,Electric Utilities & IPPs,Electric Utilities,Electric Utilities (NEC),59,5910,591010,59101010,5910101010,,27.527673163606,,Germany,,,FY-9
HENY.KL,4484615807.14068,1.94079951174855,,,,-6.374,582239853.524565,,,,,,,,,530861458.651205,,,Energy,Energy - Fossil Fuels,Oil & Gas,Oil & Gas Refining and Marketing,Petroleum Refining,50,5010,501020,50102030,5010203011,,25.06773,,Malaysia,,,FY-9
FTS.TO,3810734463.27684,28.6723163841808,1.45275858975509,1.75119262739429,1.90876121397213,6.76,6090924968.92655,,,,,,,,,7333333333.33333,4.15,,Utilities,Utilities,Electric Utilities & IPPs,Electric Utilities,Electric Utilities (NEC),59,5910,591010,59101010,5910101010,,14.277,,Canada,,,FY-9
UP.BK,27893268.3598531,1.18866199329473,,,,10.914,29716549.8323681,,,,,,,,,0.0,,,Basic Materials,Chemicals,Chemicals,Commodity Chemicals,Commodity Chemicals (NEC),51,5110,511010,51101010,5110101010,,18.52329,,Thailand,,,FY-9
AES.N,15891000000.0,14.51,1.35441,1.4434,1.52,21.71,10569689400.73,,,,,,,,,21049000000.0,5.75,,Utilities,Utilities,Electric Utilities & IPPs,Electric Utilities,Electric Utilities (NEC),59,5910,591010,59101010,5910101010,,35.16484,,United States of America,,,FY-9
2HR.DE,1669181075.95459,11.7704417181979,0.353732901170137,0.664972806680218,0.580492793799034,-6.97,359852760.843639,,,,,,,,,251509195.370701,,,Basic Materials,Chemicals,Chemicals,Commodity Chemicals,Commodity Chemicals (NEC),51,5110,511010,51101010,5110101010,,28.38682,,Germany,,,FY-9
ATD.TO,37962100000.0,12.6333834745763,0.78033,0.87435,,21.34,14210062240.1506,,,,,,,,,2606400000.0,15.18667,,Energy,Energy - Fossil Fuels,Oil & Gas,Oil & Gas Refining and Marketing,Gasoline Stations,50,5010,501020,50102030,5010203012,,19.45759,,Canada,,,FY-9
AE.A,3945969000.0,68.5,,,,,288905326.0,,,,,,,,,0.0,,,Energy,Energy - Fossil Fuels,Oil & Gas,Oil & Gas Refining and Marketing,Petroleum Product Wholesale,50,5010,501020,50102030,5010203013,,22.84872714632,,United States of America,,,FY-9
ECR.MC,859018060.862633,0.652885064738708,0.0,0.027036160865157,,,69093850.9910108,,,,,,,,,233361739.560711,,,Basic Materials,Chemicals,Chemicals,Commodity Chemicals,Commodity Chemicals (NEC),51,5110,511010,51101010,5110101010,,24.94374,,Spain,,,FY-9
ALOD.PK,562290.0,0.38,,,,,2148144.18,,,,,,,,,0.0,,,Energy,Energy - Fossil Fuels,Oil & Gas,Oil & Gas Exploration and Production,Oil & Gas Exploration and Production (NEC),50,5010,501020,50102020,5010202010,,,,United States of America,,,FY-9
PTPh.V,295856.873822975,0.480225988700565,,,,,14743095.8474576,,,,,,,,,3553474.57627119,,,Energy,Energy - Fossil Fuels,Oil & Gas,Oil & Gas Exploration and Production,Oil & Gas Exploration and Production (NEC),50,5010,501020,50102020,5010202010,,23.74702,,Canada,,,FY-9
AERN.PK,28720.0,0.0001,,,,,137293.3244,,,,,,,,,133370.0,,,Energy,Energy - Fossil Fuels,Oil & Gas,Oil & Gas Exploration and Production,Oil & Gas Exploration and Production (NEC),50,5010,501020,50102020,5010202010,,,,United States of America,,,FY-9
600795.SS,10753304998.5959,0.38819234517733,0.063546260964369,0.067892363348035,,16.45,6688521739.15126,,,,,,,,,24638579151.5932,,,Utilities,Utilities,Electric Utilities & IPPs,Electric Utilities,Electric Utilities (NEC),59,5910,591010,59101010,5910101010,,32.81628,,China,,,FY-9
IBE.MC,42715331115.8149,4.49516383154191,0.330306782225891,0.35402393726785,0.364834925855953,7.678,39753531249.1409,,,,,,,,,38475149132.6937,-3.6,,Utilities,Utilities,Electric Utilities & IPPs,Electric Utilities,Electric Utilities (NEC),59,5910,591010,59101010,5910101010,,21.43281,,Spain,,,FY-9
AIRP.PA,20926959342.4417,94.0006531558402,5.20498005227679,5.71714128490852,6.2860365937543,15.508,44183039702.5593,,,,,,,,,9630123429.63961,6.30833,,Basic Materials,Chemicals,Chemicals,Commodity Chemicals,Commodity Chemicals (NEC),51,5110,511010,51101010,5110101010,,25.40194,,France,,,FY-9
LOU.V,2311676.08286252,1.31826741996233,,,,,29407348.0225988,,,,,,,,,3108286.25235405,,,Energy,Energy - Fossil Fuels,Oil & Gas,Oil & Gas Exploration and Production,Oil & Gas Exploration and Production (NEC),50,5010,501020,50102020,5010202010,,23.74702,,Canada,,,FY-9
0632.HK,52672625.0354665,0.666177822487039,,,,-7.676,108694464.071809,,,,,,,,,0.0,,,Energy,Energy - Fossil Fuels,Oil & Gas,Oil & Gas Refining and Marketing,Petroleum Product Wholesale,50,5010,501020,50102030,5010203013,,17.281305,,Hong Kong,,,FY-9
DPAP.PA,22298141.6829315,148.271920247338,,,,,16813953.871952,,,,,,,,,2063006.84498447,,,Energy,Energy - Fossil Fuels,Oil & Gas Related Equipment and Services,Oil & Gas Transportation Services,Oil & Gas Transportation Services (NEC),50,5010,501030,50103030,5010303010,,28.34194,,France,,,FY-9
EDSP.PA,1152306402.39712,139.236330648487,,,,28.58,998238999.642631,,,,,,,,,14854166.0939605,,,Utilities,Utilities,Electric Utilities & IPPs,Electric Utilities,Electric Utilities (NEC),59,5910,591010,59101010,5910101010,,33.185940371338,,France,,,FY-9
ESSF.PA,22386260549.2482,56.3542897984991,,,,2.89,724410613.84941,,,,,,,,,622921076.504385,,,Energy,Energy - Fossil Fuels,Oil & Gas,Oil & Gas Refining and Marketing,Petroleum Refining,50,5010,501020,50102030,5010203011,,25.32436,,France,,,FY-9
HES.N,11854000000.0,83.0,4.82188,5.18114,5.60384,8.23,27001076691.0,,,,,,,,,5798000000.0,-2.8,,Energy,Energy - Fossil Fuels,Oil & Gas,Oil & Gas Exploration and Production,Oil & Gas Exploration and Production (NEC),50,5010,501020,50102020,5010202010,,22.02326,,United States of America,,,FY-9
ENGEPEC1.LM,505324382.384533,0.594792643764538,0.08241906794735,0.078367129135539,,18.22,2094112035.33834,,,,,,,,,286310418.904404,,,Utilities,Utilities,Electric Utilities & IPPs,Electric Utilities,Electric Utilities (NEC),59,5910,591010,59101010,5910101010,,29.35811,,Peru,,,FY-9
LUSURC1.LM,787840315.073398,1.90957145070675,0.230082084225553,,,21.45,1630145119.53097,,,,,,,,,414875044.754744,,,Utilities,Utilities,Electric Utilities & IPPs,Electric Utilities,Electric Utilities (NEC),59,5910,591010,59101010,5910101010,,29.86401,,Peru,,,FY-9
GEPH.PA,3767900000.0,109.596906065646,6.80836,8.83061,10.24952,2.27,3058531701.81708,,,,,,,,,2727900000.0,49.3,,Energy,Energy - Fossil Fuels,Oil & Gas Related Equipment and Services,Oil Related Services and Equipment,Oil Related - Surveying & Mapping Services,50,5010,501030,50103020,5010302013,,9.69146041708,,France,,,FY-9
RUBF.PA,3788257690.29882,31.1475933240784,2.11235383133856,2.35802723895997,2.46202378063577,5.718,2358176062.67009,,,,,,,,,839959314.951756,6.0,,Energy,Energy - Fossil Fuels,Oil & Gas,Oil & Gas Refining and Marketing,Petroleum Product Wholesale,50,5010,501020,50102030,5010203013,,19.91492,,France,,,FY-9
AEP.OQ,14833700000.0,46.74,3.34142,3.4532,3.59422,10.04,22798714367.28,,,,,,,,,19134000000.0,4.23333,,Utilities,Utilities,Electric Utilities & IPPs,Electric Utilities,Electric Utilities (NEC),59,5910,591010,59101010,5910101010,,4.12376,,United States of America,,,FY-9
MAUP.PA,757785686.0,16.7069851829453,1.16772779890855,1.35462488286203,1.14175780226448,,2030402732.76383,,,,,,,,,910117741.0,,,Energy,Energy - Fossil Fuels,Oil & Gas,Oil & Gas Exploration and Production,Oil & Gas Exploration and Production (NEC),50,5010,501020,50102020,5010202010,,25.32436,,France,,,FY-9
PSWW.PK,,,,,,,28420839.0,,,,,,,,,,,,Utilities,Utilities,Electric Utilities & IPPs,Electric Utilities,Electric Utilities (NEC),59,5910,591010,59101010,5910101010,,,,United States of America,,,FY-9
AECFF.PK,29722975.7501028,,,,,,,,,,,,,,,25663789.5602137,,,Energy,Energy - Fossil Fuels,Oil & Gas,Oil & Gas Exploration and Production,Oil & Gas Exploration and Production (NEC),50,5010,501020,50102020,5010202010,,,,Canada,,,FY-9
IEP.OQ,20467000000.0,107.95528464,,,,,12461832807.69,,,,,,,,,9295000000.0,,,Energy,Energy - Fossil Fuels,Oil & Gas,Oil & Gas Refining and Marketing,Petroleum Refining,50,5010,501020,50102030,5010203011,,22.02326,,United States of America,,,FY-9
HAL.N,29402000000.0,50.75,4.04039,5.05714,6.02008,19.38,43047491779.25,,,,,,,,,7816000000.0,21.97,,Energy,Energy - Fossil Fuels,Oil & Gas Related Equipment and Services,Oil Related Services and Equipment,Oil Related Services and Equipment (NEC),50,5010,501030,50103020,5010302010,,19.326750555566,,United States of America,,,FY-9
TTEF.PA,227969000000.0,61.2062567006625,6.47936,6.62128,6.79628,11.74,145471074614.907,,,,,,,,,45442000000.0,-1.97,,Energy,Energy - Fossil Fuels,Oil & Gas,Integrated Oil & Gas,Integrated Oil & Gas,50,5010,501020,50102010,5010201010,,36.237316806664,,France,,,FY-9
VLLP.PA,7667363993.7323,451.956372591198,30.104842462566,39.0944813993595,,5.61,6975726640.45963,,,,,,,,,2972398768.45259,23.6,,Energy,Energy - Fossil Fuels,Oil & Gas Related Equipment and Services,Oil Related Services and Equipment,Oil Related Services and Equipment (NEC),50,5010,501030,50103020,5010302010,,25.32436,,France,,,FY-9
025000.KS,744682979.523583,60.8861362553597,,,,,294688899.475941,,,,,,,,,45149874.340162,,,Basic Materials,Chemicals,Chemicals,Commodity Chemicals,Commodity Chemicals (NEC),51,5110,511010,51101010,5110101010,,23.29273,,Korea; Republic (S. Korea),,,FY-9
HE.N,3238470000.0,26.06,1.6631,1.7865,1.90747,9.73,2638830388.0,,,,,,,,,1842941000.0,4.2,,Utilities,Utilities,Electric Utilities & IPPs,Electric Utilities,Electric Utilities (NEC),59,5910,591010,59101010,5910101010,,20.10783,,United States of America,,,FY-9
HWKN.OQ,348263000.0,18.595,,,,,394438701.979999,,,,,,,,,0.0,,,Basic Materials,Chemicals,Chemicals,Diversified Chemicals,Diversified Chemicals,51,5110,511010,51101090,5110109010,,27.13093,,United States of America,,,FY-9
600759.SS,271463552.868494,1.0127312337909,,,,,1606346008.82931,,,,,,,,,463372350.793729,,,Energy,Energy - Fossil Fuels,Oil & Gas,Oil & Gas Exploration and Production,Oil & Gas Exploration and Production (NEC),50,5010,501020,50102020,5010202010,,12.91442,,China,,,FY-9
600724.SS,833256563.754398,0.692138692039579,,,,20.976,1000307264.56382,,,,,,,,,1029573061.10313,,,Energy,Energy - Fossil Fuels,Oil & Gas,Oil & Gas Refining and Marketing,Petroleum Product Wholesale,50,5010,501020,50102030,5010203013,,20.5574,,China,,,FY-9
HP.N,3715968000.0,82.168753106,7.18027,7.55083,6.327,15.23,9069144666.48,,,,,,,,,79137000.0,16.0,,Energy,Energy - Fossil Fuels,Oil & Gas Related Equipment and Services,Oil & Gas Drilling,Oil & Gas Drilling (NEC),50,5010,501030,50103010,5010301010,,22.02326,,United States of America,,,FY-9
NIIN.PSX,33797870.5619801,0.141757719714964,,,,,15677058.4488361,,,,,,,,,8408895.61777237,,,Basic Materials,Chemicals,Chemicals,Commodity Chemicals,Commodity Chemicals (NEC),51,5110,511010,51101010,5110101010,,31.26296,,Pakistan,,,FY-9
HME.V,9955932.20338983,0.42866738700565,,,,,26843678.5028248,,,,,,,,,4237288.13559322,,,Energy,Energy - Fossil Fuels,Oil & Gas,Oil & Gas Exploration and Production,Oil & Gas Exploration and Production (NEC),50,5010,501020,50102020,5010202010,,8.165738161174,,Canada,,,FY-9
DINO.N,20160560000.0,47.620705461,4.54602,4.38308,4.10707,,9889405266.98,,,,,,,,,997519000.0,-24.2,,Energy,Energy - Fossil Fuels,Oil & Gas,Oil & Gas Refining and Marketing,Petroleum Refining,50,5010,501020,50102030,5010203011,,23.012475,,United States of America,,,FY-9
BP.L,379136000000.0,8.08016423569146,0.80963,0.84626,0.82777,10.84,150644771285.827,,,,,,,,,48192000000.0,-1.28333,,Energy,Energy - Fossil Fuels,Oil & Gas,Oil & Gas Refining and Marketing,Oil & Gas Refining and Marketing (NEC),50,5010,501020,50102030,5010203010,,21.14241,,United Kingdom,,,FY-9
USWF.PK,,0.0001,,,,,631.1083,,,,,,,,,,,,Energy,Renewable Energy,Renewable Energy,Renewable Energy Equipment & Services,Wind Systems & Equipment,50,5020,502010,50201010,5020101011,,,,United States of America,,,FY-9
CWV.V,13256730.0,3.12892265254237,,,,,45270293.1638418,,,,,,,,,4113800.0,,,Energy,Energy - Fossil Fuels,Oil & Gas,Oil & Gas Exploration and Production,Oil & Gas Exploration and Production (NEC),50,5010,501020,50102020,5010202010,,23.74702,,Canada,,,FY-9
CNE.L,,4.59907248778994,-0.8239,-0.73628,-0.52353,-16.28,2658010740.79899,,,,,,,,,55300000.0,,,Energy,Energy - Fossil Fuels,Oil & Gas,Oil & Gas Exploration and Production,Oil & Gas Exploration and Production (NEC),50,5010,501020,50102020,5010202010,,21.14241,,United Kingdom,,,FY-9
ASH.N,6121000000.0,47.47837264,7.55548,8.62551,9.65,11.43,7550247757.84,,,,,,,,,3249000000.0,11.29333,,Basic Materials,Chemicals,Chemicals,Diversified Chemicals,Diversified Chemicals,51,5110,511010,51101090,5110109010,,22.02326,,United States of America,,,FY-9
ENSV.A,46472680.0,,3.6786,4.88625,,,62604187.69,,,,,,,,,13762190.0,,,Energy,Energy - Fossil Fuels,Oil & Gas Related Equipment and Services,Oil Related Services and Equipment,Oil Related Services and Equipment (NEC),50,5010,501030,50103020,5010302010,,22.02326,,United States of America,,,FY-9
BOS.TO,236325000.0,7.29755178907721,0.7,0.83,,7.93,165988069.679849,,,,,,,,,57113000.0,,,Basic Materials,Chemicals,Chemicals,Commodity Chemicals,Commodity Chemicals (NEC),51,5110,511010,51101010,5110101010,,28.107585,,Canada,,,FY-9
IDA.N,1245550000.0,51.84,,3.45,3.55,10.1,2604065500.8,,,,,,,,,1671072000.0,,,Utilities,Utilities,Electric Utilities & IPPs,Electric Utilities,Electric Utilities (NEC),59,5910,591010,59101010,5910101010,,10.76245,,United States of America,,,FY-9
AMNX.L,724000.0,0.025794990927303,,,,,22363642.8974685,,,,,,,,,9725000.0,,,Energy,Energy - Fossil Fuels,Oil & Gas,Oil & Gas Exploration and Production,Oil & Gas Exploration and Production (NEC),50,5010,501020,50102020,5010202010,,16.4794,,Ireland; Republic of,,,FY-9
REX.N,666045000.0,14.90331843,2.98,1.68666,,,361156023.66,,,,,,,,,75726000.0,,,Energy,Renewable Energy,Renewable Energy,Renewable Fuels,Ethanol Fuels,50,5020,502010,50201020,5020102012,,22.02326,,United States of America,,,FY-9
YGR.TO,32051393.5969868,0.546139359698682,0.203472033360529,0.244764753875442,,,80346388.0037664,,,,,,,,,37569764.5951036,,,Energy,Energy - Fossil Fuels,Oil & Gas,Oil & Gas Exploration and Production,Oil & Gas Exploration and Production (NEC),50,5010,501020,50102020,5010202010,,23.412543417088,,Canada,,,FY-9
BPT.N,194854000.0,79.63,,,,,1704082000.0,,,,,,,,,0.0,,,Energy,Energy - Fossil Fuels,Oil & Gas,Oil & Gas Exploration and Production,Oil & Gas Exploration and Production (NEC),50,5010,501020,50102020,5010202010,,22.02326,,United States of America,,,FY-9
BKR.OQ,22364000000.0,38.49422652,4.00675,5.03747,6.17973,6.7,24492653397.72,,,,,,,,,4381000000.0,18.34667,,Energy,Energy - Fossil Fuels,Oil & Gas Related Equipment and Services,Oil Related Services and Equipment,Oil Related Services and Equipment (NEC),50,5010,501030,50103020,5010302010,,22.02326,,United States of America,,,FY-9
HTG.L,1293600000.0,12.913693481896,0.99789,1.11715,1.18782,6.86,1907904716.80932,,,,,,,,,375200000.0,9.325,,Energy,Energy - Fossil Fuels,Oil & Gas Related Equipment and Services,Oil Related Services and Equipment,Oil Related Services and Equipment (NEC),50,5010,501030,50103020,5010302010,,21.14241,,United Kingdom,,,FY-9
WKC.N,41561947000.0,43.16,3.19397,3.61572,,12.84,3118784759.99999,,,,,,,,,463711000.0,5.0,,Energy,Energy - Fossil Fuels,Oil & Gas,Oil & Gas Refining and Marketing,Petroleum Product Wholesale,50,5010,501020,50102030,5010203013,,25.8,,United States of America,,,FY-9
WEB.V,50207.1563088512,2.63653483992467,,,,,5568312.34463276,,,,,,,,,0.0,,,Utilities,Utilities,Electric Utilities & IPPs,Electric Utilities,Solar Electric Utilities,59,5910,591010,59101010,5910101022,,23.74702,,Canada,,,FY-9
BRN.A,24608000.0,3.01,,,,,24914251.5999999,,,,,,,,,16640000.0,,,Energy,Energy - Fossil Fuels,Oil & Gas,Oil & Gas Exploration and Production,Oil & Gas Exploration and Production (NEC),50,5010,501020,50102020,5010202010,,22.02326,,United States of America,,,FY-9
