Instrument,Revenue,Price Close,Earnings Per Share - SmartEstimate®,Earnings Per Share - SmartEstimate®,Earnings Per Share - SmartEstimate®,Return On Equity - Actual,Company Market Cap,Common Shares - Outstanding - Total,Total Assets,Interest Expense,Total Liabilities,Dividend Payout Ratio - %,Interest Bearing Liabilities - Total,Shareholders Equity - Common,Total Capital,Total Debt,Long Term Growth - Mean,"Return on Average Common Equity - %, TTM",TRBC Economic Sector Name,TRBC Business Sector Name,TRBC Industry Group Name,TRBC Industry Name,TRBC Activity Name,TRBC Economic Sector Code,TRBC Business Sector Code,TRBC Industry Group Code,TRBC Industry Code,TRBC Activity Code,Depreciation Depletion & Amortization - Total,"WACC Tax Rate, (%)",Earnings before Interest & Taxes (EBIT),Country of Headquarters,Operating Profit before Non-Recurring Income/Expense,Capital Expenditures - Total,year
EVNV.VI,2412968530.53502,14.3865146438251,1.36425675905844,1.6887937592969,1.68053868077714,7.57,2587823264.48086,,,,,,,,,1316818925.78964,-0.1,,Utilities,Utilities,Electric Utilities & IPPs,Electric Utilities,Electric Utilities (NEC),59,5910,591010,59101010,5910101010,,12.720910168474,,Austria,,,FY-4
XL.V,5832470.0,0.191204588910134,,,,,1382829.93326978,,,,,,,,,26044420.0,,,Energy,Energy - Fossil Fuels,Oil & Gas,Oil & Gas Exploration and Production,Oil & Gas Exploration and Production (NEC),50,5010,501020,50102020,5010202010,,23.74702,,Canada,,,FY-4
ERF.TO,997469927.0,7.78763657695974,0.85337,0.96267,1.04337,21.01,1898006836.10764,,,,,,,,,510999408.0,,,Energy,Energy - Fossil Fuels,Oil & Gas,Oil & Gas Exploration and Production,Oil & Gas Exploration and Production (NEC),50,5010,501020,50102020,5010202010,,24.28755,,Canada,,,FY-4
WFRD.OQ,5744000000.0,,-0.28165,-0.0128,0.28823,27.11,559515660.171,,,,,,,,,7988000000.0,,,Energy,Energy - Fossil Fuels,Oil & Gas Related Equipment and Services,Oil Related Services and Equipment,Oil Related Services and Equipment (NEC),50,5010,501030,50103020,5010302010,,16.4794,,United States of America,,,FY-4
EOG.N,17100837000.0,79.608962836,4.39162,6.25424,6.65278,18.06,50573344205.6099,,,,,,,,,6083262000.0,80.67,,Energy,Energy - Fossil Fuels,Oil & Gas,Oil & Gas Exploration and Production,Oil & Gas Exploration and Production (NEC),50,5010,501020,50102020,5010202010,,21.51151,,United States of America,,,FY-4
1313.TW,2004335241.95923,0.368535863377609,,,,,491051851.612903,,,,,,,,,653950528.416713,,,Basic Materials,Chemicals,Chemicals,Commodity Chemicals,Commodity Chemicals (NEC),51,5110,511010,51101010,5110101010,,20.57891,,Taiwan,,,FY-4
EPGRQ.PK,,0.0001,,,,-87.26,1570.8591,,,,,,,,,46465650.0,,,Utilities,Utilities,Electric Utilities & IPPs,Electric Utilities,Electric Utilities (NEC),59,5910,591010,59101010,5910101010,,,,United States of America,,,FY-4
CAMB.BR,241148270.483531,30.9661436829067,,,,,46449215.52436,,,,,,,,,10559454.9958712,,,Basic Materials,Chemicals,Chemicals,Commodity Chemicals,Commodity Chemicals (NEC),51,5110,511010,51101010,5110101010,,24.10033,,Belgium,,,FY-4
EQT.N,4736459000.0,18.89,1.55841,0.40042,0.06338,3.66,4806107140.0,,,,,,,,,5497381000.0,-38.766,,Energy,Energy - Fossil Fuels,Oil & Gas,Oil & Gas Exploration and Production,Oil & Gas Exploration and Production (NEC),50,5010,501020,50102020,5010202010,,22.020485,,United States of America,,,FY-4
RECT.BR,1281828608.12919,7.32865400495458,0.932939036527748,0.999274557366643,,17.08,404739662.675474,,,,,,,,,143048674.190293,,,Basic Materials,Chemicals,Chemicals,Commodity Chemicals,Commodity Chemicals (NEC),51,5110,511010,51101010,5110101010,,19.38025,,Belgium,,,FY-4
NEU.N,2289675000.0,412.09,19.34,21.84,23.85,56.7,4609013187.38,,,,,,,,,770999000.0,,,Basic Materials,Chemicals,Chemicals,Commodity Chemicals,Commodity Chemicals (NEC),51,5110,511010,51101010,5110101010,,21.20364,,United States of America,,,FY-4
FLOB.BR,439080420.222039,200.130370641446,12.1627321121206,,,,182155587.668593,,,,,,,,,128596660.244059,,,Basic Materials,Chemicals,Chemicals,Commodity Chemicals,Commodity Chemicals (NEC),51,5110,511010,51101010,5110101010,,30.74400391804,,Belgium,,,FY-4
SOAC.BR,316542802.091935,126.731810257822,,,,,2708896626.41068,,,,,,,,,215616111.569869,11.0,,Basic Materials,Chemicals,Chemicals,Diversified Chemicals,Diversified Chemicals,51,5110,511010,51101090,5110109010,,19.38025,,Belgium,,,FY-4
SOLB.BR,12958757684.1912,100.146802458941,10.3310671002069,10.7142499829464,11.1336888060211,10.74,10603184518.2126,,,,,,,,,4369666941.92128,1.70033,,Basic Materials,Chemicals,Chemicals,Diversified Chemicals,Diversified Chemicals,51,5110,511010,51101090,5110109010,,19.38025,,Belgium,,,FY-4
SPMI.MI,9791035874.8509,9.37270257767917,0.32208843560619,0.715455196643586,0.731248081318007,0.59,3775294369.89238,,,,,,,,,3384484815.12065,1.5,,Energy,Energy - Fossil Fuels,Oil & Gas Related Equipment and Services,Oil Related Services and Equipment,Oil Related Services and Equipment (NEC),50,5010,501030,50103020,5010302010,,28.47653,,Italy,,,FY-4
TESB.BR,1859000825.76383,33.3746215249105,2.85651142127698,3.35714687391045,,13.36,1440014094.06826,,,,,,,,,587324525.185797,,,Basic Materials,Chemicals,Chemicals,Diversified Chemicals,Diversified Chemicals,51,5110,511010,51101090,5110109010,,20.89424,,Belgium,,,FY-4
BOOM.OQ,326429000.0,35.12,2.37717,2.99616,,,523236830.159999,,,,,,,,,41355000.0,,,Energy,Energy - Fossil Fuels,Oil & Gas Related Equipment and Services,Oil Related Services and Equipment,Oil Related Services and Equipment (NEC),50,5010,501030,50103020,5010302010,,32.6807210896205,,United States of America,,,FY-4
XOM.N,279332000000.0,68.19,4.25964,5.35677,5.11245,10.98,288703310922.3,,,,,,,,,37796000000.0,16.67133,,Energy,Energy - Fossil Fuels,Oil & Gas,Oil & Gas Refining and Marketing,Oil & Gas Refining and Marketing (NEC),50,5010,501020,50102030,5010203010,,28.006675,,United States of America,,,FY-4
XXFPL.PK,2785000.0,0.006,,,,,13405.572,,,,,,,,,20191000.0,,,Energy,Energy - Fossil Fuels,Oil & Gas,Oil & Gas Refining and Marketing,Gasoline Stations,50,5010,501020,50102030,5010203012,,,,United States of America,,,FY-4
NEE.N,16350000000.0,43.455,2.09884,2.26004,2.43432,11.78,83076444571.7399,,,,,,,,,37712000000.0,8.47125,,Utilities,Utilities,Electric Utilities & IPPs,Electric Utilities,Electric Utilities (NEC),59,5910,591010,59101010,5910101010,,15.1021176811115,,United States of America,,,FY-4
EGAB.PA,904874000.0,143.361776309753,,,,,645127993.393889,,,,,,,,,14419000.0,,,Energy,Energy - Fossil Fuels,Oil & Gas,Oil & Gas Exploration and Production,Oil & Gas Exploration and Production (NEC),50,5010,501020,50102020,5010202010,,18.38104,,Gabon,,,FY-4
BTKW.KL,4581396180.80735,4.03874092009685,0.389078498293515,0.401999024865919,,,1760693142.85714,,,,,,,,,1156203287.40633,,,Basic Materials,Chemicals,Chemicals,Commodity Chemicals,Commodity Chemicals (NEC),51,5110,511010,51101010,5110101010,,24.98788,,Malaysia,,,FY-4
0002.HK,11013088169.5716,11.3005171423099,0.645081100365684,0.655247633245416,0.635273880967853,12.842,28550197975.4836,,,,,,,,,7060971716.78478,-4.3585,,Utilities,Utilities,Electric Utilities & IPPs,Electric Utilities,Electric Utilities (NEC),59,5910,591010,59101010,5910101010,,19.751060057425,,Hong Kong,,,FY-4
0135.HK,15339975274.5255,0.752702904935198,0.119029828441628,0.134625500627653,0.128869029828442,11.203,8555481667.81587,,,,,,,,,5635081085.012,13.5,,Utilities,Utilities,Natural Gas Utilities,Natural Gas Utilities,Natural Gas Distribution,59,5910,591020,59102010,5910201011,,28.5309,,Hong Kong,,,FY-4
FPE3_p.DE,2944077438.29709,41.1468042038814,2.25285076284827,2.38728435084219,2.59755090964598,20.85,5641515044.08586,,,,,,,,,4587576.8419121,5.24867,,Basic Materials,Chemicals,Chemicals,Commodity Chemicals,Commodity Chemicals (NEC),51,5110,511010,51101010,5110101010,,28.07571,,Germany,,,FY-4
WWGG.F,2179098999.90825,1034.95991674577,,,,,3557674713.81356,,,,,,,,,64111386.3657216,,,Utilities,Utilities,Natural Gas Utilities,Natural Gas Utilities,Natural Gas Distribution,59,5910,591020,59102010,5910201011,,,,Germany,,,FY-4
0003.HK,4989210240.69463,1.7056851398838,0.058514338127572,0.062848261717008,,15.163,31827856773.5682,,,,,,,,,5007865670.68888,2.081,,Utilities,Utilities,Natural Gas Utilities,Natural Gas Utilities,Natural Gas Distribution,59,5910,591020,59102010,5910201011,,22.00713,,Hong Kong,,,FY-4
1314.TW,1259795209.89432,0.334908439736963,0.030035030814142,0.019082750129601,,6.385,967200061.298501,,,,,,,,,194267283.970814,,,Basic Materials,Chemicals,Chemicals,Commodity Chemicals,Commodity Chemicals (NEC),51,5110,511010,51101010,5110101010,,20.09463,,Taiwan,,,FY-4
0154.HK,162183617.44238,0.085551937687544,,,,-40.75,128358718.061674,,,,,,,,,393480303.900913,,,Energy,Renewable Energy,Renewable Energy,Renewable Energy Equipment & Services,Renewable Energy Equipment & Services (NEC),50,5020,502010,50201010,5020101010,,12.857854161616,,Hong Kong,,,FY-4
FSEI.PK,23923000.0,0.06,,,,,257280.0,,,,,,,,,2425000.0,,,Energy,Energy - Fossil Fuels,Oil & Gas Related Equipment and Services,Oil Related Services and Equipment,Oil Related - Surveying & Mapping Services,50,5010,501030,50103020,5010302013,,,,United States of America,,,FY-4
0295.HK,273580685.041088,0.017493455915214,0.001521633322233,0.003346824807234,0.004716038630018,,261779815.501883,,,,,,,,,1729709548.39648,,,Utilities,Utilities,Electric Utilities & IPPs,Electric Utilities,Solar Electric Utilities,59,5910,591010,59101010,5910101022,,20.86378,,Hong Kong,,,FY-4
LECG.F,1507226580.42022,104.639593792528,,,,,3708912731.72237,,,,,,,,,0.0,,,Utilities,Utilities,Electric Utilities & IPPs,Electric Utilities,Electric Utilities (NEC),59,5910,591010,59101010,5910101010,,27.527673163606,,Germany,,,FY-4
HENY.KL,2721849152.54237,1.12832929782082,,,,-6.374,338498789.346246,,,,,,,,,278603389.830508,,,Energy,Energy - Fossil Fuels,Oil & Gas,Oil & Gas Refining and Marketing,Petroleum Refining,50,5010,501020,50102030,5010203011,,25.06773,,Malaysia,,,FY-4
FTS.TO,6152379555.62074,33.3724426193444,2.0074983009892,2.1170429660953,2.18285886883637,6.76,14240748551.3162,,,,,,,,,18176285106.695,3.785,,Utilities,Utilities,Electric Utilities & IPPs,Electric Utilities,Electric Utilities (NEC),59,5910,591010,59101010,5910101010,,14.277,,Canada,,,FY-4
UP.BK,20134381.3795237,0.752919483712354,,,,10.914,18822987.0928088,,,,,,,,,0.0,,,Basic Materials,Chemicals,Chemicals,Commodity Chemicals,Commodity Chemicals (NEC),51,5110,511010,51101010,5110101010,,18.52329,,Thailand,,,FY-4
AES.N,10736000000.0,14.46,1.3178,1.42923,1.56554,41.78,9576821546.34,,,,,,,,,19295000000.0,10.3,,Utilities,Utilities,Electric Utilities & IPPs,Electric Utilities,Electric Utilities (NEC),59,5910,591010,59101010,5910101010,,35.16484,,United States of America,,,FY-4
2HR.DE,1277809890.81567,6.96453689832233,0.732919043353027,0.8178220291893,0.737364344601567,6.9,259232223.436981,,,,,,,,,171475594.091201,5.6,,Basic Materials,Chemicals,Chemicals,Commodity Chemicals,Commodity Chemicals (NEC),51,5110,511010,51101010,5110101010,,28.38682,,Germany,,,FY-4
ATD.TO,59117600000.0,24.9138373542568,1.67842,1.86171,,22.73,28105941542.106,,,,,,,,,6951400000.0,12.455,,Energy,Energy - Fossil Fuels,Oil & Gas,Oil & Gas Refining and Marketing,Gasoline Stations,50,5010,501020,50102030,5010203012,,19.45759,,Canada,,,FY-4
AE.A,1750213000.0,38.71,,,,,163263141.16,,,,,,,,,4092000.0,,,Energy,Energy - Fossil Fuels,Oil & Gas,Oil & Gas Refining and Marketing,Petroleum Product Wholesale,50,5010,501020,50102030,5010203013,,22.84838728208,,United States of America,,,FY-4
ECR.MC,770644095.788604,3.57142857142857,,,,,385273646.428571,,,,,,,,,173713184.695844,,,Basic Materials,Chemicals,Chemicals,Commodity Chemicals,Commodity Chemicals (NEC),51,5110,511010,51101010,5110101010,,24.94374,,Spain,,,FY-4
ALOD.PK,325800.0,0.15,,,,,847951.65,,,,,,,,,0.0,,,Energy,Energy - Fossil Fuels,Oil & Gas,Oil & Gas Exploration and Production,Oil & Gas Exploration and Production (NEC),50,5010,501020,50102020,5010202010,,,,United States of America,,,FY-4
PTPh.V,0.0,,,,,,388158.78492337,,,,,,,,,6543799.95600205,,,Energy,Energy - Fossil Fuels,Oil & Gas,Oil & Gas Exploration and Production,Oil & Gas Exploration and Production (NEC),50,5010,501020,50102020,5010202010,,23.74702,,Canada,,,FY-4
AERN.PK,28720.0,1e-05,,,,,13729.33244,,,,,,,,,133370.0,,,Energy,Energy - Fossil Fuels,Oil & Gas,Oil & Gas Exploration and Production,Oil & Gas Exploration and Production (NEC),50,5010,501020,50102020,5010202010,,,,United States of America,,,FY-4
600795.SS,15453295587.23,0.372336557341284,0.029693321014514,0.031183500730188,,2.48,7316561483.99389,,,,,,,,,28460720442.1497,,,Utilities,Utilities,Electric Utilities & IPPs,Electric Utilities,Electric Utilities (NEC),59,5910,591010,59101010,5910101010,,32.81628,,China,,,FY-4
IBE.MC,40228315671.1625,6.72599047848427,0.469916800797987,0.507027725510644,0.538335109156446,8.36,51493898892.1001,,,,,,,,,43012777548.3989,7.6294,,Utilities,Utilities,Electric Utilities & IPPs,Electric Utilities,Electric Utilities (NEC),59,5910,591010,59101010,5910101010,,21.43281,,Spain,,,FY-4
AIRP.PA,24097508945.7748,102.79396859689,5.15524897461103,5.65246375829068,6.06482266137871,12.39,53277402577.4153,,,,,,,,,16202289200.8441,5.83925,,Basic Materials,Chemicals,Chemicals,Commodity Chemicals,Commodity Chemicals (NEC),51,5110,511010,51101010,5110101010,,25.40194,,France,,,FY-4
LOU.V,69428759.9912004,0.835960988487204,0.172672672672673,0.322822822822823,,,160302404.517122,,,,,,,,,117555180.758231,,,Energy,Energy - Fossil Fuels,Oil & Gas,Oil & Gas Exploration and Production,Oil & Gas Exploration and Production (NEC),50,5010,501020,50102020,5010202010,,23.74702,,Canada,,,FY-4
0632.HK,9453616.80393283,0.253680137904616,,,,-7.676,41441866.2069846,,,,,,,,,13099023.1756369,,,Energy,Energy - Fossil Fuels,Oil & Gas,Oil & Gas Refining and Marketing,Petroleum Product Wholesale,50,5010,501020,50102030,5010203013,,17.281305,,Hong Kong,,,FY-4
DPAP.PA,18808399.8531975,445.929947508663,,,,,50699146.7107074,,,,,,,,,0.0,,,Energy,Energy - Fossil Fuels,Oil & Gas Related Equipment and Services,Oil & Gas Transportation Services,Oil & Gas Transportation Services (NEC),50,5010,501030,50103030,5010303010,,28.34194,,France,,,FY-4
EDSP.PA,826836177.630975,111.936874942655,,,,28.58,802518664.097623,,,,,,,,,0.0,,,Utilities,Utilities,Electric Utilities & IPPs,Electric Utilities,Electric Utilities (NEC),59,5910,591010,59101010,5910101010,,33.185940371338,,France,,,FY-4
ESSF.PA,17034934397.6512,37.0446829984402,,,,,476193767.088723,,,,,,,,,40026607.9456831,,,Energy,Energy - Fossil Fuels,Oil & Gas,Oil & Gas Refining and Marketing,Petroleum Refining,50,5010,501020,50102030,5010203011,,,,France,,,FY-4
HES.N,6323000000.0,40.5,-0.64935,1.03879,2.32142,-2.15,11998252008.0,,,,,,,,,6672000000.0,,,Energy,Energy - Fossil Fuels,Oil & Gas,Oil & Gas Exploration and Production,Oil & Gas Exploration and Production (NEC),50,5010,501020,50102020,5010202010,,22.020485,,United States of America,,,FY-4
ENGEPEC1.LM,465466745.84323,0.545364968824228,0.096018444621797,,,21.91,1635147800.95011,,,,,,,,,44472387.1733967,,,Utilities,Utilities,Electric Utilities & IPPs,Electric Utilities,Electric Utilities (NEC),59,5910,591010,59101010,5910101010,,29.35811,,Peru,,,FY-4
