Instrument,Revenue,Price Close,Earnings Per Share - SmartEstimate®,Earnings Per Share - SmartEstimate®,Earnings Per Share - SmartEstimate®,Return On Equity - Actual,Company Market Cap,Common Shares - Outstanding - Total,Total Assets,Interest Expense,Total Liabilities,Dividend Payout Ratio - %,Interest Bearing Liabilities - Total,Shareholders Equity - Common,Total Capital,Total Debt,Long Term Growth - Mean,"Return on Average Common Equity - %, TTM",TRBC Economic Sector Name,TRBC Business Sector Name,TRBC Industry Group Name,TRBC Industry Name,TRBC Activity Name,TRBC Economic Sector Code,TRBC Business Sector Code,TRBC Industry Group Code,TRBC Industry Code,TRBC Activity Code,Depreciation Depletion & Amortization - Total,"WACC Tax Rate, (%)",Earnings before Interest & Taxes (EBIT),Country of Headquarters,Operating Profit before Non-Recurring Income/Expense,Capital Expenditures - Total,year
NEU.N,2140830000.0,380.73,18.28318,20.00135,21.95917,48.88,4549131845.58,11948446.0,1286249000.0,14652000.0,898685000.0,29.7172445941349,490920000.0,387564000.0,878484000.0,490920000.0,7.2,58.8967419197259,Basic Materials,Chemicals,Chemicals,Commodity Chemicals,Commodity Chemicals (NEC),51,5110,511010,51101010,5110101010,42265000.0,21.20364,356720000.0,United States of America,356720000.0,126499000.0,FY-7
FLOB.BR,321216103.213475,106.010928961749,12.175640084625,13.006778636501,13.4493329303571,6.48,95605482.1298639,984855.0,263742791.672549,3250408.7598171,151438407.489059,0.0,89813316.5365276,103807517.294556,202117700.720018,89813316.5365276,,6.42641170221459,Basic Materials,Chemicals,Chemicals,Commodity Chemicals,Commodity Chemicals (NEC),51,5110,511010,51101010,5110101010,8613361.19105905,30.743206952005,11110003.7118339,Belgium,11110003.7118339,9719033.02329192,FY-7
SOAC.BR,136836046.524256,106.590936240918,,,,,2278384779.65052,21375033.0,3596833222.9233,,196566066.832463,63.6363636363636,179190060.924621,2667216906.85375,3579457217.01545,179190060.924621,11.0,5.58891454965358,Basic Materials,Chemicals,Chemicals,Diversified Chemicals,Diversified Chemicals,51,5110,511010,51101090,5110109010,,19.32466,134323586.044354,Belgium,134323586.044354,,FY-7
SOLB.BR,10950141723.0482,106.895016344306,7.91706709575031,9.27700141068595,10.9226988185505,9.194,11317661218.7964,103770511.0,27507303352.4831,119892126.386696,17007851782.6696,98.3098591549296,7080722407.44562,7857212671.45231,17580173977.2592,7080722407.44562,6.073,5.63268544228481,Basic Materials,Chemicals,Chemicals,Diversified Chemicals,Diversified Chemicals,51,5110,511010,51101090,5110109010,857006681.208608,19.32466,1027963972.53779,Belgium,1027963972.53779,1151186435.76856,FY-7
SPMI.MI,12498778249.5846,25.8661062491803,0.829919906576034,0.746873932730338,0.639118769175035,-21.295,3613538127.06011,139091104.46959,17722440025.6296,270867396.651425,13900804726.2736,,7073120404.86094,3772765282.7402,10894755704.2169,7073120404.86094,-1.7,-21.1798712389962,Energy,Energy - Fossil Fuels,Oil & Gas Related Equipment and Services,Oil Related Services and Equipment,Oil Related Services and Equipment (NEC),50,5010,501030,50103020,5010302010,1065707790.10397,28.47653,-501770751.173952,Italy,-501770751.173952,622772989.842007,FY-7
TESB.BR,1725654586.72256,29.8650101541035,2.07554892300264,2.38061953408754,2.38056238056238,20.499,1281290228.16867,42902722.0,1415710081.34143,12211235.0949413,852944690.001195,0.0,299193101.725655,561136390.786373,861958493.065888,299193101.725655,,17.7857293201431,Basic Materials,Chemicals,Chemicals,Diversified Chemicals,Diversified Chemicals,51,5110,511010,51101090,5110109010,81926286.3642426,20.89424,115784710.945671,Belgium,115784710.945671,67827860.3909921,FY-7
BOOM.OQ,166918000.0,6.99,0.09528,0.5782,,-5.88,99213837.18,14496359.0,162555000.0,1070000.0,50146000.0,,15732000.0,112409000.0,128141000.0,26826000.0,,-5.63618247194905,Energy,Energy - Fossil Fuels,Oil & Gas Related Equipment and Services,Oil Related Services and Equipment,Oil Related Services and Equipment (NEC),50,5010,501030,50103020,5010302010,10767000.0,32.681847562298,-4072000.0,United States of America,-4072000.0,5719000.0,FY-7
XOM.N,239854000000.0,77.95,2.51522,4.14415,4.73181,9.36,324501057010.4,4156000000.0,336758000000.0,311000000.0,159948000000.0,74.8606811145511,38687000000.0,170811000000.0,215497000000.0,38687000000.0,-14.8,9.35662350453347,Energy,Energy - Fossil Fuels,Oil & Gas,Oil & Gas Refining and Marketing,Oil & Gas Refining and Marketing (NEC),50,5010,501020,50102030,5010203010,18048000000.0,28.006675,14633000000.0,United States of America,14633000000.0,26490000000.0,FY-7
XXFPL.PK,2785000.0,0.0089,,,,,19884.9318,2073100.0,67978000.0,1173000.0,43128000.0,0.0,12210000.0,24850000.0,37060000.0,20191000.0,,15.6349861384462,Energy,Energy - Fossil Fuels,Oil & Gas,Oil & Gas Refining and Marketing,Gasoline Stations,50,5010,501020,50102030,5010203012,4352000.0,,4948000.0,United States of America,4948000.0,3772000.0,FY-7
NEE.N,16554000000.0,25.9725,1.54142,1.62607,1.75247,12.23,47845075274.34,1844000000.0,82479000000.0,1219000000.0,59367000000.0,50.3270348837209,29687000000.0,22574000000.0,52799000000.0,29687000000.0,6.91733,12.9536361496823,Utilities,Utilities,Electric Utilities & IPPs,Electric Utilities,Electric Utilities (NEC),59,5910,591010,59101010,5910101010,3203000000.0,15.103156811219,3736000000.0,United States of America,3736000000.0,3872000000.0,FY-7
EGAB.PA,841836000.0,139.985447595052,,,,,629934514.177734,4500000.0,3161210000.0,7401000.0,1391980000.0,,372143000.0,1769230000.0,2141373000.0,372143000.0,,-1.51804779239432,Energy,Energy - Fossil Fuels,Oil & Gas,Oil & Gas Exploration and Production,Oil & Gas Exploration and Production (NEC),50,5010,501020,50102020,5010202010,272433000.0,18.176775,-214972000.0,Gabon,-214972000.0,278872000.0,FY-7
BTKW.KL,3198750113.79153,4.07925407925408,0.438537080934643,,,9.465,1778354895.10489,406345269.0,4237678652.70824,34172527.973146,1757561219.84524,41.9161434700107,1159799954.48339,1276329540.2822,3639917387.34638,1159799954.48339,,9.46473141111153,Basic Materials,Chemicals,Chemicals,Commodity Chemicals,Commodity Chemicals (NEC),51,5110,511010,51101010,5110101010,115377564.979052,24.98788,374689711.53863,Malaysia,374689711.53863,268599317.38038,FY-7
0002.HK,9684520199.73936,8.49666455916698,0.587517037418028,0.608763019159059,0.602545968882602,12.34,21466403018.6062,2526450570.0,26317595901.9884,430332076.246589,13294280073.8055,43.5743484925907,7159004399.94323,12015070773.2803,20182320228.1261,7159004399.94323,6.44,17.2869359745157,Utilities,Utilities,Electric Utilities & IPPs,Electric Utilities,Electric Utilities (NEC),59,5910,591010,59101010,5910101010,872660820.086383,19.751060057425,1692433105.62208,Hong Kong,1692433105.62208,1423733550.81943,FY-7
0135.HK,12026746839.2354,0.632313183055702,0.062292446121023,0.076880739618441,0.111953866608948,,7186938631.84991,8072000000.0,18475374511.2967,86825485.3977154,7040812376.6145,32.4614352783364,3259828905.43348,7969058463.76176,14694391040.1156,3259830797.43072,-11.18,2.56941729727502,Utilities,Utilities,Natural Gas Utilities,Natural Gas Utilities,Natural Gas Distribution,59,5910,591020,59102010,5910201011,863094349.644455,28.5309,1498997496.04169,Hong Kong,1498997496.04169,951467986.341982,FY-7
FPE3_p.DE,2257903367.68714,47.5409836065574,2.05390121450279,2.14618561521078,2.07662664242715,23.77,6166890710.38251,139000000.0,1618466350.27856,4662471.58170486,456228755.117777,48.0428329092451,19222206.5355502,1161151594.79154,1181459801.69633,19222206.5355502,5.76,,Basic Materials,Chemicals,Chemicals,Commodity Chemicals,Commodity Chemicals (NEC),51,5110,511010,51101010,5110101010,42961345.2885662,28.07571,370777501.973672,Germany,370777501.973672,55172580.3835075,FY-7
WWGG.F,1082199367.94779,693.989071038251,,,,,2385587431.69398,3437500.0,1699481977.82387,1443145.96576579,908113508.758593,86.2841043890866,68743823.3728999,790065268.622191,860112292.438179,68743823.3728999,,11.7221720086213,Utilities,Utilities,Natural Gas Utilities,Natural Gas Utilities,Natural Gas Distribution,59,5910,591020,59102010,5910201011,42739322.8322946,1.88679,34857525.6346506,Germany,34857525.6346506,59168984.5963974,FY-7
0003.HK,3818182991.18721,1.21502910814054,0.053208573380247,0.056868886053435,,13.847,22674081898.5045,18661449498.5121,14911201145.7917,145585366.082704,6896736816.29915,55.4176937825253,4367853318.0217,6818157185.06858,12382317647.5142,4367853318.0217,4.992,13.846643961862,Utilities,Utilities,Natural Gas Utilities,Natural Gas Utilities,Natural Gas Distribution,59,5910,591020,59102010,5910201011,267706282.324504,22.00713,872789816.512117,Hong Kong,872789816.512117,819888382.318853,FY-7
1314.TW,797074356.239525,0.22591827341155,,,,-0.418,560643548.724059,2481629095.0499,2308541916.80634,5950074.80945113,685564071.308853,0.0,270762181.928996,1616376260.85632,1893740027.42648,270762181.928996,,0.179852938956032,Basic Materials,Chemicals,Chemicals,Commodity Chemicals,Commodity Chemicals (NEC),51,5110,511010,51101010,5110101010,55060585.6910182,20.09463,-56537435.4719637,Taiwan,-56537435.4719637,33240293.2843974,FY-7
0154.HK,160863214.668198,0.228384149881937,,,,-40.75,342430093.224603,1499360150.0,550379737.035651,1463851.43922251,279554199.300654,0.0,101080631.217662,267644030.399608,371906168.952659,101080631.217662,,3.44176764325618,Energy,Renewable Energy,Renewable Energy,Renewable Energy Equipment & Services,Renewable Energy Equipment & Services (NEC),50,5020,502010,50201010,5020101010,4591627.77398002,12.857854161616,5952669.06189301,Hong Kong,5952669.06189301,1766735.04684451,FY-7
FSEI.PK,23923000.0,0.05,,,,,214400.0,,,,,,,,,2425000.0,,,Energy,Energy - Fossil Fuels,Oil & Gas Related Equipment and Services,Oil Related Services and Equipment,Oil Related - Surveying & Mapping Services,50,5010,501030,50103020,5010302013,,,,United States of America,,,FY-7
0295.HK,267444740.530799,0.082579579618328,,,,,808242888.757564,9787442000.0,1603086058.44026,9991046.13914826,1079034210.81006,,700558987.076601,524051847.630197,1224610834.7068,700558987.076601,,-4.69648220303935,Utilities,Utilities,Electric Utilities & IPPs,Electric Utilities,Solar Electric Utilities,59,5910,591010,59101010,5910101022,13905832.2621834,20.86378,1108754.28378904,Hong Kong,1108754.28378904,84630665.2781315,FY-7
LECG.F,1403103789.05529,76.5573770491803,,,,,2713548668.85245,35444640.0,1769255329.54681,,1256167939.0971,58.3643010044459,,513087390.449713,513087390.449713,0.0,,,Utilities,Utilities,Electric Utilities & IPPs,Electric Utilities,Electric Utilities (NEC),59,5910,591010,59101010,5910101010,45577879.9357277,27.527673163606,95248743.8528235,Germany,95248743.8528235,,FY-7
HENY.KL,2116465501.1655,1.15850815850816,,,,-6.374,347552447.552447,300000000.0,687696037.296037,13152235.1981743,529866200.4662,0.0,345234032.634033,157829836.829837,503063869.463869,345234032.634033,,70.2330066462096,Energy,Energy - Fossil Fuels,Oil & Gas,Oil & Gas Refining and Marketing,Petroleum Refining,50,5010,501020,50102030,5010203011,43202703.04464,25.06773,105253196.865512,Malaysia,105253196.865512,25304558.1950684,FY-7
FTS.TO,4882578220.96972,27.0323000216779,1.55569076071116,1.74048696401638,,6.34,7575698547.36613,281562000.0,20813642604.2344,454373155.008803,13332610737.7701,54.9450549450549,8809885107.30544,5824120239.90173,16290916973.7698,8809885107.30544,13.69533,9.75152367557431,Utilities,Utilities,Electric Utilities & IPPs,Electric Utilities,Electric Utilities (NEC),59,5910,591010,59101010,5910101010,683909938.487388,14.277,1111647425.78878,Canada,1111647425.78878,1782239530.42246,FY-7
UP.BK,20815574.1254858,0.676274944567628,,,,10.914,16906873.6141906,25000000.0,19448103.2759578,,4083835.64686285,164.999565177616,,15364267.6290949,15364267.6290949,0.0,,5.01252858906207,Basic Materials,Chemicals,Chemicals,Commodity Chemicals,Commodity Chemicals (NEC),51,5110,511010,51101010,5110101010,1433909.83850313,18.52329,-350026.24417414,Thailand,-350026.24417414,892816.205414976,FY-7
AES.N,11260000000.0,9.57,1.05996,1.19179,1.30406,30.99,6439290880.77,666808790.0,36470000000.0,1145000000.0,30299000000.0,88.0503144654088,20081000000.0,3149000000.0,26790000000.0,20081000000.0,3.4,8.92063064277052,Utilities,Utilities,Electric Utilities & IPPs,Electric Utilities,Electric Utilities (NEC),59,5910,591010,59101010,5910101010,1144000000.0,35.16484,2500000000.0,United States of America,2500000000.0,2308000000.0,FY-7
2HR.DE,1067437364.9287,9.89820906666666,0.787702470661577,0.871909135373078,,12.1,361646538.417486,36536637.4606,682832506.163052,12750749.6636814,372928182.795582,0.0,178452666.673907,264001259.760428,488356990.041377,178452666.673907,,11.8988226344329,Basic Materials,Chemicals,Chemicals,Commodity Chemicals,Commodity Chemicals (NEC),51,5110,511010,51101010,5110101010,35127282.9190207,28.38682,54043596.1933661,Germany,54043596.1933661,36331754.7442944,FY-7
ATD.TO,34144600000.0,22.2667822819568,1.16998,1.29061,1.4162,26.59,25051123392.6078,1135180222.0,12264800000.0,83400000.0,7223700000.0,8.72224549643905,2838100000.0,5041100000.0,7879200000.0,2838100000.0,9.038,26.7295245347249,Energy,Energy - Fossil Fuels,Oil & Gas,Oil & Gas Refining and Marketing,Gasoline Stations,50,5010,501020,50102030,5010203012,643500000.0,19.45759,1614000000.0,Canada,1614000000.0,905700000.0,FY-7
AE.A,1944279000.0,38.4,,,,,161955686.4,4217596.0,243215000.0,13000.0,90705000.0,,0.0,152510000.0,152510000.0,0.0,,-0.822562071179038,Energy,Energy - Fossil Fuels,Oil & Gas,Oil & Gas Refining and Marketing,Petroleum Product Wholesale,50,5010,501020,50102030,5010203013,23717000.0,22.84872714632,-2171000.0,United States of America,-2171000.0,11074000.0,FY-7
ECR.MC,671441448.290092,0.668976227451917,0.068525489695655,0.098524000935792,,,76321136.9728825,114086471.0,555684668.932788,2475550.38742901,364678923.990834,0.0,153278092.114551,191005744.941953,344283837.056505,153278092.114551,,4.20844595576482,Basic Materials,Chemicals,Chemicals,Commodity Chemicals,Commodity Chemicals (NEC),51,5110,511010,51101010,5110101010,22057931.0305894,24.94374,18705391.9408874,Spain,18705391.9408874,10157527.3744284,FY-7
ALOD.PK,612760.0,0.119,,,,,672708.309,5653011.0,3854074.0,,182622.0,0.0,,3631452.0,3631452.0,0.0,,7.22564290114447,Energy,Energy - Fossil Fuels,Oil & Gas,Oil & Gas Exploration and Production,Oil & Gas Exploration and Production (NEC),50,5010,501020,50102020,5010202010,149426.0,,363483.0,United States of America,363483.0,0.0,FY-7
PTPh.V,87809.8128477491,,,,,,693232.365055279,31978809.0,7110356.23961269,792154.158442347,5959949.41831057,,2492564.49165402,1150406.82130212,3642971.31295614,4265329.86487463,,-69.1614448132242,Energy,Energy - Fossil Fuels,Oil & Gas,Oil & Gas Exploration and Production,Oil & Gas Exploration and Production (NEC),50,5010,501020,50102020,5010202010,52890.6020470074,23.74702,-347194.36176214,Canada,-347194.36176214,138281.419109007,FY-7
AERN.PK,28720.0,0.0001,,,,,137293.3244,,,,,,,,,133370.0,,,Energy,Energy - Fossil Fuels,Oil & Gas,Oil & Gas Exploration and Production,Oil & Gas Exploration and Production (NEC),50,5010,501020,50102020,5010202010,,,,United States of America,,,FY-7
600795.SS,8581209924.36962,0.605351119052387,0.053029646592808,0.055062821068268,,8.945,11895390325.2953,19650397845.0,39889798871.1388,968273702.661776,28810517536.2379,49.8778311107824,25013307710.5405,7549656944.62347,36092589045.4414,25013307709.3699,26.196,9.26935113398536,Utilities,Utilities,Electric Utilities & IPPs,Electric Utilities,Electric Utilities (NEC),59,5910,591010,59101010,5910101010,1655212903.12283,32.81628,2489041164.08126,China,2489041164.08126,3358452550.68322,FY-7
IBE.MC,34120712199.0421,5.32991625525353,0.33772305774176,0.343400385167704,0.361768736282713,6.3,45076072696.8647,8416741190.07553,113665340298.216,1124967803.90744,69187051617.5976,7.92524172254621,31884887218.8617,40354316308.4676,76363175899.4798,31884887218.8617,8.45175,6.71605128096752,Utilities,Utilities,Electric Utilities & IPPs,Electric Utilities,Electric Utilities (NEC),59,5910,591010,59101010,5910101010,3425716581.17692,21.43281,4561131651.76422,Spain,4561131651.76422,4542553922.73569,FY-7
AIRP.PA,17178896840.8249,82.3733168015117,4.52761482010216,4.84966875599474,5.55285405188374,14.669,38737070453.7309,470305570.32684,31430371086.3262,255991892.081224,17561277570.8344,52.9107819497072,8908895429.02445,13472594780.6822,22777988944.5162,8908895429.02445,5.8304,14.5500413495836,Basic Materials,Chemicals,Chemicals,Commodity Chemicals,Commodity Chemicals (NEC),51,5110,511010,51101010,5110101010,1508975624.05034,25.40194,3170702698.01558,France,3170702698.01558,2250974672.91023,FY-7
LOU.V,12953248.0670569,0.505816894284269,,,,,13913795.6499747,34207574.0,92891104.8486162,7495590.25366246,89989161.0665511,,76226605.9686394,2901943.78206518,79128549.7507045,76226605.9686393,,-125.141618294986,Energy,Energy - Fossil Fuels,Oil & Gas,Oil & Gas Exploration and Production,Oil & Gas Exploration and Production (NEC),50,5010,501020,50102020,5010202010,7760380.1267538,23.74702,-376816.357860749,Canada,-376816.357860749,31441055.5226264,FY-7
0632.HK,114708.197313583,1.06382993767822,,,,-7.676,173790105.557347,163362359.69195,65937729.8357441,134285.279188459,15259803.0993148,,2580611.86307273,53561502.4322267,53258538.5995019,2580611.86307273,,-126.235354929868,Energy,Energy - Fossil Fuels,Oil & Gas,Oil & Gas Refining and Marketing,Petroleum Product Wholesale,50,5010,501020,50102030,5010203013,146281.946781664,17.281305,-2322064.65962675,Hong Kong,-2322064.65962675,515.98570293356,FY-7
DPAP.PA,17834699.883798,222.9770593282,,,,,25278178.9945808,97800.0,64086698.6674776,7119.15006035078,15158928.5520357,39.1299337858571,814851.055049359,48927770.1154419,49742621.1704912,814847.797048251,,8.72148707523104,Energy,Energy - Fossil Fuels,Oil & Gas Related Equipment and Services,Oil & Gas Transportation Services,Oil & Gas Transportation Services (NEC),50,5010,501030,50103030,5010303010,2185602.3808856,28.34194,5912694.46443024,France,5912694.46443024,1799322.16090276,FY-7
EDSP.PA,1034678163.79058,110.743169398907,,,,28.58,788950905.593987,7169386.0,1711601741.94459,208701.10889536,1358598407.92346,68.8053341783613,13914922.7310737,352782875.946178,366918256.752207,13914922.7310737,,17.4290529451865,Utilities,Utilities,Electric Utilities & IPPs,Electric Utilities,Electric Utilities (NEC),59,5910,591010,59101010,5910101010,52860216.5014382,33.185940371338,100507345.729618,France,100507345.729618,66814327.878112,FY-7
ESSF.PA,13455435974.8482,53.4094981592294,-12.8869368540094,-5.91747100439208,-2.01194014149331,,686556560.02867,12854578.0,3065887642.4018,4551460.35356903,2276799774.11192,0.0,164203255.829107,789087868.289875,953291124.118982,164203255.829107,,15.9661816112511,Energy,Energy - Fossil Fuels,Oil & Gas,Oil & Gas Refining and Marketing,Petroleum Refining,50,5010,501020,50102030,5010203011,121890328.493141,25.32436,60279096.8777557,France,60279096.8777557,101131228.831741,FY-7
HES.N,6510000000.0,48.48,-6.02756,-3.83021,-1.61857,-5.35,13869991916.64,286045586.0,34157000000.0,341000000.0,13756000000.0,,6592000000.0,19386000000.0,26993000000.0,6592000000.0,-11.2,-14.4646678367916,Energy,Energy - Fossil Fuels,Oil & Gas,Oil & Gas Exploration and Production,Oil & Gas Exploration and Production (NEC),50,5010,501020,50102020,5010202010,3955000000.0,22.02326,-2226000000.0,United States of America,-2226000000.0,4321000000.0,FY-7
ENGEPEC1.LM,535477574.263238,0.578699486176471,0.099343999525068,0.09906788495738,,17.583,2073322436.06903,1781332128.05081,1295744100.03522,8414645.76828157,510528942.115768,84.9020191004924,184694728.190677,765478748.385582,969909886.110133,184694728.190677,,17.299203058645,Utilities,Utilities,Electric Utilities & IPPs,Electric Utilities,Electric Utilities (NEC),59,5910,591010,59101010,5910101010,70688950.9264398,29.35811,214425778.126191,Peru,214425778.126191,38243403.3651087,FY-7
LUSURC1.LM,863690560.056358,1.70901169337795,0.238771628420665,0.269819709327283,,24.02,1307856359.23741,486951371.0,1270374838.55818,18719142.8601629,708746037.337091,61.2341947392709,458310437.947634,561628801.221087,1019939239.16872,458310437.947634,,23.6914556879856,Utilities,Utilities,Electric Utilities & IPPs,Electric Utilities,Electric Utilities (NEC),59,5910,591010,59101010,5910101010,26210772.0020057,29.86401,204612736.949822,Peru,204612736.949822,88928932.1499269,FY-7
GEPH.PA,2102300000.0,18.4475754683377,-5.29237,-2.01753,-0.05911,-13.64,515344875.229417,27809118.62217,5513000000.0,167400000.0,4154600000.0,,2860000000.0,1312200000.0,4218400000.0,2860000000.0,,-72.4158593828024,Energy,Energy - Fossil Fuels,Oil & Gas Related Equipment and Services,Oil Related Services and Equipment,Oil Related - Surveying & Mapping Services,50,5010,501030,50103020,5010302013,506800000.0,9.69146041708,400200000.0,France,400200000.0,430200000.0,FY-7
RUBF.PA,3163926325.73495,37.972002910481,2.49222774866197,2.61702885246631,2.86687585539273,11.91,3274562452.49291,86402380.0,3829672788.08875,18271338.0388763,2029780302.1253,61.5416764775135,1226675427.06965,1691820245.21888,3026567913.03309,1219750002.715,14.85,11.9013049190963,Energy,Energy - Fossil Fuels,Oil & Gas,Oil & Gas Refining and Marketing,Petroleum Product Wholesale,50,5010,501020,50102030,5010203013,117079101.865734,19.91492,266435828.424243,France,266435828.424243,159084640.480051,FY-7
AEP.OQ,16328600000.0,58.27,3.70491,3.92167,4.17875,10.42,28613633894.87,491052581.0,61683100000.0,742000000.0,43778200000.0,59.8502892140184,20372700000.0,17891700000.0,38277600000.0,20372700000.0,4.5504,10.1602044255716,Utilities,Utilities,Electric Utilities & IPPs,Electric Utilities,Electric Utilities (NEC),59,5910,591010,59101010,5910101010,2154700000.0,4.12376,3333500000.0,United States of America,3333500000.0,4600000000.0,FY-7
MAUP.PA,305770396.0,3.22542109664317,-0.200109593943257,0.222201248084568,0.270191160245874,-9.81,629992141.799068,189764042.0,2663621159.63119,40048860.06242,1467437364.9287,,810732941.6492,1196974402.9713,2006916736.35169,810732666.0,,-9.54091142746795,Energy,Energy - Fossil Fuels,Oil & Gas,Oil & Gas Exploration and Production,Oil & Gas Exploration and Production (NEC),50,5010,501020,50102020,5010202010,158922409.4745,25.32436,9836854.19392,France,9836854.19392,197299792.33778,FY-7
PSWW.PK,,,,,,,4315219.37,,,,,,,,,,,,Utilities,Utilities,Electric Utilities & IPPs,Electric Utilities,Electric Utilities (NEC),59,5910,591010,59101010,5910101010,,,,United States of America,,,FY-7
