Instrument,Revenue,Price Close,Earnings Per Share - SmartEstimate®,Earnings Per Share - SmartEstimate®,Earnings Per Share - SmartEstimate®,Return On Equity - Actual,Company Market Cap,Common Shares - Outstanding - Total,Total Assets,Interest Expense,Total Liabilities,Dividend Payout Ratio - %,Interest Bearing Liabilities - Total,Shareholders Equity - Common,Total Capital,Total Debt,Long Term Growth - Mean,"Return on Average Common Equity - %, TTM",TRBC Economic Sector Name,TRBC Business Sector Name,TRBC Industry Group Name,TRBC Industry Name,TRBC Activity Name,TRBC Economic Sector Code,TRBC Business Sector Code,TRBC Industry Group Code,TRBC Industry Code,TRBC Activity Code,Depreciation Depletion & Amortization - Total,"WACC Tax Rate, (%)",Earnings before Interest & Taxes (EBIT),Country of Headquarters,Operating Profit before Non-Recurring Income/Expense,Capital Expenditures - Total,year
FPE3_p.DE,2383305298.57023,41.9259882253995,2.0357726006638,2.11864081192705,2.18871839618626,22.875,5613630151.38772,,,,,,,,,13666947.0142977,4.082,,Basic Materials,Chemicals,Chemicals,Commodity Chemicals,Commodity Chemicals (NEC),51,5110,511010,51101010,5110101010,,28.07571,,Germany,,,FY-6
WWGG.F,1093460891.50547,788.836206896552,,,,,2711624461.20689,,,,,,,,,67388561.8166526,,,Utilities,Utilities,Natural Gas Utilities,Natural Gas Utilities,Natural Gas Distribution,59,5910,591020,59102010,5910201011,,1.88679,,Germany,,,FY-6
0003.HK,3682838756.27088,1.20753257489586,0.051890875367098,0.054087021484878,0.055509042196919,13.75,22534163942.2911,,,,,,,,,4404521478.95952,4.574,,Utilities,Utilities,Natural Gas Utilities,Natural Gas Utilities,Natural Gas Distribution,59,5910,591020,59102010,5910201011,,22.00713,,Hong Kong,,,FY-6
1314.TW,782289312.247603,0.285310870248775,0.043173260132408,,,-3.6,708033468.769074,,,,,,,,,347987175.930207,,,Basic Materials,Chemicals,Chemicals,Commodity Chemicals,Commodity Chemicals (NEC),51,5110,511010,51101010,5110101010,,20.09463,,Taiwan,,,FY-6
0154.HK,51903767.0393727,0.179260004384777,,,,-40.75,268954567.067744,,,,,,,,,461910602.133065,,,Energy,Renewable Energy,Renewable Energy,Renewable Energy Equipment & Services,Renewable Energy Equipment & Services (NEC),50,5020,502010,50201010,5020101010,,12.857854161616,,Hong Kong,,,FY-6
FSEI.PK,23923000.0,0.03,,,,,128640.0,,,,,,,,,2425000.0,,,Energy,Energy - Fossil Fuels,Oil & Gas Related Equipment and Services,Oil Related Services and Equipment,Oil Related - Surveying & Mapping Services,50,5010,501030,50103020,5010302013,,,,United States of America,,,FY-6
0295.HK,80739017.7156849,0.043847770856708,,,,,656157446.571491,,,,,,,,,901825723.75054,,,Utilities,Utilities,Electric Utilities & IPPs,Electric Utilities,Solar Electric Utilities,59,5910,591010,59101010,5910101022,,20.86378,,Hong Kong,,,FY-6
LECG.F,1449822329.68881,74.6415054667788,,,,,2645641290.32801,,,,,,,,,0.0,,,Utilities,Utilities,Electric Utilities & IPPs,Electric Utilities,Electric Utilities (NEC),59,5910,591010,59101010,5910101010,,27.527673163606,,Germany,,,FY-6
HENY.KL,1865387445.64611,0.452670308841565,,,,-6.374,135801092.652469,,,,,,,,,315957854.833315,,,Energy,Energy - Fossil Fuels,Oil & Gas,Oil & Gas Refining and Marketing,Petroleum Refining,50,5010,501020,50102030,5010203011,,25.06773,,Malaysia,,,FY-6
FTS.TO,5091586001.4892,30.8711839166046,1.91301453710788,2.00032134659526,2.00696250956389,5.89,12343347344.8101,,,,,,,,,16946388682.0551,6.77675,,Utilities,Utilities,Electric Utilities & IPPs,Electric Utilities,Electric Utilities (NEC),59,5910,591010,59101010,5910101010,,14.277,,Canada,,,FY-6
UP.BK,18978436.9419643,0.715277777777778,,,,10.914,17961774.5535714,,,,,,,,,0.0,,,Basic Materials,Chemicals,Chemicals,Commodity Chemicals,Commodity Chemicals (NEC),51,5110,511010,51101010,5110101010,,18.52329,,Thailand,,,FY-6
AES.N,10281000000.0,11.62,1.12359,1.27385,1.33066,28.34,7659624422.79999,,,,,,,,,19454000000.0,8.65,,Utilities,Utilities,Electric Utilities & IPPs,Electric Utilities,Electric Utilities (NEC),59,5910,591010,59101010,5910101010,,35.16484,,United States of America,,,FY-6
2HR.DE,991014507.989907,15.4139637931035,,,,14.741,563173258.063498,,,,,,,,,108735281.749369,9.8,,Basic Materials,Chemicals,Chemicals,Commodity Chemicals,Commodity Chemicals (NEC),51,5110,511010,51101010,5110101010,,28.38682,,Germany,,,FY-6
ATD.TO,37904500000.0,23.2129560685034,1.28454,1.52981,,22.73,25904556968.1311,,,,,,,,,3354900000.0,14.28333,,Energy,Energy - Fossil Fuels,Oil & Gas,Oil & Gas Refining and Marketing,Gasoline Stations,50,5010,501020,50102030,5010203012,,19.45759,,Canada,,,FY-6
AE.A,1099540000.0,39.65,,,,,167227681.4,,,,,,,,,0.0,,,Energy,Energy - Fossil Fuels,Oil & Gas,Oil & Gas Refining and Marketing,Petroleum Product Wholesale,50,5010,501020,50102030,5010203013,,22.84872714632,,United States of America,,,FY-6
ECR.MC,633452481.076535,1.93439865433137,,,,,220688715.979814,,,,,,,,,155750630.78217,,,Basic Materials,Chemicals,Chemicals,Commodity Chemicals,Commodity Chemicals (NEC),51,5110,511010,51101010,5110101010,,24.94374,,Spain,,,FY-6
ALOD.PK,585600.0,0.18,,,,,1017541.98,,,,,,,,,0.0,,,Energy,Energy - Fossil Fuels,Oil & Gas,Oil & Gas Exploration and Production,Oil & Gas Exploration and Production (NEC),50,5010,501020,50102020,5010202010,,,,United States of America,,,FY-6
PTPh.V,32710.3499627699,0.048148148148148,,,,,1547745.78183172,,,,,,,,,5285219.65748325,,,Energy,Energy - Fossil Fuels,Oil & Gas,Oil & Gas Exploration and Production,Oil & Gas Exploration and Production (NEC),50,5010,501020,50102020,5010202010,,23.74702,,Canada,,,FY-6
AERN.PK,28720.0,,,,,,13729.33244,,,,,,,,,133370.0,,,Energy,Energy - Fossil Fuels,Oil & Gas,Oil & Gas Exploration and Production,Oil & Gas Exploration and Production (NEC),50,5010,501020,50102020,5010202010,,,,United States of America,,,FY-6
600795.SS,8265146579.28849,0.456574967593259,0.036255528968168,0.040529195495469,,9.233,8971879759.27553,,,,,,,,,23444152485.9571,,,Utilities,Utilities,Electric Utilities & IPPs,Electric Utilities,Electric Utilities (NEC),59,5910,591010,59101010,5910101010,,32.81628,,China,,,FY-6
IBE.MC,30234596299.4113,5.0544461028175,0.349760401933672,0.36603618247451,0.393732452344261,6.805,41695963505.0462,,,,,,,,,32526663162.3213,8.1138,,Utilities,Utilities,Electric Utilities & IPPs,Electric Utilities,Electric Utilities (NEC),59,5910,591010,59101010,5910101010,,21.43281,,Spain,,,FY-6
AIRP.PA,19065180824.222,83.4487305803196,4.24576872940005,4.60418410928707,5.21794885382113,12.653,43187401186.8692,,,,,,,,,17757674516.4003,4.235,,Basic Materials,Chemicals,Chemicals,Commodity Chemicals,Commodity Chemicals (NEC),51,5110,511010,51101010,5110101010,,25.40194,,France,,,FY-6
LOU.V,13712583.7676843,0.416976917349218,,,,,11470023.4102755,,,,,,,,,92763216.6790767,,,Energy,Energy - Fossil Fuels,Oil & Gas,Oil & Gas Exploration and Production,Oil & Gas Exploration and Production (NEC),50,5010,501020,50102020,5010202010,,23.74702,,Canada,,,FY-6
0632.HK,66803.3685405141,0.678962664912756,,,,-7.676,110917157.926774,,,,,,,,,4255813.05373931,,,Energy,Energy - Fossil Fuels,Oil & Gas,Oil & Gas Refining and Marketing,Petroleum Product Wholesale,50,5010,501020,50102030,5010203013,,17.281305,,Hong Kong,,,FY-6
DPAP.PA,16884966.3582843,348.276319249369,,,,,39482945.7527333,,,,,,,,,394333.473507149,,,Energy,Energy - Fossil Fuels,Oil & Gas Related Equipment and Services,Oil & Gas Transportation Services,Oil & Gas Transportation Services (NEC),50,5010,501030,50103030,5010303010,,28.34194,,France,,,FY-6
EDSP.PA,907414844.407065,110.029436501262,,,,28.58,788843501.640033,,,,,,,,,14579478.5534062,,,Utilities,Utilities,Electric Utilities & IPPs,Electric Utilities,Electric Utilities (NEC),59,5910,591010,59101010,5910101010,,33.185940371338,,France,,,FY-6
ESSF.PA,11718776282.5904,43.2716568544996,,,,,556238888.225399,,,,,,,,,155592935.239697,,,Energy,Energy - Fossil Fuels,Oil & Gas,Oil & Gas Refining and Marketing,Petroleum Refining,50,5010,501020,50102030,5010203011,,25.32436,,France,,,FY-6
HES.N,4762000000.0,62.29,-2.81508,-2.71558,-1.23043,-9.02,19722325702.82,,,,,,,,,6806000000.0,,,Energy,Energy - Fossil Fuels,Oil & Gas,Oil & Gas Exploration and Production,Oil & Gas Exploration and Production (NEC),50,5010,501020,50102020,5010202010,,22.02326,,United States of America,,,FY-6
ENGEPEC1.LM,581798807.749627,0.636081924590164,,,,9.23,2242073200.89418,,,,,,,,,109479880.774963,,,Utilities,Utilities,Electric Utilities & IPPs,Electric Utilities,Electric Utilities (NEC),59,5910,591010,59101010,5910101010,,29.35811,,Peru,,,FY-6
LUSURC1.LM,935661400.894188,2.61974560029806,,,,18.44,1899908627.83606,,,,,,,,,515601192.250373,,,Utilities,Utilities,Electric Utilities & IPPs,Electric Utilities,Electric Utilities (NEC),59,5910,591010,59101010,5910101010,,29.86401,,Peru,,,FY-6
GEPH.PA,964700000.0,5.79501175357443,-4.49949,-2.76665,-2.43474,-32.028,319013322.949957,,,,,,,,,3149000000.0,,,Energy,Energy - Fossil Fuels,Oil & Gas Related Equipment and Services,Oil Related Services and Equipment,Oil Related - Surveying & Mapping Services,50,5010,501030,50103020,5010302013,,9.69146041708,,France,,,FY-6
RUBF.PA,3157989907.48528,41.1743061396131,2.6266933155674,2.93853832894472,3.36065401066138,12.182,3739695223.67535,,,,,,,,,1113798359.96636,7.8,,Energy,Energy - Fossil Fuels,Oil & Gas,Oil & Gas Refining and Marketing,Petroleum Product Wholesale,50,5010,501020,50102030,5010203013,,19.91492,,France,,,FY-6
AEP.OQ,16199400000.0,62.96,3.67401,3.88505,4.09731,10.98,30958158117.68,,,,,,,,,21969400000.0,1.49,,Utilities,Utilities,Electric Utilities & IPPs,Electric Utilities,Electric Utilities (NEC),59,5910,591010,59101010,5910101010,,4.12376,,United States of America,,,FY-6
MAUP.PA,350872096.0,4.43650126156434,,0.0,,-4.61,866627545.058872,,,,,,,,,768348682.0,,,Energy,Energy - Fossil Fuels,Oil & Gas,Oil & Gas Exploration and Production,Oil & Gas Exploration and Production (NEC),50,5010,501020,50102020,5010202010,,25.32436,,France,,,FY-6
PSWW.PK,,0.2,,,,,11128516.0,,,,,,,,,,,,Utilities,Utilities,Electric Utilities & IPPs,Electric Utilities,Electric Utilities (NEC),59,5910,591010,59101010,5910101010,,,,United States of America,,,FY-6
AECFF.PK,29722975.7501028,1e-06,,,,,,,,,,,,,,25663789.5602137,,,Energy,Energy - Fossil Fuels,Oil & Gas,Oil & Gas Exploration and Production,Oil & Gas Exploration and Production (NEC),50,5010,501020,50102020,5010202010,,,,Canada,,,FY-6
IEP.OQ,7207000000.0,59.12330368,,3.74948,,-36.02,8490281530.64,,,,,,,,,11119000000.0,,,Energy,Energy - Fossil Fuels,Oil & Gas,Oil & Gas Refining and Marketing,Petroleum Refining,50,5010,501020,50102030,5010203011,,22.02326,,United States of America,,,FY-6
HAL.N,15887000000.0,54.09,1.16318,2.90892,4.08706,-0.13,46758220309.35,,,,,,,,,12377000000.0,21.15875,,Energy,Energy - Fossil Fuels,Oil & Gas Related Equipment and Services,Oil Related Services and Equipment,Oil Related Services and Equipment (NEC),50,5010,501030,50103020,5010302010,,19.326750555566,,United States of America,,,FY-6
TTEF.PA,127925000000.0,51.219512195122,4.20339,4.76765,5.1401,8.7,124367528839.024,,,,,,,,,53336000000.0,6.02,,Energy,Energy - Fossil Fuels,Oil & Gas,Integrated Oil & Gas,Integrated Oil & Gas,50,5010,501020,50102010,5010201010,,36.237316806664,,France,,,FY-6
VLLP.PA,3117179352.39697,95.1099663582843,-14.3378717191913,-3.48153437642155,4.17119976303067,-18.887,3107242359.91379,,,,,,,,,2670627628.25904,,,Energy,Energy - Fossil Fuels,Oil & Gas Related Equipment and Services,Oil Related Services and Equipment,Oil Related Services and Equipment (NEC),50,5010,501030,50103020,5010302010,,25.32436,,France,,,FY-6
025000.KS,536673104.472539,49.2786567003211,8.7713864012831,9.7055643520101,,8.005,238508698.429553,,,,,,,,,26227540.7668394,,,Basic Materials,Chemicals,Chemicals,Commodity Chemicals,Commodity Chemicals (NEC),51,5110,511010,51101010,5110101010,,23.29273,,Korea; Republic (S. Korea),,,FY-6
HE.N,2380654000.0,33.07,1.68797,1.81574,1.94436,9.52,3588904983.51,,,,,,,,,1811637000.0,2.75,,Utilities,Utilities,Electric Utilities & IPPs,Electric Utilities,Electric Utilities (NEC),59,5910,591010,59101010,5910101010,,20.10783,,United States of America,,,FY-6
HWKN.OQ,483593000.0,26.975,,,,,572548798.9,,,,,,,,,102615000.0,,,Basic Materials,Chemicals,Chemicals,Diversified Chemicals,Diversified Chemicals,51,5110,511010,51101090,5110109010,,27.13093,,United States of America,,,FY-6
600759.SS,173696749.243843,1.41437418983148,0.010982976386601,0.045324023839852,0.073909830007391,3.7,3201446611.94872,,,,,,,,,1124028659.08109,,,Energy,Energy - Fossil Fuels,Oil & Gas,Oil & Gas Exploration and Production,Oil & Gas Exploration and Production (NEC),50,5010,501020,50102020,5010202010,,12.91442,,China,,,FY-6
600724.SS,800647715.684862,0.856978251476307,,,,,1238540165.98732,,,,,,,,,929940393.201786,,,Energy,Energy - Fossil Fuels,Oil & Gas,Oil & Gas Refining and Marketing,Petroleum Product Wholesale,50,5010,501020,50102030,5010203013,,20.5574,,China,,,FY-6
HP.N,1804741000.0,75.640598125,-0.61888,0.38024,1.50504,-3.16,8372916595.8,,,,,,,,,492902000.0,,,Energy,Energy - Fossil Fuels,Oil & Gas Related Equipment and Services,Oil & Gas Drilling,Oil & Gas Drilling (NEC),50,5010,501030,50103010,5010301010,,22.02326,,United States of America,,,FY-6
NIIN.PSX,95108210.7927412,0.420412074748443,,,,,46493600.8914231,,,,,,,,,31573822.5405922,,,Basic Materials,Chemicals,Chemicals,Commodity Chemicals,Commodity Chemicals (NEC),51,5110,511010,51101010,5110101010,,31.26296,,Pakistan,,,FY-6
HME.V,4632539.091586,0.120281805658972,,,,,10534580.6626954,,,,,,,,,8374936.70886076,,,Energy,Energy - Fossil Fuels,Oil & Gas,Oil & Gas Exploration and Production,Oil & Gas Exploration and Production (NEC),50,5010,501020,50102020,5010202010,,8.165738161174,,Canada,,,FY-6
DINO.N,10535700000.0,32.76,1.7864,2.59034,3.51766,1.8,5782785437.51999,,,,,,,,,2235137000.0,-26.1,,Energy,Energy - Fossil Fuels,Oil & Gas,Oil & Gas Refining and Marketing,Petroleum Refining,50,5010,501020,50102030,5010203011,,23.012475,,United States of America,,,FY-6
BP.L,183008000000.0,6.28639099970394,0.40746,0.4681,0.49505,2.686,122416683608.961,,,,,,,,,58300000000.0,13.098,,Energy,Energy - Fossil Fuels,Oil & Gas,Oil & Gas Refining and Marketing,Oil & Gas Refining and Marketing (NEC),50,5010,501020,50102030,5010203010,,21.14241,,United Kingdom,,,FY-6
USWF.PK,,0.0001,,,,,631.1083,,,,,,,,,,,,Energy,Renewable Energy,Renewable Energy,Renewable Energy Equipment & Services,Wind Systems & Equipment,50,5020,502010,50201010,5020101011,,,,United States of America,,,FY-6
CWV.V,11447100.0,0.242046058078928,,,,,5515271.77215189,,,,,,,,,2376640.0,,,Energy,Energy - Fossil Fuels,Oil & Gas,Oil & Gas Exploration and Production,Oil & Gas Exploration and Production (NEC),50,5010,501020,50102020,5010202010,,23.74702,,Canada,,,FY-6
CNE.L,,2.99621069214448,-0.47838,0.55043,0.28977,-4.43,1679782896.69767,,,,,,,,,0.0,,,Energy,Energy - Fossil Fuels,Oil & Gas,Oil & Gas Exploration and Production,Oil & Gas Exploration and Production (NEC),50,5010,501020,50102020,5010202010,,21.14241,,United Kingdom,,,FY-6
ASH.N,2309000000.0,53.47188114,3.32702,3.76774,4.41436,9.31,6799287622.56,,,,,,,,,2819000000.0,-11.1,,Basic Materials,Chemicals,Chemicals,Diversified Chemicals,Diversified Chemicals,51,5110,511010,51101090,5110109010,,22.02326,,United States of America,,,FY-6
ENSV.A,24608450.0,8.3985,,,,,27647951.584,,,,,,,,,23803390.0,20.0,,Energy,Energy - Fossil Fuels,Oil & Gas Related Equipment and Services,Oil Related Services and Equipment,Oil Related Services and Equipment (NEC),50,5010,501030,50103020,5010302010,,22.02326,,United States of America,,,FY-6
BOS.TO,267628000.0,8.82352941176471,0.82519,1.07349,,14.09,203595732.352941,,,,,,,,,73206000.0,,,Basic Materials,Chemicals,Chemicals,Commodity Chemicals,Commodity Chemicals (NEC),51,5110,511010,51101010,5110101010,,28.107585,,Canada,,,FY-6
IDA.N,1258002000.0,80.55,4.10013,4.26013,,9.2,4059862412.39999,,,,,,,,,1767478000.0,4.1,,Utilities,Utilities,Electric Utilities & IPPs,Electric Utilities,Electric Utilities (NEC),59,5910,591010,59101010,5910101010,,10.76245,,United States of America,,,FY-6
AMNX.L,4934000.0,0.02683065232409,,,,,93260584.7262656,,,,,,,,,4931000.0,,,Energy,Energy - Fossil Fuels,Oil & Gas,Oil & Gas Exploration and Production,Oil & Gas Exploration and Production (NEC),50,5010,501020,50102020,5010202010,,16.4794,,Ireland; Republic of,,,FY-6
REX.N,453799000.0,32.91663375,1.26,,,,649975363.75,,,,,,,,,0.0,8.0,,Energy,Renewable Energy,Renewable Energy,Renewable Fuels,Ethanol Fuels,50,5020,502010,50201020,5020102012,,22.02326,,United States of America,,,FY-6
YGR.TO,21023611.3179449,1.42963514519732,0.047337413925019,0.165748002091269,,,113201089.858525,,,,,,,,,48504095.3090097,,,Energy,Energy - Fossil Fuels,Oil & Gas,Oil & Gas Exploration and Production,Oil & Gas Exploration and Production (NEC),50,5010,501020,50102020,5010202010,,23.412543417088,,Canada,,,FY-6
BPT.N,44917000.0,23.75,,,,,508250000.0,,,,,,,,,0.0,,,Energy,Energy - Fossil Fuels,Oil & Gas,Oil & Gas Exploration and Production,Oil & Gas Exploration and Production (NEC),50,5010,501020,50102020,5010202010,,22.02326,,United States of America,,,FY-6
BKR.OQ,9841000000.0,45.25823194,0.41999,1.80686,2.89667,-8.86,27468927934.19,,,,,,,,,3018000000.0,,,Energy,Energy - Fossil Fuels,Oil & Gas Related Equipment and Services,Oil Related Services and Equipment,Oil Related Services and Equipment (NEC),50,5010,501030,50103020,5010302010,,22.02326,,United States of America,,,FY-6
HTG.L,455800000.0,7.74079739465114,-0.05483,0.23216,0.40809,-6.09,1267475734.78979,,,,,,,,,66200000.0,-4.3,,Energy,Energy - Fossil Fuels,Oil & Gas Related Equipment and Services,Oil Related Services and Equipment,Oil Related Services and Equipment (NEC),50,5010,501030,50103020,5010302010,,21.14241,,United Kingdom,,,FY-6
WKC.N,27015800000.0,45.91,2.83493,3.18048,3.51,7.66,3234910419.99999,,,,,,,,,1186200000.0,5.9995,,Energy,Energy - Fossil Fuels,Oil & Gas,Oil & Gas Refining and Marketing,Petroleum Product Wholesale,50,5010,501020,50102030,5010203013,,25.8,,United States of America,,,FY-6
WEB.V,12419.9553239017,0.067014147431124,,,,,385954.043186895,,,,,,,,,0.0,,,Utilities,Utilities,Electric Utilities & IPPs,Electric Utilities,Solar Electric Utilities,59,5910,591010,59101010,5910101022,,23.74702,,Canada,,,FY-6
BRN.A,13627000.0,1.64,,,,,13574542.3999999,,,,,,,,,0.0,,,Energy,Energy - Fossil Fuels,Oil & Gas,Oil & Gas Exploration and Production,Oil & Gas Exploration and Production (NEC),50,5010,501020,50102020,5010202010,,22.02326,,United States of America,,,FY-6
