Instrument,Revenue,Price Close,Earnings Per Share - SmartEstimate®,Earnings Per Share - SmartEstimate®,Earnings Per Share - SmartEstimate®,Return On Equity - Actual,Company Market Cap,Common Shares - Outstanding - Total,Total Assets,Interest Expense,Total Liabilities,Dividend Payout Ratio - %,Interest Bearing Liabilities - Total,Shareholders Equity - Common,Total Capital,Total Debt,Long Term Growth - Mean,"Return on Average Common Equity - %, TTM",TRBC Economic Sector Name,TRBC Business Sector Name,TRBC Industry Group Name,TRBC Industry Name,TRBC Activity Name,TRBC Economic Sector Code,TRBC Business Sector Code,TRBC Industry Group Code,TRBC Industry Code,TRBC Activity Code,Depreciation Depletion & Amortization - Total,"WACC Tax Rate, (%)",Earnings before Interest & Taxes (EBIT),Country of Headquarters,Operating Profit before Non-Recurring Income/Expense,Capital Expenditures - Total,year
FLOB.BR,335369261.477046,93.6839291355804,,9.08294356480853,8.79910157840826,5.127,84647433.8595536,,,,,,,,,87576362.4266618,,,Basic Materials,Chemicals,Chemicals,Commodity Chemicals,Commodity Chemicals (NEC),51,5110,511010,51101010,5110101010,,30.743206952005,,Belgium,,,FY-8
SOAC.BR,30242545.2126051,131.463773785762,,,,,2234819574.18496,,,,,,,,,175406762.23311,11.0,,Basic Materials,Chemicals,Chemicals,Diversified Chemicals,Diversified Chemicals,51,5110,511010,51101090,5110109010,,19.32466,,Belgium,,,FY-8
SOLB.BR,12857920522.5912,127.790770942963,8.25552520208693,9.46697194294543,11.1638149017473,10.189,11516853988.0239,,,,,,,,,2828282828.28283,14.3,,Basic Materials,Chemicals,Chemicals,Diversified Chemicals,Diversified Chemicals,51,5110,511010,51101090,5110109010,,19.32466,,Belgium,,,FY-8
SPMI.MI,15590636908.0022,33.6676211198094,2.6483170664964,3.70329745507617,4.62014797951053,4.12,4704360691.62695,,,,,,,,,7371922821.02462,9.36667,,Energy,Energy - Fossil Fuels,Oil & Gas Related Equipment and Services,Oil Related Services and Equipment,Oil Related Services and Equipment (NEC),50,5010,501030,50103020,5010302010,,28.47653,,Italy,,,FY-8
TESB.BR,1734954333.75673,25.3251073610355,1.38217997960202,2.03266869196868,2.41882736236749,20.713,1073697509.7139,,,,,,,,,259118127.3816,,,Basic Materials,Chemicals,Chemicals,Diversified Chemicals,Diversified Chemicals,51,5110,511010,51101090,5110109010,,20.89424,,Belgium,,,FY-8
BOOM.OQ,202561000.0,16.02,0.83019,1.29522,,3.99,223945486.38,,,,,,,,,22782000.0,,,Energy,Energy - Fossil Fuels,Oil & Gas Related Equipment and Services,Oil Related Services and Equipment,Oil Related Services and Equipment (NEC),50,5010,501030,50103020,5010302010,,32.681847562298,,United States of America,,,FY-8
XOM.N,394105000000.0,92.45,3.62847,5.26473,6.85275,18.094,388382450000.0,,,,,,,,,29121000000.0,-1.4,,Energy,Energy - Fossil Fuels,Oil & Gas,Oil & Gas Refining and Marketing,Oil & Gas Refining and Marketing (NEC),50,5010,501020,50102030,5010203010,,28.006675,,United States of America,,,FY-8
XXFPL.PK,2785000.0,0.01,,,,,22342.62,,,,,,,,,20191000.0,,,Energy,Energy - Fossil Fuels,Oil & Gas,Oil & Gas Refining and Marketing,Gasoline Stations,50,5010,501020,50102030,5010203012,,,,United States of America,,,FY-8
NEE.N,16601000000.0,26.5725,1.40689,1.51074,1.58508,12.3,47216304304.74,,,,,,,,,28701000000.0,6.444,,Utilities,Utilities,Electric Utilities & IPPs,Electric Utilities,Electric Utilities (NEC),59,5910,591010,59101010,5910101010,,15.103156811219,,United States of America,,,FY-8
EGAB.PA,1538477000.0,355.737010826831,47.4039833496457,49.267124983786,,,1600816548.72074,,,,,,,,,400465000.0,,,Energy,Energy - Fossil Fuels,Oil & Gas,Oil & Gas Exploration and Production,Oil & Gas Exploration and Production (NEC),50,5010,501020,50102020,5010202010,,18.176775,,Gabon,,,FY-8
BTKW.KL,3507064348.88686,4.96137339055794,,,,,2162915690.98712,,,,,,,,,1040078072.5831,,,Basic Materials,Chemicals,Chemicals,Commodity Chemicals,Commodity Chemicals (NEC),51,5110,511010,51101010,5110101010,,24.98788,,Malaysia,,,FY-8
0002.HK,11221594572.9836,8.67316670535737,0.556190034045187,0.566255287320747,0.582888424636336,11.475,21912326966.4551,,,,,,,,,8700508137.94527,,,Utilities,Utilities,Electric Utilities & IPPs,Electric Utilities,Electric Utilities (NEC),59,5910,591010,59101010,5910101010,,19.751060057425,,Hong Kong,,,FY-8
0135.HK,6152266266.31854,0.67139767339885,0.081191312679655,0.10086553816672,0.123177624269359,10.862,7631177090.07067,,,,,,,,,3292836271.79834,-5.44333,,Utilities,Utilities,Natural Gas Utilities,Natural Gas Utilities,Natural Gas Distribution,59,5910,591020,59102010,5910201011,,28.5309,,Hong Kong,,,FY-8
FPE3_p.DE,2257182604.48799,40.4733540795488,1.9226638145843,1.97664099034009,2.0206606879328,24.84,5494423441.60264,,,,,,,,,19839109.6594689,8.46,,Basic Materials,Chemicals,Chemicals,Commodity Chemicals,Commodity Chemicals (NEC),51,5110,511010,51101010,5110101010,,28.07571,,Germany,,,FY-8
WWGG.F,1091151031.27079,691.444617329573,,,,,2376840872.07041,,,,,,,,,83711365.1484909,,,Utilities,Utilities,Natural Gas Utilities,Natural Gas Utilities,Natural Gas Distribution,59,5910,591020,59102010,5910201011,,1.88679,,Germany,,,FY-8
0003.HK,4077316928.47378,1.28998935244654,0.052712508861249,0.057659341367532,0.057346136495457,13.872,24077834153.7413,,,,,,,,,4184773917.30506,,,Utilities,Utilities,Natural Gas Utilities,Natural Gas Utilities,Natural Gas Distribution,59,5910,591020,59102010,5910201011,,22.00713,,Hong Kong,,,FY-8
1314.TW,1051533270.08223,0.341484267552182,-0.002079110405083,,,,847434555.417457,,,,,,,,,293474604.680582,,,Basic Materials,Chemicals,Chemicals,Commodity Chemicals,Commodity Chemicals (NEC),51,5110,511010,51101010,5110101010,,20.09463,,Taiwan,,,FY-8
0154.HK,13995202.352395,0.323712244318915,,,,-40.75,484292988.792591,,,,,,,,,100589001.521834,,,Energy,Renewable Energy,Renewable Energy,Renewable Energy Equipment & Services,Renewable Energy Equipment & Services (NEC),50,5020,502010,50201010,5020101010,,12.857854161616,,Hong Kong,,,FY-8
FSEI.PK,23923000.0,0.05,,,,,214400.0,,,,,,,,,2425000.0,,,Energy,Energy - Fossil Fuels,Oil & Gas Related Equipment and Services,Oil Related Services and Equipment,Oil Related - Surveying & Mapping Services,50,5010,501030,50103020,5010302013,,,,United States of America,,,FY-8
0295.HK,84499081.3267576,0.165080347700482,,,,,1368638657.73169,,,,,,,,,100473680.817458,,,Utilities,Utilities,Electric Utilities & IPPs,Electric Utilities,Solar Electric Utilities,59,5910,591010,59101010,5910101022,,20.86378,,Hong Kong,,,FY-8
LECG.F,1593249863.90855,87.4623164446173,,,,,3100070319.94554,,,,,,,,,0.0,,,Utilities,Utilities,Electric Utilities & IPPs,Electric Utilities,Electric Utilities (NEC),59,5910,591010,59101010,5910101010,,27.527673163606,,Germany,,,FY-8
HENY.KL,4080907868.3834,1.34191702432046,,,,-6.374,402575107.296137,,,,,,,,,503082975.679542,,,Energy,Energy - Fossil Fuels,Oil & Gas,Oil & Gas Refining and Marketing,Petroleum Refining,50,5010,501020,50102030,5010203011,,25.06773,,Malaysia,,,FY-8
FTS.TO,4648820795.31761,33.534171113789,1.61519807923169,1.70895558223289,1.87274909963986,5.24,9227454674.47065,,,,,,,,,9871750731.62334,8.75,,Utilities,Utilities,Electric Utilities & IPPs,Electric Utilities,Electric Utilities (NEC),59,5910,591010,59101010,5910101010,,14.277,,Canada,,,FY-8
UP.BK,22643988.449848,1.10350076103501,,,,10.914,27587519.0258751,,,,,,,,,0.0,,,Basic Materials,Chemicals,Chemicals,Commodity Chemicals,Commodity Chemicals (NEC),51,5110,511010,51101010,5110101010,,18.52329,,Thailand,,,FY-8
AES.N,16124000000.0,13.77,1.25894,1.32983,1.41933,21.78,9818648322.11999,,,,,,,,,20858000000.0,2.4,,Utilities,Utilities,Electric Utilities & IPPs,Electric Utilities,Electric Utilities (NEC),59,5910,591010,59101010,5910101010,,35.16484,,United States of America,,,FY-8
2HR.DE,1280616947.92234,8.98946909462219,0.125786946872594,0.285882512794964,0.072260442260442,-7.735,328444303.245648,,,,,,,,,252862759.329825,-38.6,,Basic Materials,Chemicals,Chemicals,Commodity Chemicals,Commodity Chemicals (NEC),51,5110,511010,51101010,5110101010,,28.38682,,Germany,,,FY-8
ATD.TO,34529900000.0,21.6216216216216,0.93006,1.14024,0.992,26.02,23913279864.0557,,,,,,,,,3068300000.0,14.8615,,Energy,Energy - Fossil Fuels,Oil & Gas,Oil & Gas Refining and Marketing,Gasoline Stations,50,5010,501020,50102030,5010203012,,19.45759,,Canada,,,FY-8
AE.A,4132826000.0,49.95,,,,,210668920.2,,,,,,,,,0.0,,,Energy,Energy - Fossil Fuels,Oil & Gas,Oil & Gas Refining and Marketing,Petroleum Product Wholesale,50,5010,501020,50102030,5010203013,,22.84872714632,,United States of America,,,FY-8
ECR.MC,730260690.739733,0.475412810742152,0.024776086121675,0.049140049140049,0.085995085995086,,53381057.5975322,,,,,,,,,179858464.888405,,,Basic Materials,Chemicals,Chemicals,Commodity Chemicals,Commodity Chemicals (NEC),51,5110,511010,51101010,5110101010,,24.94374,,Spain,,,FY-8
ALOD.PK,521270.0,0.16,,,,,904481.76,,,,,,,,,0.0,,,Energy,Energy - Fossil Fuels,Oil & Gas,Oil & Gas Exploration and Production,Oil & Gas Exploration and Production (NEC),50,5010,501020,50102020,5010202010,,,,United States of America,,,FY-8
PTPh.V,251411.602685488,0.07746600103288,,,,,2401548.98433465,,,,,,,,,4183551.38578069,,,Energy,Energy - Fossil Fuels,Oil & Gas,Oil & Gas Exploration and Production,Oil & Gas Exploration and Production (NEC),50,5010,501020,50102020,5010202010,,23.74702,,Canada,,,FY-8
AERN.PK,28720.0,1e-05,,,,,13729.33244,,,,,,,,,133370.0,,,Energy,Energy - Fossil Fuels,Oil & Gas,Oil & Gas Exploration and Production,Oil & Gas Exploration and Production (NEC),50,5010,501020,50102020,5010202010,,,,United States of America,,,FY-8
600795.SS,9702888964.63914,0.746220546046482,0.05674463623165,0.061451847072108,0.073237618970802,15.38,14046016768.0817,,,,,,,,,23115386742.0946,3.688,,Utilities,Utilities,Electric Utilities & IPPs,Electric Utilities,Electric Utilities (NEC),59,5910,591010,59101010,5910101010,,32.81628,,China,,,FY-8
IBE.MC,36330091332.4865,4.99565479707252,0.311948768203469,0.329987009731307,0.357391918685476,6.5,43254508378.3947,,,,,,,,,33170774814.0084,2.8,,Utilities,Utilities,Electric Utilities & IPPs,Electric Utilities,Electric Utilities (NEC),59,5910,591010,59101010,5910101010,,21.43281,,Spain,,,FY-8
AIRP.PA,18578963285.5501,91.0478930151818,4.43493986901257,4.79992469364004,5.42730654252527,14.882,42891342838.9886,,,,,,,,,8729692130.88973,7.28,,Basic Materials,Chemicals,Chemicals,Commodity Chemicals,Commodity Chemicals (NEC),51,5110,511010,51101010,5110101010,,25.40194,,France,,,FY-8
LOU.V,6166293.68221725,1.08452401446032,,,,,29832624.5825443,,,,,,,,,41255809.9500775,,,Energy,Energy - Fossil Fuels,Oil & Gas,Oil & Gas Exploration and Production,Oil & Gas Exploration and Production (NEC),50,5010,501020,50102020,5010202010,,23.74702,,Canada,,,FY-8
0632.HK,12557326.7301194,0.538066702777993,,,,-7.676,87791682.5195388,,,,,,,,,515876.086564007,,,Energy,Energy - Fossil Fuels,Oil & Gas,Oil & Gas Refining and Marketing,Petroleum Product Wholesale,50,5010,501020,50102030,5010203013,,17.281305,,Hong Kong,,,FY-8
DPAP.PA,19822560.9387286,224.581433980524,,,,,25460061.6947922,,,,,,,,,1361616.16161616,,,Energy,Energy - Fossil Fuels,Oil & Gas Related Equipment and Services,Oil & Gas Transportation Services,Oil & Gas Transportation Services (NEC),50,5010,501030,50103030,5010303010,,28.34194,,France,,,FY-8
EDSP.PA,1143423456.11807,130.647795318454,,,,28.58,936664474.686989,,,,,,,,,13434948.2852477,,,Utilities,Utilities,Electric Utilities & IPPs,Electric Utilities,Electric Utilities (NEC),59,5910,591010,59101010,5910101010,,33.185940371338,,France,,,FY-8
ESSF.PA,18960624206.1332,38.6378757636243,,,,,496673587.757817,,,,,,,,,516905582.773846,,,Energy,Energy - Fossil Fuels,Oil & Gas,Oil & Gas Refining and Marketing,Petroleum Refining,50,5010,501020,50102030,5010203011,,25.32436,,France,,,FY-8
HES.N,10616000000.0,73.82,-2.31764,0.21928,3.0638,5.2,21100337042.48,,,,,,,,,5987000000.0,-41.8,,Energy,Energy - Fossil Fuels,Oil & Gas,Oil & Gas Exploration and Production,Oil & Gas Exploration and Production (NEC),50,5010,501020,50102020,5010202010,,22.02326,,United States of America,,,FY-8
ENGEPEC1.LM,563714669.352132,0.872592738389576,,0.102669652084051,,21.362,2887296820.24169,,,,,,,,,271992950.654582,,,Utilities,Utilities,Electric Utilities & IPPs,Electric Utilities,Electric Utilities (NEC),59,5910,591010,59101010,5910101010,,29.35811,,Peru,,,FY-8
LUSURC1.LM,855627727.42531,2.19386577274253,0.229925614489004,0.2499191461837,,,1770286454.49144,,,,,,,,,460213158.778113,,,Utilities,Utilities,Electric Utilities & IPPs,Electric Utilities,Electric Utilities (NEC),59,5910,591010,59101010,5910101010,,29.86401,,Peru,,,FY-8
GEPH.PA,3096900000.0,38.1840685864634,-2.89019,0.06664,4.26805,-4.947,1066696493.26801,,,,,,,,,2750500000.0,25.8,,Energy,Energy - Fossil Fuels,Oil & Gas Related Equipment and Services,Oil Related Services and Equipment,Oil Related - Surveying & Mapping Services,50,5010,501030,50103020,5010302013,,9.69146041708,,France,,,FY-8
RUBF.PA,3375348696.5463,28.1516005407367,1.74540525887774,1.93128761181892,2.29179282868526,9.69,2222870271.24538,,,,,,,,,868663884.352507,7.7,,Energy,Energy - Fossil Fuels,Oil & Gas,Oil & Gas Refining and Marketing,Petroleum Product Wholesale,50,5010,501020,50102030,5010203013,,19.91492,,France,,,FY-8
AEP.OQ,16333700000.0,60.72,3.52462,3.70981,3.98659,10.18,29716523868.2399,,,,,,,,,19858400000.0,5.0475,,Utilities,Utilities,Electric Utilities & IPPs,Electric Utilities,Electric Utilities (NEC),59,5910,591010,59101010,5910101010,,4.12376,,United States of America,,,FY-8
MAUP.PA,729894346.0,9.38607633218412,0.093905622710221,0.468486058398964,,1.589,1140991093.38414,,,,,,,,,807023656.0,,,Energy,Energy - Fossil Fuels,Oil & Gas,Oil & Gas Exploration and Production,Oil & Gas Exploration and Production (NEC),50,5010,501020,50102020,5010202010,,25.32436,,France,,,FY-8
PSWW.PK,,3.0,,,,,15279995.25,,,,,,,,,,,,Utilities,Utilities,Electric Utilities & IPPs,Electric Utilities,Electric Utilities (NEC),59,5910,591010,59101010,5910101010,,,,United States of America,,,FY-8
AECFF.PK,29722975.7501028,,,,,,,,,,,,,,,25663789.5602137,,,Energy,Energy - Fossil Fuels,Oil & Gas,Oil & Gas Exploration and Production,Oil & Gas Exploration and Production (NEC),50,5010,501020,50102020,5010202010,,,,Canada,,,FY-8
IEP.OQ,18758000000.0,91.24051888,8.63259,6.05836,,-6.47,11233019893.97,,,,,,,,,11588000000.0,,,Energy,Energy - Fossil Fuels,Oil & Gas,Oil & Gas Refining and Marketing,Petroleum Refining,50,5010,501020,50102030,5010203011,,22.02326,,United States of America,,,FY-8
HAL.N,32870000000.0,39.33,2.40898,2.67834,4.11529,22.92,33330613323.69,,,,,,,,,7779000000.0,13.945,,Energy,Energy - Fossil Fuels,Oil & Gas Related Equipment and Services,Oil Related Services and Equipment,Oil Related Services and Equipment (NEC),50,5010,501030,50103020,5010302010,,19.326750555566,,United States of America,,,FY-8
TTEF.PA,212018000000.0,51.4365208975988,3.36745,4.47157,5.25202,13.47,122333778663.521,,,,,,,,,55479000000.0,3.025,,Energy,Energy - Fossil Fuels,Oil & Gas,Integrated Oil & Gas,Integrated Oil & Gas,50,5010,501020,50102010,5010201010,,36.237316806664,,France,,,FY-8
VLLP.PA,6895948708.64332,228.516695394665,9.72311233572587,12.2508646006962,19.2255445567008,5.728,3594149798.88707,,,,,,,,,3217638662.0698,-1.9,,Energy,Energy - Fossil Fuels,Oil & Gas Related Equipment and Services,Oil Related Services and Equipment,Oil Related Services and Equipment (NEC),50,5010,501030,50103020,5010302010,,25.32436,,France,,,FY-8
025000.KS,756458732.418337,53.710312013908,,,,,259957910.147314,,,,,,,,,47726170.3083539,,,Basic Materials,Chemicals,Chemicals,Commodity Chemicals,Commodity Chemicals (NEC),51,5110,511010,51101010,5110101010,,23.29273,,Korea; Republic (S. Korea),,,FY-8
HE.N,3239542000.0,33.48,1.69277,1.80064,1.85034,9.85,3433885105.68,,,,,,,,,1916174000.0,3.95,,Utilities,Utilities,Electric Utilities & IPPs,Electric Utilities,Electric Utilities (NEC),59,5910,591010,59101010,5910101010,,20.10783,,United States of America,,,FY-8
HWKN.OQ,364023000.0,21.665,,,,,460216639.33,,,,,,,,,0.0,,,Basic Materials,Chemicals,Chemicals,Diversified Chemicals,Diversified Chemicals,51,5110,511010,51101090,5110109010,,27.13093,,United States of America,,,FY-8
600759.SS,223583449.376269,1.223237422899,,,,,2778177533.94255,,,,,,,,,582378601.360281,,,Energy,Energy - Fossil Fuels,Oil & Gas,Oil & Gas Exploration and Production,Oil & Gas Exploration and Production (NEC),50,5010,501020,50102020,5010202010,,12.91442,,China,,,FY-8
600724.SS,852096678.27096,0.962189343390388,0.045949849021925,0.098463962189839,,10.17,1390595557.14631,,,,,,,,,1137437359.37853,,,Energy,Energy - Fossil Fuels,Oil & Gas,Oil & Gas Refining and Marketing,Petroleum Product Wholesale,50,5010,501020,50102030,5010203013,,20.5574,,China,,,FY-8
HP.N,3161702000.0,65.887456403,-0.22722,0.21624,2.05598,6.61,7315736918.64,,,,,,,,,531537000.0,,,Energy,Energy - Fossil Fuels,Oil & Gas Related Equipment and Services,Oil & Gas Drilling,Oil & Gas Drilling (NEC),50,5010,501030,50103010,5010301010,,22.02326,,United States of America,,,FY-8
NIIN.PSX,36015526.1502163,0.253253849975161,,,,,28007481.5453551,,,,,,,,,11177401.6909162,,,Basic Materials,Chemicals,Chemicals,Commodity Chemicals,Commodity Chemicals (NEC),51,5110,511010,51101010,5110101010,,31.26296,,Pakistan,,,FY-8
HME.V,14318540.1962472,0.31600350748838,-0.07355344883949,-0.00817260542661,,,24327067.2663108,,,,,,,,,6183637.45911517,,,Energy,Energy - Fossil Fuels,Oil & Gas,Oil & Gas Exploration and Production,Oil & Gas Exploration and Production (NEC),50,5010,501020,50102020,5010202010,,8.165738161174,,Canada,,,FY-8
DINO.N,19764327000.0,37.48,2.98167,3.48027,6.3,9.54,7336184942.67999,,,,,,,,,1054297000.0,14.6,,Energy,Energy - Fossil Fuels,Oil & Gas,Oil & Gas Refining and Marketing,Petroleum Refining,50,5010,501020,50102030,5010203011,,23.012475,,United States of America,,,FY-8
BP.L,353568000000.0,6.40047341701187,0.28439,0.48158,0.60683,10.08,116711725255.287,,,,,,,,,52854000000.0,-10.26667,,Energy,Energy - Fossil Fuels,Oil & Gas,Oil & Gas Refining and Marketing,Oil & Gas Refining and Marketing (NEC),50,5010,501020,50102030,5010203010,,21.14241,,United Kingdom,,,FY-8
USWF.PK,,0.0003,,,,,1893.3249,,,,,,,,,,,,Energy,Renewable Energy,Renewable Energy,Renewable Energy Equipment & Services,Wind Systems & Equipment,50,5020,502010,50201010,5020101011,,,,United States of America,,,FY-8
CWV.V,11579570.0,0.994832862799105,,0.0,,,14393572.5942503,,,,,,,,,4748910.0,,,Energy,Energy - Fossil Fuels,Oil & Gas,Oil & Gas Exploration and Production,Oil & Gas Exploration and Production (NEC),50,5010,501020,50102020,5010202010,,23.74702,,Canada,,,FY-8
CNE.L,,2.86207450462516,-0.51726,-0.61068,0.17675,-13.03,1601880584.89581,,,,,,,,,0.0,49.8,,Energy,Energy - Fossil Fuels,Oil & Gas,Oil & Gas Exploration and Production,Oil & Gas Exploration and Production (NEC),50,5010,501020,50102020,5010202010,,21.14241,,United Kingdom,,,FY-8
ASH.N,5387000000.0,58.59449616,7.74423,8.66258,9.8323,14.53,8295134004.96,,,,,,,,,3729000000.0,14.30067,,Basic Materials,Chemicals,Chemicals,Diversified Chemicals,Diversified Chemicals,51,5110,511010,51101090,5110109010,,22.02326,,United States of America,,,FY-8
ENSV.A,56563940.0,24.15,3.1419,3.8415,,,59660506.15,,,,,,,,,29776530.0,20.0,,Energy,Energy - Fossil Fuels,Oil & Gas Related Equipment and Services,Oil Related Services and Equipment,Oil Related Services and Equipment (NEC),50,5010,501030,50103020,5010302010,,22.02326,,United States of America,,,FY-8
BOS.TO,303151000.0,10.5181614735755,0.75876,0.92489,,,240621150.64555,,,,,,,,,50948000.0,,,Basic Materials,Chemicals,Chemicals,Commodity Chemicals,Commodity Chemicals (NEC),51,5110,511010,51101010,5110101010,,28.107585,,Canada,,,FY-8
IDA.N,1282493000.0,66.19,3.7231,3.80737,3.85,10.17,3327288430.12,,,,,,,,,1630986000.0,3.0,,Utilities,Utilities,Electric Utilities & IPPs,Electric Utilities,Electric Utilities (NEC),59,5910,591010,59101010,5910101010,,10.76245,,United States of America,,,FY-8
AMNX.L,444000.0,0.042121875291992,,,,,79393197.6827483,,,,,,,,,10218000.0,,,Energy,Energy - Fossil Fuels,Oil & Gas,Oil & Gas Exploration and Production,Oil & Gas Exploration and Production (NEC),50,5010,501020,50102020,5010202010,,16.4794,,Ireland; Republic of,,,FY-8
REX.N,572230000.0,20.65664601,2.93245,3.14424,,,495959605.37,,,,,,,,,0.0,,,Energy,Renewable Energy,Renewable Energy,Renewable Fuels,Ethanol Fuels,50,5020,502010,50201020,5020102012,,22.02326,,United States of America,,,FY-8
YGR.TO,44697435.0146325,1.00705801342744,0.106270783847981,0.097022961203484,,,58163445.2401445,,,,,,,,,47858572.9041143,,,Energy,Energy - Fossil Fuels,Oil & Gas,Oil & Gas Exploration and Production,Oil & Gas Exploration and Production (NEC),50,5010,501020,50102020,5010202010,,23.412543417088,,Canada,,,FY-8
BPT.N,227904000.0,67.64,,,,,1447496000.0,,,,,,,,,0.0,,,Energy,Energy - Fossil Fuels,Oil & Gas,Oil & Gas Exploration and Production,Oil & Gas Exploration and Production (NEC),50,5010,501020,50102020,5010202010,,22.02326,,United States of America,,,FY-8
BKR.OQ,24551000000.0,39.05847414,2.47887,2.96396,4.27911,10.18,24255825257.16,,,,,,,,,4133000000.0,21.98,,Energy,Energy - Fossil Fuels,Oil & Gas Related Equipment and Services,Oil Related Services and Equipment,Oil Related Services and Equipment (NEC),50,5010,501030,50103020,5010302010,,22.02326,,United States of America,,,FY-8
HTG.L,1386500000.0,8.27701124365403,0.39332,0.64067,0.85282,10.85,1228876908.85943,,,,,,,,,223300000.0,-21.5,,Energy,Energy - Fossil Fuels,Oil & Gas Related Equipment and Services,Oil Related Services and Equipment,Oil Related Services and Equipment (NEC),50,5010,501030,50103020,5010302010,,21.14241,,United Kingdom,,,FY-8
WKC.N,43391800000.0,46.93,3.33883,3.64624,,11.93,3381963520.0,,,,,,,,,689868000.0,5.65,,Energy,Energy - Fossil Fuels,Oil & Gas,Oil & Gas Refining and Marketing,Petroleum Product Wholesale,50,5010,501020,50102030,5010203013,,25.8,,United States of America,,,FY-8
WEB.V,149130.659321742,0.3873300051644,,,,,1200449.32862799,,,,,,,,,0.0,,,Utilities,Utilities,Electric Utilities & IPPs,Electric Utilities,Solar Electric Utilities,59,5910,591010,59101010,5910101022,,23.74702,,Canada,,,FY-8
