Instrument,Revenue,Price Close,Earnings Per Share - SmartEstimate®,Earnings Per Share - SmartEstimate®,Earnings Per Share - SmartEstimate®,Return On Equity - Actual,Company Market Cap,Common Shares - Outstanding - Total,Total Assets,Interest Expense,Total Liabilities,Dividend Payout Ratio - %,Interest Bearing Liabilities - Total,Shareholders Equity - Common,Total Capital,Total Debt,Long Term Growth - Mean,"Return on Average Common Equity - %, TTM",TRBC Economic Sector Name,TRBC Business Sector Name,TRBC Industry Group Name,TRBC Industry Name,TRBC Activity Name,TRBC Economic Sector Code,TRBC Business Sector Code,TRBC Industry Group Code,TRBC Industry Code,TRBC Activity Code,Depreciation Depletion & Amortization - Total,"WACC Tax Rate, (%)",Earnings before Interest & Taxes (EBIT),Country of Headquarters,Operating Profit before Non-Recurring Income/Expense,Capital Expenditures - Total,year
EVNV.VI,3660010543.50482,15.6124053543349,,,,7.0,2807866154.35336,179000780.0,8824656371.74855,135582175.228699,4949661193.47331,37.6553718830169,2579429879.26401,3559461509.77846,6454425057.53925,2669563987.50209,9.5,6.99519058215491,Utilities,Utilities,Electric Utilities & IPPs,Electric Utilities,Electric Utilities (NEC),59,5910,591010,59101010,5910101010,326358243.63,12.720910168474,314020785.156124,Austria,314020785.156124,402071278.264417,FY-10
XL.V,249140.0,0.080637032557202,,,,,584855.80082653,7252936.0,1927743.0,950913.0,10509923.0,,8471696.0,-8582180.0,-110484.0,8471700.0,,,Energy,Energy - Fossil Fuels,Oil & Gas,Oil & Gas Exploration and Production,Oil & Gas Exploration and Production (NEC),50,5010,501020,50102020,5010202010,18820.0,23.74702,-165759.0,Canada,-165759.0,28909.0,FY-10
ERF.TO,1097233034.0,13.0027214998488,,0.8723,0.51071,9.253,2580010714.24251,198684000.0,3647231125.89457,56060661.57078,1680453583.30813,,1078081846.58805,1966777542.58643,3044859389.17448,1078081946.0,24.4,-10.452587518515,Energy,Energy - Fossil Fuels,Oil & Gas,Oil & Gas Exploration and Production,Oil & Gas Exploration and Production (NEC),50,5010,501020,50102020,5010202010,560529583.19465,24.28755,183196321.8263,Canada,183196321.8263,1051076628.80055,FY-10
WFRD.OQ,15215000000.0,,,1.45774,1.98934,4.94,8557603089.99,760604529.0,22795000000.0,,13977000000.0,,8634000000.0,8786000000.0,17452000000.0,8634000000.0,35.65,-8.59193815571508,Energy,Energy - Fossil Fuels,Oil & Gas Related Equipment and Services,Oil Related Services and Equipment,Oil Related Services and Equipment (NEC),50,5010,501030,50103020,5010302010,1282000000.0,16.4794,1163000000.0,United States of America,1163000000.0,2194000000.0,FY-10
EOG.N,11489976000.0,55.131100911,,3.92138,3.505,11.85,32719715869.21,543264462.0,27336578000.0,213552000.0,14051814000.0,32.2636814611795,6312181000.0,13284764000.0,19596945000.0,6312181000.0,25.32333,4.39933890999453,Energy,Energy - Fossil Fuels,Oil & Gas,Oil & Gas Exploration and Production,Oil & Gas Exploration and Production (NEC),50,5010,501020,50102020,5010202010,3169703000.0,21.51151,2164128000.0,United States of America,2164128000.0,7355116000.0,FY-10
1313.TW,1705526665.51902,0.4830757726051,,,,,633730651.075121,1301816128.59218,1458928972.28439,12380303.7010847,838716956.446893,74.1063206081707,648543019.452574,618591013.94388,1268755035.29007,648543019.452574,,6.86547865507849,Basic Materials,Chemicals,Chemicals,Commodity Chemicals,Commodity Chemicals (NEC),51,5110,511010,51101010,5110101010,40011069.0404509,20.57891,42487502.0493812,Taiwan,42487502.0493812,37481130.8646314,FY-10
EPGRQ.PK,,0.0006,,,,-87.26,9425.1546,1629458.523,58781000.0,750000.0,64253000.0,38.6004514672686,4389000.0,-5471000.0,-1082000.0,46465650.0,,,Utilities,Utilities,Electric Utilities & IPPs,Electric Utilities,Electric Utilities (NEC),59,5910,591010,59101010,5910101010,363000.0,,408000.0,United States of America,408000.0,829000.0,FY-10
CAMB.BR,197811114.629512,16.847919447124,,,,,25233533.8822039,1500000.0,94553514.8828373,1238407.10189536,64324730.8423053,,43806734.2199704,30228784.040532,74035518.2605024,43806734.2199704,,-9.82215760858742,Basic Materials,Chemicals,Chemicals,Commodity Chemicals,Commodity Chemicals (NEC),51,5110,511010,51101010,5110101010,4138311.58244992,24.10033,-1527754.55560923,Belgium,-1527754.55560923,4702860.61436276,FY-10
EQT.N,1194984000.0,32.10529116,,3.01516,3.56023,6.22,8824194498.3,150109000.0,8849862000.0,184786000.0,4961060000.0,96.9838560138924,2526173000.0,3603820000.0,6414975000.0,2526173000.0,17.29,3.77628809403069,Energy,Energy - Fossil Fuels,Oil & Gas,Oil & Gas Exploration and Production,Oil & Gas Exploration and Production (NEC),50,5010,501020,50102020,5010202010,499118000.0,22.02326,207391000.0,United States of America,207391000.0,1375340000.0,FY-10
RECT.BR,1365645450.7072,5.79436472187038,0.94170825878143,1.22945325329098,1.2700124811141,11.268,201167370.065442,34717886.07154,840820930.968968,11148235.8944246,522726672.999789,54.6587765472313,207032404.475406,318094257.969179,525126662.444585,207032404.475406,,6.41915626777291,Basic Materials,Chemicals,Chemicals,Commodity Chemicals,Commodity Chemicals (NEC),51,5110,511010,51101010,5110101010,41037184.8687257,19.32466,39836071.4386424,Belgium,39836071.4386424,44882291.0314122,FY-10
