Instrument,Revenue,Price Close,Earnings Per Share - SmartEstimate®,Earnings Per Share - SmartEstimate®,Earnings Per Share - SmartEstimate®,Return On Equity - Actual,Company Market Cap,Common Shares - Outstanding - Total,Total Assets,Interest Expense,Total Liabilities,Dividend Payout Ratio - %,Interest Bearing Liabilities - Total,Shareholders Equity - Common,Total Capital,Total Debt,Long Term Growth - Mean,"Return on Average Common Equity - %, TTM",TRBC Economic Sector Name,TRBC Business Sector Name,TRBC Industry Group Name,TRBC Industry Name,TRBC Activity Name,TRBC Economic Sector Code,TRBC Business Sector Code,TRBC Industry Group Code,TRBC Industry Code,TRBC Activity Code,Depreciation Depletion & Amortization - Total,"WACC Tax Rate, (%)",Earnings before Interest & Taxes (EBIT),Country of Headquarters,Operating Profit before Non-Recurring Income/Expense,Capital Expenditures - Total,year
EVNV.VI,2773544262.75073,30.1191177136646,1.68992011570229,1.74246070754664,1.75083562609427,6.16,5417778763.98387,178181157.0,12901051558.8085,66334485.0488104,5322068837.72641,28.4967722102674,1271019595.1267,7274169639.13467,8850002316.20883,1271019595.1267,,6.15911844895486,Utilities,Utilities,Electric Utilities & IPPs,Electric Utilities,Electric Utilities (NEC),59,5910,591010,59101010,5910101010,373146418.598894,12.720910168474,288286086.37429,Austria,288286086.37429,496492704.311276,FY-1
XL.V,2485810.0,0.231821343018314,,,,,1722243.86575906,7252943.0,5091142.0,3842170.0,37630515.0,,34582773.0,-32539373.0,2043400.0,34582780.0,,,Energy,Energy - Fossil Fuels,Oil & Gas,Oil & Gas Exploration and Production,Oil & Gas Exploration and Production (NEC),50,5010,501020,50102020,5010202010,343295.0,23.74702,946457.0,Canada,946457.0,4483.0,FY-1
ERF.TO,1482575000.0,10.5588095615007,1.97781,2.47053,1.6396,,2576349533.00617,243852000.0,1990084000.0,27395000.0,1380774000.0,13.0245989396053,701771000.0,609310000.0,1311081000.0,701771000.0,,45.5103734439834,Energy,Energy - Fossil Fuels,Oil & Gas,Oil & Gas Exploration and Production,Oil & Gas Exploration and Production (NEC),50,5010,501020,50102020,5010202010,271336000.0,24.28755,634224000.0,Canada,634224000.0,280977000.0,FY-1
WFRD.OQ,3645000000.0,27.72,-1.35827,-0.22147,,-64.15,1944881908.19999,70000000.0,4774000000.0,,4278000000.0,,2428000000.0,472000000.0,2924000000.0,2428000000.0,,-65.2646845540247,Energy,Energy - Fossil Fuels,Oil & Gas Related Equipment and Services,Oil Related Services and Equipment,Oil Related Services and Equipment (NEC),50,5010,501030,50103020,5010302010,440000000.0,16.4794,106000000.0,United States of America,106000000.0,85000000.0,FY-1
EOG.N,18625000000.0,84.027711514,11.00478,10.91293,9.64893,23.67,51973543012.2299,585264244.0,38236000000.0,178000000.0,16056000000.0,62.5,5109000000.0,22180000000.0,27289000000.0,5109000000.0,67.5585,21.9575933620839,Energy,Energy - Fossil Fuels,Oil & Gas,Oil & Gas Exploration and Production,Oil & Gas Exploration and Production (NEC),50,5010,501020,50102020,5010202010,3651000000.0,21.51151,7613000000.0,United States of America,7613000000.0,3850000000.0,FY-1
1313.TW,2956929416.85912,0.779164562441382,,,,,1049628638.30892,1308456000.0,1940381206.69746,8369926.12364843,861543988.163972,61.0874887192416,644249133.949192,1078837218.53349,1723086352.48268,644249133.949192,,7.83010283157936,Basic Materials,Chemicals,Chemicals,Commodity Chemicals,Commodity Chemicals (NEC),51,5110,511010,51101010,5110101010,69986198.1096164,20.57891,87672982.9986719,Taiwan,87672982.9986719,72115337.0617184,FY-1
EPGRQ.PK,,0.0001,,,,-87.26,1570.8591,15614604.0,162013000.0,1938000.0,134139000.0,,129494000.0,17719000.0,157369000.0,46465650.0,,-95.693911675027,Utilities,Utilities,Electric Utilities & IPPs,Electric Utilities,Electric Utilities (NEC),59,5910,591010,59101010,5910101010,1565000.0,,-17575000.0,United States of America,-17575000.0,17907747.0,FY-1
CAMB.BR,257277811.881863,43.3494853667117,,,,,65138803.6286747,1500000.0,105239524.361685,409260.286681878,50703680.9676466,7.21634223965658,14006547.9844485,54535843.3940386,68542391.3784872,14006547.9844485,,32.367878874994,Basic Materials,Chemicals,Chemicals,Commodity Chemicals,Commodity Chemicals (NEC),51,5110,511010,51101010,5110101010,5127581.91550849,24.10033,22447808.4411811,Belgium,22447808.4411811,9908593.70385575,FY-1
EQT.N,6839705000.0,21.81,1.90207,3.65951,2.89706,3.089,8243190458.49,376399000.0,21607388000.0,289753000.0,11636389000.0,,5591072000.0,9954763000.0,15562071000.0,5591072000.0,,-11.8974161534488,Energy,Energy - Fossil Fuels,Oil & Gas,Oil & Gas Exploration and Production,Oil & Gas Exploration and Production (NEC),50,5010,501020,50102020,5010202010,1676702000.0,22.020485,2774841000.0,United States of America,2774841000.0,1055128000.0,FY-1
RECT.BR,510664347.588841,19.9167860309665,0.772424177242418,0.511666345903477,0.567415920229846,20.41,1114611461.70111,55729120.0,1200167110.01978,4678105.30007753,755329331.787282,48.9855180948356,303180774.390105,443105290.68049,748018552.622604,303180774.390105,,9.15401798974107,Basic Materials,Chemicals,Chemicals,Commodity Chemicals,Commodity Chemicals (NEC),51,5110,511010,51101010,5110101010,15337798.0849824,19.38025,35982968.7316457,Belgium,35982968.7316457,5114570.75032497,FY-1
