Instrument,TRBC Activity Code,Return On Equity - Actual,"Return on Average Common Equity - %, TTM",year
BRKa.N,5440101010,1.64,1.06714643779977,FY-4
GE.N,5440101010,11.9,-48.8132320318157,FY-4
MMM.N,5440101010,58.94,51.7346317711503,FY-4
TECK.N,5120108010,11.1,14.5407745407745,FY-4
WMT.N,5430102010,19.23,9.45964818940578,FY-4
CLB.N,5220304024,65.1,52.7740108685922,FY-4
BN.N,5510202010,,13.8151673071893,FY-4
XOM.N,5010203010,10.98,10.8300261936008,FY-4
CU.TO,5910401010,12.7,11.8594436310395,FY-4
SAP.TO,5410202010,13.52,14.7834256522675,FY-4
IGM.TO,5510202010,16.8,16.8150338171916,FY-4
L.TO,5430102010,13.86,5.65781049935979,FY-4
WN.TO,5430102010,11.37,7.39191073919107,FY-4
MDLZ.OQ,5410202010,13.97,12.9224690592861,FY-4
TA.TO,5910102010,-11.17,-11.1736877675152,FY-4
CP.TO,5240503010,31.82,29.8477778627706,FY-4
TRP.TO,5010303010,12.8,14.5291595751557,FY-4
IMO.TO,5010203010,9.46,9.45956994522116,FY-4
ENB.TO,5010303010,7.16,4.48305697032405,FY-4
HKLD.SI,6010101010,2.759,6.5362919690942,FY-4
CNR.TO,5240503010,23.65,25.2383590401493,FY-4
SU.TO,5010201010,7.37,7.36787935740815,FY-4
HON.OQ,5440101010,34.78,36.4742517732541,FY-4
ADM.N,5410202010,10.62,9.52968305893709,FY-4
CSX.OQ,5240503011,24.26,24.2628722311867,FY-4
CPB.N,5410202010,63.81,38.5893798135387,FY-4
FLR.N,5220102010,7.13,4.95538283815826,FY-4
PEG.N,5910401010,11.21,10.1899092970522,FY-4
ROK.N,5210203010,102.409,68.7639115595786,FY-4
UNP.N,5240503011,26.35,26.3521720886062,FY-4
AES.N,5910101010,41.78,36.0655737704918,FY-4
ATD.TO,5010203012,22.73,22.2512072605499,FY-4
APD.N,5110101015,16.609,15.9517322270447,FY-4
AB.N,5510202011,6.099,16.0569249741315,FY-4
ABM.N,5220304010,8.85,5.01006960392891,FY-4
AEP.OQ,5910101010,10.42,10.2385278871294,FY-4
ARE.TO,5220102010,8.85,7.46522693649801,FY-4
ARCH.N,5010101010,16.17,45.6088411204317,FY-4
MERC.OQ,5130102013,23.64,22.7169981317822,FY-4
ACOx.TO,5910401010,9.75,9.00480439258751,FY-4
ATO.N,5910201010,9.72,9.71447810654082,FY-4
BKH.N,5910401010,9.599,13.6396232729359,FY-4
BLX.TO,5910101023,,-3.84368994234465,FY-4
MTZ.N,5220102014,21.28,17.5104947465112,FY-4
CMS.N,5910401010,14.33,13.6363636363636,FY-4
TFII.TO,5240503012,21.5,19.7536874577756,FY-4
