Instrument,TRBC Activity Code,Return On Equity - Actual,"Return on Average Common Equity - %, TTM",year
BRKa.N,5440101010,6.29,-4.66379645989664,FY0
GE.N,5440101010,7.389,1.57850636538098,FY0
MMM.N,5440101010,38.38,38.8134909970438,FY0
TECK.N,5120108010,20.1,16.8695078179793,FY0
WMT.N,5430102010,21.5,14.6049291635927,FY0
CLB.N,5220304024,14.38,11.4191959660353,FY0
BN.N,5510202010,4.78,4.65912146471437,FY0
XOM.N,5010203010,32.509,30.6413732791385,FY0
CU.TO,5910401010,9.349,10.7404550713459,FY0
SAP.TO,5410202010,11.07,9.11689263466471,FY0
IGM.TO,5510202010,9.2,13.8641660424618,FY0
L.TO,5430102010,19.789,17.024881833586,FY0
WN.TO,5430102010,20.75,29.228998849252,FY0
MDLZ.OQ,5410202010,14.839,9.85277052509428,FY0
TA.TO,5910102010,1.189,0.99009900990099,FY0
CP.TO,5240503010,9.24,9.67338238327718,FY0
TRP.TO,5010303010,12.72,2.0922072623419,FY0
IMO.TO,5010203010,32.31,33.251789435535,FY0
ENB.TO,5010303010,9.429,4.87809473565211,FY0
HKLD.SI,6010101010,2.29,0.597167065367256,FY0
CNR.TO,5240503010,23.269,23.1961566352429,FY0
SU.TO,5010201010,30.44,23.8928153090904,FY0
HON.OQ,5440101010,32.75,28.1631032722736,FY0
ADM.N,5410202010,18.879,18.5624772780736,FY0
CSX.OQ,5240503011,31.609,31.9172572304156,FY0
CPB.N,5410202010,25.809,24.5423340961098,FY0
FLR.N,5220102010,8.869,6.66876376218937,FY0
PEG.N,5910401010,12.349,7.32062342457486,FY0
ROK.N,5210203010,44.75,43.9464308436188,FY0
UNP.N,5240503011,53.689,53.1682115180064,FY0
AES.N,5910101010,59.869,-30.5711086226204,FY0
ATD.TO,5010203012,25.21,24.7251230896605,FY0
APD.N,5110101015,18.3,16.7010842447618,FY0
AB.N,5510202011,16.22,14.8412816774197,FY0
ABM.N,5220304010,15.019,13.8528138528139,FY0
