Instrument,Segment Name,year
600905.SS,Wind power business,FY-1
600905.SS,Inter-segment elimination,FY-1
600905.SS,Solar power business,FY-1
600905.SS,Hydropower business and others,FY-1
600995.SS,Power Industry,FY-1
600995.SS,Design,FY-1
600995.SS,Service,FY-1
601088.SS,Undistributed,FY-1
601088.SS,Harbor,FY-1
601088.SS,Railroad,FY-1
601088.SS,Shipping,FY-1
601088.SS,Coal,FY-1
601088.SS,Electric Power Generation,FY-1
601088.SS,Coal chemical,FY-1
601088.SS,Eliminations,FY-1
6013.T,Eliminations and Corporate,FY-1
6013.T,Business Environment and Energy (Domestic),FY-1
6013.T,Business Environment and Energy (Overseas),FY-1
6013.T,Thermal energy consumer business,FY-1
6013.T,Business equipment and systems,FY-1
601778.SS,EPC business of photovoltaic power station,FY-1
601778.SS,Photovoltaic power generation operation business,FY-1
601778.SS,Other Business,FY-1
601778.SS,Others,FY-1
601991.SS,Power Generation,FY-1
601991.SS,Other,FY-1
601991.SS,Coal Sales,FY-1
603212.SS,Photovoltaic power generation,FY-1
603212.SS,Photovoltaic materials,FY-1
603212.SS,others,FY-1
603212.SS,"Semiconductor, electrical, transportation and transportation materials industry",FY-1
603212.SS,Photovoltaic transport of weafabric ,FY-1
603212.SS,Other Photovoltaic materials,FY-1
603212.SS,Communications and Consumer Electronic materials (3C),FY-1
603212.SS,Photovoltaic modules,FY-1
6504.T,Other,FY-1
6504.T,Eliminations and Corporate,FY-1
6504.T,Electronic Devices Business,FY-1
6504.T,Food Circulation,FY-1
6504.T,Generation,FY-1
6504.T,Power Electronics System· Industry Solution,FY-1
6504.T,Power Electronics System· Energy Solution,FY-1
6806.TW,Other,FY-1
6806.TW,Elimination,FY-1
6806.TW,Fuwei Energy,FY-1
6806.TW,Senwei Energy,FY-1
6806.TW,Fuwei Power,FY-1
688599.SS,Smart Energy,FY-1
688599.SS,Sales of Photovoltaic Power Plants,FY-1
688599.SS,Photovoltaic Power Station Construction Management,FY-1
688599.SS,System Products,FY-1
688599.SS,Photovoltaic Products,FY-1
8031.T,Consumer Industries,FY-1
8031.T,Other,FY-1
8031.T,Metal Resources,FY-1
8031.T,Energy,FY-1
8031.T,Machinery & Infrastructure Projects,FY-1
8031.T,Chemicals,FY-1
8031.T,Steel Products Business,FY-1
8031.T,Capacity Driving of nest genetation business,FY-1
8031.T,Eliminations and Corporate Elimination,FY-1
9505.T,Eliminations and Corporate,FY-1
9505.T,Other,FY-1
9505.T,Power generation and Sales business,FY-1
9505.T,Power distribution business,FY-1
9513.T,Eliminations and Corporate,FY-1
9513.T,Other Businesses,FY-1
9513.T,Electric Power Industry,FY-1
9513.T,Power-Related Businesses Peripheral,FY-1
9513.T,Overseas Business,FY-1
9531.T,Gas,FY-1
9531.T,Other Businesses,FY-1
9531.T,Eliminations and Corporate,FY-1
9531.T,Immovable property,FY-1
9531.T,Real Estate,FY-1
9531.T,Energy-related,FY-1
9531.T,Electricity,FY-1
9531.T,Overseas,FY-1
A2.MI,Other Services,FY-1
A2.MI,Eliminations,FY-1
A2.MI,Environment,FY-1
A2.MI,Commercial,FY-1
A2.MI,Generation and Trading,FY-1
A2.MI,Smart Infrastructures,FY-1
ACOx.TO,Corporate & Others,FY-1
ACOx.TO,Structures & Logistics,FY-1
ACOx.TO,Canadian Utilities Limited - Corporate & Other,FY-1
ACOx.TO,Canadian Utilities Limited - Energy Infrastructure,FY-1
ACOx.TO,Canadian Utilities Limited - Utilities,FY-1
ACOx.TO,Neltume Ports,FY-1
ADAI.NS,Transmission,FY-1
ADAI.NS,Trading,FY-1
ADAI.NS,Mumbai GTD Business,FY-1
AEP.OQ,General and Marketing,FY-1
AEP.OQ,Corporate & Other,FY-1
AEP.OQ,Vertically integrated Utilities,FY-1
AEP.OQ,Reconciling Adjustments,FY-1
AEP.OQ,AEP Transmission Holdco,FY-1
AEP.OQ,Transmission & Distribution utilities,FY-1
AES.N,MCAC SBU,FY-1
AES.N,Corporate and Other,FY-1
AES.N,Elimination,FY-1
AES.N,Eurasia SBU,FY-1
AES.N,South America SBU,FY-1
AES.N,US and Utilities SBU,FY-1
AEV.PS,Parent Company and Others,FY-1
AEV.PS,Food Manufacturing,FY-1
AEV.PS,Financial Services,FY-1
AEV.PS,Power,FY-1
AEV.PS,Eliminations,FY-1
AEV.PS,Real Estate,FY-1
AEV.PS,Infrastracture,FY-1
ALS.TO,Project Generation,FY-1
ALS.TO,Joint Ventures,FY-1
ALS.TO,Mineral Royalties,FY-1
ALS.TO,Renewable Royalties,FY-1
AP.PS,Eliminations,FY-1
AP.PS,Power Distribution,FY-1
AP.PS,Parent Company/Others,FY-1
AP.PS,Power Generation,FY-1
ARG.CN,Sale of Cement,FY-1
ARG.CN,Financial Activity,FY-1
ARG.CN,Sale of Energy and Gas,FY-1
ARG.CN,Real Estate,FY-1
ARG.CN,Concessions,FY-1
ARG.CN,Carbon,FY-1
ARG.CN,Adjustments,FY-1
AVA.N,Intersegment Eliminations,FY-1
AVA.N,Avista Utilities,FY-1
AVA.N,Other,FY-1
AVA.N,Alaska Electric Light and Power Company,FY-1
AVNT.NS,Power,FY-1
AVNT.NS,Shrimp Processing,FY-1
AVNT.NS,Shrimp Feed,FY-1
AVNT.NS,Inter Segment revenue,FY-1
AVNT.NS,Unallocated,FY-1
AVNT.NS,Shrimp Hatchery,FY-1
AWR.N,GSCW Electric,FY-1
AWR.N,GSCW Water,FY-1
AWR.N,AWR Parent,FY-1
AWR.N,ASUS Contracts,FY-1
AY.OQ,Efficient natural gas,FY-1
AY.OQ,Renewable energy,FY-1
AY.OQ,Electric transmission lines,FY-1
AY.OQ,Water,FY-1
BEPC.N,Hydroelectric,FY-1
BEPC.N,Wind,FY-1
BEPC.N,Contribution from equity-accounted investments,FY-1
BEPC.N,Attributable to non-controlling interests,FY-1
BEPC.N,Energy transition,FY-1
BEPC.N,Solar,FY-1
BEP_u.TO,Hydroelectric,FY-1
BEP_u.TO,Wind,FY-1
BEP_u.TO,Corporate,FY-1
BEP_u.TO,Unallocated,FY-1
BEP_u.TO,Energy Transition,FY-1
BEP_u.TO,Solar,FY-1
BKH.N,Corporate,FY-1
BKH.N,Gas Utilities,FY-1
BKH.N,Electric utilities,FY-1
BKH.N,Eliminations,FY-1
BN.N,Corporate activities,FY-1
BN.N,Renewable/Power Generating Operations,FY-1
BN.N,Residential Development,FY-1
BN.N,Real Estate,FY-1
BN.N,Private Equity & Finance,FY-1
BN.N,Asset Management,FY-1
BN.N,Infrastructure,FY-1
BP.L,Other businesses & corporate,FY-1
BP.L,Consolidated Adjustment,FY-1
BP.L,Rosneft,FY-1
BP.L,Oil production & operations,FY-1
BP.L,Gas & low carbon energy,FY-1
BP.L,Customers & products,FY-1
CBAV3.SA,Nickel,FY-1
CBAV3.SA,Aluminum,FY-1
CBAV3.SA,Eliminations,FY-1
CBAV3.SA,Energy,FY-1
CMIG4.SA,Distribution,FY-1
CMIG4.SA,Elimination,FY-1
CMIG4.SA,Generation,FY-1
CMIG4.SA,Transmission,FY-1
CMIG4.SA,Other,FY-1
CMIG4.SA,Commercialization,FY-1
CMS.N,Gas Utility,FY-1
CMS.N,Enterprises,FY-1
CMS.N,Electric Utility,FY-1
CPFE3.SA,Power Generation,FY-1
CPFE3.SA,Other,FY-1
CPFE3.SA,Energy Trading,FY-1
CPFE3.SA,Energy Distribution,FY-1
CPFE3.SA,Services,FY-1
CPFE3.SA,Energy Transmission,FY-1
CRBR.NS,Intersegment Revenue,FY-1
CRBR.NS,Power,FY-1
CRBR.NS,IT Services,FY-1
CRBR.NS,Electrominerals,FY-1
CRBR.NS,Ceramics,FY-1
CRBR.NS,Abrasives,FY-1
CRBR.NS,Other,FY-1
CSNA3.SA,Steel and New Businesses,FY-1
CSNA3.SA,Energy and Infrastructure,FY-1
CSNA3.SA,Eliminations,FY-1
CSNA3.SA,Mining,FY-1
CSNA3.SA,Railway Logistics,FY-1
CSNA3.SA,Port Logistics,FY-1
CSNA3.SA,Cement,FY-1
CU.TO,Corporate and other,FY-1
CU.TO,Energy Infrastructure,FY-1
CU.TO,Intersegment Eliminations,FY-1
CU.TO,Utilities - Electricity,FY-1
CU.TO,Utilities - Eliminations,FY-1
CU.TO,Utilities - Natural Gas,FY-1
DEHr.AT,Generation,FY-1
DEHr.AT,Mines,FY-1
DEHr.AT,Eliminations,FY-1
DEHr.AT,Supply,FY-1
DEHr.AT,Distribution Network,FY-1
DEHr.AT,HEDNO,FY-1
DEHr.AT,Groups Other companies,FY-1
DUK.N,Eliminations And Minority Interest,FY-1
DUK.N,Other,FY-1
DUK.N,Gas Utilities and Infrastructure,FY-1
DUK.N,Electric Utilities and Infrastructure,FY-1
EDP.LS,Other,FY-1
EDP.LS,Intragroup,FY-1
EDP.LS,Adjustments,FY-1
EDP.LS,Networks,FY-1
EDP.LS,Renewables,FY-1
EDP.LS,Client Solutions & Energy Management,FY-1
ELE.MC,Spanish & Portuguese Distribution,FY-1
ELE.MC,Spanish & Portuguese Generation,FY-1
ELE.MC,Spanish & Portuguese Structure,FY-1
ELE.MC,Spanish & Portuguese Other & Eliminations,FY-1
ELET6.SA,Transmission,FY-1
ELET6.SA,Generation,FY-1
ELET6.SA,Administration,FY-1
ELET6.SA,Eliminations,FY-1
EMA.TO,Other,FY-1
EMA.TO,Inter-Segment Eliminations,FY-1
EMA.TO,Other Electric Utilities,FY-1
EMA.TO,Gas Utilities and Infrastructure,FY-1
EMA.TO,Canadian Electric Utilities,FY-1
EMA.TO,Florida Electric Utility,FY-1
ENAE.WA,Trading,FY-1
ENAE.WA,Production,FY-1
ENAE.WA,Other,FY-1
ENAE.WA,Eliminations,FY-1
ENAE.WA,Distribution,FY-1
ENAE.WA,Extraction,FY-1
ENEI.MI,Generation and Energy Management,FY-1
ENEI.MI,Adjustments/Eliminations,FY-1
ENEI.MI,"Other, Eliminations and Adjustments",FY-1
ENEI.MI,Services and Other Activities,FY-1
ENEI.MI,Service & Other Activities,FY-1
ENEI.MI,Enel X,FY-1
ENEI.MI,End user Markets,FY-1
ENEI.MI,Enel Grids,FY-1
ENEI.MI,Enel Green Power,FY-1
ENGIE.PA,Other,FY-1
ENGIE.PA,Networks,FY-1
ENGIE.PA,Supply,FY-1
ENGIE.PA,Thermal,FY-1
ENGIE.PA,Renewables,FY-1
ENGIE.PA,Nuclear,FY-1
ENGIE.PA,Client Solutions,FY-1
ENJSA.IS,Elimination,FY-1
ENJSA.IS,Undistubuted,FY-1
ENJSA.IS,Retail,FY-1
ENJSA.IS,Distribution,FY-1
ENLT.TA,Adjustments,FY-1
ENLT.TA,Management and Establishment,FY-1
ENLT.TA,Central and Eastern Europe,FY-1
ENLT.TA,Western Europe,FY-1
ENLT.TA,Israel,FY-1
EONGn.DE,Customer Solutions - UK,FY-1
EONGn.DE,Consolidation,FY-1
EONGn.DE,Customer Solutions - Other,FY-1
EONGn.DE,PreussenElektra,FY-1
EONGn.DE,Corporate Functions/Other,FY-1
EONGn.DE,Energy Network Germany,FY-1
EONGn.DE,Energy Networks Sweden,FY-1
EONGn.DE,Customer Solutions - Germany,FY-1
EONGn.DE,Energy Networks CEE/Turkey,FY-1
EONGn.DE,Generation Turkey,FY-1
EONGn.DE,Customer Solutions,FY-1
ETR.N,All Other,FY-1
ETR.N,Eliminations,FY-1
ETR.N,Entergy Wholsale commodoties,FY-1
ETR.N,Utility,FY-1
EXC.OQ,BGE,FY-1
EXC.OQ,ComEd,FY-1
EXC.OQ,Corporate/Other,FY-1
EXC.OQ,PECO,FY-1
EXC.OQ,Intersegment Eliminations,FY-1
EXC.OQ,PHI,FY-1
FGEN.PS,Elimination,FY-1
FGEN.PS,FGP,FY-1
FGEN.PS,FG Hydro,FY-1
FGEN.PS,FGPC,FY-1
FGEN.PS,Others,FY-1
FGEN.PS,EDC,FY-1
FGEN.PS,Prime Meridian,FY-1
FGEN.PS,FNPC,FY-1
FORTUM.HE,Russia,FY-1
FORTUM.HE,Generation,FY-1
FORTUM.HE,Other Operations,FY-1
FORTUM.HE,Netting of Nord Pool Transactions,FY-1
FORTUM.HE,City Solutions,FY-1
FORTUM.HE,Elimination,FY-1
FORTUM.HE,Consumer Solutions,FY-1
FTEK.OQ,Air Pollution Control,FY-1
FTEK.OQ,Fuel Chem,FY-1
FTS.TO,Other Electric,FY-1
FTS.TO,Corporate and other,FY-1
FTS.TO,Non-Utility,FY-1
FTS.TO,Intersegment eliminations,FY-1
FTS.TO,Fortis Alberta,FY-1
FTS.TO,Energy infrastructure,FY-1
FTS.TO,FortisBC Energy,FY-1
FTS.TO,Fortis BC Electric,FY-1
FTS.TO,Central Hudson,FY-1
FTS.TO,UNS Energy,FY-1
FTS.TO,ITC,FY-1
GEG.HM,Power Production and Provider,FY-1
GEG.HM,Construction Activities (Hydropower and Commercial),FY-1
GEG.HM,Selling merchandise (solar battery),FY-1
GEG.HM,Services Activities (Maintain & Operate Hydropower plant),FY-1
GEG.HM,Eliminations,FY-1
GPSC.BK,Others,FY-1
GPSC.BK,Independent Power,FY-1
GPSC.BK,Small Power,FY-1
HARL.L,,FY-1
HDG.HM,Eliminations,FY-1
HDG.HM,Others,FY-1
HDG.HM,Real Estate,FY-1
HDG.HM,Construction,FY-1
HDG.HM,Hydroelectric,FY-1
HE.N,Electric Utility,FY-1
HE.N,Other,FY-1
HE.N,Bank,FY-1
HEGL.NS,Power generation,FY-1
HEGL.NS,Graphite ( including other carbon products ),FY-1
HEGL.NS,Unallocable items/Others,FY-1
HOLMb.ST,FOREST,FY-1
HOLMb.ST,WOOD PRODUCTS,FY-1
HOLMb.ST,GROUP-WIDE AND OTHER,FY-1
HOLMb.ST,PAPER BOARD,FY-1
HOLMb.ST,PAPER,FY-1
HOLMb.ST,RENEWABLE ENERGY,FY-1
HOLMb.ST,Intra-group Sales,FY-1
IBE.MC,Other Business,FY-1
IBE.MC,Renewable Energy,FY-1
IBE.MC,Networks,FY-1
IBE.MC,Electricity Generation/Liberalized,FY-1
IDA.N,All Other,FY-1
IDA.N,Eliminations,FY-1
IDA.N,Utility Operations,FY-1
IDC.HN,Construction,FY-1
IDC.HN,Other Activities,FY-1
IDC.HN,Industrial zone service,FY-1
IDC.HN,Electricity,FY-1
IDC.HN,Toll Fee,FY-1
LIGT3.SA,Eliminations,FY-1
LIGT3.SA,Distribution,FY-1
LIGT3.SA,Generation,FY-1
LIGT3.SA,Commercialization,FY-1
LIGT3.SA,Services,FY-1
MGEE.OQ,Non Regulated Energy,FY-1
MGEE.OQ,Gas,FY-1
MGEE.OQ,Eliminations,FY-1
MGEE.OQ,Electric,FY-1
MPLF.PSX,Inter segment elimnation,FY-1
MPLF.PSX,Power generation,FY-1
MPLF.PSX,Cement manufacturing,FY-1
NCLI.NS,Ready Mix Concrete Division,FY-1
NCLI.NS,Energy Division,FY-1
NCLI.NS,Cement Division,FY-1
NCLI.NS,Boards Division,FY-1
NCLI.NS,Unallocated,FY-1
NCLI.NS,Doors,FY-1
NEOE3.SA,,FY-1
NLCI.NS,Lignite Mining,FY-1
NLCI.NS,Power Generation,FY-1
NRG.N,Corporate,FY-1
NRG.N,West/Services/Other,FY-1
NRG.N,Elimination,FY-1
NRG.N,East,FY-1
NRG.N,Texas,FY-1
NTPC.NS,Others,FY-1
NTPC.NS,Generation of energy,FY-1
NTPC.NS,Inter-Segment Eliminations,FY-1
NTPC.NS,Unallocated Corporate,FY-1
ODAS.IS,Energy Production,FY-1
ODAS.IS,Energy Trading,FY-1
ODAS.IS,Eliminations,FY-1
ODAS.IS,Other,FY-1
ODAS.IS,Mining,FY-1
ORK.OL,Financial Investments,FY-1
ORK.OL,Orkla Foods Ingredients,FY-1
ORK.OL,Orkla Confectionery & Snacks,FY-1
ORK.OL,Hydro Power,FY-1
ORK.OL,Orkla Care,FY-1
ORK.OL,Elimination,FY-1
ORK.OL,Orkla Foods,FY-1
ORK.OL,Eliminations Group,FY-1
ORK.OL,HK,FY-1
ORK.OL,Customer Investments,FY-1
PAFO.NS,Wind Turbine Power Generation,FY-1
PAFO.NS,Inter Segment Revenue,FY-1
PAFO.NS,Food & FMCG,FY-1
PAFO.NS,Edible Oils,FY-1
PC1.HM,Construction,FY-1
PC1.HM,Hydroelectricity,FY-1
PC1.HM,Other Activities,FY-1
PC1.HM,Manufacturing,FY-1
PC1.HM,Real Estate,FY-1
PC1.HM,Selling,FY-1
PEG.N,Other,FY-1
PEG.N,PSE&G,FY-1
PEG.N,PSEG Power & Other,FY-1
PEG.N,Eliminations,FY-1
PGRD.NS,Consultancy Services,FY-1
PGRD.NS,Transmission Services,FY-1
PGRD.NS,Telecom Services,FY-1
PGRD.NS,Eliminations,FY-1
PIF.TO,Geothermal Project,FY-1
PIF.TO,Others,FY-1
PIF.TO,Hydroelectric Project,FY-1
PTCI.NS,Unallocated,FY-1
PTCI.NS,Power Trading,FY-1
PTCI.NS,Financing business,FY-1
RATCH.BK,Domestic Electricity Generating,FY-1
RATCH.BK,Others,FY-1
RATCH.BK,Renewable Energy,FY-1
RATCH.BK,International Power Projects,FY-1
RITS.NS,Consultancy - Abroad,FY-1
RITS.NS,Consultancy - Domestic,FY-1
RITS.NS,Export Sale,FY-1
RITS.NS,Leasing -Domestic,FY-1
RITS.NS,Turnkey Construction Projects -Domestic,FY-1
RITS.NS,Power Generation,FY-1
ROH2O.BX,Electricity Supply,FY-1
ROH2O.BX,Inter Segment Eliminations,FY-1
ROH2O.BX,Electricity Generation,FY-1
RWEG.DE,Other/Consolidation,FY-1
RWEG.DE,Supply & Trading,FY-1
RWEG.DE,Intercompany Eliminations,FY-1
RWEG.DE,Coal/Nuclear,FY-1
RWEG.DE,Offshore wind,FY-1
RWEG.DE,onshore Wind/ Solar,FY-1
RWEG.DE,Hydro/Biomass/Gas,FY-1
SHEL.L,Chemicals,FY-1
SHEL.L,Corporate and Other,FY-1
SHEL.L,Oil Products,FY-1
SHEL.L,Upstream,FY-1
SHEL.L,Integrated Gas,FY-1
SO.N,Reconciling Eliminations,FY-1
SO.N,All Other,FY-1
SO.N,Eliminations,FY-1
SO.N,Traditional Electric Operating Companies,FY-1
SO.N,Southern Power,FY-1
SO.N,Southern Company Gas,FY-1
SPI.OQ,Solar energy products and services,FY-1
SPI.OQ,Electric vehicles,FY-1
SPI.OQ,renewable energy solutions business ,FY-1
SPI.OQ,Others ,FY-1
SRG.MI,Natural gas-Tansportation,FY-1
SRG.MI,Re-Gasification (Regulated),FY-1
SRG.MI,Storage of natural gas,FY-1
SRG.MI,Unallocated,FY-1
SRG.MI,Other Segments,FY-1
SSE.L,Corporate unallocated,FY-1
SSE.L,Gas Storage,FY-1
SSE.L,Electricity Transmission,FY-1
SSE.L,Thermal Generation,FY-1
SSE.L,Airtricity,FY-1
SSE.L,Business Energy,FY-1
SSE.L,Electricity Distribution,FY-1
SSE.L,Renewables,FY-1
SSE.L,EPM,FY-1
SSE.L,Distributed Energy,FY-1
SVT.L,Corporate and other,FY-1
SVT.L,Business Services,FY-1
SVT.L,Regulated Water and Waste Water,FY-1
SVT.L,Unallocated,FY-1
SXC.N,Domestic Coke,FY-1
SXC.N,Logistics,FY-1
SXC.N,Brazil Coke,FY-1
SXC.N,Elimination,FY-1
SXC.N,Logistics intersegment sales,FY-1
TA.TO,Corporate/Other,FY-1
TA.TO,Hydro,FY-1
TA.TO,Gas,FY-1
TA.TO,Energy Marketing,FY-1
TA.TO,Wind and solar,FY-1
TA.TO,Equity accounted investments,FY-1
TA.TO,Energy Transition,FY-1
TCIL.NS,Frieght Division,FY-1
TCIL.NS,Energy Division,FY-1
TCIL.NS,Supply Chain Solution Division,FY-1
TCIL.NS,Seaways Division,FY-1
TCIL.NS,Unallocated income/expenditure,FY-1
TCIL.NS,Inter Company Revenue,FY-1
TTPW.NS,Others,FY-1
TTPW.NS,Inter-Segment Revenue,FY-1
TTPW.NS,Transmission and Distribution,FY-1
TTPW.NS,Renewables,FY-1
TTPW.NS,Generation,FY-1
UN01.DE,Administration/Consolidation,FY-1
UN01.DE,European Generation,FY-1
UN01.DE,Global Commodities,FY-1
UNACEMC1.LM,Adjustment,FY-1
UNACEMC1.LM,Cement,FY-1
UNACEMC1.LM,Concrete,FY-1
UNACEMC1.LM,Electric Energy,FY-1
UNACEMC1.LM,Other,FY-1
VERB.VI,Reconciliation/Consolidation,FY-1
VERB.VI,All other segments,FY-1
VERB.VI,Renewable Generation,FY-1
VERB.VI,Grid,FY-1
VERB.VI,Sales,FY-1
VERB.VI,Hydro,FY-1
XEL.OQ,Regulated Electric,FY-1
XEL.OQ,All Other,FY-1
XEL.OQ,Regulated Natural Gas,FY-1
