Instrument,year,has ren segment,number of segments
000537.SZ,-16,False,4
000537.SZ,-16,False,4
000537.SZ,-16,False,4
000537.SZ,-16,False,4
000539.SZ,-16,False,6
000539.SZ,-16,False,6
000539.SZ,-16,False,6
000539.SZ,-16,False,6
000539.SZ,-16,False,6
000539.SZ,-16,False,6
000629.SZ,-16,False,15
000629.SZ,-16,False,15
000629.SZ,-16,False,15
000629.SZ,-16,False,15
000629.SZ,-16,False,15
000629.SZ,-16,False,15
000629.SZ,-16,False,15
000629.SZ,-16,False,15
000629.SZ,-16,False,15
000629.SZ,-16,False,15
000629.SZ,-16,False,15
000629.SZ,-16,False,15
000629.SZ,-16,False,15
000629.SZ,-16,False,15
000629.SZ,-16,False,15
000883.SZ,-16,False,0
002060.SZ,-16,False,6
002060.SZ,-16,False,6
002060.SZ,-16,False,6
002060.SZ,-16,False,6
002060.SZ,-16,False,6
002060.SZ,-16,False,6
002545.SZ,-16,False,0
071320.KS,-16,False,0
1811.HK,-16,False,0
2083.SE,-16,False,0
2380.HK,-16,False,0
300569.SZ,-16,False,0
300772.SZ,-16,False,0
3038.T,-16,False,0
5110.SE,-16,False,0
5711.T,-16,False,7
5711.T,-16,False,7
5711.T,-16,False,7
5711.T,-16,False,7
5711.T,-16,False,7
5711.T,-16,False,7
5711.T,-16,False,7
600011.SS,-16,False,0
600025.SS,-16,False,0
600116.SS,-16,False,11
600116.SS,-16,False,11
600116.SS,-16,False,11
600116.SS,-16,False,11
600116.SS,-16,False,11
600116.SS,-16,False,11
600116.SS,-16,False,11
600116.SS,-16,False,11
600116.SS,-16,False,11
600116.SS,-16,False,11
600116.SS,-16,False,11
600236.SS,-16,False,0
600409.SS,-16,False,4
600409.SS,-16,False,4
600409.SS,-16,False,4
600409.SS,-16,False,4
600459.SS,-16,False,0
600674.SS,-16,False,4
600674.SS,-16,False,4
600674.SS,-16,False,4
600674.SS,-16,False,4
600795.SS,-16,False,8
600795.SS,-16,False,8
600795.SS,-16,True,8
600795.SS,-16,False,8
600795.SS,-16,False,8
600795.SS,-16,False,8
600795.SS,-16,True,8
600795.SS,-16,False,8
600886.SS,-16,False,0
600905.SS,-16,False,0
600995.SS,-16,False,0
601088.SS,-16,False,6
601088.SS,-16,False,6
601088.SS,-16,False,6
601088.SS,-16,False,6
601088.SS,-16,False,6
601088.SS,-16,False,6
6013.T,-16,False,5
6013.T,-16,False,5
6013.T,-16,False,5
6013.T,-16,False,5
6013.T,-16,False,5
601778.SS,-16,False,0
601991.SS,-16,False,6
601991.SS,-16,False,6
601991.SS,-16,False,6
601991.SS,-16,False,6
601991.SS,-16,False,6
601991.SS,-16,False,6
603212.SS,-16,False,0
6504.T,-16,False,6
6504.T,-16,False,6
6504.T,-16,False,6
6504.T,-16,False,6
6504.T,-16,False,6
6504.T,-16,False,6
6806.TW,-16,False,0
688599.SS,-16,False,0
8031.T,-16,False,10
8031.T,-16,False,10
8031.T,-16,False,10
8031.T,-16,False,10
8031.T,-16,False,10
8031.T,-16,False,10
8031.T,-16,False,10
8031.T,-16,False,10
8031.T,-16,False,10
8031.T,-16,False,10
9505.T,-16,False,3
9505.T,-16,False,3
9505.T,-16,False,3
9513.T,-16,False,4
9513.T,-16,False,4
9513.T,-16,False,4
9513.T,-16,False,4
9531.T,-16,False,6
9531.T,-16,False,6
9531.T,-16,False,6
9531.T,-16,False,6
9531.T,-16,False,6
9531.T,-16,False,6
A2.MI,-16,False,7
A2.MI,-16,False,7
A2.MI,-16,False,7
A2.MI,-16,False,7
A2.MI,-16,False,7
A2.MI,-16,False,7
A2.MI,-16,False,7
ACOx.TO,-16,False,5
ACOx.TO,-16,False,5
ACOx.TO,-16,False,5
ACOx.TO,-16,False,5
ACOx.TO,-16,True,5
ADAI.NS,-16,False,0
AEP.OQ,-16,False,5
AEP.OQ,-16,False,5
AEP.OQ,-16,False,5
AEP.OQ,-16,False,5
AEP.OQ,-16,False,5
AES.N,-16,False,8
AES.N,-16,False,8
AES.N,-16,False,8
AES.N,-16,False,8
AES.N,-16,False,8
AES.N,-16,False,8
AES.N,-16,False,8
AES.N,-16,False,8
AEV.PS,-16,True,5
AEV.PS,-16,False,5
AEV.PS,-16,False,5
AEV.PS,-16,False,5
AEV.PS,-16,False,5
ALS.TO,-16,False,0
AP.PS,-16,False,4
AP.PS,-16,False,4
AP.PS,-16,False,4
AP.PS,-16,True,4
ARG.CN,-16,False,0
AVA.N,-16,False,4
AVA.N,-16,False,4
AVA.N,-16,False,4
AVA.N,-16,False,4
AVNT.NS,-16,False,0
AWR.N,-16,False,4
AWR.N,-16,False,4
AWR.N,-16,False,4
AWR.N,-16,False,4
AY.OQ,-16,False,0
BEPC.N,-16,False,0
BEP_u.TO,-16,False,0
BKH.N,-16,False,7
BKH.N,-16,False,7
BKH.N,-16,False,7
BKH.N,-16,False,7
BKH.N,-16,False,7
BKH.N,-16,False,7
BKH.N,-16,False,7
BN.N,-16,False,6
BN.N,-16,False,6
BN.N,-16,False,6
BN.N,-16,False,6
BN.N,-16,False,6
BN.N,-16,False,6
BP.L,-16,False,6
BP.L,-16,False,6
BP.L,-16,False,6
BP.L,-16,False,6
BP.L,-16,False,6
BP.L,-16,False,6
CBAV3.SA,-16,False,0
CMIG4.SA,-16,False,0
CMS.N,-16,False,4
CMS.N,-16,False,4
CMS.N,-16,False,4
CMS.N,-16,False,4
CPFE3.SA,-16,False,0
CRBR.NS,-16,False,5
CRBR.NS,-16,False,5
CRBR.NS,-16,False,5
CRBR.NS,-16,False,5
CRBR.NS,-16,False,5
CSNA3.SA,-16,False,0
CU.TO,-16,False,5
CU.TO,-16,False,5
CU.TO,-16,False,5
CU.TO,-16,False,5
CU.TO,-16,False,5
DEHr.AT,-16,True,5
DEHr.AT,-16,False,5
DEHr.AT,-16,False,5
DEHr.AT,-16,False,5
DEHr.AT,-16,False,5
DUK.N,-16,False,8
DUK.N,-16,False,8
DUK.N,-16,False,8
DUK.N,-16,False,8
DUK.N,-16,False,8
DUK.N,-16,False,8
DUK.N,-16,False,8
DUK.N,-16,False,8
EDP.LS,-16,False,9
EDP.LS,-16,False,9
EDP.LS,-16,True,9
EDP.LS,-16,True,9
EDP.LS,-16,False,9
EDP.LS,-16,True,9
EDP.LS,-16,True,9
EDP.LS,-16,False,9
EDP.LS,-16,False,9
ELE.MC,-16,False,0
ELET6.SA,-16,False,0
EMA.TO,-16,False,3
EMA.TO,-16,False,3
EMA.TO,-16,False,3
ENAE.WA,-16,False,4
ENAE.WA,-16,False,4
ENAE.WA,-16,False,4
ENAE.WA,-16,False,4
ENEI.MI,-16,False,7
ENEI.MI,-16,False,7
ENEI.MI,-16,False,7
ENEI.MI,-16,False,7
ENEI.MI,-16,False,7
ENEI.MI,-16,False,7
ENEI.MI,-16,False,7
ENGIE.PA,-16,False,8
ENGIE.PA,-16,False,8
ENGIE.PA,-16,False,8
ENGIE.PA,-16,False,8
ENGIE.PA,-16,False,8
ENGIE.PA,-16,False,8
ENGIE.PA,-16,False,8
ENGIE.PA,-16,False,8
ENJSA.IS,-16,False,0
ENLT.TA,-16,False,0
EONGn.DE,-16,False,6
EONGn.DE,-16,False,6
EONGn.DE,-16,False,6
EONGn.DE,-16,False,6
EONGn.DE,-16,False,6
EONGn.DE,-16,False,6
ETR.N,-16,False,4
ETR.N,-16,False,4
ETR.N,-16,False,4
ETR.N,-16,False,4
EXC.OQ,-16,False,4
EXC.OQ,-16,False,4
EXC.OQ,-16,False,4
EXC.OQ,-16,False,4
FGEN.PS,-16,False,2
FGEN.PS,-16,False,2
FORTUM.HE,-16,False,6
FORTUM.HE,-16,False,6
FORTUM.HE,-16,False,6
FORTUM.HE,-16,False,6
FORTUM.HE,-16,False,6
FORTUM.HE,-16,False,6
FTEK.OQ,-16,False,3
FTEK.OQ,-16,False,3
FTEK.OQ,-16,False,3
FTS.TO,-16,False,9
FTS.TO,-16,False,9
FTS.TO,-16,True,9
FTS.TO,-16,False,9
FTS.TO,-16,False,9
FTS.TO,-16,False,9
FTS.TO,-16,True,9
FTS.TO,-16,False,9
FTS.TO,-16,False,9
GEG.HM,-16,False,0
GPSC.BK,-16,False,0
HARL.L,-16,False,0
HDG.HM,-16,False,0
HE.N,-16,False,3
HE.N,-16,False,3
HE.N,-16,False,3
HEGL.NS,-16,True,4
HEGL.NS,-16,False,4
HEGL.NS,-16,False,4
HEGL.NS,-16,False,4
