Instrument,year,has ren segment,number of segments
000537.SZ,-7,False,1
000539.SZ,-7,False,4
000539.SZ,-7,False,4
000539.SZ,-7,False,4
000539.SZ,-7,False,4
000629.SZ,-7,False,5
000629.SZ,-7,False,5
000629.SZ,-7,False,5
000629.SZ,-7,False,5
000629.SZ,-7,False,5
000883.SZ,-7,True,5
000883.SZ,-7,False,5
000883.SZ,-7,False,5
000883.SZ,-7,False,5
000883.SZ,-7,False,5
002060.SZ,-7,False,6
002060.SZ,-7,False,6
002060.SZ,-7,False,6
002060.SZ,-7,False,6
002060.SZ,-7,False,6
002060.SZ,-7,False,6
002545.SZ,-7,False,3
002545.SZ,-7,False,3
002545.SZ,-7,False,3
071320.KS,-7,True,3
071320.KS,-7,False,3
071320.KS,-7,False,3
1811.HK,-7,True,3
1811.HK,-7,False,3
1811.HK,-7,False,3
2083.SE,-7,False,0
2380.HK,-7,True,4
2380.HK,-7,False,4
2380.HK,-7,False,4
2380.HK,-7,True,4
300569.SZ,-7,False,0
300772.SZ,-7,False,0
3038.T,-7,False,5
3038.T,-7,False,5
3038.T,-7,False,5
3038.T,-7,True,5
3038.T,-7,False,5
5110.SE,-7,False,0
5711.T,-7,False,7
5711.T,-7,False,7
5711.T,-7,False,7
5711.T,-7,False,7
5711.T,-7,False,7
5711.T,-7,False,7
5711.T,-7,False,7
600011.SS,-7,False,3
600011.SS,-7,False,3
600011.SS,-7,False,3
600025.SS,-7,False,2
600025.SS,-7,False,2
600116.SS,-7,False,6
600116.SS,-7,False,6
600116.SS,-7,False,6
600116.SS,-7,False,6
600116.SS,-7,False,6
600116.SS,-7,False,6
600236.SS,-7,False,2
600236.SS,-7,False,2
600409.SS,-7,False,5
600409.SS,-7,False,5
600409.SS,-7,False,5
600409.SS,-7,False,5
600409.SS,-7,False,5
600459.SS,-7,False,0
600674.SS,-7,False,3
600674.SS,-7,True,3
600674.SS,-7,False,3
600795.SS,-7,False,6
600795.SS,-7,False,6
600795.SS,-7,False,6
600795.SS,-7,False,6
600795.SS,-7,True,6
600795.SS,-7,False,6
600886.SS,-7,False,3
600886.SS,-7,False,3
600886.SS,-7,False,3
600905.SS,-7,False,0
600995.SS,-7,False,3
600995.SS,-7,False,3
600995.SS,-7,False,3
601088.SS,-7,False,7
601088.SS,-7,False,7
601088.SS,-7,False,7
601088.SS,-7,False,7
601088.SS,-7,False,7
601088.SS,-7,False,7
601088.SS,-7,False,7
6013.T,-7,False,5
6013.T,-7,False,5
6013.T,-7,False,5
6013.T,-7,False,5
6013.T,-7,False,5
601778.SS,-7,False,0
601991.SS,-7,False,4
601991.SS,-7,False,4
601991.SS,-7,False,4
601991.SS,-7,False,4
603212.SS,-7,False,0
6504.T,-7,False,7
6504.T,-7,False,7
6504.T,-7,False,7
6504.T,-7,False,7
6504.T,-7,False,7
6504.T,-7,False,7
6504.T,-7,False,7
6806.TW,-7,False,0
688599.SS,-7,False,0
8031.T,-7,False,12
8031.T,-7,False,12
8031.T,-7,False,12
8031.T,-7,False,12
8031.T,-7,False,12
8031.T,-7,False,12
8031.T,-7,False,12
8031.T,-7,False,12
8031.T,-7,False,12
8031.T,-7,False,12
8031.T,-7,False,12
8031.T,-7,False,12
9505.T,-7,False,3
9505.T,-7,False,3
9505.T,-7,False,3
9513.T,-7,False,5
9513.T,-7,False,5
9513.T,-7,False,5
9513.T,-7,False,5
9513.T,-7,False,5
9531.T,-7,False,8
9531.T,-7,False,8
9531.T,-7,False,8
9531.T,-7,False,8
9531.T,-7,False,8
9531.T,-7,False,8
9531.T,-7,False,8
9531.T,-7,False,8
A2.MI,-7,False,8
A2.MI,-7,False,8
A2.MI,-7,False,8
A2.MI,-7,False,8
A2.MI,-7,False,8
A2.MI,-7,False,8
A2.MI,-7,False,8
A2.MI,-7,False,8
ACOx.TO,-7,False,5
ACOx.TO,-7,False,5
ACOx.TO,-7,False,5
ACOx.TO,-7,False,5
ACOx.TO,-7,False,5
ADAI.NS,-7,False,3
ADAI.NS,-7,False,3
ADAI.NS,-7,False,3
AEP.OQ,-7,False,7
AEP.OQ,-7,False,7
AEP.OQ,-7,False,7
AEP.OQ,-7,False,7
AEP.OQ,-7,False,7
AEP.OQ,-7,False,7
AEP.OQ,-7,False,7
AES.N,-7,False,7
AES.N,-7,False,7
AES.N,-7,False,7
AES.N,-7,False,7
AES.N,-7,False,7
AES.N,-7,False,7
AES.N,-7,False,7
AEV.PS,-7,True,5
AEV.PS,-7,False,5
AEV.PS,-7,False,5
AEV.PS,-7,False,5
AEV.PS,-7,False,5
ALS.TO,-7,False,0
AP.PS,-7,False,4
AP.PS,-7,False,4
AP.PS,-7,False,4
AP.PS,-7,True,4
ARG.CN,-7,False,6
ARG.CN,-7,False,6
ARG.CN,-7,False,6
ARG.CN,-7,False,6
ARG.CN,-7,False,6
ARG.CN,-7,False,6
AVA.N,-7,False,4
AVA.N,-7,False,4
AVA.N,-7,False,4
AVA.N,-7,False,4
AVNT.NS,-7,False,3
AVNT.NS,-7,False,3
AVNT.NS,-7,False,3
AWR.N,-7,False,4
AWR.N,-7,False,4
AWR.N,-7,False,4
AWR.N,-7,False,4
