Instrument,Segment Name,Segment Code,year,number of segments
002318.SZ,other,,-4,5
002318.SZ,Seamless tube,331210,-4,5
002318.SZ,Welded pipe,331210,-4,5
002318.SZ,Pipe pieces,331210,-4,5
1638.HK,Property Management,"531312, 531311",-4,7
1638.HK,Property Investment & Agency,"531210, 531120",-4,7
1638.HK,Property Development,"236220, 236117",-4,7
1638.HK,Others,,-4,7
1638.HK,Hotel & Catering,721110,-4,7
1638.HK,"Cinema,department store & cultural center","455110, 712110, 512131",-4,7
1638.HK,Water-way passenger and cargo transportation,"483212, 483211",-4,7
0916.HK,Other Business,"541690, 423610, 423520, 237130",-4,4
0916.HK,Coal Power,221112,-4,4
0916.HK,Service concession construction,,-4,4
0916.HK,Wind Power,221118,-4,4
1866.HK,DME and Methanol,325312,-4,7
1866.HK,Elimination,,-4,7
1866.HK,Other,,-4,7
1866.HK,Compound Fertiliser,325314,-4,7
1866.HK,Urea,"551112, 325311",-4,7
1866.HK,Melamine,325199,-4,7
1866.HK,Furfuryl alcohol,325199,-4,7
002324.SZ,Vehicle,336390,-4,2
002324.SZ,Non-vehicle Industry,325211,-4,2
601139.SS,Pipeline Gas & Other,221210,-4,3
601139.SS,Bottle LPG,457210,-4,3
601139.SS,LPG Wholesale,424720,-4,3
1918.HK,Property Development,"531120, 531110, 236220, 236117",-4,3
1918.HK,All other Segments,"551112, 531120",-4,3
1918.HK,Cultural and Tourism City Construction and Operation,"531312, 236220",-4,3
300035.SZ,Anode Materials For Lithium Ion Battery,325180,-4,4
300035.SZ,Eliminations,,-4,4
300035.SZ,Magneto - electrical equipment,335999,-4,4
300035.SZ,Graphite machining,335991,-4,4
DPDL.SI,,,-4,0
601117.SS,Construction (Contractor),236210,-4,4
601117.SS,"Investigation, Design and Services",541370,-4,4
601117.SS,Other,"325199, 236220, 236116, 221112",-4,4
601117.SS,Eliminations,,-4,4
002334.SZ,Industry Automation,"335999, 335312",-4,3
002334.SZ,New Energy Vehicles,336110,-4,3
002334.SZ,Network Power,335999,-4,3
002335.SZ,New Energy Business Division,221118,-4,3
002335.SZ,Cloud-based Business Division,518210,-4,3
002335.SZ,Energy-based Business Division,237130,-4,3
300048.SZ,Other Operations,,-4,5
300048.SZ,Eliminations,,-4,5
300048.SZ,Energy Conservation,562219,-4,5
300048.SZ,New Energy,"562119, 541620",-4,5
300048.SZ,Manufacture for Energy Saving Equipment,"335999, 334512",-4,5
002340.SZ,Integrated Utilization of Wasted Resources,"562211, 562119, 562111, 424590",-4,2
002340.SZ,New Energy Battery Materials,"562998, 562119",-4,2
601877.SS,Low voltage electrical appliances industry,"335999, 335314, 335313, 334416",-4,3
601877.SS,Elimination,561990,-4,3
601877.SS,Solar Energy,"221118, 334413, 237990",-4,3
002344.SZ,Other Operations,,-4,7
002344.SZ,Marketing & Operating,"531312, 531120",-4,7
002344.SZ,Hotel Service,721110,-4,7
002344.SZ,Commodity Sale,459999,-4,7
002344.SZ,Financing Guarantee Service,531110,-4,7
002344.SZ,Internal Eliminations,,-4,7
002344.SZ,Health care,"623110, 621498",-4,7
DQ.N,,,-4,0
1313.HK,Concrete,327320,-4,3
1313.HK,Cement,327310,-4,3
1313.HK,Elimination,,-4,3
JKS.N,,,-4,0
300054.SZ,Print copy supplies,"325992, 325910",-4,4
300054.SZ,Material sales and other,423610,-4,4
300054.SZ,Technical service,"513210, 323111",-4,4
300054.SZ,Polishing pad,334412,-4,4
1966.HK,,,-4,0
300055.SZ,Industrial Water Treatment,"541690, 541330, 237110",-4,6
300055.SZ,Solid Waste Treatment Services,562111,-4,6
300055.SZ,Thermal Insulation Pipe Manufacturing,326122,-4,6
300055.SZ,Financial Investment,523150,-4,6
300055.SZ,Eliminations,,-4,6
300055.SZ,Chemical Materials Processing,325199,-4,6
300057.SZ,Paper products packaging materials business,322130,-4,5
300057.SZ,Other Business,561499,-4,5
300057.SZ,Conductive Film,334419,-4,5
300057.SZ,Aluminum foil packaging materials business,331315,-4,5
300057.SZ,Trading business,"424130, 423510",-4,5
1938.HK,Steel Pipes,331210,-4,2
1938.HK,Property development and investment,"551112, 531120, 236220",-4,2
601678.SS,Chemistry,"325180, 325199",-4,2
601678.SS,Other Business,,-4,2
002361.SZ,Others,,-4,4
002361.SZ,Chemical Production,"424610, 325211",-4,4
002361.SZ,Equipment Manufacturing,"336413, 334419",-4,4
002361.SZ,Elimination,,-4,4
5020.T,Elimination & Corporate,,-4,5
5020.T,Other,"551112, 541330, 531210",-4,5
5020.T,Energy,"211120, 324199, 324110",-4,5
5020.T,Metal business,"562219, 331491",-4,5
5020.T,Oil&Gas exploitation,"211130, 211120",-4,5
0830.HK,Facade Contracting Works,238150,-4,3
0830.HK,General Contracting Works,238120,-4,3
0830.HK,Operating Management,541320,-4,3
002385.SZ,Other Grains Farming - Main,111160,-4,3
002385.SZ,Corn Farming,111150,-4,3
002385.SZ,Animal Food Manufacturing,311119,-4,3
002391.SZ,Other,,-4,3
002391.SZ,Pesticide,325320,-4,3
002391.SZ,Service,325320,-4,3
300068.SZ,Other Operation,,-4,6
300068.SZ,Energy storage industry,335910,-4,6
300068.SZ,Power industry,335910,-4,6
300068.SZ,Communications industry,335910,-4,6
300068.SZ,Other industry,335910,-4,6
300068.SZ,Resource recycling industry,562920,-4,6
300070.SZ,City Light Environment Treatment Solution,"335139, 335132, 541490, 541330",-4,5
300070.SZ,Environment Protection Treatment Overall Solution,"333310, 541620, 541330, 326113",-4,5
300070.SZ,Elimination,,-4,5
300070.SZ,Municipal and Water Supply and Drainage Engineering,"237990, 237310, 237110",-4,5
300070.SZ,Water Purifier Sales,333310,-4,5
300073.SZ,Other Business,,-4,3
300073.SZ,Intelligent equipment,333517,-4,3
300073.SZ,Lithium electric material,325180,-4,3
002398.SZ,Comprehensive technical service of building,"541990, 541330, 236220",-4,6
002398.SZ,New Building Materials,"424690, 327320",-4,6
002398.SZ,Special Construction,"237990, 236220",-4,6
002398.SZ,Other,541330,-4,6
002398.SZ,Medical Instruments,423450,-4,6
002398.SZ,Software and Hardware Sales & Service,"449210, 513210",-4,6
002407.SZ,Intercompany Eliminations,,-4,5
002407.SZ,Financing,522220,-4,5
002407.SZ,Wholesale and Retail Trade Division,424690,-4,5
002407.SZ,General Manufacturing Business,"325180, 335910",-4,5
002407.SZ,Leasing and Business Services,"531120, 531110",-4,5
002409.SZ,Semiconductor Chemical Materials,325180,-4,4
002409.SZ,Fire Retardant and LNG,325998,-4,4
002409.SZ,Electronic Special Gas,325120,-4,4
002409.SZ,Eliminations,,-4,4
1972.HK,Hotels,721110,-4,5
1972.HK,Intersegment elimination,,-4,5
1972.HK,Change in fair value of Investment Properties,,-4,5
1972.HK,Property Investment,531120,-4,5
1972.HK,Property Trading,531390,-4,5
2188.HK,DC Power System,"423690, 335999",-4,4
2188.HK,Charging Equipment,335999,-4,4
2188.HK,Charging Services,335999,-4,4
2188.HK,Others,,-4,4
002430.SZ,Other business,,-4,5
002430.SZ,Gas Industry,325120,-4,5
002430.SZ,Manufacturing,333998,-4,5
002430.SZ,Engineering Package,238220,-4,5
002430.SZ,Eliminations,,-4,5
1282.HK,Automation,"541990, 423830",-4,4
1282.HK,Securities Investment,523150,-4,4
1282.HK,Manufacturing,"334118, 334419",-4,4
1282.HK,Property Investment and Development,"236220, 236117",-4,4
300094.SZ,Aquatic Product Industry,311710,-4,3
300094.SZ,Other Industry,,-4,3
300094.SZ,Fodder Industry,311119,-4,3
1788.HK,Investment Management,"525990, 523999, 523910",-4,6
1788.HK,Others,523940,-4,6
1788.HK,Wealth management,523940,-4,6
1788.HK,Brokerage,523999,-4,6
1788.HK,Corporate finance,523940,-4,6
1788.HK,Institutional Investor Services,523150,-4,6
002459.SZ,Tunnel Construction Equipment Rental,333923,-4,3
002459.SZ,Equipment Manufacturing,333923,-4,3
002459.SZ,Eliminations,,-4,3
002460.SZ,Lithium Battery,335910,-4,3
002460.SZ,Lithium metal and compound,"325180, 331491",-4,3
002460.SZ,Lithium Mining,212290,-4,3
128820.KS,Distribution,424710,-4,5
128820.KS,Hotel & Headquarters,721110,-4,5
128820.KS,Oil/gas segment,457120,-4,5
128820.KS,Construction segment,236220,-4,5
128820.KS,Machinery,333996,-4,5
002466.SZ,Other Operation,325180,-4,4
002466.SZ,Elimination,,-4,4
002466.SZ,Lithium Concentrate,"325180, 212390",-4,4
002466.SZ,Lithium Compounds and Derivatives,325180,-4,4
300118.SZ,Other business,,-4,2
300118.SZ,Industry,"334413, 237130",-4,2
300121.SZ,Rubber Additives Industry,,-4,1
300124.SZ,New energy & Rail Transit,"336350, 335999",-4,6
300124.SZ,Motion Control Class,"335999, 334513",-4,6
300124.SZ,Control Technology,"335999, 334513",-4,6
300124.SZ,Frequency Converter,335999,-4,6
300124.SZ,Other,335999,-4,6
300124.SZ,Sensor Class,"334419, 334413",-4,6
2198.HK,,,-4,0
1417.T,Miraito,"238220, 238210, 237130",-4,8
1417.T,Other,"513210, 541512, 541330, 238210",-4,8
1417.T,Miraito Technology,"238220, 238210, 237130",-4,8
1417.T,Elimination,,-4,8
1417.T,TTK,"238220, 238210, 237130",-4,8
1417.T,Shikokutsuken,"238220, 238210, 237130",-4,8
1417.T,Solcom,"238220, 238210, 237130",-4,8
1417.T,Lantrovision,"238220, 238210, 237130",-4,8
601377.SS,Investment Banking,523150,-4,7
601377.SS,Self-operation Business,"523999, 523910",-4,7
601377.SS,Eliminations,,-4,7
601377.SS,Others,,-4,7
601377.SS,Securities Brokerage,523150,-4,7
601377.SS,Asset Management,523940,-4,7
601377.SS,Overseas Business,"523940, 523160, 523150",-4,7
0926.HK,Tea Products,311920,-4,2
0926.HK,Weight loss and other medicine segment,"325412, 311920",-4,2
002497.SZ,Transportation,"493110, 484122",-4,9
002497.SZ,Other Divisions,,-4,9
002497.SZ,Product,325920,-4,9
002497.SZ,Blasting,325180,-4,9
002497.SZ,Lithium,"325180, 212390",-4,9
002497.SZ,Sales,424690,-4,9
002497.SZ,Military Industry,541330,-4,9
002497.SZ,Eliminations,,-4,9
002497.SZ,Other Business,"541690, 541330, 493110, 484122",-4,9
0580.HK,Manufacturing of power electronic components,334416,-4,1
002498.SZ,,,-4,0
002495.SZ,Condiment Industry,"311942, 311941",-4,2
002495.SZ,Other Operation,,-4,2
002493.SZ,Petrochemical production business,325110,-4,5
002493.SZ,Other Operation,,-4,5
002493.SZ,Polyester fiber manufacturing business,325220,-4,5
002493.SZ,Eliminations,,-4,5
002493.SZ,Wholesale and Retail,"424720, 424690",-4,5
300138.SZ,Indian subsidiary division,"311999, 311942",-4,5
300138.SZ,Domestic Pigment and Nutrition Division,"311999, 311942",-4,5
300138.SZ,Cotton by-product division,311224,-4,5
300138.SZ,Plant Equipment Division,"333241, 333248",-4,5
300138.SZ,Zambia subsidiary division,"311999, 311942",-4,5
NOAH.N,Other Financial Service Business,523999,-4,3
NOAH.N,Wealth Management Business,"523940, 551112, 523999, 523991",-4,3
NOAH.N,Assets Management Business,523940,-4,3
1600.HK,All Other Segments,,-4,6
1600.HK,Sale of natural gas in cylinders,"551112, 486210, 424720, 221210",-4,6
1600.HK,Gas Pipeline Connections,486990,-4,6
1600.HK,Unallocated,,-4,6
1600.HK,Sale of natural gas in bulk,"486210, 424720, 221210",-4,6
1600.HK,Engineering construction services,238220,-4,6
300129.SZ,Wind power tower,332312,-4,3
300129.SZ,Marine Engineering Equipment,"541330, 333611, 332312",-4,3
300129.SZ,Intersegment Offset,,-4,3
002507.SZ,Food Processing,311421,-4,2
002507.SZ,Other Operation,,-4,2
0842.HK,,,-4,0
002518.SZ,Other,,-4,9
002518.SZ,New energy,"335910, 335999",-4,9
002518.SZ,Photovoltaic inverter and energy storage,"335910, 335999",-4,9
002518.SZ,Lead-acid batteries,335999,-4,9
002518.SZ,Package product,335999,-4,9
002518.SZ,Precision air conditioner,335999,-4,9
002518.SZ,New energy charging equipment,335999,-4,9
002518.SZ,Offline UPS,335999,-4,9
002518.SZ,Online UPS,335999,-4,9
601933.SS,Retail Trade,445110,-4,2
601933.SS,Service,"459999, 493120, 484110, 311999",-4,2
1090.HK,,,-4,0
1117.HK,,,-4,0
300172.SZ,Other business,,-4,4
300172.SZ,Water treatment,221320,-4,4
300172.SZ,Municipal Solid Waste Treatment,"562219, 562213",-4,4
300172.SZ,Flue Gas treatment,"333310, 541330",-4,4
300146.SZ,Other,,-4,2
300146.SZ,Health Products - Main Business,325411,-4,2
300174.SZ,Eliminations,,-4,4
300174.SZ,Activated Carbon Service,325998,-4,4
300174.SZ,Game Business,519290,-4,4
300174.SZ,Water Glass Business,325998,-4,4
002541.SZ,Steel Structure,332312,-4,3
002541.SZ,Other,,-4,3
002541.SZ,Steel Structure Enclosure,332311,-4,3
002549.SZ,Eliminations,,-4,3
002549.SZ,Special Gas,325120,-4,3
002549.SZ,Carbon Dioxide,325120,-4,3
601890.SS,Marine Industry,331222,-4,3
601890.SS,Shipbuilding Industry,331222,-4,3
601890.SS,Other Business,,-4,3
002529.SZ,Industry,"336390, 333248, 336211, 334413",-4,1
1112.HK,Other pediatric products,"311999, 311514",-4,5
1112.HK,Infant Formulas,311514,-4,5
1112.HK,Adult nutrition and care products,325411,-4,5
1112.HK,Unallocated,,-4,5
1112.HK,Probiatic supplements,325411,-4,5
300183.SZ,,,-4,0
002531.SZ,Wind Tower & Related Products,"333611, 332919, 332510",-4,3
002531.SZ,Others,,-4,3
002531.SZ,Wind Electricity,333611,-4,3
1798.HK,Wind power,,-4,1
8422.TW,Solidification Department,562212,-4,6
8422.TW,Buried Department,562211,-4,6
8422.TW,Removal Department,"562212, 562211",-4,6
8422.TW,others,221320,-4,6
8422.TW,Mainland Related Business,"562212, 562211",-4,6
8422.TW,Eliminations,,-4,6
002706.SZ,,,-4,0
601137.SS,Other,,-4,4
601137.SS,Copper Alloy,"331420, 331410",-4,4
601137.SS,Eliminations,,-4,4
601137.SS,Solar photovoltaic products,334413,-4,4
002538.SZ,Others,,-4,3
002538.SZ,Chemical fertilizer manufacturing industry,"325312, 325311",-4,3
002538.SZ,Mining industry,212390,-4,3
002540.SZ,Aluminium Product,331318,-4,2
002540.SZ,Other business,,-4,2
002539.SZ,Compound Fertilizer and Other Product Divisions,325314,-4,5
002539.SZ,Salt Industry Products Division,325180,-4,5
002539.SZ,Alkali and Chemistry,325180,-4,5
002539.SZ,Eliminations,,-4,5
002539.SZ,Phosphorus and Chemistry,325180,-4,5
002556.SZ,Main Business,424910,-4,2
002556.SZ,Other Business,,-4,2
300185.SZ,General Equipment Manufacturing,"333613, 332111",-4,2
300185.SZ,Other Operation,333517,-4,2
300196.SZ,Other,,-4,3
300196.SZ,Offshore,"424690, 327212, 326199",-4,3
300196.SZ,Territory,"424690, 327212, 326199",-4,3
6808.HK,,,-4,0
002557.SZ,,,-4,0
300305.SZ,Plastic Film Industry,326113,-4,2
300305.SZ,Others,,-4,2
002560.SZ,"Wire,cable",335929,-4,4
002560.SZ,Microfinance operations,522291,-4,4
002560.SZ,Accessories,333618,-4,4
002560.SZ,Eliminations,,-4,4
002562.SZ,Fine Chemicals,"325180, 325998, 325199",-4,2
002562.SZ,Other Business,325199,-4,2
002564.SZ,Other,541330,-4,4
002564.SZ,Storage logistics,493110,-4,4
002564.SZ,Engineering general contracting service,"541330, 237130",-4,4
002564.SZ,High-end equipment manufacturing,332420,-4,4
1378.HK,Aluminum Products,,-4,1
002643.SZ,Other,,-4,4
002643.SZ,Eliminations,,-4,4
002643.SZ,Other Foreign,"335999, 325411, 325199",-4,4
002643.SZ,China,"335999, 325411, 325199",-4,4
2229.T,,,-4,0
601992.SS,Building Materials & Commercial Logistics,"484122, 483211, 337122, 327310",-4,5
601992.SS,Property Development,"236220, 236117",-4,5
601992.SS,Property Investment and Management,"531312, 531311, 531120, 531110",-4,5
601992.SS,Cement,"327320, 327310",-4,5
601992.SS,Eliminations,,-4,5
002573.SZ,Others,"562910, 541330",-4,4
002573.SZ,Eliminations,,-4,4
002573.SZ,Energy and Chemical,562219,-4,4
002573.SZ,Flue Gas Treatment,213112,-4,4
5290.T,Concrete Manufacturing,327332,-4,5
5290.T,Elimination/Corporate,,-4,5
5290.T,Others,"327110, 531120",-4,5
5290.T,Disaster Prevention Business,332323,-4,5
5290.T,Pile Business,327332,-4,5
300207.SZ,Stored Energy Management Operation,926110,-4,5
300207.SZ,Overseas Battery Operation,335910,-4,5
300207.SZ,Domestic Battery Operation,335910,-4,5
300207.SZ,Eliminations,,-4,5
300207.SZ,Electric Vehicle Battery Operaion,335910,-4,5
3167.T,Others,551112,-4,7
3167.T,Elimination,,-4,7
3167.T,Information&Communications service,513210,-4,7
3167.T,CATV,517111,-4,7
3167.T,Architecture & Real Estate,"531110, 237210, 236116, 236115",-4,7
3167.T,Gas & Petroleum,"424720, 221210",-4,7
3167.T,AQUA,312112,-4,7
601208.SS,Chemical Material,"326113, 325211",-4,2
601208.SS,Other,,-4,2
601222.SS,Other Business,335999,-4,5
601222.SS,PV,"334413, 237130",-4,5
601222.SS,Electrotechnical instrument,334515,-4,5
601222.SS,LED,"335132, 335131",-4,5
601222.SS,Others,,-4,5
300217.SZ,Other Business,,-4,5
300217.SZ,Industrail Electronical Heater,333413,-4,5
300217.SZ,Citizens Electronical Heater,333414,-4,5
300217.SZ,Power Lithium Battery,331221,-4,5
300217.SZ,Optical Communication,"335921, 331221",-4,5
300221.SZ,Electrical machine and equipment manufacturing,"335139, 335132, 335131",-4,5
300221.SZ,Other Income,,-4,5
300221.SZ,Plastics Industry,325211,-4,5
300221.SZ,Computer Communication,334419,-4,5
300221.SZ,Non-ferrous metal smelting,332112,-4,5
300224.SZ,NdFeB permanent magnet materials and components,"327110, 325180",-4,2
300224.SZ,New energy vehicle motor drive system,336340,-4,2
002585.SZ,,,-4,0
300240.SZ,Service,"541614, 484230, 483111, 481212",-4,1
002587.SZ,Electronic Finance,541990,-4,2
002587.SZ,LED Application,334419,-4,2
601567.SS,Finance Lease & Consulting Service,522220,-4,4
601567.SS,Intelligent Switchgear,"335313, 335311, 334515",-4,4
601567.SS,Eliminations,,-4,4
601567.SS,Medical,622110,-4,4
138490.KS,,,-4,0
007070.KS,Supermarkets,445110,-4,5
007070.KS,Convenience Stores,445131,-4,5
007070.KS,Common and Others,"459999, 456191, 456120, 445291",-4,5
007070.KS,Hotel,721110,-4,5
007070.KS,Health and Beauty,"456191, 456120",-4,5
002596.SZ,Landscaping Business,"561730, 541320",-4,6
002596.SZ,Concrete Business,"327331, 327320",-4,6
002596.SZ,Intersegment Offset,,-4,6
002596.SZ,Other Business,,-4,6
002596.SZ,Cement Business,327310,-4,6
002596.SZ,Municipal Sanitation Business,562111,-4,6
002734.SZ,Other Operation,,-4,2
002734.SZ,Agricultural chemicals,325320,-4,2
002600.SZ,Manufacturing,"327110, 335312",-4,4
002600.SZ,Other,,-4,4
002600.SZ,Trade and Logistics Services,423690,-4,4
002600.SZ,Eliminations,,-4,4
002597.SZ,Basic Chemical,325180,-4,5
002597.SZ,Fine Chemicals,325211,-4,5
002597.SZ,Other,325998,-4,5
002597.SZ,Trade,424690,-4,5
002597.SZ,Real estate sales,531210,-4,5
0968.HK,EPC service,237130,-4,3
0968.HK,Solar farm business,"221118, 541330, 237130",-4,3
0968.HK,Sales of Solar Glass,327212,-4,3
139480.KS,Distribution,445110,-4,7
139480.KS,Intersegment Adjustment,,-4,7
139480.KS,Hotel and resort,721110,-4,7
139480.KS,Food and beverage,"722320, 424490",-4,7
139480.KS,Oversea Business,445110,-4,7
139480.KS,Discontinued Adjustment,,-4,7
139480.KS,Construction& Service,"711211, 236220, 236116",-4,7
0871.HK,Capital and Reclamation Dredging Business,237990,-4,4
0871.HK,Environmental Protection Dredging and Water Management,"924110, 237990",-4,4
0871.HK,Other Marine Business,"532411, 488390, 488320",-4,4
0871.HK,Property Management Business,"531312, 531120, 236220",-4,4
002608.SZ,Energy business,"423520, 221330, 221112",-4,1
601969.SS,Trade,423520,-4,3
601969.SS,Mining,212210,-4,3
601969.SS,Other Business,,-4,3
300259.SZ,Other,"513210, 541512",-4,2
300259.SZ,Smart Meter Industry,"334515, 334514",-4,2
002610.SZ,Other Business,,-4,6
002610.SZ,Electricity,221114,-4,6
002610.SZ,Others,,-4,6
002610.SZ,Components,334413,-4,6
002610.SZ,Brackets,332999,-4,6
002610.SZ,Frame Profile,332999,-4,6
300284.SZ,Eliminations,,-4,4
300284.SZ,United States,541330,-4,4
300284.SZ,Spain,"541330, 237990, 237310",-4,4
300284.SZ,The territory of the Division,"541330, 237990, 237310",-4,4
601886.SS,Construction Decoration Industry,"332323, 321911, 238150, 238120",-4,2
601886.SS,Healthcare Industry,622310,-4,2
601677.SS,Zhengzhou Manufacture,331315,-4,9
601677.SS,Eliminations,,-4,9
601677.SS,Kunshan,"331318, 331315",-4,9
601677.SS,Mingtai Tech,331315,-4,9
601677.SS,Tebangte,423510,-4,9
601677.SS,Thermal Power,"221118, 221330",-4,9
601677.SS,New Material,331315,-4,9
601677.SS,Henan Manufacture,"331318, 331315",-4,9
601677.SS,Taihong aluminum,"331318, 331315, 331314",-4,9
601012.SS,Component Division,334413,-4,4
601012.SS,Centralized Power Plant Division,237130,-4,4
601012.SS,Distributed Power Plant Division,237130,-4,4
601012.SS,Wafer,334413,-4,4
601669.SS,Real Estate Development,236117,-4,5
