Instrument,Segment Name,Segment Code,year,Unnamed: 4,TR.F.BUSTOTREVBIZACTIV(SDATE=FY-3).segmentName,TR.F.BUSTOTREVBIZACTIV(SDATE=FY-3).segmentCode,number of segments
DXT.TO,Camps and Catering,"722320, 213112",-3,,,,5.0
DXT.TO,Modular Solution,"321991, 236220",-3,,,,5.0
DXT.TO,Rentals & logistics,"532490, 484110",-3,,,,5.0
CLNE.OQ,Natural gas,,-3,,,,1.0
TCSA3.SA,,,-3,,,,0.0
WU.N,Other,,-3,,,,3.0
WU.N,Consumer-to-Consumer,522320,-3,,,,3.0
WU.N,Business Solutions,522320,-3,,,,3.0
BDI.TO,Modular space solutions,531120,-3,,,,2.0
BDI.TO,Work force solutions,"541614, 532412, 531120",-3,,,,2.0
SAR.N,,,-3,,,,0.0
CSIQ.OQ,Elimination,,-3,,,,3.0
CSIQ.OQ,Energy,237130,-3,,,,3.0
CSIQ.OQ,Module and System Solution,334413,-3,,,,3.0
SPRO.NFF,,,-3,,,,0.0
NWC.TO,,,-3,,,,0.0
SMTO3.SA,Sugar,311314,-3,,,,6.0
SMTO3.SA,Other,,-3,,,,6.0
SMTO3.SA,Ethanol,325193,-3,,,,6.0
SMTO3.SA,Eliminations,,-3,,,,6.0
SMTO3.SA,Electric Energy,221118,-3,,,,6.0
SMTO3.SA,Real State Investments,237210,-3,,,,6.0
CQP.A,Liquified Natural gas,,-3,,,,1.0
JHSF3.SA,Shopping Centers,"531120, 236220",-3,,,,3.0
JHSF3.SA,Hotels,"721110, 531110",-3,,,,3.0
JHSF3.SA,Incorporations,,-3,,,,3.0
TIPT.OQ,Mortgage,522310,-3,,,,3.0
TIPT.OQ,Other,"561499, 551112",-3,,,,3.0
TIPT.OQ,Tiptree Insurance,"524210, 524126",-3,,,,3.0
FLNG.OL,,,-3,,,,0.0
SLCE3.SA,Land,531190,-3,,,,3.0
SLCE3.SA,Eliminations,,-3,,,,3.0
SLCE3.SA,Agricultural Products,"111920, 111150, 111140, 111110",-3,,,,3.0
EZTC3.SA,Commercial,236220,-3,,,,2.0
EZTC3.SA,Residential,"236118, 236117",-3,,,,2.0
ISA.CN,,,-3,,,,0.0
VRTS.OQ,Investment management and related services,,-3,,,,1.0
PLAG.A,,,-3,,,,0.0
CIEL3.SA,,,-3,,,,0.0
CPX.TO,,,-3,,,,0.0
AESB3.SA,Electricity Generation,,-3,,,,1.0
ALUP11.SA,Transmission,221121,-3,,,,5.0
ALUP11.SA,Holding,,-3,,,,5.0
ALUP11.SA,Generation,"221118, 221111",-3,,,,5.0
ALUP11.SA,Eliminations,,-3,,,,5.0
ALUP11.SA,Other,,-3,,,,5.0
DIRR3.SA,,,-3,,,,0.0
PAGP.OQ,Intersegment Eliminations,,-3,,,,3.0
PAGP.OQ,NGL,486210,-3,,,,3.0
PAGP.OQ,Crude Oil,486110,-3,,,,3.0
GNRC.N,International,"335312, 333618, 333611",-3,,,,2.0
GNRC.N,Domestic,"335312, 333618, 333611",-3,,,,2.0
CVE.TO,Refining and Marketing,"486110, 324191, 324110",-3,,,,4.0
CVE.TO,Oil Sands,"211130, 211120",-3,,,,4.0
CVE.TO,Corporate and Eilimination,,-3,,,,4.0
CVE.TO,Deep Basin,211120,-3,,,,4.0
GGD.TO,,,-3,,,,0.0
MILS3.SA,Construction,423810,-3,,,,3.0
MILS3.SA,Leasing,"532490, 532412",-3,,,,3.0
MILS3.SA,Other,,-3,,,,3.0
SIMH3.SA,Supply Chain Services,484110,-3,,,,6.0
SIMH3.SA,Sales Deductions,,-3,,,,6.0
SIMH3.SA,Other Activity,928120,-3,,,,6.0
SIMH3.SA,Rental,532111,-3,,,,6.0
SIMH3.SA,Financing,532490,-3,,,,6.0
SIMH3.SA,Rental (Heavy Goods),532490,-3,,,,6.0
ALOS3.SA,Investment,531120,-3,,,,3.0
ALOS3.SA,Parking Service,812930,-3,,,,3.0
ALOS3.SA,Rental,531120,-3,,,,3.0
FLT.N,International,"522320, 518210",-3,,,,2.0
FLT.N,North America,"522320, 518210",-3,,,,2.0
CHDRAUIB.MX,Real Estate,"531390, 531312, 531120, 236220",-3,,,,3.0
CHDRAUIB.MX,Cas Service - US,"455110, 445110",-3,,,,3.0
CHDRAUIB.MX,Car Service - Mexico,"455110, 445110",-3,,,,3.0
AMRC.N,Canada,"221118, 541330, 237130",-3,,,,5.0
AMRC.N,U.S Federal,"221118, 541330, 237130",-3,,,,5.0
AMRC.N,U.S Region,"221118, 541330, 237130",-3,,,,5.0
AMRC.N,All Other,,-3,,,,5.0
AMRC.N,Alternative Fuels,"221118, 541330, 221122",-3,,,,5.0
KNX.N,Intermodal,484121,-3,,,,5.0
KNX.N,Intersegment Elimination,,-3,,,,5.0
KNX.N,Nonreportable Segment,,-3,,,,5.0
KNX.N,Trucking,484121,-3,,,,5.0
KNX.N,Logistics,541614,-3,,,,5.0
TRGP.N,Corporated & Eliminations,,-3,,,,4.0
TRGP.N,Other,,-3,,,,4.0
TRGP.N,Logistics and Transportation,"424720, 424710, 221210",-3,,,,4.0
TRGP.N,Gathering and processing,"486210, 424710, 213112",-3,,,,4.0
HHH.N,Strategic Development,"236220, 236117",-3,,,,5.0
HHH.N,Operating Assets,"531190, 531120, 531110",-3,,,,5.0
HHH.N,Master Planned Communities,237210,-3,,,,5.0
HHH.N,Corporate and Other,,-3,,,,5.0
HHH.N,Seaport District,236220,-3,,,,5.0
3665.TW,Others,423610,-3,,,,5.0
3665.TW,Computer,"423430, 335999",-3,,,,5.0
3665.TW,Buffing Machine,335999,-3,,,,5.0
3665.TW,Intercompany Elimination,,-3,,,,5.0
3665.TW,Household Electrical,334417,-3,,,,5.0
CAML3.SA,,,-3,,,,0.0
MOS.N,Phosphates,"325312, 311119",-3,,,,4.0
MOS.N,"Corporate,Elimination & Other",,-3,,,,4.0
MOS.N,Potash,"212390, 311119",-3,,,,4.0
MOS.N,Mosaic Fertilizantes,"212390, 325312, 311119",-3,,,,4.0
GEI.TO,Marketing,"424720, 424710, 324110",-3,,,,2.0
GEI.TO,Infrastructure,"486110, 482111, 213112",-3,,,,2.0
ENPH.OQ,Solar Photovoltaic,,-3,,,,1.0
OAK_pa.N,Management fees and incentive income,,-3,,,,1.0
MPC.N,Refining & Marketing,324110,-3,,,,2.0
MPC.N,Midstream,"486910, 486110, 424710",-3,,,,2.0
SLCA.N,Industrial & Specialty Products,"541614, 238160, 221210, 212322",-3,,,,2.0
SLCA.N,Oil & Gas Proppants,"212323, 212290, 221210",-3,,,,2.0
TCPC.OQ,,,-3,,,,0.0
SNDR.N,Inter-Segment Eliminations,,-3,,,,6.0
SNDR.N,Fuel surcharge,561110,-3,,,,6.0
SNDR.N,Other,,-3,,,,6.0
SNDR.N,Logistics,"488510, 484121",-3,,,,6.0
SNDR.N,Intermodal,"488210, 484121, 482111",-3,,,,6.0
SNDR.N,Truckload,484121,-3,,,,6.0
CG.OQ,Global credit,523940,-3,,,,4.0
CG.OQ,Investment Solution,523940,-3,,,,4.0
CG.OQ,Reconciling Items,523940,-3,,,,4.0
CG.OQ,Global Private Equity,523940,-3,,,,4.0
PFGC.N,Eliminations,,-3,,,,4.0
PFGC.N,Corporate & All Other,,-3,,,,4.0
PFGC.N,Vistar,"424940, 424450, 424410",-3,,,,4.0
PFGC.N,Foodservice,424410,-3,,,,4.0
SMU.SN,Supermarket,445110,-3,,,,3.0
SMU.SN,Others,,-3,,,,3.0
SMU.SN,Construction Supplies,238990,-3,,,,3.0
PBF.N,Refining,324110,-3,,,,3.0
PBF.N,Logistics,"541614, 486110, 424720",-3,,,,3.0
PBF.N,Elimination of intercompany revenue,,-3,,,,3.0
PSX.N,Corporate & Other,,-3,,,,5.0
PSX.N,Refining,324110,-3,,,,5.0
PSX.N,Chemicals,"424720, 325211, 324110",-3,,,,5.0
PSX.N,Midstream,"486990, 486910, 486210, 486110",-3,,,,5.0
PSX.N,Marketing and Specialties,"424720, 324110",-3,,,,5.0
POST.N,Eliminations,,-3,,,,5.0
POST.N,Foodservice,"311919, 311514",-3,,,,5.0
POST.N,Post Consumer brand,"311911, 311230, 311111",-3,,,,5.0
POST.N,Weetabix,311230,-3,,,,5.0
POST.N,Refrigerated Food,,-3,,,,5.0
SQ.N,Packed Service,,-3,,,,1.0
SUN.N,Intercompany Eliminations,,-3,,,,3.0
SUN.N,Fuel Distribution and Marketing,424710,-3,,,,3.0
SUN.N,All Other,,-3,,,,3.0
MPLX.N,G&P,"493190, 486910",-3,,,,3.0
MPLX.N,L&S,"486110, 424710",-3,,,,3.0
MPLX.N,Corporate,,-3,,,,3.0
VESTA.MX,,,-3,,,,0.0
INRETC1.LM,Pharmacies,456110,-3,,,,5.0
INRETC1.LM,Supermarkets,445110,-3,,,,5.0
INRETC1.LM,"Holding Accounts, Adjustments and Eliminations",,-3,,,,5.0
INRETC1.LM,Shopping Centers,531120,-3,,,,5.0
INRETC1.LM,"Manufacturing, distribution and marketing","456110, 325412",-3,,,,5.0
SAMG.OQ,,,-3,,,,0.0
WES.N,,,-3,,,,0.0
NVEE.OQ,INF,"541380, 541330, 237110, 221310",-3,,,,3.0
NVEE.OQ,Elimination of inter segment revenues,,-3,,,,3.0
NVEE.OQ,BTS,"541690, 541620, 541330, 238220",-3,,,,3.0
EVTC.N,Business Solutions,"541519, 541513, 541512, 541511",-3,,,,5.0
EVTC.N,Corporate and Other,,-3,,,,5.0
EVTC.N,Merchant Acquiring,"522320, 423420",-3,,,,5.0
EVTC.N,Payment Services - Puerto Rico & Caribbean,522320,-3,,,,5.0
EVTC.N,Payment Services - Latin America,522320,-3,,,,5.0
SFM.OQ,,,-3,,,,0.0
,,,-3,CWENa.N,,,
,,,-3,ASC.N,,,
,,,-3,MUSA.N,,,
,,,-3,AGAS.OL,,,
,,,-3,LPG.N,,,
,,,-3,IBP.N,,,
,,,-3,OGS.N,,,
,,,-3,ENLC.N,,,
,,,-3,ARES.N,,,
,,,-3,WLKP.N,,,
,,,-3,CVEO.N,,,
,,,-3,NEP.N,,,
,,,-3,AXTA.N,,,
,,,-3,HESM.N,,,
,,,-3,LOGG3.SA,,,
,,,-3,SUM.N,,,
,,,-3,TWM.TO,,,
,,,-3,BLD.N,,,
,,,-3,RUN.OQ,,,
,,,-3,ENR.N,,,
,,,-3,PYPL.OQ,,,
,,,-3,KHC.OQ,,,
,,,-3,MEGA3.SA,,,
,,,-3,ACI.N,,,
,,,-3,WSC.OQ,,,
,,,-3,SITE.N,,,
,,,-3,CSWI.OQ,,,
,,,-3,H.TO,,,
,,,-3,LACOMERUBC.MX,,,
,,,-3,USFD.N,,,
,,,-3,ATKR.N,,,
,,,-3,ENELCHILE.SN,,,
,,,-3,HRI.N,,,
,,,-3,PLANI.MX,,,
,,,-3,AA.N,,,
,,,-3,INSW.N,,,
,,,-3,LW.N,,,
,,,-3,VRRM.OQ,,,
,,,-3,IMXI.OQ,,,
,,,-3,METC.OQ,,,
,,,-3,KRP.N,,,
,,,-3,HLNE.OQ,,,
,,,-3,HCC.N,,,
,,,-3,AM.N,,,
,,,-3,CRFB3.SA,,,
,,,-3,JWEL.TO,,,
,,,-3,BBCP.OQ,,,
,,,-3,SMPL.OQ,,,
,,,-3,ERO.TO,,,
,,,-3,TRAXIONA.MX,,,
,,,-3,APG.N,,,
,,,-3,NEO.TO,,,
,,,-3,STLC.TO,,,
,,,-3,BOKU.L,,,
,,,-3,GMXT.MX,,,
,,,-3,NTR.TO,,,
,,,-3,VCTR.OQ,,,
,,,-3,PAGS.N,,,
,,,-3,MALLPLAZA.SN,,,
,,,-3,FCFE18.MX,,,
,,,-3,ROAD.OQ,,,
,,,-3,RPAY.OQ,,,
,,,-3,VRT.N,,,
,,,-3,LSEA.OQ,,,
,,,-3,IIIV.OQ,,,
,,,-3,BV.N,,,
,,,-3,TPVG.N,,,
,,,-3,CENCOSHOPP.SN,,,
,,,-3,UTZ.N,,,
,,,-3,BCSF.N,,,
,,,-3,NFE.OQ,,,
,,,-3,ETRN.N,,,
,,,-3,DOW.N,,,
,,,-3,CTVA.N,,,
,,,-3,ARKO.OQ,,,
,,,-3,GO.OQ,,,
,,,-3,OBDC.N,,,
,,,-3,AMK.N,,,
,,,-3,GFL.TO,,,
,,,-3,AMBP3.SA,,,
,,,-3,MP.N,,,
,,,-3,CARR.N,,,
,,,-3,FOUR.N,,,
,,,-3,LAVV3.SA,,,
,,,-3,VITL.OQ,,,
,,,-3,RAIZ4.SA,,,
,,,-3,WEWKQ.PK,,,
,,,-3,CMIN3.SA,,,
,,,-3,GMAT3.SA,,,
,,,-3,HBRE3.SA,,,
,,,-3,RRRP3.SA,,,
,,,-3,AVO.OQ,,,
,,,-3,NVEI.TO,,,
,,,-3,ARRY.OQ,,,
,,,-3,JSLG3.SA,,,
,,,-3,OWL.N,,,
,,,-3,CNXC.OQ,,,
,,,-3,VITT3.SA,,,
,,,-3,AMPS.N,,,
,,,-3,MNTK.OQ,,,
,,,-3,PAX.OQ,,,
,,,-3,SHLS.OQ,,,
,,,-3,BRCC.N,,,
,,,-3,TTEN3.SA,,,
,,,-3,GGPS3.SA,,,
,,,-3,ASAI3.SA,,,
,,,-3,TASK.OQ,,,
,,,-3,DLO.OQ,,,
,,,-3,ARML3.SA,,,
,,,-3,DTM.N,,,
,,,-3,BRDG.N,,,
,,,-3,SOVO.OQ,,,
,,,-3,SLVM.N,,,
,,,-3,ARIS.N,,,
,,,-3,HRT.N,,,
,,,-3,SLND.A,,,
,,,-3,TPG.OQ,,,
,,,-3,AURE3.SA,,,
,,,-3,RXO.N,,,
,,,-3,CLCO.OL,,,
,,,-3,BAM.N,,,
,,,-3,NTGY.MC,,,
,,,-3,CARR.PA,,,
,,,-3,CNA.L,,,
,,,-3,ERG.MI,,,
,,,-3,TKAG.DE,,,
,,,-3,ABF.L,,,
,,,-3,AIRP.PA,,,
,,,-3,CPI.L,,,
,,,-3,REP.MC,,,
,,,-3,ACX.MC,,,
,,,-3,BEKB.BR,,,
,,,-3,HEIG.DE,,,
,,,-3,REDE.MC,,,
,,,-3,FER.MC,,,
,,,-3,BZU.MI,,,
,,,-3,EVNV.VI,,,
,,,-3,AGRV.VI,,,
,,,-3,SDFGn.DE,,,
,,,-3,COLR.BR,,,
,,,-3,ANA.MC,,,
,,,-3,FCC.MC,,,
,,,-3,ACS.MC,,,
,,,-3,SZGG.DE,,,
,,,-3,ACE.MI,,,
,,,-3,VOES.VI,,,
,,,-3,EMG.L,,,
,,,-3,SCYR.MC,,,
,,,-3,SAVEN.PA,,,
,,,-3,FOUG.PA,,,
,,,-3,VOPA.AS,,,
,,,-3,ACKB.BR,,,
,,,-3,TEPRF.PA,,,
,,,-3,EBRO.MC,,,
,,,-3,BAMN.AS,,,
,,,-3,ABGV.VI,,,
,,,-3,HLAN.AS,,,
,,,-3,LKOH.MM,,,
,,,-3,SNGS.MM,,,
,,,-3,OMVV.VI,,,
,,,-3,WBSV.VI,,,
,,,-3,TTEF.PA,,,
,,,-3,SIEGn.DE,,,
,,,-3,TSCO.L,,,
,,,-3,AD.AS,,,
,,,-3,AKZO.AS,,,
,,,-3,KDSKF.PK,,,
,,,-3,MT.AS,,,
,,,-3,AAL.L,,,
,,,-3,SBRY.L,,,
,,,-3,RIO.L,,,
,,,-3,ENI.MI,,,
,,,-3,ALBON.PA,,,
,,,-3,CAIV.VI,,,
,,,-3,IMFI.VI,,,
,,,-3,ENAG.MC,,,
,,,-3,SIBN.MM,,,
,,,-3,CHMF.MM,,,
,,,-3,TATN.MM,,,
,,,-3,EXMR.BR,,,
,,,-3,SIAG.VI,,,
,,,-3,HRA.MI,,,
,,,-3,NG.L,,,
,,,-3,NLMK.MM,,,
,,,-3,TRN.MI,,,
,,,-3,EUAV.BR,,,
,,,-3,NVTK.MM,,,
,,,-3,ELI.BR,,,
,,,-3,MAGN.MM,,,
,,,-3,LSRG.MM,,,
,,,-3,ROSN.MM,,,
,,,-3,ZUMV.VI,,,
,,,-3,SRS.MI,,,
,,,-3,ABDN.L,,,
,,,-3,MSRS.MM,,,
,,,-3,STRV.VI,,,
,,,-3,PRY.MI,,,
,,,-3,UBMV.VI,,,
,,,-3,IMMO.BR,,,
,,,-3,LOTB.BR,,,
,,,-3,RECT.BR,,,
,,,-3,WHATS.BR,,,
,,,-3,BYWGnx.DE,,,
,,,-3,GBFG.DE,,,
,,,-3,BRNKn.DE,,,
,,,-3,EUKG_p.F,,,
,,,-3,FHWG.F,,,
,,,-3,FPE3_p.DE,,,
,,,-3,HNDG.F,,,
,,,-3,HOTG.DE,,,
,,,-3,KWSG.DE,,,
,,,-3,SZUG.DE,,,
,,,-3,TEGG.DE,,,
,,,-3,2HR.DE,,,
,,,-3,ECR.MC,,,
,,,-3,ENOR.MC,,,
,,,-3,ENC.MC,,,
,,,-3,TUBA.MC,,,
,,,-3,PSG.MC,,,
,,,-3,BOUY.PA,,,
,,,-3,DANO.PA,,,
,,,-3,CBLP.PA,,,
,,,-3,CRIP.PA,,,
,,,-3,VCTP.PA,,,
,,,-3,RXL.PA,,,
,,,-3,EDSP.PA,,,
,,,-3,EEPC.PA,,,
,,,-3,SGEF.PA,,,
,,,-3,IMTP.PA,,,
,,,-3,RUBF.PA,,,
,,,-3,JCQ.PA,,,
,,,-3,LEGD.PA,,,
,,,-3,LINP.PA,,,
,,,-3,LOEX.PA,,,
,,,-3,MWDP.PA,,,
,,,-3,SABL.PA,,,
,,,-3,SCHN.PA,,,
,,,-3,IMAF.PA,,,
,,,-3,TIPK.PA,,,
,,,-3,JCI.N,,,
,,,-3,SDY.L,,,
,,,-3,ALUG.L,,,
,,,-3,AHT.L,,,
,,,-3,GL9.I,,,
,,,-3,BALF.L,,,
,,,-3,BOOT.L,,,
,,,-3,BNZL.L,,,
,,,-3,CARRC.L,,,
,,,-3,COSG.L,,,
,,,-3,CWK.L,,,
,,,-3,CRH.N,,,
,,,-3,GFRD.L,,,
,,,-3,REDD.L,,,
,,,-3,GRI.L,,,
,,,-3,GHE.L,,,
,,,-3,HILS.L,,,
,,,-3,IBST.L,,,
,,,-3,JSG.L,,,
,,,-3,KMR.L,,,
,,,-3,KYGa.I,,,
,,,-3,LISN.S,,,
,,,-3,RNWH.L,,,
,,,-3,MKS.L,,,
,,,-3,MSLH.L,,,
,,,-3,RAT.L,,,
,,,-3,RTO.L,,,
,,,-3,RCDO.L,,,
,,,-3,SDR.L,,,
,,,-3,SRP.L,,,
,,,-3,SFR.L,,,
,,,-3,RWI.L,,,
,,,-3,MGNS.L,,,
,,,-3,SMIN.L,,,
,,,-3,PNN.L,,,
,,,-3,TATE.L,,,
,,,-3,TET.L,,,
,,,-3,VLX.L,,,
,,,-3,FERG.N,,,
,,,-3,NESN.S,,,
,,,-3,BELL.S,,,
,,,-3,GAV.S,,,
,,,-3,SGSN.S,,,
,,,-3,HOLN.S,,,
,,,-3,ISN.S,,,
,,,-3,LEHN.S,,,
,,,-3,METG.S,,,
,,,-3,MIKN.S,,,
,,,-3,STLN.S,,,
,,,-3,PMN.S,,,
,,,-3,VONN.S,,,
,,,-3,WARN.S,,,
,,,-3,ZEHN.S,,,
,,,-3,ZWM.S,,,
,,,-3,TRMDa.CO,,,
,,,-3,SPGP.CO,,,
,,,-3,NKT.CO,,,
,,,-3,PAALb.CO,,,
,,,-3,SCHO.CO,,,
,,,-3,ARBN.AS,,,
,,,-3,SLIGR.AS,,,
,,,-3,TWKNc.AS,,,
,,,-3,NHY.OL,,,
,,,-3,ODF.OL,,,
,,,-3,VEI.OL,,,
,,,-3,CEMI.MI,,,
,,,-3,WBD.MI,,,
,,,-3,ITMI.MI,,,
,,,-3,BOL.ST,,,
,,,-3,SCAb.ST,,,
,,,-3,HUFVa.ST,,,
,,,-3,NCCb.ST,,,
,,,-3,RATOb.ST,,,
,,,-3,SKAb.ST,,,
,,,-3,KESKOB.HE,,,
,,,-3,METSB.HE,,,
,,,-3,OUT1V.HE,,,
,,,-3,BILN.L,,,
,,,-3,ETN.N,,,
,,,-3,TT.N,,,
,,,-3,MSHGn.F,,,
,,,-3,ERMT.PA,,,
,,,-3,CLSH.L,,,
,,,-3,AFRY.ST,,,
,,,-3,ANTO.L,,,
,,,-3,BOLJ.ST,,,
,,,-3,CTY1S.HE,,,
,,,-3,CEV.MC,,,
,,,-3,HHDC.CO,,,
,,,-3,ECORE.L,,,
,,,-3,PEUG.PA,,,
,,,-3,GPIF.PA,,,
,,,-3,HYDRA.AS,,,
,,,-3,PEABb.ST,,,
,,,-3,MTHH.CO,,,
,,,-3,ISUR.MC,,,
,,,-3,GNC.L,,,
,,,-3,KCOGn.DE,,,
,,,-3,APETIT.HE,,,
,,,-3,LAT1V.HE,,,
,,,-3,LGT.MC,,,
,,,-3,LIAB.ST,,,
,,,-3,PNA1V.HE,,,
,,,-3,PLAZb.ST,,,
,,,-3,STWK.ST,,,
,,,-3,RAIVV.HE,,,
,,,-3,RROS.ST,,,
,,,-3,SECUb.ST,,,
,,,-3,BEIJb.ST,,,
,,,-3,YSO.LS,,,
,,,-3,EQNR.OL,,,
,,,-3,EQV1V.HE,,,
,,,-3,FRO.N,,,
,,,-3,VOSG.DE,,,
,,,-3,WALLb.ST,,,
,,,-3,FABG.ST,,,
,,,-3,SAEI.MI,,,
,,,-3,ICP.L,,,
,,,-3,ARN.MI,,,
,,,-3,LIN.OQ,,,
,,,-3,NIBEb.ST,,,
,,,-3,EXEP.PA,,,
,,,-3,PANDXb.ST,,,
,,,-3,AXFO.ST,,,
,,,-3,MOWI.OL,,,
,,,-3,KGH.WA,,,
,,,-3,AFGA.OL,,,
,,,-3,UZU.DE,,,
,,,-3,CCHE.PA,,,
,,,-3,ZMP1L.VL,,,
,,,-3,IBG.MC,,,
,,,-3,CEMB.MI,,,
,,,-3,NVGR.LS,,,
,,,-3,PATC.PA,,,
,,,-3,PZV1L.VL,,,
,,,-3,WWL.WA,,,
,,,-3,BARN.S,,,
,,,-3,BOND.PA,,,
,,,-3,STF.PA,,,
,,,-3,ALCIS.PA,,,
,,,-3,NAFG.DE,,,
,,,-3,HEPr.AT,,,
,,,-3,SAHN.S,,,
,,,-3,ECVG.DE,,,
,,,-3,SWECb.ST,,,
,,,-3,ZIM.AX,,,
,,,-3,GLTN.PA,,,
,,,-3,CEVG.H,,,
,,,-3,PNEGn.DE,,,
,,,-3,ITERA.OL,,,
,,,-3,BITI.PA,,,
,,,-3,SAGAa.ST,,,
,,,-3,PLAKR.AT,,,
,,,-3,MSONb.ST,,,
,,,-3,GREENY.BR,,,
,,,-3,LIO.L,,,
,,,-3,ELGr.AT,,,
,,,-3,PBX.WA,,,
,,,-3,BALDb.ST,,,
,,,-3,ASY.PA,,,
,,,-3,DOV1V.HE,,,
FEES.MM,,,-3,,,,0.0
BURF.L,Services and other Coporate,,-3,,,,4.0
BURF.L,Capital provision,523910,-3,,,,4.0
BURF.L,Asset management,523940,-3,,,,4.0
BURF.L,Third party Interest,523940,-3,,,,4.0
STNG.N,MR,483111,-3,,,,4.0
STNG.N,Handymax,483111,-3,,,,4.0
STNG.N,LR2,483111,-3,,,,4.0
STNG.N,LRI,483111,-3,,,,4.0
BAKKA.OL,"Fish Meal, Oil and Feed",311710,-3,,,,5.0
BAKKA.OL,Farming FO,"311710, 112511",-3,,,,5.0
BAKKA.OL,Value Added Products,"311710, 112511",-3,,,,5.0
BAKKA.OL,Eliminations,,-3,,,,5.0
BAKKA.OL,Farming SCT,114111,-3,,,,5.0
ORON.S,Orior Refinement,"311615, 311612",-3,,,,4.0
ORON.S,Orior Convenience,311991,-3,,,,4.0
ORON.S,Adjustments and Eliminations,,-3,,,,4.0
ORON.S,Orior International,311991,-3,,,,4.0
JSW.WA,Unallocated,,-3,,,,4.0
JSW.WA,Coke,"212115, 212114",-3,,,,4.0
JSW.WA,Other Segments,,-3,,,,4.0
JSW.WA,Coal,212115,-3,,,,4.0
CHRH.CO,Health & Nutrition,"325414, 311999",-3,,,,2.0
CHRH.CO,Food Cultures & Enzymes,325199,-3,,,,2.0
DR0G.DE,Gas,211120,-3,,,,3.0
DR0G.DE,Oil,211120,-3,,,,3.0
DR0G.DE,Gold,212220,-3,,,,3.0
LYB.N,Olefins and Polyolefins - Americas,"325211, 325110",-3,,,,7.0
LYB.N,Intermediates and Derivatives,"325211, 325199, 325110",-3,,,,7.0
LYB.N,Refining and Oxyfuels,324110,-3,,,,7.0
LYB.N,"Olefins and Polyolefins - Europe, Asia, International","325211, 325110",-3,,,,7.0
LYB.N,Other/elim,,-3,,,,7.0
LYB.N,Technology,325220,-3,,,,7.0
LYB.N,APS,"325211, 325199",-3,,,,7.0
MBR.WA,,,-3,,,,0.0
MRKV.MM,Ulianovsk Region,"221122, 221121",-3,,,,8.0
MRKV.MM,Chuvashia Republic,"221122, 221121",-3,,,,8.0
MRKV.MM,Mordovia Republic,"221122, 221121",-3,,,,8.0
MRKV.MM,Other Segments,"221122, 221121",-3,,,,8.0
MRKV.MM,Penza Region,"221122, 221121",-3,,,,8.0
MRKV.MM,Samara Region,"221122, 221121",-3,,,,8.0
MRKV.MM,Orenburg Region,"221122, 221121",-3,,,,8.0
MRKV.MM,Saratov Region,"221122, 221121",-3,,,,8.0
JUP.L,Investment Management business,,-3,,,,1.0
MLGP.WA,,,-3,,,,0.0
IVS.MI,Spain,"445132, 532490",-3,,,,6.0
IVS.MI,Coin Group,"445132, 532490",-3,,,,6.0
IVS.MI,Switzerland,"445132, 532490",-3,,,,6.0
IVS.MI,France,"445132, 532490",-3,,,,6.0
IVS.MI,Italy,"445132, 532490",-3,,,,6.0
IVS.MI,Adjustments & Eliminations,,-3,,,,6.0
GLEN.L,Industrial Activities,"212230, 212115",-3,,,,3.0
GLEN.L,Inter-segment eliminations,,-3,,,,3.0
GLEN.L,Marketing Activities,"541614, 541613, 493190",-3,,,,3.0
AGRO.N,Farming,"111998, 111160",-3,,,,4.0
AGRO.N,Land Transformation,531390,-3,,,,4.0
AGRO.N,Corporate,,-3,,,,4.0
AGRO.N,"Sugar, Ethanol & Energy",115310,-3,,,,4.0
APAM.AS,Stainless & Electrical Steel,331110,-3,,,,4.0
APAM.AS,Services and Solutions,"331110, 331492",-3,,,,4.0
APAM.AS,Others/Eliminations,,-3,,,,4.0
APAM.AS,Alloys and Specialties,331492,-3,,,,4.0
STEFb.ST,,,-3,,,,0.0
ISS.CO,Other Countries,"722320, 561720, 561612, 561320",-3,,,,6.0
ISS.CO,Continental Europe,"722320, 561720, 561612, 561320",-3,,,,6.0
ISS.CO,Americas,"722320, 561720, 561612, 561320",-3,,,,6.0
ISS.CO,Northern Europe,"722320, 561720, 561612, 561320",-3,,,,6.0
ISS.CO,Asia & Pacific,"722320, 561720, 561612, 561320",-3,,,,6.0
ISS.CO,Corporate / eliminations,,-3,,,,6.0
BOWP.WA,Trading,"484220, 423510, 331210",-3,,,,4.0
BOWP.WA,Prefabricated Reinforcement,"484220, 423510, 331210",-3,,,,4.0
BOWP.WA,Other Production,493190,-3,,,,4.0
BOWP.WA,Other,,-3,,,,4.0
CAML.L,Unallocated,,-3,,,,3.0
CAML.L,kounrad,212230,-3,,,,3.0
CAML.L,Sasa,"212230, 212220",-3,,,,3.0
AMAV.VI,Service,561499,-3,,,,5.0
AMAV.VI,Rolling,"331318, 331315",-3,,,,5.0
AMAV.VI,Metal,331313,-3,,,,5.0
AMAV.VI,Consolidation,,-3,,,,5.0
AMAV.VI,Casting,"331318, 331524, 331314",-3,,,,5.0
FREN.S,Real estate,,-3,,,,1.0
APPS.MC,Other,,-3,,,,5.0
APPS.MC,Energy,"541380, 334519",-3,,,,5.0
APPS.MC,Automotive,811198,-3,,,,5.0
APPS.MC,Applus IDIADA,561499,-3,,,,5.0
