Instrument,year,has ren segment,number of segments
000537.SZ,-6,False,3
000537.SZ,-6,False,3
000537.SZ,-6,False,3
000539.SZ,-6,False,4
000539.SZ,-6,False,4
000539.SZ,-6,False,4
000539.SZ,-6,False,4
000629.SZ,-6,False,5
000629.SZ,-6,False,5
000629.SZ,-6,False,5
000629.SZ,-6,False,5
000629.SZ,-6,False,5
000883.SZ,-6,True,8
000883.SZ,-6,False,8
000883.SZ,-6,False,8
000883.SZ,-6,False,8
000883.SZ,-6,False,8
000883.SZ,-6,False,8
000883.SZ,-6,True,8
000883.SZ,-6,False,8
002060.SZ,-6,False,5
002060.SZ,-6,False,5
002060.SZ,-6,False,5
002060.SZ,-6,False,5
002060.SZ,-6,False,5
002545.SZ,-6,False,5
002545.SZ,-6,False,5
002545.SZ,-6,False,5
002545.SZ,-6,False,5
002545.SZ,-6,False,5
071320.KS,-6,True,3
071320.KS,-6,False,3
071320.KS,-6,False,3
1811.HK,-6,True,3
1811.HK,-6,False,3
1811.HK,-6,False,3
2083.SE,-6,False,0
2380.HK,-6,True,3
2380.HK,-6,False,3
2380.HK,-6,True,3
300569.SZ,-6,False,1
300772.SZ,-6,False,0
3038.T,-6,False,5
3038.T,-6,False,5
3038.T,-6,False,5
3038.T,-6,True,5
3038.T,-6,False,5
5110.SE,-6,False,5
5110.SE,-6,False,5
5110.SE,-6,False,5
5110.SE,-6,True,5
5110.SE,-6,False,5
5711.T,-6,False,7
5711.T,-6,False,7
5711.T,-6,False,7
5711.T,-6,False,7
5711.T,-6,False,7
5711.T,-6,False,7
5711.T,-6,False,7
600011.SS,-6,False,3
600011.SS,-6,False,3
600011.SS,-6,False,3
600025.SS,-6,False,2
600025.SS,-6,False,2
600116.SS,-6,False,6
600116.SS,-6,False,6
600116.SS,-6,False,6
600116.SS,-6,False,6
600116.SS,-6,False,6
600116.SS,-6,False,6
600236.SS,-6,True,3
600236.SS,-6,False,3
600236.SS,-6,True,3
600409.SS,-6,False,5
600409.SS,-6,False,5
600409.SS,-6,False,5
600409.SS,-6,False,5
600409.SS,-6,False,5
600459.SS,-6,False,0
600674.SS,-6,False,3
600674.SS,-6,True,3
600674.SS,-6,False,3
600795.SS,-6,False,6
600795.SS,-6,False,6
600795.SS,-6,False,6
600795.SS,-6,False,6
600795.SS,-6,True,6
600795.SS,-6,False,6
600886.SS,-6,False,3
600886.SS,-6,False,3
600886.SS,-6,False,3
600905.SS,-6,False,0
600995.SS,-6,False,3
600995.SS,-6,False,3
600995.SS,-6,False,3
601088.SS,-6,False,8
601088.SS,-6,False,8
601088.SS,-6,False,8
