Instrument,Segment Name,Segment Code,year,Unnamed: 4,TR.F.BUSTOTREVBIZACTIV(SDATE=FY-2).segmentName,TR.F.BUSTOTREVBIZACTIV(SDATE=FY-2).segmentCode,number of segments
HRA.MI,Water Services,"221320, 221310",-2,,,,6.0
HRA.MI,Structure,,-2,,,,6.0
HRA.MI,Other Services,,-2,,,,6.0
HRA.MI,Gas Services,221210,-2,,,,6.0
HRA.MI,Environmental Services,"562119, 562111",-2,,,,6.0
HRA.MI,Electricity Services,"221122, 221121, 221113, 221112",-2,,,,6.0
NG.L,UK Gas Transmission,221210,-2,,,,4.0
NG.L,US Regulated,"221210, 221122",-2,,,,4.0
NG.L,UK Electricity Transmission,221121,-2,,,,4.0
NG.L,NGV and Other,,-2,,,,4.0
NLMK.MM,Mining and Processing of Raw Materials,"212290, 212210",-2,,,,8.0
NLMK.MM,Foreign Rolled Products Segment USA,331221,-2,,,,8.0
NLMK.MM,Sale of Metal products,332812,-2,,,,8.0
NLMK.MM,Flat Rolled Steel Products - Russia,331221,-2,,,,8.0
NLMK.MM,Investment in Assiociate Entity,331221,-2,,,,8.0
NLMK.MM,Deconsolidation,331221,-2,,,,8.0
NLMK.MM,Long Steel Product - Russia,331221,-2,,,,8.0
NLMK.MM,Intersegment,331221,-2,,,,8.0
TRN.MI,Non-regulated Activities,541330,-2,,,,4.0
TRN.MI,Regulated activity in Italy,221121,-2,,,,4.0
TRN.MI,International activities,221121,-2,,,,4.0
TRN.MI,Cost of International Activities,,-2,,,,4.0
EUAV.BR,Equity acoounted investees,,-2,,,,3.0
EUAV.BR,Tankers,483111,-2,,,,3.0
EUAV.BR,Floating Production Storage & Offloading Operations (FSO),483111,-2,,,,3.0
NVTK.MM,,,-2,,,,0.0
ELI.BR,Hertz Transmission- German,221121,-2,,,,4.0
ELI.BR,Elia Transmission - Belgium,221121,-2,,,,4.0
ELI.BR,Consolidation Entries- Cons,,-2,,,,4.0
ELI.BR,Non-regulated activities,,-2,,,,4.0
MAGN.MM,Steel/Turkey,331110,-2,,,,4.0
MAGN.MM,Steel/Russia,"331110, 331222, 331221",-2,,,,4.0
MAGN.MM,Coal Mining,212115,-2,,,,4.0
MAGN.MM,Eliminations,,-2,,,,4.0
LSRG.MM,Other Entities,,-2,,,,3.0
LSRG.MM,LSR.Construction,"484110, 236117, 236116",-2,,,,3.0
LSRG.MM,LSR.Building Materials,"327120, 327390, 212322",-2,,,,3.0
ROSN.MM,Adjustment,,-2,,,,4.0
ROSN.MM,"Refining, Marketing and Distribution","211120, 324110",-2,,,,4.0
ROSN.MM,Exploration and Production,"211130, 211120",-2,,,,4.0
ROSN.MM,Corporate and Other Unallocated Activities,"522110, 213112",-2,,,,4.0
ZUMV.VI,Reconciliation,,-2,,,,3.0
ZUMV.VI,Components,335139,-2,,,,3.0
ZUMV.VI,Lighting,335132,-2,,,,3.0
SRS.MI,Power Generation,221112,-2,,,,5.0
SRS.MI,Refining,324110,-2,,,,5.0
SRS.MI,Marketing,424710,-2,,,,5.0
SRS.MI,Other,,-2,,,,5.0
SRS.MI,Wind Energy,221118,-2,,,,5.0
ABDN.L,Personal,523940,-2,,,,4.0
ABDN.L,Investments,523940,-2,,,,4.0
ABDN.L,Adviser,523940,-2,,,,4.0
ABDN.L,Corporate/ strategic,,-2,,,,4.0
MSRS.MM,Connection Services - Moscow Region,"238210, 237130",-2,,,,6.0
MSRS.MM,Connection Services - Moscow,"238210, 237130",-2,,,,6.0
MSRS.MM,Other - Moscow Region,"238210, 237130",-2,,,,6.0
MSRS.MM,Power Transmission - Moscow Region,"221122, 221121",-2,,,,6.0
MSRS.MM,Other - Moscow,"238210, 237130",-2,,,,6.0
MSRS.MM,Power Transmission - Moscow,"221122, 221121",-2,,,,6.0
STRV.VI,IFRS Reconciliation,,-2,,,,5.0
STRV.VI,South-East,"236220, 236210, 236116, 236115",-2,,,,5.0
STRV.VI,North-West,"237310, 236220, 236210, 236115",-2,,,,5.0
STRV.VI,Others,,-2,,,,5.0
STRV.VI,International-Special Divisions,"237110, 236220",-2,,,,5.0
PRY.MI,Telecom,"331420, 331318, 335929, 335921",-2,,,,6.0
PRY.MI,Industrial & NWC,517111,-2,,,,6.0
PRY.MI,Corporate,,-2,,,,6.0
PRY.MI,Energy Projects,"331420, 331318, 335929, 335921",-2,,,,6.0
PRY.MI,E&I,"335311, 238990, 237130",-2,,,,6.0
PRY.MI,Other Energy,561499,-2,,,,6.0
UBMV.VI,Eliminations,,-2,,,,6.0
UBMV.VI,Other,"531312, 236220",-2,,,,6.0
UBMV.VI,Hotel,,-2,,,,6.0
UBMV.VI,Service,541310,-2,,,,6.0
UBMV.VI,Office,"531312, 531120",-2,,,,6.0
UBMV.VI,Residental,"531311, 531110",-2,,,,6.0
IMMO.BR,Belgium,"236220, 236117",-2,,,,5.0
IMMO.BR,Poland,"236220, 236117",-2,,,,5.0
IMMO.BR,Luxembourg,"531120, 236117",-2,,,,5.0
IMMO.BR,France,"236220, 236117",-2,,,,5.0
IMMO.BR,Germany,"236220, 236117",-2,,,,5.0
LOTB.BR,,,-2,,,,0.0
,,,-2,RECT.BR,,,
,,,-2,WHATS.BR,,,
,,,-2,BYWGnx.DE,,,
,,,-2,GBFG.DE,,,
,,,-2,BRNKn.DE,,,
,,,-2,EUKG_p.F,,,
,,,-2,FHWG.F,,,
,,,-2,FPE3_p.DE,,,
,,,-2,HNDG.F,,,
,,,-2,HOTG.DE,,,
,,,-2,KWSG.DE,,,
,,,-2,SZUG.DE,,,
,,,-2,TEGG.DE,,,
,,,-2,2HR.DE,,,
,,,-2,ECR.MC,,,
,,,-2,ENOR.MC,,,
,,,-2,ENC.MC,,,
,,,-2,TUBA.MC,,,
,,,-2,PSG.MC,,,
,,,-2,BOUY.PA,,,
,,,-2,DANO.PA,,,
,,,-2,CBLP.PA,,,
,,,-2,CRIP.PA,,,
,,,-2,VCTP.PA,,,
,,,-2,RXL.PA,,,
,,,-2,EDSP.PA,,,
,,,-2,EEPC.PA,,,
,,,-2,SGEF.PA,,,
,,,-2,IMTP.PA,,,
,,,-2,RUBF.PA,,,
,,,-2,JCQ.PA,,,
,,,-2,LEGD.PA,,,
,,,-2,LINP.PA,,,
,,,-2,LOEX.PA,,,
,,,-2,MWDP.PA,,,
,,,-2,SABL.PA,,,
,,,-2,SCHN.PA,,,
,,,-2,IMAF.PA,,,
,,,-2,TIPK.PA,,,
,,,-2,JCI.N,,,
,,,-2,SDY.L,,,
,,,-2,ALUG.L,,,
,,,-2,AHT.L,,,
,,,-2,GL9.I,,,
,,,-2,BALF.L,,,
,,,-2,BOOT.L,,,
,,,-2,BNZL.L,,,
,,,-2,CARRC.L,,,
,,,-2,COSG.L,,,
,,,-2,CWK.L,,,
,,,-2,CRH.N,,,
,,,-2,GFRD.L,,,
,,,-2,REDD.L,,,
,,,-2,GRI.L,,,
,,,-2,GHE.L,,,
,,,-2,HILS.L,,,
,,,-2,IBST.L,,,
,,,-2,JSG.L,,,
,,,-2,KMR.L,,,
,,,-2,KYGa.I,,,
,,,-2,LISN.S,,,
,,,-2,RNWH.L,,,
,,,-2,MKS.L,,,
,,,-2,MSLH.L,,,
,,,-2,RAT.L,,,
,,,-2,RTO.L,,,
,,,-2,RCDO.L,,,
,,,-2,SDR.L,,,
,,,-2,SRP.L,,,
,,,-2,SFR.L,,,
,,,-2,RWI.L,,,
,,,-2,MGNS.L,,,
,,,-2,SMIN.L,,,
,,,-2,PNN.L,,,
,,,-2,TATE.L,,,
,,,-2,TET.L,,,
,,,-2,VLX.L,,,
,,,-2,FERG.N,,,
,,,-2,NESN.S,,,
,,,-2,BELL.S,,,
,,,-2,GAV.S,,,
,,,-2,SGSN.S,,,
,,,-2,HOLN.S,,,
,,,-2,ISN.S,,,
,,,-2,LEHN.S,,,
,,,-2,METG.S,,,
,,,-2,MIKN.S,,,
,,,-2,STLN.S,,,
,,,-2,PMN.S,,,
,,,-2,VONN.S,,,
,,,-2,WARN.S,,,
,,,-2,ZEHN.S,,,
,,,-2,ZWM.S,,,
,,,-2,TRMDa.CO,,,
,,,-2,SPGP.CO,,,
,,,-2,NKT.CO,,,
,,,-2,PAALb.CO,,,
,,,-2,SCHO.CO,,,
,,,-2,ARBN.AS,,,
,,,-2,SLIGR.AS,,,
,,,-2,TWKNc.AS,,,
,,,-2,NHY.OL,,,
,,,-2,ODF.OL,,,
,,,-2,VEI.OL,,,
,,,-2,CEMI.MI,,,
,,,-2,WBD.MI,,,
,,,-2,ITMI.MI,,,
,,,-2,BOL.ST,,,
,,,-2,SCAb.ST,,,
,,,-2,HUFVa.ST,,,
,,,-2,NCCb.ST,,,
,,,-2,RATOb.ST,,,
,,,-2,SKAb.ST,,,
,,,-2,KESKOB.HE,,,
,,,-2,METSB.HE,,,
,,,-2,OUT1V.HE,,,
,,,-2,BILN.L,,,
,,,-2,ETN.N,,,
,,,-2,TT.N,,,
,,,-2,MSHGn.F,,,
,,,-2,ERMT.PA,,,
,,,-2,CLSH.L,,,
,,,-2,AFRY.ST,,,
,,,-2,ANTO.L,,,
,,,-2,BOLJ.ST,,,
,,,-2,CTY1S.HE,,,
,,,-2,CEV.MC,,,
,,,-2,HHDC.CO,,,
,,,-2,ECORE.L,,,
,,,-2,PEUG.PA,,,
,,,-2,GPIF.PA,,,
,,,-2,HYDRA.AS,,,
,,,-2,PEABb.ST,,,
,,,-2,MTHH.CO,,,
,,,-2,ISUR.MC,,,
,,,-2,GNC.L,,,
,,,-2,KCOGn.DE,,,
,,,-2,APETIT.HE,,,
,,,-2,LAT1V.HE,,,
,,,-2,LGT.MC,,,
,,,-2,LIAB.ST,,,
,,,-2,PNA1V.HE,,,
,,,-2,PLAZb.ST,,,
,,,-2,STWK.ST,,,
,,,-2,RAIVV.HE,,,
,,,-2,RROS.ST,,,
,,,-2,SECUb.ST,,,
,,,-2,BEIJb.ST,,,
,,,-2,YSO.LS,,,
,,,-2,EQNR.OL,,,
,,,-2,EQV1V.HE,,,
,,,-2,FRO.N,,,
,,,-2,VOSG.DE,,,
,,,-2,WALLb.ST,,,
,,,-2,FABG.ST,,,
,,,-2,SAEI.MI,,,
,,,-2,ICP.L,,,
,,,-2,ARN.MI,,,
,,,-2,LIN.OQ,,,
,,,-2,NIBEb.ST,,,
,,,-2,EXEP.PA,,,
,,,-2,PANDXb.ST,,,
,,,-2,AXFO.ST,,,
,,,-2,MOWI.OL,,,
,,,-2,KGH.WA,,,
,,,-2,AFGA.OL,,,
,,,-2,UZU.DE,,,
,,,-2,CCHE.PA,,,
,,,-2,ZMP1L.VL,,,
,,,-2,IBG.MC,,,
,,,-2,CEMB.MI,,,
,,,-2,NVGR.LS,,,
,,,-2,PATC.PA,,,
,,,-2,PZV1L.VL,,,
,,,-2,WWL.WA,,,
,,,-2,BARN.S,,,
,,,-2,BOND.PA,,,
,,,-2,STF.PA,,,
,,,-2,ALCIS.PA,,,
,,,-2,NAFG.DE,,,
,,,-2,HEPr.AT,,,
,,,-2,SAHN.S,,,
,,,-2,ECVG.DE,,,
,,,-2,SWECb.ST,,,
,,,-2,ZIM.AX,,,
,,,-2,GLTN.PA,,,
,,,-2,CEVG.H,,,
,,,-2,PNEGn.DE,,,
,,,-2,ITERA.OL,,,
,,,-2,BITI.PA,,,
,,,-2,SAGAa.ST,,,
,,,-2,PLAKR.AT,,,
,,,-2,MSONb.ST,,,
,,,-2,GREENY.BR,,,
,,,-2,LIO.L,,,
,,,-2,ELGr.AT,,,
,,,-2,PBX.WA,,,
,,,-2,BALDb.ST,,,
,,,-2,ASY.PA,,,
,,,-2,DOV1V.HE,,,
VIE.PA,Other-operating,,-2,,,,5.0
VIE.PA,Global businesses-operating,221320,-2,,,,5.0
VIE.PA,Rest of the world,221320,-2,,,,5.0
VIE.PA,"Europe,excl.france",221320,-2,,,,5.0
VIE.PA,France and Special waste ,221320,-2,,,,5.0
CAG0n.H,,,-2,,,,0.0
PKN.WA,Refining,"324199, 324191, 324110",-2,,,,7.0
PKN.WA,Petrochemicals,"325180, 325211, 325110, 324199",-2,,,,7.0
PKN.WA,Corporate Functions,,-2,,,,7.0
PKN.WA,Retail,"457110, 324110",-2,,,,7.0
PKN.WA,Eliminations,,-2,,,,7.0
PKN.WA,Exploration,211120,-2,,,,7.0
PKN.WA,Energy,"221118, 325110, 221122",-2,,,,7.0
VVVGn_p.DE,,,-2,,,,0.0
ALLN.S,Holding/Eliminations,,-2,,,,3.0
ALLN.S,Projects & Development,"236118, 236116, 236115",-2,,,,3.0
ALLN.S,Real Estate,"531210, 531110",-2,,,,3.0
PSPN.S,Real Estate Investment,"531312, 531190, 531120, 531110",-2,,,,4.0
PSPN.S,Property Management,"531390, 531312, 531120, 531110",-2,,,,4.0
PSPN.S,Eliminations,,-2,,,,4.0
PSPN.S,holdings,"561499, 541612, 541611",-2,,,,4.0
IKTr.AT,Wind Energy,221118,-2,,,,3.0
IKTr.AT,Real Estate,531390,-2,,,,3.0
IKTr.AT,Marble,212311,-2,,,,3.0
ORPF.PA,,,-2,,,,0.0
SPSN.S,Eliminations,,-2,,,,3.0
SPSN.S,Real Estate,"531390, 531120, 531110, 237210",-2,,,,3.0
SPSN.S,Services Segment,"523940, 623311, 531390, 531120",-2,,,,3.0
RWS.L,Unallocated,,-2,,,,4.0
RWS.L,Life Sciences,541930,-2,,,,4.0
RWS.L,Moravia,513210,-2,,,,4.0
RWS.L,IP Services,541199,-2,,,,4.0
DAIr.AT,,,-2,,,,0.0
ETTE.HE,Technical Communication Solutions,513210,-2,,,,4.0
ETTE.HE,Engineering Solutions,541330,-2,,,,4.0
ETTE.HE,Software and Embedded Solutions,513210,-2,,,,4.0
ETTE.HE,Eliminations and Other,,-2,,,,4.0
EKTG.DE,Sale of Electricity,"221118, 221115, 221114",-2,,,,4.0
EKTG.DE,Sale and Design of Windparks Onshore,"221118, 221115, 237130",-2,,,,4.0
EKTG.DE,Other,221118,-2,,,,4.0
EKTG.DE,Eliminations,,-2,,,,4.0
LSG.OL,Other,,-2,,,,5.0
LSG.OL,Unallocated,,-2,,,,5.0
LSG.OL,Sales and Distribution,311710,-2,,,,5.0
LSG.OL,Farming,112511,-2,,,,5.0
LSG.OL,Wild catch and white fish VAP,"114111, 112511",-2,,,,5.0
KRDr.AT,,,-2,,,,0.0
EVRr.AT,,,-2,,,,0.0
MPCKk.DE,Miscellaneous,,-2,,,,3.0
MPCKk.DE,Transaction Services,522320,-2,,,,3.0
MPCKk.DE,Management Services,523940,-2,,,,3.0
DEQGn.DE,,,-2,,,,0.0
WDIG.H,Consolidation - A&I,,-2,,,,6.0
WDIG.H,Consolidation - PP&RM,,-2,,,,6.0
WDIG.H,Acquiring and Issuing,541990,-2,,,,6.0
WDIG.H,Call Center and Communication,"517112, 517111, 561422",-2,,,,6.0
WDIG.H,Consolidation - CC&CG,,-2,,,,6.0
WDIG.H,Payment Processing/Risk management,"517810, 522320",-2,,,,6.0
CLII.MI,,,-2,,,,0.0
HRPKk.DE,,,-2,,,,0.0
CAPMAN.HE,Services Business,"523940, 523910",-2,,,,3.0
CAPMAN.HE,Other,551114,-2,,,,3.0
CAPMAN.HE,Management Company Business,"523940, 523910",-2,,,,3.0
MOBN.S,Portfolio Management,531312,-2,,,,2.0
MOBN.S,Real Estate,"531120, 531110, 236220",-2,,,,2.0
FBI.CY,Production & Distribution of Industrial Products,311821,-2,,,,3.0
FBI.CY,Investments & Trading of Shares,523999,-2,,,,3.0
FBI.CY,Land & Real Estate Rentals,531190,-2,,,,3.0
SVIK.ST,Fuel and Materials Performance,"562211, 562112",-2,,,,7.0
SVIK.ST,Other Business,,-2,,,,7.0
SVIK.ST,Eliminations,,-2,,,,7.0
SVIK.ST,Germany,541690,-2,,,,7.0
SVIK.ST,Scandpower,513210,-2,,,,7.0
SVIK.ST,Waste technology,"562211, 562112",-2,,,,7.0
SVIK.ST,Settlement and radiation protection,541690,-2,,,,7.0
NEXS.PA,Other,,-2,,,,5.0
NEXS.PA,Industry & Solutions,"331420, 486110, 221210",-2,,,,5.0
NEXS.PA,Building & Territories,"331420, 335929",-2,,,,5.0
NEXS.PA,Generation & Transmission (High Voltage & Projects),"486210, 237130",-2,,,,5.0
NEXS.PA,Telecom & Data,"331420, 335921",-2,,,,5.0
CPHN.S,Packaging,"322219, 326112, 322211",-2,,,,3.0
CPHN.S,Paper,"322120, 322299",-2,,,,3.0
CPHN.S,Chemistry,325199,-2,,,,3.0
MORr.AT,Sales to Gas Stations,424720,-2,,,,4.0
MORr.AT,Refinery,324110,-2,,,,4.0
MORr.AT,Eliminations,,-2,,,,4.0
MORr.AT,Services,"238990, 221210",-2,,,,4.0
EMMN.S,Other Products,,-2,,,,10.0
EMMN.S,Powder/Concentrates,,-2,,,,10.0
EMMN.S,Natural Cheese,"424590, 424430",-2,,,,10.0
EMMN.S,Processed Cheese,"424590, 424430",-2,,,,10.0
EMMN.S,Milk,"424430, 311511",-2,,,,10.0
EMMN.S,Sales from Services,,-2,,,,10.0
EMMN.S,Fresh Products,"311520, 311513, 311512, 311511",-2,,,,10.0
EMMN.S,Butter and Margarine,"424590, 424430",-2,,,,10.0
EMMN.S,Fresh Cheese,311513,-2,,,,10.0
EMMN.S,Cream,"424590, 424430",-2,,,,10.0
ROSNP.BX,Eliminations,,-2,,,,6.0
ROSNP.BX,Consolidation,,-2,,,,6.0
ROSNP.BX,Corporate & Other,,-2,,,,6.0
ROSNP.BX,Refining and Marketing,"457110, 424720, 324110",-2,,,,6.0
ROSNP.BX,Exploration and Production,211120,-2,,,,6.0
ROSNP.BX,Gas and Power,"457110, 424720, 324110",-2,,,,6.0
ADDTb.ST,Energy,333613,-2,,,,6.0
ADDTb.ST,Group items and Eliminations,,-2,,,,6.0
ADDTb.ST,Industrial process,333242,-2,,,,6.0
ADDTb.ST,Components,"333248, 541420",-2,,,,6.0
ADDTb.ST,Power solutions,423830,-2,,,,6.0
ADDTb.ST,Automation,"423690, 423610",-2,,,,6.0
LAGRb.ST,Elimination,,-2,,,,6.0
LAGRb.ST,Niche Products,"333519, 811310, 339999",-2,,,,6.0
LAGRb.ST,International,335999,-2,,,,6.0
LAGRb.ST,TecSec,"335999, 334511, 334290",-2,,,,6.0
LAGRb.ST,Control,334290,-2,,,,6.0
LAGRb.ST,Electrify,335999,-2,,,,6.0
TWSr.AT,Water Service Provision,221310,-2,,,,2.0
TWSr.AT,Sewage Service Provision,221320,-2,,,,2.0
JHX.AX,North America Fiber Cement,327310,-2,,,,4.0
JHX.AX,Asia Pacific Fiber Cement,327310,-2,,,,4.0
JHX.AX,Other Businesses,,-2,,,,4.0
JHX.AX,Europe Building Products,327310,-2,,,,4.0
MSTT.MM,Eliminations,,-2,,,,3.0
MSTT.MM,Construction,"237310, 236210",-2,,,,3.0
MSTT.MM,Services,"237310, 237210",-2,,,,3.0
KEPr.AT,,,-2,,,,0.0
ITRK.L,Operating segment - Products,"541380, 424690, 423830, 423620",-2,,,,3.0
ITRK.L,Operating segment - Resources,"339999, 221113, 213112",-2,,,,3.0
ITRK.L,Operating segment - Trade,"561990, 541990, 483111",-2,,,,3.0
AKRN.MM,Logistics,482111,-2,,,,6.0
AKRN.MM,Other,,-2,,,,6.0
AKRN.MM,Trading Companies,523210,-2,,,,6.0
AKRN.MM,Dorogobuzh,325311,-2,,,,6.0
AKRN.MM,Akron,325311,-2,,,,6.0
AKRN.MM,Mining,212390,-2,,,,6.0
REJLb.ST,Finland,"541620, 541330",-2,,,,4.0
REJLb.ST,Norway,"541620, 541330",-2,,,,4.0
REJLb.ST,Group Wide,,-2,,,,4.0
REJLb.ST,Sweden,"541620, 541330, 541310",-2,,,,4.0
ADXR.MC,,,-2,,,,0.0
PREN.PFT,,,-2,,,,0.0
IGHZ.ZA,Projects,541330,-2,,,,9.0
IGHZ.ZA,Department of Materials and Structures,541350,-2,,,,9.0
IGHZ.ZA,Department for Supervision and Project Management,541350,-2,,,,9.0
IGHZ.ZA,"Department of Hydrotechnics, Geotechnics&Environment",541360,-2,,,,9.0
IGHZ.ZA,Regional Center Split,541330,-2,,,,9.0
IGHZ.ZA,Regional Center Rijeka,541330,-2,,,,9.0
IGHZ.ZA,Regional Center Osijek,541330,-2,,,,9.0
IGHZ.ZA,Management and Support Services,541611,-2,,,,9.0
IGHZ.ZA,Foreign affiliates,"541380, 541350, 541330, 541320",-2,,,,9.0
GALP.LS,Others,,-2,,,,6.0
GALP.LS,Rounding Adjustment,,-2,,,,6.0
GALP.LS,Refining and Midstream,,-2,,,,6.0
GALP.LS,Commercial,,-2,,,,6.0
GALP.LS,Renewables and New Business,,-2,,,,6.0
GALP.LS,Upstream,,-2,,,,6.0
DVLP.WA,Rental Activity,531120,-2,,,,3.0
DVLP.WA,Holding Activity,"551112, 531312",-2,,,,3.0
DVLP.WA,Property Developer Activity,531311,-2,,,,3.0
AMG.AS,Other and Eliminations,,-2,,,,3.0
AMG.AS,AMG Engineering,331110,-2,,,,3.0
AMG.AS,AMG Critical Materials Technologies,"331313, 331110, 212290",-2,,,,3.0
GRNT.MKE,Building and Services,237310,-2,,,,4.0
GRNT.MKE,Other,,-2,,,,4.0
GRNT.MKE,Goods and Materials,237310,-2,,,,4.0
GRNT.MKE,Construction,237310,-2,,,,4.0
MPT.MKE,TV Network,"516120, 721110",-2,,,,2.0
MPT.MKE,Trade,423110,-2,,,,2.0
JHG.N,Investment management,,-2,,,,1.0
LACR.PA,,,-2,,,,0.0
CATb.ST,Asset Management,"523940, 522390",-2,,,,4.0
CATb.ST,Corporate Finance,522390,-2,,,,4.0
CATb.ST,Intercompany Eliminations,,-2,,,,4.0
CATb.ST,Other,,-2,,,,4.0
HWG.L,Capital Growth,531110,-2,,,,4.0
HWG.L,Income Generation,"531120, 531110",-2,,,,4.0
HWG.L,Central overheads,,-2,,,,4.0
HWG.L,Other property activities,"531190, 531120",-2,,,,4.0
SOLARb.CO,Trade,423610,-2,,,,3.0
SOLARb.CO,Industry,423610,-2,,,,3.0
SOLARb.CO,Installation,423610,-2,,,,3.0
HEIJ.AS,Infrastructure,"237310, 237110, 236210",-2,,,,4.0
HEIJ.AS,Elimination,,-2,,,,4.0
HEIJ.AS,Property Development,"236220, 236116, 236115",-2,,,,4.0
HEIJ.AS,Building & Technology,,-2,,,,4.0
HRMr.AT,Constructions,236210,-2,,,,8.0
HRMr.AT,Mining/Industry,"236210, 212311",-2,,,,8.0
HRMr.AT,Concessions,"237310, 236220",-2,,,,8.0
HRMr.AT,Real Estate,531120,-2,,,,8.0
HRMr.AT,Electicity from RES,221118,-2,,,,8.0
HRMr.AT,Intercompany Eliminations,,-2,,,,8.0
HRMr.AT,Electricity from Thermal Energy,221112,-2,,,,8.0
HRMr.AT,Holding,551112,-2,,,,8.0
ELSRr.AT,Elimination,,-2,,,,4.0
ELSRr.AT,Energy Sector,221118,-2,,,,4.0
ELSRr.AT,Copper Products,331420,-2,,,,4.0
ELSRr.AT,Consolidation,,-2,,,,4.0
MSZ.WA,Other Services,,-2,,,,5.0
MSZ.WA,Infrastructure,"541330, 237310, 237210",-2,,,,5.0
MSZ.WA,Industrial Production Services,236220,-2,,,,5.0
MSZ.WA,General Construction,"541330, 238120",-2,,,,5.0
MSZ.WA,Eliminations,,-2,,,,5.0
JMT.LS,Others and Adjustments,,-2,,,,5.0
JMT.LS,Poland Retail,"456110, 445110, 424410",-2,,,,5.0
JMT.LS,Portugal Cash & Carry,424410,-2,,,,5.0
JMT.LS,Portugal Retail,"456110, 445110, 424410",-2,,,,5.0
JMT.LS,Colombia Retail,445110,-2,,,,5.0
ARDS.AS,Europe and Middel east,541330,-2,,,,5.0
ARDS.AS,Americas,541330,-2,,,,5.0
ARDS.AS,Eliminations,,-2,,,,5.0
ARDS.AS,CallisonRTKL,"541611, 541320, 541310",-2,,,,5.0
ARDS.AS,Asia pacific,"541620, 541420, 541330, 541310",-2,,,,5.0
FPARa.ST,,,-2,,,,0.0
KLR.L,North America,"541330, 238110, 237990",-2,,,,3.0
KLR.L,EMEA,"541330, 238110, 237990",-2,,,,3.0
KLR.L,APAC,"541330, 238110, 237990",-2,,,,3.0
HEBAb.ST,,,-2,,,,0.0
ATRLJb.ST,Property Management,"531312, 531311, 531120, 531110",-2,,,,4.0
ATRLJb.ST,Unallocated,,-2,,,,4.0
ATRLJb.ST,TL Bygg,"236220, 236118, 236116",-2,,,,4.0
ATRLJb.ST,Project Development,"236220, 236116",-2,,,,4.0
III.L,Infrastructure,523940,-2,,,,3.0
III.L,Scandlines,,-2,,,,3.0
III.L,Private Equity,,-2,,,,3.0
DCC.L,DCC Technology,"541614, 423620",-2,,,,4.0
DCC.L,DCC Healthcare,"424210, 423450",-2,,,,4.0
DCC.L,DCC LPG,"457210, 424720",-2,,,,4.0
DCC.L,DCC Retail & oil,457120,-2,,,,4.0
DBG.PA,Eliminations,,-2,,,,4.0
DBG.PA,Holding,551112,-2,,,,4.0
DBG.PA,Business Services,"561990, 561740, 561210, 488119",-2,,,,4.0
DBG.PA,Environmental Services,562219,-2,,,,4.0
ASPO.HE,Telko,"424690, 424610",-2,,,,3.0
ASPO.HE,ESL Shipping,"483113, 483111",-2,,,,3.0
ASPO.HE,Leipurin,424690,-2,,,,3.0
WYWYN.L,Agriculture,"424590, 311119",-2,,,,3.0
WYWYN.L,Other,,-2,,,,3.0
WYWYN.L,Agricultural Specialist Merchanting,"424590, 311999, 311119",-2,,,,3.0
GRANG.ST,,,-2,,,,0.0
SGCG.DE,Consolidation Adjustments,,-2,,,,6.0
SGCG.DE,Process Technology,541715,-2,,,,6.0
SGCG.DE,Corporate,,-2,,,,6.0
SGCG.DE,Graphite Solutions,335991,-2,,,,6.0
SGCG.DE,Carbon Fibers,335991,-2,,,,6.0
SGCG.DE,Composite Solutions,335991,-2,,,,6.0
BDXP.WA,Eliminations,,-2,,,,4.0
BDXP.WA,Building and Construction Activity,"237990, 237310, 236220, 236116",-2,,,,4.0
BDXP.WA,Other Activity,,-2,,,,4.0
BDXP.WA,Real Estate Development & Management,"531311, 531110, 236220, 236116",-2,,,,4.0
SEM.LS,Cement and derivatives,327310,-2,,,,5.0
SEM.LS,Other businesses,311613,-2,,,,5.0
SEM.LS,Pulp and Paper,"322120, 322110",-2,,,,5.0
SEM.LS,Holdings,,-2,,,,5.0
SEM.LS,Within-Group Corrections,,-2,,,,5.0
MYTr.AT,Metallurgy,331314,-2,,,,5.0
MYTr.AT,Other,,-2,,,,5.0
MYTr.AT,Production & Trade of Energy,221112,-2,,,,5.0
MYTr.AT,Construction Activiities,237130,-2,,,,5.0
MYTr.AT,International Renewables,221118,-2,,,,5.0
MOTA.LS,Europe Environment & Services,"221118, 562219, 562119, 562111",-2,,,,5.0
MOTA.LS,Holding and Central Services/Other,,-2,,,,5.0
MOTA.LS,Europe Engineering & Construction,"237990, 237310",-2,,,,5.0
MOTA.LS,Africa,"237990, 237130, 237120",-2,,,,5.0
MOTA.LS,Latin America,"237990, 237310, 237130, 236220",-2,,,,5.0
NWF.L,Food,"493110, 484110",-2,,,,3.0
NWF.L,Fuels,424720,-2,,,,3.0
NWF.L,Feeds,"424910, 311119",-2,,,,3.0
MOLB.BU,Corporate and Other,,-2,,,,6.0
MOLB.BU,Upstream,"211130, 211120",-2,,,,6.0
MOLB.BU,Downstream,"324110, 221122, 221121",-2,,,,6.0
MOLB.BU,Intersegment Transfers,,-2,,,,6.0
MOLB.BU,Gas Midstream,"424720, 424710, 221210",-2,,,,6.0
MOLB.BU,Consumer Services,457110,-2,,,,6.0
LOUP.PA,Eliminations,,-2,,,,4.0
LOUP.PA,Catering,"311999, 311991",-2,,,,4.0
LOUP.PA,International,311615,-2,,,,4.0
LOUP.PA,Poultry,311615,-2,,,,4.0
