Instrument,year,has ren segment,number of segments
000537.SZ,-8,False,2
000537.SZ,-8,False,2
000539.SZ,-8,False,4
000539.SZ,-8,False,4
000539.SZ,-8,False,4
000539.SZ,-8,False,4
000629.SZ,-8,False,5
000629.SZ,-8,False,5
000629.SZ,-8,False,5
000629.SZ,-8,False,5
000629.SZ,-8,False,5
000883.SZ,-8,True,4
000883.SZ,-8,False,4
000883.SZ,-8,False,4
000883.SZ,-8,False,4
002060.SZ,-8,False,5
002060.SZ,-8,True,5
002060.SZ,-8,False,5
002060.SZ,-8,False,5
002060.SZ,-8,True,5
002545.SZ,-8,False,4
002545.SZ,-8,False,4
002545.SZ,-8,False,4
002545.SZ,-8,False,4
071320.KS,-8,True,3
071320.KS,-8,False,3
071320.KS,-8,False,3
1811.HK,-8,True,3
1811.HK,-8,False,3
1811.HK,-8,False,3
2083.SE,-8,False,0
2380.HK,-8,True,4
2380.HK,-8,False,4
2380.HK,-8,False,4
2380.HK,-8,True,4
300569.SZ,-8,False,0
300772.SZ,-8,False,0
3038.T,-8,False,5
3038.T,-8,False,5
3038.T,-8,False,5
3038.T,-8,True,5
3038.T,-8,False,5
5110.SE,-8,False,0
5711.T,-8,False,7
5711.T,-8,False,7
5711.T,-8,False,7
5711.T,-8,False,7
5711.T,-8,False,7
5711.T,-8,False,7
5711.T,-8,False,7
600011.SS,-8,False,4
600011.SS,-8,False,4
600011.SS,-8,False,4
600011.SS,-8,False,4
600025.SS,-8,False,2
600025.SS,-8,False,2
600116.SS,-8,False,7
600116.SS,-8,False,7
600116.SS,-8,False,7
600116.SS,-8,False,7
600116.SS,-8,False,7
600116.SS,-8,False,7
600116.SS,-8,False,7
600236.SS,-8,False,3
600236.SS,-8,False,3
600236.SS,-8,False,3
600409.SS,-8,False,5
600409.SS,-8,False,5
600409.SS,-8,False,5
600409.SS,-8,False,5
600409.SS,-8,False,5
600459.SS,-8,False,0
600674.SS,-8,False,3
600674.SS,-8,True,3
600674.SS,-8,False,3
600795.SS,-8,False,7
600795.SS,-8,False,7
600795.SS,-8,False,7
600795.SS,-8,False,7
600795.SS,-8,True,7
600795.SS,-8,False,7
600795.SS,-8,False,7
600886.SS,-8,False,4
600886.SS,-8,False,4
600886.SS,-8,False,4
600886.SS,-8,False,4
600905.SS,-8,False,0
600995.SS,-8,False,2
600995.SS,-8,False,2
601088.SS,-8,False,7
601088.SS,-8,False,7
601088.SS,-8,False,7
601088.SS,-8,False,7
601088.SS,-8,False,7
601088.SS,-8,False,7
601088.SS,-8,False,7
6013.T,-8,False,5
6013.T,-8,False,5
6013.T,-8,False,5
6013.T,-8,False,5
6013.T,-8,False,5
601778.SS,-8,False,0
601991.SS,-8,False,4
601991.SS,-8,False,4
601991.SS,-8,False,4
601991.SS,-8,False,4
603212.SS,-8,False,0
6504.T,-8,False,7
6504.T,-8,False,7
6504.T,-8,False,7
6504.T,-8,False,7
6504.T,-8,False,7
6504.T,-8,False,7
6504.T,-8,False,7
6806.TW,-8,False,0
688599.SS,-8,False,0
8031.T,-8,False,12
8031.T,-8,False,12
8031.T,-8,False,12
8031.T,-8,False,12
8031.T,-8,False,12
8031.T,-8,False,12
8031.T,-8,False,12
8031.T,-8,False,12
8031.T,-8,False,12
8031.T,-8,False,12
8031.T,-8,False,12
8031.T,-8,False,12
9505.T,-8,False,3
9505.T,-8,False,3
9505.T,-8,False,3
9513.T,-8,False,5
9513.T,-8,False,5
9513.T,-8,False,5
9513.T,-8,False,5
9513.T,-8,False,5
9531.T,-8,False,7
9531.T,-8,False,7
9531.T,-8,False,7
9531.T,-8,False,7
9531.T,-8,False,7
9531.T,-8,False,7
9531.T,-8,False,7
A2.MI,-8,False,8
A2.MI,-8,False,8
A2.MI,-8,False,8
A2.MI,-8,False,8
A2.MI,-8,False,8
A2.MI,-8,False,8
A2.MI,-8,False,8
A2.MI,-8,False,8
ACOx.TO,-8,False,5
ACOx.TO,-8,False,5
ACOx.TO,-8,False,5
ACOx.TO,-8,False,5
ACOx.TO,-8,False,5
ADAI.NS,-8,False,0
AEP.OQ,-8,False,7
AEP.OQ,-8,False,7
AEP.OQ,-8,False,7
AEP.OQ,-8,False,7
AEP.OQ,-8,False,7
AEP.OQ,-8,False,7
AEP.OQ,-8,False,7
AES.N,-8,False,8
AES.N,-8,False,8
AES.N,-8,False,8
AES.N,-8,False,8
AES.N,-8,False,8
AES.N,-8,False,8
AES.N,-8,False,8
AES.N,-8,False,8
AEV.PS,-8,True,6
AEV.PS,-8,False,6
AEV.PS,-8,False,6
AEV.PS,-8,False,6
AEV.PS,-8,False,6
AEV.PS,-8,False,6
ALS.TO,-8,False,0
AP.PS,-8,False,4
AP.PS,-8,False,4
AP.PS,-8,False,4
AP.PS,-8,True,4
ARG.CN,-8,False,6
ARG.CN,-8,False,6
ARG.CN,-8,False,6
ARG.CN,-8,False,6
ARG.CN,-8,False,6
ARG.CN,-8,False,6
AVA.N,-8,False,4
AVA.N,-8,False,4
AVA.N,-8,False,4
AVA.N,-8,False,4
AVNT.NS,-8,False,3
AVNT.NS,-8,False,3
AVNT.NS,-8,False,3
AWR.N,-8,False,4
AWR.N,-8,False,4
AWR.N,-8,False,4
AWR.N,-8,False,4
AY.OQ,-8,False,3
AY.OQ,-8,False,3
AY.OQ,-8,False,3
BEPC.N,-8,False,0
BEP_u.TO,-8,False,4
BEP_u.TO,-8,False,4
BEP_u.TO,-8,False,4
BEP_u.TO,-8,False,4
BKH.N,-8,False,7
BKH.N,-8,False,7
BKH.N,-8,False,7
BKH.N,-8,False,7
BKH.N,-8,False,7
BKH.N,-8,False,7
BKH.N,-8,False,7
BN.N,-8,False,10
BN.N,-8,True,10
BN.N,-8,False,10
BN.N,-8,False,10
BN.N,-8,False,10
BN.N,-8,False,10
BN.N,-8,False,10
BN.N,-8,False,10
BN.N,-8,False,10
BN.N,-8,False,10
BP.L,-8,False,5
BP.L,-8,False,5
BP.L,-8,False,5
BP.L,-8,False,5
BP.L,-8,False,5
CBAV3.SA,-8,False,0
CMIG4.SA,-8,False,7
CMIG4.SA,-8,False,7
CMIG4.SA,-8,False,7
CMIG4.SA,-8,False,7
CMIG4.SA,-8,False,7
CMIG4.SA,-8,False,7
CMIG4.SA,-8,False,7
CMS.N,-8,False,4
CMS.N,-8,False,4
CMS.N,-8,False,4
CMS.N,-8,False,4
CPFE3.SA,-8,True,7
CPFE3.SA,-8,False,7
CPFE3.SA,-8,False,7
CPFE3.SA,-8,False,7
CPFE3.SA,-8,False,7
CPFE3.SA,-8,True,7
CPFE3.SA,-8,False,7
CRBR.NS,-8,False,5
CRBR.NS,-8,False,5
CRBR.NS,-8,False,5
CRBR.NS,-8,False,5
CRBR.NS,-8,False,5
CSNA3.SA,-8,False,7
CSNA3.SA,-8,False,7
CSNA3.SA,-8,False,7
CSNA3.SA,-8,False,7
CSNA3.SA,-8,False,7
CSNA3.SA,-8,False,7
CSNA3.SA,-8,False,7
CU.TO,-8,False,4
CU.TO,-8,False,4
CU.TO,-8,False,4
CU.TO,-8,False,4
DEHr.AT,-8,False,0
DUK.N,-8,False,5
DUK.N,-8,False,5
DUK.N,-8,False,5
DUK.N,-8,False,5
DUK.N,-8,False,5
EDP.LS,-8,True,7
EDP.LS,-8,True,7
EDP.LS,-8,True,7
EDP.LS,-8,True,7
EDP.LS,-8,False,7
EDP.LS,-8,False,7
EDP.LS,-8,False,7
ELE.MC,-8,False,4
ELE.MC,-8,False,4
ELE.MC,-8,False,4
ELE.MC,-8,False,4
ELET6.SA,-8,False,5
ELET6.SA,-8,True,5
ELET6.SA,-8,False,5
ELET6.SA,-8,False,5
ELET6.SA,-8,False,5
EMA.TO,-8,False,6
EMA.TO,-8,False,6
EMA.TO,-8,False,6
EMA.TO,-8,False,6
EMA.TO,-8,False,6
EMA.TO,-8,False,6
ENAE.WA,-8,False,5
ENAE.WA,-8,False,5
ENAE.WA,-8,False,5
ENAE.WA,-8,False,5
ENAE.WA,-8,False,5
ENEI.MI,-8,False,6
ENEI.MI,-8,False,6
ENEI.MI,-8,False,6
ENEI.MI,-8,False,6
ENEI.MI,-8,False,6
ENEI.MI,-8,False,6
ENGIE.PA,-8,False,6
ENGIE.PA,-8,False,6
ENGIE.PA,-8,False,6
ENGIE.PA,-8,False,6
ENGIE.PA,-8,False,6
ENGIE.PA,-8,False,6
ENJSA.IS,-8,False,0
ENLT.TA,-8,False,0
EONGn.DE,-8,False,15
EONGn.DE,-8,False,15
EONGn.DE,-8,False,15
EONGn.DE,-8,False,15
EONGn.DE,-8,False,15
EONGn.DE,-8,False,15
EONGn.DE,-8,False,15
EONGn.DE,-8,False,15
EONGn.DE,-8,False,15
EONGn.DE,-8,False,15
EONGn.DE,-8,False,15
EONGn.DE,-8,False,15
EONGn.DE,-8,False,15
EONGn.DE,-8,False,15
EONGn.DE,-8,False,15
ETR.N,-8,False,4
ETR.N,-8,False,4
ETR.N,-8,False,4
ETR.N,-8,False,4
EXC.OQ,-8,False,6
EXC.OQ,-8,False,6
EXC.OQ,-8,False,6
EXC.OQ,-8,False,6
EXC.OQ,-8,False,6
EXC.OQ,-8,False,6
FGEN.PS,-8,False,6
FGEN.PS,-8,False,6
FGEN.PS,-8,True,6
FGEN.PS,-8,False,6
FGEN.PS,-8,False,6
FGEN.PS,-8,True,6
FORTUM.HE,-8,False,7
FORTUM.HE,-8,False,7
FORTUM.HE,-8,False,7
FORTUM.HE,-8,False,7
FORTUM.HE,-8,False,7
FORTUM.HE,-8,False,7
FORTUM.HE,-8,False,7
FTEK.OQ,-8,False,4
FTEK.OQ,-8,False,4
FTEK.OQ,-8,False,4
FTEK.OQ,-8,False,4
FTS.TO,-8,False,11
FTS.TO,-8,False,11
FTS.TO,-8,False,11
