Instrument,year,has ren segment,number of segments
000537.SZ,-15,False,3
000537.SZ,-15,False,3
000537.SZ,-15,False,3
000539.SZ,-15,False,7
000539.SZ,-15,False,7
000539.SZ,-15,False,7
000539.SZ,-15,False,7
000539.SZ,-15,False,7
000539.SZ,-15,False,7
000539.SZ,-15,False,7
000629.SZ,-15,False,15
000629.SZ,-15,False,15
000629.SZ,-15,False,15
000629.SZ,-15,False,15
000629.SZ,-15,False,15
000629.SZ,-15,False,15
000629.SZ,-15,False,15
000629.SZ,-15,False,15
000629.SZ,-15,False,15
000629.SZ,-15,False,15
000629.SZ,-15,False,15
000629.SZ,-15,False,15
000629.SZ,-15,False,15
000629.SZ,-15,False,15
000629.SZ,-15,False,15
000883.SZ,-15,False,3
000883.SZ,-15,False,3
000883.SZ,-15,False,3
002060.SZ,-15,False,7
002060.SZ,-15,False,7
002060.SZ,-15,False,7
002060.SZ,-15,False,7
002060.SZ,-15,False,7
002060.SZ,-15,False,7
002060.SZ,-15,False,7
002545.SZ,-15,False,0
071320.KS,-15,False,0
1811.HK,-15,False,0
2083.SE,-15,False,0
2380.HK,-15,False,0
300569.SZ,-15,False,0
300772.SZ,-15,False,0
3038.T,-15,False,0
5110.SE,-15,False,0
5711.T,-15,False,7
5711.T,-15,False,7
5711.T,-15,False,7
5711.T,-15,False,7
5711.T,-15,False,7
5711.T,-15,False,7
5711.T,-15,False,7
600011.SS,-15,False,0
600025.SS,-15,False,0
600116.SS,-15,False,12
600116.SS,-15,False,12
600116.SS,-15,False,12
600116.SS,-15,False,12
600116.SS,-15,False,12
600116.SS,-15,False,12
600116.SS,-15,False,12
600116.SS,-15,False,12
600116.SS,-15,False,12
600116.SS,-15,False,12
600116.SS,-15,False,12
600116.SS,-15,False,12
600236.SS,-15,False,0
600409.SS,-15,False,8
600409.SS,-15,False,8
600409.SS,-15,False,8
600409.SS,-15,False,8
600409.SS,-15,False,8
600409.SS,-15,False,8
600409.SS,-15,False,8
600409.SS,-15,False,8
600459.SS,-15,False,0
600674.SS,-15,False,7
600674.SS,-15,False,7
600674.SS,-15,False,7
600674.SS,-15,False,7
600674.SS,-15,False,7
600674.SS,-15,False,7
600674.SS,-15,False,7
600795.SS,-15,False,10
600795.SS,-15,False,10
600795.SS,-15,True,10
600795.SS,-15,False,10
600795.SS,-15,False,10
600795.SS,-15,False,10
600795.SS,-15,False,10
600795.SS,-15,True,10
600795.SS,-15,False,10
600795.SS,-15,False,10
600886.SS,-15,False,0
600905.SS,-15,False,0
600995.SS,-15,False,0
601088.SS,-15,False,10
601088.SS,-15,False,10
601088.SS,-15,False,10
601088.SS,-15,False,10
