Instrument,Segment Name,year
5711.T,High-performance products,FY-2
600011.SS,Other divisions,FY-2
600011.SS,Overseas Power Division,FY-2
600011.SS,China Power Division,FY-2
600025.SS,Others,FY-2
600025.SS,Electricity,FY-2
600116.SS,Design and Installation,FY-2
600116.SS,Electricity,FY-2
600116.SS,Others,FY-2
600116.SS,Eliminations,FY-2
600116.SS,Manganese Industry Sector,FY-2
600236.SS,Hydraulic power generation,FY-2
600236.SS,Other,FY-2
600236.SS,Thermal power generation,FY-2
600236.SS,Wind power generation,FY-2
600236.SS,Other division,FY-2
600409.SS,Electricity & Steam,FY-2
600409.SS,Chemical Industry,FY-2
600409.SS,Intercompany Elimination,FY-2
600409.SS,Other,FY-2
600409.SS,Mining,FY-2
600459.SS,,FY-2
600674.SS,Other Operations,FY-2
600674.SS,Electricity Industry,FY-2
600674.SS,Service Business,FY-2
600674.SS,Software,FY-2
600674.SS,Hardware,FY-2
600795.SS,Heat Energy Generation,FY-2
600795.SS,Others,FY-2
600795.SS,Coal Selling,FY-2
600795.SS,Hydroelectric Power Generation,FY-2
600795.SS,Intercompany Eliminations,FY-2
600795.SS,New energy power generation industry,FY-2
600886.SS,Others,FY-2
600886.SS,Thermal Power,FY-2
600886.SS,"Wind, Photovoltaic and waste to energy",FY-2
600886.SS,Hydropower,FY-2
600905.SS,,FY-2
600995.SS,Power Industry,FY-2
600995.SS,Design,FY-2
600995.SS,Eliminations,FY-2
600995.SS,Service,FY-2
601088.SS,Undistributed,FY-2
601088.SS,Harbor,FY-2
601088.SS,Railroad,FY-2
601088.SS,Shipping,FY-2
601088.SS,Coal,FY-2
601088.SS,Electric Power Generation,FY-2
601088.SS,Coal chemical,FY-2
601088.SS,Eliminations,FY-2
6013.T,Eliminations and Corporate,FY-2
6013.T,Business Environment and Energy (Domestic),FY-2
6013.T,Business Environment and Energy (Overseas),FY-2
6013.T,Thermal energy consumer business,FY-2
6013.T,Business equipment and systems,FY-2
601778.SS,EPC business of photovoltaic power station,FY-2
601778.SS,Photovoltaic power generation operation business,FY-2
601778.SS,Other Business,FY-2
601991.SS,Power Generation,FY-2
601991.SS,Other,FY-2
601991.SS,Coal Sales,FY-2
603212.SS,Photovoltaic power generation,FY-2
603212.SS,Electronic and electrical materials,FY-2
603212.SS,Photovoltaic materials,FY-2
603212.SS,others,FY-2
603212.SS,Trading of other photovoltaic materials,FY-2
603212.SS,"Semiconductor, electrical, transportation and transportation materials industry",FY-2
603212.SS,Repair materials for photovoltaic power plants,FY-2
6504.T,Other,FY-2
6504.T,Eliminations and Corporate,FY-2
6504.T,Electronic Devices Business,FY-2
6504.T,Food Circulation,FY-2
6504.T,Generation,FY-2
6504.T,Power Electronics System· Industry Solution,FY-2
6504.T,Power Electronics System· Energy Solution,FY-2
6806.TW,Other,FY-2
6806.TW,Elimination,FY-2
6806.TW,Fuwei Energy,FY-2
6806.TW,Senwei Energy,FY-2
6806.TW,Fuwei Power,FY-2
688599.SS,Smart Energy,FY-2
688599.SS,Photovoltaic Power Station Construction Management,FY-2
688599.SS,System Products,FY-2
688599.SS,Photovoltaic Products,FY-2
8031.T,Consumer Industries,FY-2
8031.T,Other,FY-2
8031.T,Metal Resources,FY-2
8031.T,Energy,FY-2
8031.T,Machinery & Infrastructure Projects,FY-2
8031.T,Chemicals,FY-2
8031.T,Steel Products Business,FY-2
8031.T,Capacity Driving of nest genetation business,FY-2
8031.T,Eliminations and Corporate Elimination,FY-2
9505.T,Eliminations and Corporate,FY-2
9505.T,Other,FY-2
9505.T,Power generation and Sales business,FY-2
9505.T,Power distribution business,FY-2
9513.T,Eliminations and Corporate,FY-2
9513.T,Other Businesses,FY-2
9513.T,Electric Power Industry,FY-2
9513.T,Power-Related Businesses Peripheral,FY-2
9513.T,Overseas Business,FY-2
9531.T,Gas,FY-2
9531.T,Other Businesses,FY-2
9531.T,Eliminations and Corporate,FY-2
9531.T,Immovable property,FY-2
9531.T,Real Estate,FY-2
9531.T,Energy-related,FY-2
9531.T,Electricity,FY-2
9531.T,Overseas,FY-2
A2.MI,Other Services,FY-2
A2.MI,Eliminations,FY-2
A2.MI,Environment,FY-2
A2.MI,Commercial,FY-2
A2.MI,Generation and Trading,FY-2
A2.MI,Smart Infrastructures,FY-2
ACOx.TO,Corporate & Others,FY-2
ACOx.TO,Structures & Logistics,FY-2
ACOx.TO,Canadian Utilities Limited - Corporate & Other,FY-2
ACOx.TO,Canadian Utilities Limited - Energy Infrastructure,FY-2
ACOx.TO,Canadian Utilities Limited - Utilities,FY-2
ACOx.TO,Neltume Ports,FY-2
ADAI.NS,Transmission,FY-2
ADAI.NS,Trading,FY-2
ADAI.NS,Mumbai GTD Business,FY-2
AEP.OQ,General and Marketing,FY-2
AEP.OQ,Corporate & Other,FY-2
AEP.OQ,Vertically integrated Utilities,FY-2
AEP.OQ,Reconciling Adjustments,FY-2
AEP.OQ,AEP Transmission Holdco,FY-2
AEP.OQ,Transmission & Distribution utilities,FY-2
AES.N,MCAC SBU,FY-2
AES.N,Corporate and Other,FY-2
AES.N,Elimination,FY-2
AES.N,Eurasia SBU,FY-2
AES.N,South America SBU,FY-2
AES.N,US and Utilities SBU,FY-2
AEV.PS,Parent Company and Others,FY-2
AEV.PS,Food Manufacturing,FY-2
AEV.PS,Financial Services,FY-2
AEV.PS,Power,FY-2
AEV.PS,Eliminations,FY-2
AEV.PS,Real Estate,FY-2
AEV.PS,Infrastracture,FY-2
ALS.TO,Project Generation,FY-2
ALS.TO,Joint Ventures,FY-2
ALS.TO,Mineral Royalties,FY-2
ALS.TO,Renewable Royalties,FY-2
AP.PS,Eliminations,FY-2
AP.PS,Power Distribution,FY-2
AP.PS,Parent Company/Others,FY-2
AP.PS,Power Generation,FY-2
ARG.CN,Sale of Cement,FY-2
ARG.CN,Financial Activity,FY-2
ARG.CN,Sale of Energy and Gas,FY-2
ARG.CN,Real Estate,FY-2
ARG.CN,Concessions,FY-2
ARG.CN,Carbon,FY-2
ARG.CN,Adjustments,FY-2
AVA.N,Intersegment Eliminations,FY-2
AVA.N,Avista Utilities,FY-2
AVA.N,Other,FY-2
AVA.N,Alaska Electric Light and Power Company,FY-2
AVNT.NS,Power,FY-2
AVNT.NS,Shrimp Processing,FY-2
AVNT.NS,Shrimp Feed,FY-2
AVNT.NS,Unallocated,FY-2
AWR.N,GSCW Electric,FY-2
AWR.N,GSCW Water,FY-2
AWR.N,ASUS Contracts,FY-2
AY.OQ,Efficient natural gas,FY-2
AY.OQ,Renewable energy,FY-2
AY.OQ,Electric transmission lines,FY-2
AY.OQ,Water,FY-2
BEPC.N,Hydroelectric,FY-2
BEPC.N,Wind,FY-2
BEPC.N,Contribution from equity-accounted investments,FY-2
BEPC.N,Attributable to non-controlling interests,FY-2
BEPC.N,Energy transition,FY-2
BEPC.N,Solar,FY-2
BEP_u.TO,Hydroelectric,FY-2
BEP_u.TO,Wind,FY-2
BEP_u.TO,Corporate,FY-2
BEP_u.TO,Unallocated,FY-2
BEP_u.TO,Energy Transition,FY-2
BEP_u.TO,Solar,FY-2
BKH.N,Corporate,FY-2
BKH.N,Gas Utilities,FY-2
BKH.N,Coal Mining,FY-2
BKH.N,Electric utilities,FY-2
BKH.N,Power Generation,FY-2
BKH.N,Eliminations,FY-2
BKH.N,Mining,FY-2
BN.N,Corporate activities,FY-2
BN.N,Renewable/Power Generating Operations,FY-2
BN.N,Residential Development,FY-2
BN.N,Real Estate,FY-2
BN.N,Private Equity & Finance,FY-2
BN.N,Asset Management,FY-2
BN.N,Infrastructure,FY-2
BP.L,Other businesses & corporate,FY-2
BP.L,Consolidated Adjustment,FY-2
BP.L,Oil production & operations,FY-2
BP.L,Gas & low carbon energy,FY-2
BP.L,Customers & products,FY-2
CBAV3.SA,Nickel,FY-2
CBAV3.SA,Aluminum,FY-2
CBAV3.SA,Eliminations,FY-2
CBAV3.SA,Energy,FY-2
CMIG4.SA,Distribution,FY-2
CMIG4.SA,Gas,FY-2
CMIG4.SA,Elimination,FY-2
CMIG4.SA,Generation,FY-2
CMIG4.SA,Transmission,FY-2
CMIG4.SA,Other,FY-2
CMS.N,Gas Utility,FY-2
CMS.N,Enterprises,FY-2
CMS.N,Electric Utility,FY-2
CPFE3.SA,Power Generation,FY-2
CPFE3.SA,Other,FY-2
CPFE3.SA,Energy Trading,FY-2
CPFE3.SA,Energy Distribution,FY-2
CPFE3.SA,Services,FY-2
CRBR.NS,Intersegment Revenue,FY-2
CRBR.NS,Power,FY-2
CRBR.NS,IT Services,FY-2
CRBR.NS,Electrominerals,FY-2
CRBR.NS,Ceramics,FY-2
CRBR.NS,Abrasives,FY-2
CSNA3.SA,Steel and New Businesses,FY-2
CSNA3.SA,Energy and Infrastructure,FY-2
CSNA3.SA,Eliminations,FY-2
CSNA3.SA,Mining,FY-2
CSNA3.SA,Railway Logistics,FY-2
CSNA3.SA,Port Logistics,FY-2
CSNA3.SA,Cement,FY-2
CU.TO,Corporate and other,FY-2
CU.TO,Energy Infrastructure,FY-2
CU.TO,Intersegment Eliminations,FY-2
CU.TO,Utilities - Electricity,FY-2
CU.TO,Utilities - Eliminations,FY-2
CU.TO,Utilities - Natural Gas,FY-2
DEHr.AT,Generation,FY-2
DEHr.AT,Mines,FY-2
DEHr.AT,Eliminations,FY-2
DEHr.AT,Supply,FY-2
DEHr.AT,Distribution Network,FY-2
DEHr.AT,HEDNO,FY-2
DEHr.AT,Groups Other companies,FY-2
DUK.N,Eliminations And Minority Interest,FY-2
DUK.N,Other,FY-2
DUK.N,Gas Utilities and Infrastructure,FY-2
DUK.N,Electric Utilities and Infrastructure,FY-2
EDP.LS,Other,FY-2
EDP.LS,Intragroup,FY-2
EDP.LS,Adjustments,FY-2
EDP.LS,Networks,FY-2
EDP.LS,Renewables,FY-2
EDP.LS,Client Solutions & Energy Management,FY-2
ELE.MC,Spanish & Portuguese Distribution,FY-2
ELE.MC,Spanish & Portuguese Generation,FY-2
ELE.MC,Spanish & Portuguese Structure,FY-2
ELE.MC,Spanish & Portuguese Other & Eliminations,FY-2
ELET6.SA,Transmission,FY-2
ELET6.SA,Generation,FY-2
ELET6.SA,Administration,FY-2
ELET6.SA,Eliminations,FY-2
EMA.TO,Other,FY-2
EMA.TO,Inter-Segment Eliminations,FY-2
EMA.TO,Other Electric Utilities,FY-2
EMA.TO,Gas Utilities and Infrastructure,FY-2
EMA.TO,Canadian Electric Utilities,FY-2
EMA.TO,Florida Electric Utility,FY-2
ENAE.WA,Trading,FY-2
ENAE.WA,Production,FY-2
ENAE.WA,Other,FY-2
ENAE.WA,Eliminations,FY-2
ENAE.WA,Distribution,FY-2
ENAE.WA,Extraction,FY-2
ENEI.MI,Renewable Energy,FY-2
ENEI.MI,Generation and Energy Management,FY-2
ENEI.MI,Adjustments/Eliminations,FY-2
ENEI.MI,"Other, Eliminations and Adjustments",FY-2
ENEI.MI,Other Sales and Services,FY-2
ENEI.MI,Corporate,FY-2
ENEI.MI,Service & Other Activities,FY-2
ENEI.MI,Enel X,FY-2
ENEI.MI,Final markets,FY-2
ENEI.MI,Infrastructures and Networks,FY-2
ENGIE.PA,Eliminations,FY-2
ENGIE.PA,Other,FY-2
ENGIE.PA,Latin America,FY-2
ENGIE.PA,France,FY-2
ENGIE.PA,USA & Canada,FY-2
ENGIE.PA,"Middle East, Africa & Asia",FY-2
ENGIE.PA,Rest of Europe,FY-2
ENJSA.IS,Elimination,FY-2
ENJSA.IS,Undistubuted,FY-2
ENJSA.IS,Retail,FY-2
ENJSA.IS,Distribution,FY-2
ENLT.TA,Adjustments,FY-2
ENLT.TA,Wind,FY-2
ENLT.TA,PV,FY-2
ENLT.TA,Management and Establishment,FY-2
EONGn.DE,Renewable Energy Generation,FY-2
EONGn.DE,Customer Solutions - UK,FY-2
EONGn.DE,Consolidation,FY-2
EONGn.DE,Customer Solutions - Other,FY-2
EONGn.DE,PreussenElektra,FY-2
EONGn.DE,Corporate Functions/Other,FY-2
EONGn.DE,Energy Network Germany,FY-2
EONGn.DE,Energy Networks Sweden,FY-2
EONGn.DE,Customer Solutions - Germany,FY-2
EONGn.DE,Energy Networks CEE/Turkey,FY-2
EONGn.DE,Generation Turkey,FY-2
EONGn.DE,Customer Solutions,FY-2
ETR.N,All Other,FY-2
ETR.N,Eliminations,FY-2
ETR.N,Entergy Wholsale commodoties,FY-2
ETR.N,Utility,FY-2
EXC.OQ,BGE,FY-2
EXC.OQ,ComEd,FY-2
EXC.OQ,Corporate/Other,FY-2
EXC.OQ,PECO,FY-2
EXC.OQ,Intersegment Eliminations,FY-2
EXC.OQ,PHI,FY-2
FGEN.PS,Elimination,FY-2
FGEN.PS,FGP,FY-2
FGEN.PS,FG Hydro,FY-2
FGEN.PS,FGPC,FY-2
FGEN.PS,Others,FY-2
FGEN.PS,EDC,FY-2
FGEN.PS,Prime Meridian,FY-2
FGEN.PS,FNPC,FY-2
FORTUM.HE,Russia,FY-2
FORTUM.HE,Generation,FY-2
FORTUM.HE,Other Operations,FY-2
FORTUM.HE,Netting of Nord Pool Transactions,FY-2
FORTUM.HE,City Solutions,FY-2
FORTUM.HE,Elimination,FY-2
FORTUM.HE,Consumer Solutions,FY-2
FORTUM.HE,Uniper,FY-2
FTEK.OQ,Air Pollution Control,FY-2
FTEK.OQ,Fuel Chem,FY-2
FTS.TO,Other Electric,FY-2
FTS.TO,Corporate and other,FY-2
FTS.TO,Intersegment eliminations,FY-2
FTS.TO,Fortis Alberta,FY-2
FTS.TO,Energy infrastructure,FY-2
FTS.TO,FortisBC Energy,FY-2
FTS.TO,Fortis BC Electric,FY-2
FTS.TO,Central Hudson,FY-2
FTS.TO,UNS Energy,FY-2
FTS.TO,ITC,FY-2
GEG.HM,Power Production and Provider,FY-2
GEG.HM,Construction Activities (Hydropower and Commercial),FY-2
GEG.HM,Selling merchandise (solar battery),FY-2
GEG.HM,Services Activities (Maintain & Operate Hydropower plant),FY-2
GEG.HM,Eliminations,FY-2
GPSC.BK,Others,FY-2
GPSC.BK,Independent Power,FY-2
GPSC.BK,Small Power,FY-2
HARL.L,Head Office,FY-2
HARL.L,Commercial,FY-2
HARL.L,Renewables,FY-2
HARL.L,Cruise & Ferry,FY-2
HDG.HM,Eliminations,FY-2
HDG.HM,Others,FY-2
HDG.HM,Real Estate,FY-2
HDG.HM,Construction,FY-2
HDG.HM,Hydroelectric,FY-2
HE.N,Electric Utility,FY-2
HE.N,Other,FY-2
HE.N,Bank,FY-2
HEGL.NS,Power generation,FY-2
HEGL.NS,Graphite ( including other carbon products ),FY-2
HEGL.NS,Unallocable items/Others,FY-2
HOLMb.ST,FOREST,FY-2
HOLMb.ST,WOOD PRODUCTS,FY-2
HOLMb.ST,GROUP-WIDE AND OTHER,FY-2
HOLMb.ST,PAPER BOARD,FY-2
HOLMb.ST,PAPER,FY-2
HOLMb.ST,RENEWABLE ENERGY,FY-2
IBE.MC,Other Business,FY-2
IBE.MC,Renewable Energy,FY-2
IBE.MC,Networks,FY-2
IBE.MC,Electricity Generation/Liberalized,FY-2
IDA.N,All Other,FY-2
IDA.N,Eliminations,FY-2
IDA.N,Utility Operations,FY-2
IDC.HN,,FY-2
LIGT3.SA,Eliminations,FY-2
LIGT3.SA,Distribution,FY-2
LIGT3.SA,Generation,FY-2
LIGT3.SA,Commercialization,FY-2
LIGT3.SA,Services,FY-2
MGEE.OQ,Non Regulated Energy,FY-2
MGEE.OQ,Gas,FY-2
MGEE.OQ,Eliminations,FY-2
MGEE.OQ,Electric,FY-2
MPLF.PSX,Inter segment elimnation,FY-2
MPLF.PSX,Power generation,FY-2
MPLF.PSX,Cement manufacturing,FY-2
NCLI.NS,Ready Mix Concrete Division,FY-2
NCLI.NS,Energy Division,FY-2
NCLI.NS,Cement Division,FY-2
NCLI.NS,Boards Division,FY-2
NCLI.NS,Unallocated,FY-2
NCLI.NS,Doors,FY-2
NEOE3.SA,,FY-2
NLCI.NS,Lignite Mining,FY-2
NLCI.NS,Power Generation,FY-2
NRG.N,West/Services/Other,FY-2
NRG.N,Elimination,FY-2
NRG.N,East,FY-2
NRG.N,Texas,FY-2
NTPC.NS,Others,FY-2
NTPC.NS,Generation of energy,FY-2
ODAS.IS,Energy Production,FY-2
ODAS.IS,Energy Trading,FY-2
ODAS.IS,Eliminations,FY-2
ODAS.IS,Other,FY-2
ODAS.IS,Mining,FY-2
ORK.OL,Financial Investments,FY-2
ORK.OL,Orkla Foods Ingredients,FY-2
ORK.OL,Orkla Confectionery & Snacks,FY-2
ORK.OL,Hydro Power,FY-2
ORK.OL,Orkla Care,FY-2
ORK.OL,Elimination,FY-2
ORK.OL,Orkla Foods,FY-2
ORK.OL,Eliminations Group,FY-2
ORK.OL,HK,FY-2
ORK.OL,Customer Investments,FY-2
PAFO.NS,Food Products,FY-2
PAFO.NS,Wind Turbine Power Generation,FY-2
PAFO.NS,Oil,FY-2
PAFO.NS,Vanaspati,FY-2
PAFO.NS,Unallocable,FY-2
PAFO.NS,Others,FY-2
PAFO.NS,Extractions,FY-2
PC1.HM,Construction,FY-2
PC1.HM,Hydroelectricity,FY-2
PC1.HM,Other Activities,FY-2
PC1.HM,Manufacturing,FY-2
PC1.HM,Real Estate,FY-2
PC1.HM,Selling,FY-2
PEG.N,Other,FY-2
PEG.N,PSE&G,FY-2
PEG.N,PSEG Power & Other,FY-2
PEG.N,Eliminations,FY-2
PGRD.NS,Consultancy Services,FY-2
PGRD.NS,Transmission Services,FY-2
PGRD.NS,Telecom Services,FY-2
PGRD.NS,Inter Segment Revenue,FY-2
PIF.TO,Geothermal Project,FY-2
PIF.TO,Others,FY-2
PIF.TO,Hydroelectric Project,FY-2
PTCI.NS,Unallocated,FY-2
PTCI.NS,Power Trading,FY-2
PTCI.NS,Investments,FY-2
RATCH.BK,Domestic Electricity Generating,FY-2
RATCH.BK,Others,FY-2
RATCH.BK,Renewable Energy,FY-2
RATCH.BK,International Power Projects,FY-2
RITS.NS,Consultancy - Abroad,FY-2
RITS.NS,Consultancy - Domestic,FY-2
RITS.NS,Export Sale,FY-2
RITS.NS,Leasing -Domestic,FY-2
RITS.NS,Turnkey Construction Projects -Domestic,FY-2
RITS.NS,Power Generation,FY-2
ROH2O.BX,Electricity Supply,FY-2
ROH2O.BX,Inter Segment Eliminations,FY-2
ROH2O.BX,Electricity Generation,FY-2
RWEG.DE,Other/Consolidation,FY-2
RWEG.DE,Supply & Trading,FY-2
RWEG.DE,Intercompany Eliminations,FY-2
RWEG.DE,Coal/Nuclear,FY-2
RWEG.DE,Offshore wind,FY-2
RWEG.DE,onshore Wind/ Solar,FY-2
RWEG.DE,Hydro/Biomass/Gas,FY-2
SHEL.L,Chemicals,FY-2
SHEL.L,Corporate and Other,FY-2
SHEL.L,Oil Products,FY-2
SHEL.L,Upstream,FY-2
SHEL.L,Integrated Gas,FY-2
SO.N,Reconciling Eliminations,FY-2
SO.N,All Other,FY-2
SO.N,Eliminations,FY-2
SO.N,Traditional Electric Operating Companies,FY-2
SO.N,Southern Power,FY-2
SO.N,Southern Company Gas,FY-2
SPI.OQ,Solar energy products and services,FY-2
SRG.MI,Natural gas-Tansportation,FY-2
SRG.MI,Re-Gasification (Regulated),FY-2
SRG.MI,Storage of natural gas,FY-2
SRG.MI,Corporate,FY-2
SSE.L,Corporate unallocated,FY-2
SSE.L,Gas Storage,FY-2
SSE.L,Electricity Transmission,FY-2
SSE.L,Thermal Generation,FY-2
SSE.L,Enterprise,FY-2
SSE.L,Airtricity,FY-2
SSE.L,Business Energy,FY-2
SSE.L,Electricity Distribution,FY-2
SSE.L,Renewables,FY-2
SSE.L,EPM,FY-2
SVT.L,Corporate and other,FY-2
SVT.L,Business Services,FY-2
SVT.L,Regulated Water and Waste Water,FY-2
SVT.L,Unallocated,FY-2
SXC.N,Domestic Coke,FY-2
SXC.N,Logistics,FY-2
SXC.N,Brazil Coke,FY-2
SXC.N,Elimination,FY-2
SXC.N,Logistics intersegment sales,FY-2
TA.TO,Corporate/Other,FY-2
TA.TO,Hydro,FY-2
TA.TO,Gas,FY-2
TA.TO,Energy Marketing,FY-2
TA.TO,Wind and solar,FY-2
TA.TO,Equity accounted investments,FY-2
TA.TO,Energy Transition,FY-2
TCIL.NS,Frieght Division,FY-2
TCIL.NS,Energy Division,FY-2
TCIL.NS,Supply Chain Solution Division,FY-2
TCIL.NS,Seaways Division,FY-2
TCIL.NS,Unallocated income/expenditure,FY-2
TCIL.NS,Inter Company Revenue,FY-2
TTPW.NS,Others,FY-2
TTPW.NS,Inter-Segment Revenue,FY-2
TTPW.NS,Transmission and Distribution,FY-2
TTPW.NS,Renewables,FY-2
TTPW.NS,Generation,FY-2
UN01.DE,Administration/Consolidation,FY-2
UN01.DE,European Generation,FY-2
UN01.DE,International Power Generation,FY-2
UN01.DE,Global Commodities,FY-2
UNACEMC1.LM,Adjustment,FY-2
UNACEMC1.LM,Cement,FY-2
UNACEMC1.LM,Concrete,FY-2
UNACEMC1.LM,Electric Energy,FY-2
UNACEMC1.LM,Other,FY-2
VERB.VI,Reconciliation/Consolidation,FY-2
VERB.VI,All other segments,FY-2
VERB.VI,Renewable Generation,FY-2
VERB.VI,Grid,FY-2
VERB.VI,Sales,FY-2
VERB.VI,Hydro,FY-2
XEL.OQ,Regulated Electric,FY-2
XEL.OQ,All Other,FY-2
XEL.OQ,Reconciling Eliminations,FY-2
XEL.OQ,Regulated Natural Gas,FY-2
