Instrument,year,has ren segment,number of segments
000537.SZ,-18,False,0
000539.SZ,-18,False,2
000539.SZ,-18,False,2
000629.SZ,-18,False,7
000629.SZ,-18,False,7
000629.SZ,-18,False,7
000629.SZ,-18,False,7
000629.SZ,-18,False,7
000629.SZ,-18,False,7
000629.SZ,-18,False,7
000883.SZ,-18,False,0
002060.SZ,-18,False,6
002060.SZ,-18,False,6
002060.SZ,-18,False,6
002060.SZ,-18,False,6
002060.SZ,-18,False,6
002060.SZ,-18,False,6
002545.SZ,-18,False,0
071320.KS,-18,False,0
1811.HK,-18,False,0
2083.SE,-18,False,0
2380.HK,-18,False,0
300569.SZ,-18,False,0
300772.SZ,-18,False,0
3038.T,-18,False,0
5110.SE,-18,False,0
5711.T,-18,False,8
5711.T,-18,False,8
5711.T,-18,False,8
5711.T,-18,False,8
5711.T,-18,False,8
5711.T,-18,False,8
5711.T,-18,False,8
5711.T,-18,False,8
600011.SS,-18,False,0
600025.SS,-18,False,0
600116.SS,-18,False,10
600116.SS,-18,False,10
600116.SS,-18,False,10
600116.SS,-18,False,10
600116.SS,-18,False,10
600116.SS,-18,False,10
600116.SS,-18,False,10
600116.SS,-18,False,10
600116.SS,-18,False,10
600116.SS,-18,False,10
600236.SS,-18,False,4
600236.SS,-18,False,4
600236.SS,-18,False,4
600236.SS,-18,False,4
600409.SS,-18,False,0
600459.SS,-18,False,0
600674.SS,-18,False,7
600674.SS,-18,False,7
600674.SS,-18,False,7
600674.SS,-18,False,7
600674.SS,-18,False,7
600674.SS,-18,False,7
600674.SS,-18,False,7
600795.SS,-18,False,3
600795.SS,-18,False,3
600795.SS,-18,True,3
600886.SS,-18,False,0
600905.SS,-18,False,0
600995.SS,-18,False,0
601088.SS,-18,False,2
601088.SS,-18,False,2
6013.T,-18,False,5
6013.T,-18,False,5
6013.T,-18,False,5
6013.T,-18,False,5
6013.T,-18,False,5
601778.SS,-18,False,0
601991.SS,-18,False,2
601991.SS,-18,False,2
603212.SS,-18,False,0
6504.T,-18,False,6
6504.T,-18,False,6
6504.T,-18,False,6
6504.T,-18,False,6
6504.T,-18,False,6
6504.T,-18,False,6
6806.TW,-18,False,0
688599.SS,-18,False,0
8031.T,-18,False,10
8031.T,-18,False,10
8031.T,-18,False,10
8031.T,-18,False,10
8031.T,-18,False,10
8031.T,-18,False,10
8031.T,-18,False,10
8031.T,-18,False,10
8031.T,-18,False,10
8031.T,-18,False,10
9505.T,-18,False,3
9505.T,-18,False,3
9505.T,-18,False,3
9513.T,-18,False,3
9513.T,-18,False,3
9513.T,-18,False,3
9531.T,-18,False,6
9531.T,-18,False,6
9531.T,-18,False,6
9531.T,-18,False,6
9531.T,-18,False,6
9531.T,-18,False,6
A2.MI,-18,False,5
A2.MI,-18,False,5
A2.MI,-18,False,5
A2.MI,-18,False,5
A2.MI,-18,False,5
ACOx.TO,-18,False,5
ACOx.TO,-18,False,5
ACOx.TO,-18,False,5
ACOx.TO,-18,False,5
ACOx.TO,-18,True,5
ADAI.NS,-18,False,0
AEP.OQ,-18,False,5
AEP.OQ,-18,False,5
AEP.OQ,-18,False,5
AEP.OQ,-18,False,5
AEP.OQ,-18,False,5
AES.N,-18,False,8
AES.N,-18,False,8
AES.N,-18,False,8
AES.N,-18,False,8
AES.N,-18,False,8
AES.N,-18,False,8
AES.N,-18,False,8
AES.N,-18,False,8
AEV.PS,-18,True,5
AEV.PS,-18,False,5
AEV.PS,-18,False,5
AEV.PS,-18,False,5
AEV.PS,-18,False,5
ALS.TO,-18,False,0
AP.PS,-18,False,4
AP.PS,-18,False,4
AP.PS,-18,False,4
AP.PS,-18,True,4
ARG.CN,-18,False,0
AVA.N,-18,False,5
AVA.N,-18,False,5
AVA.N,-18,False,5
AVA.N,-18,False,5
AVA.N,-18,False,5
AVNT.NS,-18,False,0
AWR.N,-18,False,4
AWR.N,-18,False,4
AWR.N,-18,False,4
AWR.N,-18,False,4
AY.OQ,-18,False,0
BEPC.N,-18,False,0
BEP_u.TO,-18,False,0
BKH.N,-18,False,8
BKH.N,-18,False,8
BKH.N,-18,False,8
BKH.N,-18,False,8
BKH.N,-18,False,8
BKH.N,-18,False,8
BKH.N,-18,False,8
BKH.N,-18,False,8
BN.N,-18,False,0
BP.L,-18,False,5
BP.L,-18,False,5
BP.L,-18,False,5
BP.L,-18,False,5
BP.L,-18,False,5
CBAV3.SA,-18,False,0
CMIG4.SA,-18,False,0
CMS.N,-18,False,5
CMS.N,-18,False,5
CMS.N,-18,False,5
CMS.N,-18,False,5
CMS.N,-18,False,5
CPFE3.SA,-18,False,0
CRBR.NS,-18,False,6
CRBR.NS,-18,False,6
CRBR.NS,-18,False,6
CRBR.NS,-18,False,6
CRBR.NS,-18,False,6
CRBR.NS,-18,False,6
CSNA3.SA,-18,False,2
CSNA3.SA,-18,False,2
CU.TO,-18,False,5
CU.TO,-18,False,5
CU.TO,-18,False,5
CU.TO,-18,False,5
CU.TO,-18,False,5
DEHr.AT,-18,True,5
DEHr.AT,-18,False,5
DEHr.AT,-18,False,5
DEHr.AT,-18,False,5
DEHr.AT,-18,False,5
DUK.N,-18,False,8
DUK.N,-18,False,8
DUK.N,-18,False,8
DUK.N,-18,False,8
DUK.N,-18,False,8
DUK.N,-18,False,8
DUK.N,-18,False,8
DUK.N,-18,False,8
EDP.LS,-18,False,8
EDP.LS,-18,False,8
EDP.LS,-18,True,8
EDP.LS,-18,False,8
EDP.LS,-18,False,8
EDP.LS,-18,False,8
EDP.LS,-18,False,8
EDP.LS,-18,False,8
ELE.MC,-18,False,0
ELET6.SA,-18,False,0
EMA.TO,-18,False,3
EMA.TO,-18,False,3
EMA.TO,-18,False,3
ENAE.WA,-18,False,0
ENEI.MI,-18,False,5
ENEI.MI,-18,False,5
ENEI.MI,-18,False,5
ENEI.MI,-18,False,5
ENEI.MI,-18,False,5
ENGIE.PA,-18,False,9
ENGIE.PA,-18,False,9
ENGIE.PA,-18,False,9
ENGIE.PA,-18,False,9
ENGIE.PA,-18,False,9
ENGIE.PA,-18,False,9
ENGIE.PA,-18,False,9
ENGIE.PA,-18,False,9
ENGIE.PA,-18,False,9
ENJSA.IS,-18,False,0
ENLT.TA,-18,False,0
EONGn.DE,-18,False,0
ETR.N,-18,False,4
ETR.N,-18,False,4
ETR.N,-18,False,4
ETR.N,-18,False,4
EXC.OQ,-18,False,5
EXC.OQ,-18,False,5
EXC.OQ,-18,False,5
EXC.OQ,-18,False,5
EXC.OQ,-18,False,5
FGEN.PS,-18,False,0
FORTUM.HE,-18,False,6
FORTUM.HE,-18,False,6
FORTUM.HE,-18,False,6
FORTUM.HE,-18,False,6
FORTUM.HE,-18,False,6
FORTUM.HE,-18,False,6
FTEK.OQ,-18,False,3
FTEK.OQ,-18,False,3
FTEK.OQ,-18,False,3
FTS.TO,-18,False,10
FTS.TO,-18,True,10
FTS.TO,-18,False,10
FTS.TO,-18,False,10
FTS.TO,-18,False,10
FTS.TO,-18,True,10
FTS.TO,-18,False,10
FTS.TO,-18,False,10
FTS.TO,-18,True,10
FTS.TO,-18,True,10
GEG.HM,-18,False,0
GPSC.BK,-18,False,0
HARL.L,-18,False,0
HDG.HM,-18,False,0
HE.N,-18,False,3
HE.N,-18,False,3
HE.N,-18,False,3
HEGL.NS,-18,True,3
HEGL.NS,-18,False,3
HEGL.NS,-18,False,3
HOLMb.ST,-18,False,6
HOLMb.ST,-18,False,6
HOLMb.ST,-18,False,6
HOLMb.ST,-18,True,6
HOLMb.ST,-18,False,6
HOLMb.ST,-18,False,6
IBE.MC,-18,False,7
IBE.MC,-18,True,7
IBE.MC,-18,True,7
IBE.MC,-18,False,7
IBE.MC,-18,True,7
IBE.MC,-18,False,7
IBE.MC,-18,False,7
IDA.N,-18,False,4
IDA.N,-18,False,4
IDA.N,-18,False,4
IDA.N,-18,False,4
IDC.HN,-18,False,0
LIGT3.SA,-18,False,0
MGEE.OQ,-18,False,6
MGEE.OQ,-18,False,6
MGEE.OQ,-18,False,6
MGEE.OQ,-18,False,6
MGEE.OQ,-18,False,6
MGEE.OQ,-18,False,6
MPLF.PSX,-18,False,0
NCLI.NS,-18,False,0
NEOE3.SA,-18,False,0
NLCI.NS,-18,False,4
NLCI.NS,-18,False,4
NLCI.NS,-18,False,4
NLCI.NS,-18,False,4
NRG.N,-18,False,4
NRG.N,-18,False,4
NRG.N,-18,True,4
NRG.N,-18,False,4
NTPC.NS,-18,False,2
NTPC.NS,-18,False,2
ODAS.IS,-18,False,0
ORK.OL,-18,False,18
ORK.OL,-18,False,18
ORK.OL,-18,False,18
ORK.OL,-18,False,18
ORK.OL,-18,False,18
ORK.OL,-18,False,18
ORK.OL,-18,False,18
ORK.OL,-18,False,18
ORK.OL,-18,False,18
ORK.OL,-18,False,18
ORK.OL,-18,False,18
ORK.OL,-18,False,18
ORK.OL,-18,False,18
ORK.OL,-18,False,18
ORK.OL,-18,False,18
ORK.OL,-18,False,18
ORK.OL,-18,False,18
ORK.OL,-18,False,18
PAFO.NS,-18,False,6
PAFO.NS,-18,False,6
PAFO.NS,-18,False,6
PAFO.NS,-18,False,6
PAFO.NS,-18,False,6
PAFO.NS,-18,False,6
PC1.HM,-18,False,0
PEG.N,-18,False,6
PEG.N,-18,False,6
PEG.N,-18,False,6
PEG.N,-18,False,6
PEG.N,-18,False,6
PEG.N,-18,False,6
PGRD.NS,-18,False,0
PIF.TO,-18,False,0
PTCI.NS,-18,False,0
RATCH.BK,-18,False,0
RITS.NS,-18,False,0
ROH2O.BX,-18,False,0
RWEG.DE,-18,False,5
RWEG.DE,-18,False,5
RWEG.DE,-18,False,5
RWEG.DE,-18,False,5
RWEG.DE,-18,False,5
SHEL.L,-18,False,5
SHEL.L,-18,False,5
SHEL.L,-18,False,5
SHEL.L,-18,False,5
SHEL.L,-18,False,5
SO.N,-18,False,4
SO.N,-18,False,4
SO.N,-18,False,4
SO.N,-18,True,4
SPI.OQ,-18,False,0
SRG.MI,-18,False,5
SRG.MI,-18,False,5
SRG.MI,-18,False,5
SRG.MI,-18,False,5
SRG.MI,-18,False,5
SSE.L,-18,False,4
SSE.L,-18,False,4
SSE.L,-18,False,4
SSE.L,-18,False,4
SVT.L,-18,False,6
SVT.L,-18,False,6
SVT.L,-18,False,6
SVT.L,-18,False,6
SVT.L,-18,False,6
SVT.L,-18,False,6
SXC.N,-18,False,0
TA.TO,-18,False,2
TA.TO,-18,True,2
TCIL.NS,-18,False,4
TCIL.NS,-18,False,4
TCIL.NS,-18,False,4
TCIL.NS,-18,False,4
TTPW.NS,-18,False,2
TTPW.NS,-18,True,2
UN01.DE,-18,False,0
UNACEMC1.LM,-18,False,0
VERB.VI,-18,False,5
VERB.VI,-18,False,5
VERB.VI,-18,False,5
VERB.VI,-18,False,5
VERB.VI,-18,False,5
XEL.OQ,-18,False,4
XEL.OQ,-18,False,4
XEL.OQ,-18,False,4
XEL.OQ,-18,False,4
