Instrument,Segment Name,Segment Code,year,Unnamed: 4,TR.F.BUSTOTREVBIZACTIV(SDATE=FY-5).segmentName,TR.F.BUSTOTREVBIZACTIV(SDATE=FY-5).segmentCode,number of segments
VOSG.DE,Consolidation Transportation,,-5,,,,10.0
VOSG.DE,Fastening Systems,336510,-5,,,,10.0
VOSG.DE,Tie Technologies,332722,-5,,,,10.0
VOSG.DE,Consolidation Core segment,,-5,,,,10.0
WALLb.ST,Other,,-5,,,,5.0
WALLb.ST,Eliminations,,-5,,,,5.0
WALLb.ST,Region Gothenburg,"531312, 531311, 531120, 531110",-5,,,,5.0
WALLb.ST,Nature-Energy,"221118, 221122",-5,,,,5.0
WALLb.ST,Region Stockholm,"531311, 531110",-5,,,,5.0
FABG.ST,,,-5,,,,0.0
SAEI.MI,Business Development & Corporate Costs,"541690, 424690",-5,,,,12.0
SAEI.MI,Thermal Insulation,333912,-5,,,,12.0
SAEI.MI,Vacuum Systems,333912,-5,,,,12.0
SAEI.MI,Light Sources,"334419, 334413",-5,,,,12.0
SAEI.MI,SMA Medical Applications,"339113, 331491",-5,,,,12.0
SAEI.MI,Pure Gas Handling,333912,-5,,,,12.0
SAEI.MI,SMA Industrial Applications,331491,-5,,,,12.0
SAEI.MI,Packaging,322220,-5,,,,12.0
SAEI.MI,Sintered Components for Electronic Devices & Lasers,"334510, 334419, 334413",-5,,,,12.0
SAEI.MI,Electronic Devices,334419,-5,,,,12.0
SAEI.MI,Security & Defense,"334419, 333912, 332999",-5,,,,12.0
SAEI.MI,Healthcare Diagnostics,"339113, 334419, 334413, 331491",-5,,,,12.0
ICP.L,IC,"523940, 525910",-5,,,,5.0
ICP.L,Secondary Investments,523940,-5,,,,5.0
ICP.L,Real Estate Investments,523940,-5,,,,5.0
ICP.L,Capital market investments,523940,-5,,,,5.0
ICP.L,Corporate Investments,523940,-5,,,,5.0
ARN.MI,Holding,523910,-5,,,,2.0
ARN.MI,Operating Activities,221118,-5,,,,2.0
LIN.OQ,,,-5,,,,0.0
NIBEb.ST,NIBE Element,333414,-5,,,,5.0
NIBEb.ST,Unallocated,,-5,,,,5.0
NIBEb.ST,NIBE Climate Solutions,333414,-5,,,,5.0
NIBEb.ST,NIBE Stoves,333414,-5,,,,5.0
NIBEb.ST,Eliminations,,-5,,,,5.0
EXEP.PA,Beets Harvesters,"423820, 333912",-5,,,,4.0
EXEP.PA,Agricultural Spraying,"423820, 333912, 325320",-5,,,,4.0
EXEP.PA,Spraying and Watering for garden,"423820, 333912",-5,,,,4.0
EXEP.PA,Industrial Spraying,"333248, 333912",-5,,,,4.0
PANDXb.ST,Operator Activities,721110,-5,,,,2.0
PANDXb.ST,Property Management,531120,-5,,,,2.0
AXFO.ST,Eliminations,,-5,,,,6.0
AXFO.ST,Hemkop,"445110, 424410",-5,,,,6.0
AXFO.ST,Willys,"445110, 424410",-5,,,,6.0
AXFO.ST,Dagab,"445110, 424410",-5,,,,6.0
AXFO.ST,Joint Group,445110,-5,,,,6.0
AXFO.ST,Axfood Snabbgross,445110,-5,,,,6.0
MOWI.OL,Other,,-5,,,,7.0
MOWI.OL,Sales and Marketing MH Consumer Products,"311710, 424460",-5,,,,7.0
MOWI.OL,Eliminations,,-5,,,,7.0
MOWI.OL,Elimination,,-5,,,,7.0
MOWI.OL,Farming,112511,-5,,,,7.0
MOWI.OL,Sales and Marketing MH Markets,"311710, 424460",-5,,,,7.0
MOWI.OL,Fish Feed,311119,-5,,,,7.0
KGH.WA,Consolidation Adjustments,,-5,,,,6.0
KGH.WA,Eliminations,,-5,,,,6.0
KGH.WA,Other Segments,525990,-5,,,,6.0
KGH.WA,Sierra Gorda Project,212230,-5,,,,6.0
KGH.WA,KGHM INTERNATIONAL LTD.,212230,-5,,,,6.0
KGH.WA,KGHM Polska Miedz SA,212230,-5,,,,6.0
AFGA.OL,IFRS Adjustment,,-5,,,,11.0
AFGA.OL,Other,,-5,,,,11.0
AFGA.OL,Other/Eliminations,,-5,,,,11.0
AFGA.OL,Property,"238990, 237990, 236220",-5,,,,11.0
AFGA.OL,Environment,"238990, 237990, 236220",-5,,,,11.0
AFGA.OL,Building,"236118, 236116",-5,,,,11.0
AFGA.OL,Energy,"238990, 237990, 236220",-5,,,,11.0
AFGA.OL,Civil Engineering,"238990, 237990, 236220",-5,,,,11.0
AFGA.OL,Offhore,213112,-5,,,,11.0
AFGA.OL,Eliminations,,-5,,,,11.0
AFGA.OL,Sweden,"562111, 237310, 236220",-5,,,,11.0
UZU.DE,Other Segments,"531120, 423810, 238330",-5,,,,5.0
UZU.DE,South-/Eastern Europe,325520,-5,,,,5.0
UZU.DE,Western Europe - Operating segment,325520,-5,,,,5.0
UZU.DE,Netherlands - Laying Systems,238330,-5,,,,5.0
UZU.DE,Germany -Laying Systems,238330,-5,,,,5.0
CCHE.PA,Hazardous Waste (HW) division,562211,-5,,,,3.0
CCHE.PA,Other,,-5,,,,3.0
CCHE.PA,Non-Hazardous Waste (NHW) division,562219,-5,,,,3.0
ZMP1L.VL,Cheese and cheese procuts,311513,-5,,,,5.0
ZMP1L.VL,Fresh Dairy Products,"311512, 311511",-5,,,,5.0
ZMP1L.VL,Other Products,,-5,,,,5.0
ZMP1L.VL,Dry Milk Products,311514,-5,,,,5.0
ZMP1L.VL,Butter and Fat Mix,311512,-5,,,,5.0
IBG.MC,Wood,321999,-5,,,,3.0
IBG.MC,Electricity Sales,221122,-5,,,,3.0
IBG.MC,Paper,322120,-5,,,,3.0
CEMB.MI,Italy,"332216, 335931, 333991, 333514",-5,,,,4.0
CEMB.MI,Rest of europe,"332216, 335931, 333991, 333514",-5,,,,4.0
CEMB.MI,Elimination of intra group,,-5,,,,4.0
CEMB.MI,Rest of World,"332216, 335931, 333991, 333514",-5,,,,4.0
NVGR.LS,Eliminations,,-5,,,,5.0
NVGR.LS,Other,,-5,,,,5.0
NVGR.LS,Pulp for Market,322110,-5,,,,5.0
NVGR.LS,Paper UWF,322120,-5,,,,5.0
NVGR.LS,Paper Tissue,322230,-5,,,,5.0
PATC.PA,,,-5,,,,0.0
PZV1L.VL,Other Products,311520,-5,,,,4.0
PZV1L.VL,Cheese,311513,-5,,,,4.0
PZV1L.VL,Fresh milk products,"311513, 311512, 311511",-5,,,,4.0
PZV1L.VL,Dry milk products,311514,-5,,,,4.0
WWL.WA,"Services, Materials","311351, 311340",-5,,,,3.0
WWL.WA,Other Products,424450,-5,,,,3.0
WWL.WA,Filled Chocolate,311351,-5,,,,3.0
BARN.S,Eliminations,,-5,,,,6.0
BARN.S,Corporate,,-5,,,,6.0
BARN.S,Americas,"311351, 424490",-5,,,,6.0
BARN.S,Global Cocoa,311351,-5,,,,6.0
BARN.S,EMEA,"311351, 424490",-5,,,,6.0
BARN.S,Asia Pacific,"311351, 424490",-5,,,,6.0
BOND.PA,Fresh Products,311991,-5,,,,2.0
BOND.PA,Canned Food,311421,-5,,,,2.0
STF.PA,Other Businesses,,-5,,,,5.0
STF.PA,Logistics,"541614, 488510, 424460",-5,,,,5.0
STF.PA,International,,-5,,,,5.0
STF.PA,Maritime,"541614, 488510",-5,,,,5.0
STF.PA,Transport,"484230, 484220",-5,,,,5.0
ALCIS.PA,,,-5,,,,0.0
NAFG.DE,Others,,-5,,,,6.0
NAFG.DE,Reconciliation/consolidation,,-5,,,,6.0
NAFG.DE,Metal Refining & Processing,"331420, 331410",-5,,,,6.0
NAFG.DE,Flat Rolled Products,331420,-5,,,,6.0
NAFG.DE,Inter-segment revenue,,-5,,,,6.0
NAFG.DE,Effects from discontinued operatioons,,-5,,,,6.0
HEPr.AT,Refining,324110,-5,,,,7.0
HEPr.AT,Intersegment Adjustments,,-5,,,,7.0
HEPr.AT,Marketing,541910,-5,,,,7.0
HEPr.AT,Exploration & Production,213112,-5,,,,7.0
HEPr.AT,Petrochemicals,324110,-5,,,,7.0
HEPr.AT,Natural Gas & Electric Power,211120,-5,,,,7.0
HEPr.AT,Other,,-5,,,,7.0
SAHN.S,Power Magnetics,334515,-5,,,,3.0
SAHN.S,Industrial division,334515,-5,,,,3.0
SAHN.S,Automotive,334515,-5,,,,3.0
ECVG.DE,Reconciliation,,-5,,,,6.0
ECVG.DE,PV Services,"221114, 523910",-5,,,,6.0
ECVG.DE,Wind Parks,"221115, 523910",-5,,,,6.0
ECVG.DE,PV Parks,"221114, 523910",-5,,,,6.0
ECVG.DE,Asset management,"221118, 523940",-5,,,,6.0
ECVG.DE,Other Companies and Group Functions,,-5,,,,6.0
SWECb.ST,Sweco Sweden,"541330, 541320, 541310",-5,,,,8.0
SWECb.ST,Sweco Norway,541330,-5,,,,8.0
SWECb.ST,Sweco Finland,541310,-5,,,,8.0
SWECb.ST,Sweco Central & Eastern Europe,"541330, 541320, 541310",-5,,,,8.0
SWECb.ST,"Group wide, Eliminations, etc",,-5,,,,8.0
SWECb.ST,Sweco Western Europe,"541330, 541320, 541310",-5,,,,8.0
SWECb.ST,Sweco Netherland,"541330, 541320, 541310",-5,,,,8.0
SWECb.ST,Sweco Denmark,"541320, 541310",-5,,,,8.0
ZIM.AX,,,-5,,,,0.0
GLTN.PA,GL events Venues,"541990, 541410",-5,,,,3.0
GLTN.PA,GL event Exhibitions,"561920, 531120",-5,,,,3.0
GLTN.PA,GL events Live,"541990, 541410",-5,,,,3.0
CEVG.H,Gas Flue Systems,"333414, 326122",-5,,,,4.0
CEVG.H,Consolidation,,-5,,,,4.0
CEVG.H,Medical Technology & Engineering Plastics,"423450, 339112, 326199, 325211",-5,,,,4.0
CEVG.H,Climate Systems,333414,-5,,,,4.0
PNEGn.DE,Electricity Generation,221118,-5,,,,3.0
PNEGn.DE,Project development,"221118, 541690, 333611",-5,,,,3.0
PNEGn.DE,Consolidation,,-5,,,,3.0
ITERA.OL,,,-5,,,,0.0
BITI.PA,,,-5,,,,0.0
SAGAa.ST,,,-5,,,,0.0
PLAKR.AT,,,-5,,,,0.0
MSONb.ST,Intercompany Eliminations,,-5,,,,5.0
MSONb.ST,Sweden,"456191, 325620, 325412, 325411",-5,,,,5.0
MSONb.ST,Norway,"456191, 325620, 325412, 325411",-5,,,,5.0
MSONb.ST,Finland,"456191, 325620, 325412, 325411",-5,,,,5.0
MSONb.ST,Denmark,"424490, 325620, 311514",-5,,,,5.0
GREENY.BR,Fresh,"311423, 311411, 111219, 111211",-5,,,,5.0
GREENY.BR,Elimination,,-5,,,,5.0
GREENY.BR,long fresh,"311423, 311411, 111219, 111211",-5,,,,5.0
GREENY.BR,Hotriculture,"311423, 311411, 111219, 111211",-5,,,,5.0
GREENY.BR,Unallocated,,-5,,,,5.0
LIO.L,,,-5,,,,0.0
ELGr.AT,,,-5,,,,0.0
PBX.WA,,,-5,,,,0.0
BALDb.ST,,,-5,,,,0.0
ASY.PA,Infrastructure Engineering & Ops.,"541614, 541611, 541330",-5,,,,4.0
ASY.PA,Inter-segments,,-5,,,,4.0
ASY.PA,Staffing,541330,-5,,,,4.0
ASY.PA,Holding,523910,-5,,,,4.0
DOV1V.HE,,,-5,,,,0.0
,,,-5,VIE.PA,,,
,,,-5,CAG0n.H,,,
,,,-5,PKN.WA,,,
,,,-5,VVVGn_p.DE,,,
,,,-5,ALLN.S,,,
,,,-5,PSPN.S,,,
,,,-5,IKTr.AT,,,
,,,-5,ORPF.PA,,,
,,,-5,SPSN.S,,,
,,,-5,RWS.L,,,
,,,-5,DAIr.AT,,,
,,,-5,ETTE.HE,,,
,,,-5,EKTG.DE,,,
,,,-5,LSG.OL,,,
,,,-5,KRDr.AT,,,
,,,-5,EVRr.AT,,,
,,,-5,MPCKk.DE,,,
,,,-5,DEQGn.DE,,,
,,,-5,WDIG.H,,,
,,,-5,CLII.MI,,,
,,,-5,HRPKk.DE,,,
,,,-5,CAPMAN.HE,,,
,,,-5,MOBN.S,,,
,,,-5,FBI.CY,,,
,,,-5,SVIK.ST,,,
,,,-5,NEXS.PA,,,
,,,-5,CPHN.S,,,
,,,-5,MORr.AT,,,
,,,-5,EMMN.S,,,
,,,-5,ROSNP.BX,,,
,,,-5,ADDTb.ST,,,
,,,-5,LAGRb.ST,,,
,,,-5,TWSr.AT,,,
,,,-5,JHX.AX,,,
,,,-5,MSTT.MM,,,
,,,-5,KEPr.AT,,,
,,,-5,ITRK.L,,,
,,,-5,AKRN.MM,,,
,,,-5,REJLb.ST,,,
,,,-5,ADXR.MC,,,
,,,-5,PREN.PFT,,,
,,,-5,IGHZ.ZA,,,
,,,-5,GALP.LS,,,
,,,-5,DVLP.WA,,,
,,,-5,AMG.AS,,,
,,,-5,GRNT.MKE,,,
,,,-5,MPT.MKE,,,
,,,-5,JHG.N,,,
,,,-5,LACR.PA,,,
,,,-5,CATb.ST,,,
,,,-5,HWG.L,,,
,,,-5,SOLARb.CO,,,
,,,-5,HEIJ.AS,,,
,,,-5,HRMr.AT,,,
,,,-5,ELSRr.AT,,,
,,,-5,MSZ.WA,,,
,,,-5,JMT.LS,,,
,,,-5,ARDS.AS,,,
,,,-5,FPARa.ST,,,
,,,-5,KLR.L,,,
,,,-5,HEBAb.ST,,,
,,,-5,ATRLJb.ST,,,
,,,-5,III.L,,,
,,,-5,DCC.L,,,
,,,-5,DBG.PA,,,
,,,-5,ASPO.HE,,,
,,,-5,WYWYN.L,,,
,,,-5,GRANG.ST,,,
,,,-5,SGCG.DE,,,
,,,-5,BDXP.WA,,,
,,,-5,SEM.LS,,,
,,,-5,MYTr.AT,,,
,,,-5,MOTA.LS,,,
,,,-5,NWF.L,,,
,,,-5,MOLB.BU,,,
,,,-5,LOUP.PA,,,
,,,-5,KTY.WA,,,
,,,-5,RLP.WA,,,
,,,-5,ECH.WA,,,
,,,-5,SAGO.MM,,,
,,,-5,UPM.HE,,,
,,,-5,NTGNT.CO,,,
,,,-5,FLUX.BR,,,
,,,-5,BDTG.DE,,,
,,,-5,MERG.L,,,
,,,-5,IPX.L,,,
,,,-5,KIE.L,,,
,,,-5,IRC.MI,,,
,,,-5,COGP.WA,,,
,,,-5,BBHKk.H,,,
,,,-5,ICP1V.HE,,,
,,,-5,CAST.ST,,,
,,,-5,ATTP.WA,,,
,,,-5,CICG.LJ,,,
,,,-5,ATGR.ZA,,,
,,,-5,FEN.L,,,
,,,-5,BRKN.S,,,
,,,-5,BVI.PA,,,
,,,-5,OAP3.L,,,
,,,-5,SYSR.ST,,,
,,,-5,ENDUR.OL,,,
,,,-5,MTCM.MI,,,
,,,-5,KMCP.OL,,,
,,,-5,EAST9.ST,,,
,,,-5,RTA4.MC,,,
,,,-5,FREY.PA,,,
,,,-5,MRK1T.TL,,,
,,,-5,EDPR.LS,,,
,,,-5,BREE.L,,,
,,,-5,RAMA.LS,,,
,,,-5,MLCOR.EUA,,,
,,,-5,KLUr.AT,,,
,,,-5,YAR.OL,,,
,,,-5,GTCP.WA,,,
,,,-5,MBH.L,,,
,,,-5,AZMT.MI,,,
,,,-5,PFD.L,,,
,,,-5,GOODG.L,,,
,,,-5,PAYP.L,,,
,,,-5,BEG.L,,,
,,,-5,NEXI.PA,,,
,,,-5,RSTP.L,,,
,,,-5,SEAF.ST,,,
,,,-5,ASCI.MI,,,
,,,-5,AKE.PA,,,
,,,-5,CIEP.WA,,,
,,,-5,M4NG.DE,,,
,,,-5,HRGV.L,,,
,,,-5,TIP.MI,,,
,,,-5,BEGR.ST,,,
,,,-5,SALM.OL,,,
,,,-5,RENE.LS,,,
,,,-5,TGN.BX,,,
,,,-5,EUR.WA,,,
,,,-5,F3CG.DE,,,
,,,-5,DPL.WA,,,
,,,-5,DDJH.ZA,,,
,,,-5,BRK.L,,,
,,,-5,ALSS.LS,,,
,,,-5,NESTE.HE,,,
,,,-5,ATYM.L,,,
,,,-5,PEPP.WA,,,
,,,-5,MARR.MI,,,
,,,-5,TSTL.L,,,
,,,-5,WIHL.ST,,,
,,,-5,AAK.ST,,,
,,,-5,TVE1T.TL,,,
,,,-5,ALFRE.PA,,,
,,,-5,GPEP.PA,,,
,,,-5,SRC.L,,,
,,,-5,COTE.BX,,,
,,,-5,LQAG.DE,,,
,,,-5,TX.N,,,
,,,-5,DRX.L,,,
,,,-5,IMPN.S,,,
,,,-5,KZRUI.RTS,,,
,,,-5,B8AG.DE,,,
,,,-5,VESTUM.ST,,,
,,,-5,BPM.L,,,
,,,-5,VALS.MI,,,
,,,-5,PGHN.S,,,
,,,-5,PATGn.DE,,,
,,,-5,REN.MC,,,
,,,-5,CATE.ST,,,
,,,-5,MGNT.MM,,,
,,,-5,DIOS.ST,,,
,,,-5,B7EG.DE,,,
,,,-5,TEL.N,,,
,,,-5,ALUPG.PA,,,
,,,-5,GAMQ.MC,,,
,,,-5,AUSS.OL,,,
,,,-5,O4BG.DE,,,
,,,-5,OGKB.MM,,,
,,,-5,H5EG.DE,,,
,,,-5,ASHM.L,,,
,,,-5,AER.N,,,
,,,-5,MSTSI.RTS,,,
,,,-5,WXFB.VI,,,
,,,-5,GEMD.L,,,
,,,-5,VZN.S,,,
,,,-5,SERIT.MI,,,
,,,-5,ANNEb.ST,,,
,,,-5,B7C.MI,,,
,,,-5,SRET.L,,,
,,,-5,GSFG.OL,,,
,,,-5,NMAN.ST,,,
,,,-5,HFG.L,,,
,,,-5,OGN.I,,,
,,,-5,FXPO.L,,,
,,,-5,SLRS.MC,,,
,,,-5,TRNF_p.MM,,,
,,,-5,CEZP.PR,,,
,,,-5,BMCP.WA,,,
,,,-5,ALRS.MM,,,
,,,-5,LOOMIS.ST,,,
,,,-5,CLOEb.ST,,,
,,,-5,ESUN.S,,,
,,,-5,INF.L,,,
,,,-5,ATC.WA,,,
,,,-5,PGE.WA,,,
FEES.MM,Grids Repair & Maintenance Services,221122,-5,,,,9.0
FEES.MM,Equipment Installation Income,221122,-5,,,,9.0
FEES.MM,Transmission Fee,221122,-5,,,,9.0
FEES.MM,Electricity Sales,221122,-5,,,,9.0
FEES.MM,Rental Income,531120,-5,,,,9.0
FEES.MM,Research and Development Services,541715,-5,,,,9.0
FEES.MM,Communication Services,221122,-5,,,,9.0
FEES.MM,Design Works,237130,-5,,,,9.0
FEES.MM,Construction Services,237130,-5,,,,9.0
BURF.L,Litigation Insurance,525190,-5,,,,5.0
BURF.L,Investment,525910,-5,,,,5.0
BURF.L,Services and other Coporate,,-5,,,,5.0
BURF.L,New Initiatives,525990,-5,,,,5.0
BURF.L,Investment Management,523940,-5,,,,5.0
STNG.N,Corporate and eliminations,,-5,,,,5.0
STNG.N,MR,483111,-5,,,,5.0
STNG.N,Handymax,483111,-5,,,,5.0
STNG.N,Panamax,483111,-5,,,,5.0
STNG.N,LR2,483111,-5,,,,5.0
BAKKA.OL,"Fish Meal, Oil and Feed",311710,-5,,,,4.0
BAKKA.OL,Farming FO,"311710, 112511",-5,,,,4.0
BAKKA.OL,Value Added Products,"311710, 112511",-5,,,,4.0
BAKKA.OL,Eliminations,,-5,,,,4.0
ORON.S,Orior Refinement,"311615, 311612",-5,,,,4.0
ORON.S,Orior Convenience,311991,-5,,,,4.0
ORON.S,Adjustments and Eliminations,,-5,,,,4.0
ORON.S,Orior International,311991,-5,,,,4.0
JSW.WA,Unallocated,,-5,,,,4.0
JSW.WA,Coke,"212115, 212114",-5,,,,4.0
JSW.WA,Other Segments,,-5,,,,4.0
JSW.WA,Coal,212115,-5,,,,4.0
CHRH.CO,Natural Colors,311999,-5,,,,3.0
CHRH.CO,Health & Nutrition,"325414, 311999",-5,,,,3.0
CHRH.CO,Food Cultures & Enzymes,325199,-5,,,,3.0
DR0G.DE,Other,,-5,,,,4.0
DR0G.DE,Gas,211120,-5,,,,4.0
DR0G.DE,Oil,211120,-5,,,,4.0
DR0G.DE,Gold,212220,-5,,,,4.0
LYB.N,Olefins and Polyolefins - Americas,"325211, 325110",-5,,,,7.0
LYB.N,Intermediates and Derivatives,"325211, 325199, 325110",-5,,,,7.0
LYB.N,Refining and Oxyfuels,324110,-5,,,,7.0
LYB.N,"Olefins and Polyolefins - Europe, Asia, International","325211, 325110",-5,,,,7.0
LYB.N,Other/elim,,-5,,,,7.0
LYB.N,Technology,325220,-5,,,,7.0
LYB.N,APS,"325211, 325199",-5,,,,7.0
MBR.WA,,,-5,,,,0.0
MRKV.MM,Ulianovsk Region,"221122, 221121",-5,,,,8.0
MRKV.MM,Chuvashia Republic,"221122, 221121",-5,,,,8.0
MRKV.MM,Mordovia Republic,"221122, 221121",-5,,,,8.0
MRKV.MM,Other Segments,"221122, 221121",-5,,,,8.0
MRKV.MM,Penza Region,"221122, 221121",-5,,,,8.0
MRKV.MM,Samara Region,"221122, 221121",-5,,,,8.0
MRKV.MM,Orenburg Region,"221122, 221121",-5,,,,8.0
MRKV.MM,Saratov Region,"221122, 221121",-5,,,,8.0
JUP.L,,,-5,,,,0.0
MLGP.WA,,,-5,,,,0.0
IVS.MI,Spain,"445132, 532490",-5,,,,6.0
IVS.MI,Coin Group,"445132, 532490",-5,,,,6.0
IVS.MI,Switzerland,"445132, 532490",-5,,,,6.0
IVS.MI,France,"445132, 532490",-5,,,,6.0
IVS.MI,Italy,"445132, 532490",-5,,,,6.0
IVS.MI,Adjustments & Eliminations,,-5,,,,6.0
GLEN.L,Corporate/Eliminations,,-5,,,,4.0
GLEN.L,Agriculture products,111998,-5,,,,4.0
GLEN.L,Metals & Minerals,"212290, 212319",-5,,,,4.0
GLEN.L,Energy products,211120,-5,,,,4.0
AGRO.N,Farming,"111998, 111160",-5,,,,4.0
AGRO.N,Land Transformation,531390,-5,,,,4.0
AGRO.N,Corporate,,-5,,,,4.0
AGRO.N,"Sugar, Ethanol & Energy",115310,-5,,,,4.0
APAM.AS,Stainless & Electrical Steel,331110,-5,,,,4.0
APAM.AS,Services and Solutions,"331110, 331492",-5,,,,4.0
APAM.AS,Others/Eliminations,,-5,,,,4.0
APAM.AS,Alloys and Specialties,331492,-5,,,,4.0
STEFb.ST,,,-5,,,,0.0
ISS.CO,Other Countries,"722320, 561720, 561612, 561320",-5,,,,6.0
ISS.CO,Continental Europe,"722320, 561720, 561612, 561320",-5,,,,6.0
ISS.CO,Americas,"722320, 561720, 561612, 561320",-5,,,,6.0
ISS.CO,Northern Europe,"722320, 561720, 561612, 561320",-5,,,,6.0
ISS.CO,Asia & Pacific,"722320, 561720, 561612, 561320",-5,,,,6.0
ISS.CO,Corporate / eliminations,,-5,,,,6.0
BOWP.WA,Trading,"484220, 423510, 331210",-5,,,,4.0
BOWP.WA,Prefabricated Reinforcement,"484220, 423510, 331210",-5,,,,4.0
BOWP.WA,Other Production,493190,-5,,,,4.0
BOWP.WA,Other,,-5,,,,4.0
CAML.L,Unallocated,,-5,,,,3.0
CAML.L,kounrad,212230,-5,,,,3.0
CAML.L,Sasa,"212230, 212220",-5,,,,3.0
AMAV.VI,Service,561499,-5,,,,5.0
AMAV.VI,Rolling,"331318, 331315",-5,,,,5.0
AMAV.VI,Metal,331313,-5,,,,5.0
AMAV.VI,Consolidation,,-5,,,,5.0
AMAV.VI,Casting,"331318, 331524, 331314",-5,,,,5.0
FREN.S,,,-5,,,,0.0
APPS.MC,Other,,-5,,,,5.0
APPS.MC,Energy,"541380, 334519",-5,,,,5.0
APPS.MC,Automotive,811198,-5,,,,5.0
APPS.MC,Applus IDIADA,561499,-5,,,,5.0
APPS.MC,Laboratories,"541380, 541330",-5,,,,5.0
HTRO.ST,,,-5,,,,0.0
SBOS.OL,Property Development,"531110, 236116, 236115",-5,,,,2.0
SBOS.OL,Other,,-5,,,,2.0
ALNG.OL,,,-5,,,,0.0
EVRE.L,Eliminations,,-5,,,,5.0
EVRE.L,Other Operations,,-5,,,,5.0
EVRE.L,Coal,213113,-5,,,,5.0
EVRE.L,"Steel, North America",331110,-5,,,,5.0
EVRE.L,Steel,331110,-5,,,,5.0
ORSTED.CO,Customer Solutions,"221210, 221122, 221121",-5,,,,5.0
ORSTED.CO,Bioenergy & Other,221330,-5,,,,5.0
ORSTED.CO,Offshore,221118,-5,,,,5.0
ORSTED.CO,Other,,-5,,,,5.0
ORSTED.CO,Adjustments,,-5,,,,5.0
BKWB.S,Other,,-5,,,,5.0
BKWB.S,Networks,221111,-5,,,,5.0
BKWB.S,Consolidation,,-5,,,,5.0
BKWB.S,Services,541330,-5,,,,5.0
BKWB.S,Energy,221118,-5,,,,5.0
SPIE.PA,Holding - Operating Segment,236220,-5,,,,5.0
SPIE.PA,Germany and Central Europe,"541690, 541330",-5,,,,5.0
SPIE.PA,France,"541690, 541330",-5,,,,5.0
SPIE.PA,North-Western Europe,"541690, 541330",-5,,,,5.0
SPIE.PA,Oil & Gas and Nuclear,541330,-5,,,,5.0
GLOG_pa.N,,,-5,,,,0.0
THAJ.J,PGM,"331410, 212290",-5,,,,3.0
THAJ.J,Chrome,"331410, 212290",-5,,,,3.0
THAJ.J,Agency and trading,423510,-5,,,,3.0
DKSH.S,Healthcare,622110,-5,,,,6.0
DKSH.S,Others,,-5,,,,6.0
DKSH.S,Performance Materials,541614,-5,,,,6.0
DKSH.S,Consumer Goods,339999,-5,,,,6.0
DKSH.S,Technology,339999,-5,,,,6.0
DKSH.S,Eliminations,,-5,,,,6.0
MAST.BU,Eliminations,,-5,,,,4.0
MAST.BU,Manufactoring,327993,-5,,,,4.0
MAST.BU,Unallocated,,-5,,,,4.0
MAST.BU,Sales,327993,-5,,,,4.0
GYC.DE,,,-5,,,,0.0
DUKE.L,,,-5,,,,0.0
ZUGN.S,Real Estate,"531120, 531110",-5,,,,3.0
ZUGN.S,Hotels & Gastonomy,"722320, 721110",-5,,,,3.0
ZUGN.S,Corporate & Eliminations,,-5,,,,3.0
PKPP.WA,,,-5,,,,0.0
MSPJ.J,Corporate and treasury,531120,-5,,,,4.0
MSPJ.J,Development property,531120,-5,,,,4.0
MSPJ.J,Income generating property,531120,-5,,,,4.0
MSPJ.J,Land Bank,237210,-5,,,,4.0
ABOG.DE,,,-5,,,,0.0
LEGn.DE,,,-5,,,,0.0
OCI.AS,Other,,-5,,,,7.0
OCI.AS,Nitrogen US,"325311, 325199, 325120",-5,,,,7.0
OCI.AS,Nitrogen Europe,"325311, 325199, 325120",-5,,,,7.0
OCI.AS,Nitrogen MENA,"325311, 325199, 325120",-5,,,,7.0
OCI.AS,Methanol Europe,325199,-5,,,,7.0
OCI.AS,Methanol US,325199,-5,,,,7.0
OCI.AS,Eliminations,,-5,,,,7.0
TAALA.HE,Asset Management,523940,-5,,,,4.0
TAALA.HE,Other,,-5,,,,4.0
TAALA.HE,Financial Activity,523940,-5,,,,4.0
TAALA.HE,Energy,"523940, 221111",-5,,,,4.0
NVGS.N,,,-5,,,,0.0
CSTM.N,Aerospace & Transportation,"331524, 331315",-5,,,,4.0
CSTM.N,Automotive Structures & Industry,336999,-5,,,,4.0
CSTM.N,Holdings & Corporate(,,-5,,,,4.0
CSTM.N,Packaging & Automotive Rolled Products,"335312, 331315",-5,,,,4.0
TARP.WA,Sale of Goods,311612,-5,,,,2.0
TARP.WA,Sale of Products,311612,-5,,,,2.0
CAV1V.HE,,,-5,,,,0.0
VNAn.DE,Rental,"531390, 531110",-5,,,,4.0
VNAn.DE,Recurring Sales,531390,-5,,,,4.0
VNAn.DE,Consolidation,531110,-5,,,,4.0
VNAn.DE,Value-add,"541410, 541310, 531390",-5,,,,4.0
GTT.PA,,,-5,,,,0.0
FLOT.MM,,,-5,,,,0.0
FOXT.L,Lettings,531110,-5,,,,3.0
FOXT.L,Mortgage Broking,522310,-5,,,,3.0
FOXT.L,Sales,531210,-5,,,,3.0
ROSNN.BX,,,-5,,,,0.0
AGAT.MI,,,-5,,,,0.0
PENP.WA,,,-5,,,,0.0
TPFG.L,,,-5,,,,0.0
VOW.OL,,,-5,,,,0.0
GLOP_pa.N,,,-5,,,,0.0
NOMD.N,,,-5,,,,0.0
