Instrument,Segment Name,year
9531.T,Other Businesses,FY-6
9531.T,Eliminations and Corporate,FY-6
9531.T,Immovable property,FY-6
9531.T,Real Estate,FY-6
9531.T,Energy-related,FY-6
9531.T,Electricity,FY-6
9531.T,Overseas,FY-6
A2.MI,Other Services,FY-6
A2.MI,Eliminations,FY-6
A2.MI,Environment,FY-6
A2.MI,Commercial,FY-6
A2.MI,Generation and Trading,FY-6
A2.MI,International,FY-6
A2.MI,Smart Infrastructures,FY-6
ACOx.TO,Corporate & Others,FY-6
ACOx.TO,Electricity,FY-6
ACOx.TO,Structures & Logistics,FY-6
ACOx.TO,Intersegment Eliminations,FY-6
ACOx.TO,pipelines and liquids,FY-6
ADAI.NS,Transmission,FY-6
ADAI.NS,Trading,FY-6
ADAI.NS,Eliminations,FY-6
AEP.OQ,General and Marketing,FY-6
AEP.OQ,Corporate & Other,FY-6
AEP.OQ,Transmission Operations,FY-6
AEP.OQ,Vertically integrated Utilities,FY-6
AEP.OQ,Reconciling Adjustments,FY-6
AEP.OQ,AEP Transmission Holdco,FY-6
AEP.OQ,Transmission & Distribution utilities,FY-6
AES.N,MCAC SBU,FY-6
AES.N,Corporate and Other,FY-6
AES.N,Elimination,FY-6
AES.N,Eurasia SBU,FY-6
AES.N,South America SBU,FY-6
AES.N,US and Utilities SBU,FY-6
AEV.PS,Parent Company and Others,FY-6
AEV.PS,Food Manufacturing,FY-6
AEV.PS,Financial Services,FY-6
AEV.PS,Power,FY-6
AEV.PS,Real Estate,FY-6
ALS.TO,,FY-6
AP.PS,Eliminations,FY-6
AP.PS,Power Distribution,FY-6
AP.PS,Parent Company/Others,FY-6
AP.PS,Power Generation,FY-6
ARG.CN,Sale of Cement,FY-6
ARG.CN,Financial Activity,FY-6
ARG.CN,Sale of Energy and Gas,FY-6
ARG.CN,Real Estate,FY-6
ARG.CN,Concessions,FY-6
ARG.CN,Carbon,FY-6
AVA.N,Intersegment Eliminations,FY-6
AVA.N,Avista Utilities,FY-6
AVA.N,Other,FY-6
AVA.N,Alaska Electric Light and Power Company,FY-6
AVNT.NS,Power,FY-6
AVNT.NS,Shrimp Processing,FY-6
AVNT.NS,Shrimp Feed,FY-6
AWR.N,GSCW Electric,FY-6
AWR.N,GSCW Water,FY-6
AWR.N,AWR Parent,FY-6
AWR.N,ASUS Contracts,FY-6
AY.OQ,Efficient natural gas,FY-6
AY.OQ,Renewable energy,FY-6
AY.OQ,Electric transmission lines,FY-6
AY.OQ,Water,FY-6
BEPC.N,,FY-6
BEP_u.TO,Hydroelectric,FY-6
BEP_u.TO,Other,FY-6
BEP_u.TO,Wind,FY-6
BEP_u.TO,Corporate,FY-6
BKH.N,Corporate,FY-6
BKH.N,Gas Utilities,FY-6
BKH.N,Coal Mining,FY-6
BKH.N,Electric utilities,FY-6
BKH.N,Power Generation,FY-6
BKH.N,Eliminations,FY-6
BKH.N,Mining,FY-6
BN.N,Corporate activities,FY-6
BN.N,Renewable/Power Generating Operations,FY-6
BN.N,Residential Development,FY-6
BN.N,Real Estate,FY-6
BN.N,Private Equity & Finance,FY-6
BN.N,Asset Management,FY-6
BN.N,Infrastructure,FY-6
BP.L,Other businesses & corporate,FY-6
BP.L,Upstream,FY-6
BP.L,Down Stream,FY-6
BP.L,Consolidated Adjustment,FY-6
BP.L,Rosneft,FY-6
CBAV3.SA,,FY-6
CMIG4.SA,Telecommunication,FY-6
CMIG4.SA,Distribution,FY-6
CMIG4.SA,Gas,FY-6
CMIG4.SA,Elimination,FY-6
CMIG4.SA,Generation,FY-6
CMIG4.SA,Transmission,FY-6
CMIG4.SA,Other,FY-6
CMS.N,Other,FY-6
CMS.N,Gas Utility,FY-6
CMS.N,Enterprises,FY-6
CMS.N,Electric Utility,FY-6
CPFE3.SA,Power Generation,FY-6
CPFE3.SA,Other,FY-6
CPFE3.SA,Energy Trading,FY-6
CPFE3.SA,Energy Distribution,FY-6
CPFE3.SA,Power Generation (Renewable Sources),FY-6
CPFE3.SA,Services,FY-6
CRBR.NS,Power,FY-6
CRBR.NS,IT Services,FY-6
CRBR.NS,Electrominerals,FY-6
CRBR.NS,Ceramics,FY-6
CRBR.NS,Abrasives,FY-6
CSNA3.SA,Steel and New Businesses,FY-6
CSNA3.SA,Energy and Infrastructure,FY-6
CSNA3.SA,Eliminations,FY-6
CSNA3.SA,Mining,FY-6
CSNA3.SA,Railway Logistics,FY-6
CSNA3.SA,Port Logistics,FY-6
CSNA3.SA,Cement,FY-6
CU.TO,Corporate and other,FY-6
CU.TO,Intersegment Eliminations,FY-6
CU.TO,Utilities - Electricity,FY-6
CU.TO,Pipelines and liquids,FY-6
DEHr.AT,Generation,FY-6
DEHr.AT,Mines,FY-6
DEHr.AT,Eliminations,FY-6
DEHr.AT,Supply,FY-6
DEHr.AT,Distribution Network,FY-6
DEHr.AT,HEDNO,FY-6
DEHr.AT,IPTO,FY-6
DEHr.AT,Groups Other companies,FY-6
DUK.N,Eliminations And Minority Interest,FY-6
DUK.N,Other,FY-6
DUK.N,Commercial Renewables,FY-6
DUK.N,Gas Utilities and Infrastructure,FY-6
DUK.N,Electric Utilities and Infrastructure,FY-6
EDP.LS,EDP Renovaveis,FY-6
EDP.LS,Liberalised Activities,FY-6
EDP.LS,EDP Energias do Brasil,FY-6
EDP.LS,Regulated Networks,FY-6
EDP.LS,Contracted Production,FY-6
EDP.LS,Intragroup,FY-6
EDP.LS,Adjustments,FY-6
ELE.MC,Spanish & Portuguese Distribution,FY-6
ELE.MC,Spanish & Portuguese Generation,FY-6
ELE.MC,Spanish & Portuguese Structure,FY-6
ELE.MC,Spanish & Portuguese Other & Eliminations,FY-6
ELET6.SA,Transmission,FY-6
ELET6.SA,Generation,FY-6
ELET6.SA,Distribution,FY-6
ELET6.SA,Administration,FY-6
ELET6.SA,Eliminations,FY-6
EMA.TO,Caribbean Utility Operations,FY-6
EMA.TO,Maine Utility Operations,FY-6
EMA.TO,Other,FY-6
EMA.TO,Nova Scotia Power,FY-6
EMA.TO,Emera Energy,FY-6
EMA.TO,Inter-Segment Eliminations,FY-6
EMA.TO,NSPI,FY-6
EMA.TO,Emera Florida,FY-6
ENAE.WA,Trading,FY-6
ENAE.WA,Production,FY-6
ENAE.WA,Other,FY-6
ENAE.WA,Eliminations,FY-6
ENAE.WA,Distribution,FY-6
ENAE.WA,Extraction,FY-6
ENEI.MI,Italian Market,FY-6
ENEI.MI,"Other, Eliminations and Adjustments",FY-6
ENEI.MI,Latin America,FY-6
ENEI.MI,Iberia,FY-6
ENEI.MI,Europa and North Africa,FY-6
ENEI.MI,Africa Sub-Saharian and Asia,FY-6
ENEI.MI,North and Central America,FY-6
ENGIE.PA,Other,FY-6
ENGIE.PA,GEM & GNL,FY-6
ENGIE.PA,E&P,FY-6
ENGIE.PA,Latin America,FY-6
ENGIE.PA,Africa / Asia,FY-6
ENGIE.PA,France,FY-6
ENGIE.PA,North America,FY-6
ENGIE.PA,Benelux,FY-6
ENGIE.PA,Europe excluding France & Benelux,FY-6
ENGIE.PA,Infrastractures Europe,FY-6
ENJSA.IS,Elimination,FY-6
ENJSA.IS,Undistubuted,FY-6
ENJSA.IS,Retail,FY-6
ENJSA.IS,Distribution,FY-6
ENLT.TA,,FY-6
EONGn.DE,Renewable Energy Generation,FY-6
EONGn.DE,Customer Solutions - UK,FY-6
EONGn.DE,Consolidation,FY-6
EONGn.DE,Customer Solutions - Other,FY-6
EONGn.DE,PreussenElektra,FY-6
EONGn.DE,Corporate Functions/Other,FY-6
EONGn.DE,Energy Network Germany,FY-6
EONGn.DE,Energy Networks Sweden,FY-6
EONGn.DE,Customer Solutions - Germany,FY-6
EONGn.DE,Energy Networks CEE/Turkey,FY-6
ETR.N,All Other,FY-6
ETR.N,Eliminations,FY-6
ETR.N,Entergy Wholsale commodoties,FY-6
ETR.N,Utility,FY-6
EXC.OQ,BGE,FY-6
EXC.OQ,ComEd,FY-6
EXC.OQ,Corporate/Other,FY-6
EXC.OQ,Generation,FY-6
EXC.OQ,PECO,FY-6
EXC.OQ,Intersegment Eliminations,FY-6
EXC.OQ,PHI,FY-6
FGEN.PS,Elimination,FY-6
FGEN.PS,FGP,FY-6
FGEN.PS,FG Hydro,FY-6
FGEN.PS,FGPC,FY-6
FGEN.PS,Others,FY-6
FGEN.PS,EDC,FY-6
FORTUM.HE,Russia,FY-6
FORTUM.HE,Generation,FY-6
FORTUM.HE,Other Operations,FY-6
FORTUM.HE,Netting of Nord Pool Transactions,FY-6
FORTUM.HE,City Solutions,FY-6
FORTUM.HE,Elimination,FY-6
FORTUM.HE,Consumer Solutions,FY-6
FTEK.OQ,Other,FY-6
FTEK.OQ,Air Pollution Control,FY-6
FTEK.OQ,Fuel Chem,FY-6
FTS.TO,Other Electric,FY-6
FTS.TO,Corporate and other,FY-6
FTS.TO,Non-Utility,FY-6
FTS.TO,Intersegment eliminations,FY-6
FTS.TO,Fortis Alberta,FY-6
FTS.TO,Electirc Caribbean,FY-6
FTS.TO,Energy infrastructure,FY-6
FTS.TO,FortisBC Energy,FY-6
FTS.TO,Fortis BC Electric,FY-6
FTS.TO,Central Hudson,FY-6
FTS.TO,UNS Energy,FY-6
FTS.TO,ITC,FY-6
GEG.HM,,FY-6
GPSC.BK,Others,FY-6
GPSC.BK,Independent Power,FY-6
GPSC.BK,Small Power,FY-6
GPSC.BK,Eliminations,FY-6
HARL.L,,FY-6
HDG.HM,Eliminations,FY-6
HDG.HM,Others,FY-6
HDG.HM,Real Estate,FY-6
HDG.HM,Construction,FY-6
HDG.HM,Hydroelectric,FY-6
HE.N,Electric Utility,FY-6
HE.N,Other,FY-6
HE.N,Bank,FY-6
HEGL.NS,Power generation,FY-6
HEGL.NS,Graphite ( including other carbon products ),FY-6
HEGL.NS,Unallocable items/Others,FY-6
HOLMb.ST,FOREST,FY-6
HOLMb.ST,WOOD PRODUCTS,FY-6
HOLMb.ST,GROUP-WIDE AND OTHER,FY-6
HOLMb.ST,PAPER BOARD,FY-6
HOLMb.ST,PAPER,FY-6
HOLMb.ST,RENEWABLE ENERGY,FY-6
IBE.MC,Other Business,FY-6
IBE.MC,Renewable Energy,FY-6
IBE.MC,Networks,FY-6
IBE.MC,Electricity Generation/Liberalized,FY-6
IDA.N,All Other,FY-6
IDA.N,Eliminations,FY-6
IDA.N,Utility Operations,FY-6
IDC.HN,,FY-6
LIGT3.SA,Eliminations,FY-6
LIGT3.SA,Other,FY-6
LIGT3.SA,Distribution,FY-6
LIGT3.SA,Generation,FY-6
LIGT3.SA,Commercialization,FY-6
LIGT3.SA,Services,FY-6
MGEE.OQ,Transmission Investment,FY-6
MGEE.OQ,All Others,FY-6
MGEE.OQ,Non Regulated Energy,FY-6
MGEE.OQ,Gas,FY-6
MGEE.OQ,Eliminations,FY-6
MGEE.OQ,Electric,FY-6
MPLF.PSX,,FY-6
NCLI.NS,,FY-6
NEOE3.SA,,FY-6
NLCI.NS,Lignite Mining,FY-6
NLCI.NS,Power Generation,FY-6
NRG.N,Corporate,FY-6
NRG.N,Elimination,FY-6
NRG.N,NRG Yeild,FY-6
NRG.N,Renewables,FY-6
NRG.N,Generation,FY-6
NRG.N,Retail,FY-6
NTPC.NS,Others,FY-6
NTPC.NS,Generation of energy,FY-6
NTPC.NS,Inter-Segment Eliminations,FY-6
ODAS.IS,Energy Production,FY-6
ODAS.IS,Energy Trading,FY-6
ODAS.IS,Eliminations,FY-6
ODAS.IS,Other,FY-6
ODAS.IS,Mining,FY-6
ORK.OL,Financial Investments,FY-6
ORK.OL,Orkla Foods Ingredients,FY-6
ORK.OL,H.O./Unallocated/Eliminations,FY-6
ORK.OL,Orkla Confectionery & Snacks,FY-6
ORK.OL,Hydro Power,FY-6
ORK.OL,Orkla Care,FY-6
ORK.OL,Elimination,FY-6
ORK.OL,Orkla Foods,FY-6
ORK.OL,Eliminations Group,FY-6
PAFO.NS,Food Products,FY-6
PAFO.NS,Wind Turbine Power Generation,FY-6
PAFO.NS,Oil,FY-6
PAFO.NS,Vanaspati,FY-6
PAFO.NS,Others,FY-6
PAFO.NS,Extractions,FY-6
PC1.HM,,FY-6
PEG.N,Other,FY-6
PEG.N,PSE&G,FY-6
PEG.N,PSEG Power & Other,FY-6
PEG.N,Eliminations,FY-6
PGRD.NS,Consultancy Services,FY-6
PGRD.NS,Transmission Services,FY-6
PGRD.NS,Telecom Services,FY-6
PGRD.NS,Eliminations,FY-6
PIF.TO,,FY-6
PTCI.NS,Unallocated,FY-6
PTCI.NS,Power Trading,FY-6
PTCI.NS,Investments,FY-6
RATCH.BK,Domestic Electricity Generating,FY-6
RATCH.BK,Others,FY-6
RATCH.BK,Renewable Energy,FY-6
RATCH.BK,International Power Projects,FY-6
RITS.NS,,FY-6
ROH2O.BX,,FY-6
RWEG.DE,Trading/Gas Midstream,FY-6
RWEG.DE,Conventional Power Generation,FY-6
RWEG.DE,Other/Consolidation,FY-6
RWEG.DE,RWE Innogy,FY-6
SHEL.L,Corporate and Other,FY-6
SHEL.L,Upstream,FY-6
SHEL.L,Downstream,FY-6
SHEL.L,Integrated Gas,FY-6
SO.N,Reconciling Eliminations,FY-6
SO.N,All Other,FY-6
SO.N,Eliminations,FY-6
SO.N,Traditional Electric Operating Companies,FY-6
SO.N,Southern Power,FY-6
SO.N,Southern Company Gas,FY-6
SPI.OQ,,FY-6
SRG.MI,Natural gas-Tansportation,FY-6
SRG.MI,Re-Gasification (Regulated),FY-6
SRG.MI,Storage of natural gas,FY-6
SRG.MI,Eliminations,FY-6
SRG.MI,Corporate,FY-6
SSE.L,Retail,FY-6
SSE.L,Corporate unallocated,FY-6
SSE.L,Networks,FY-6
SSE.L,Wholesale,FY-6
SVT.L,Business Services,FY-6
SVT.L,Regulated Water and Waste Water,FY-6
SXC.N,Domestic Coke,FY-6
SXC.N,Coal Mining,FY-6
SXC.N,Logistics,FY-6
SXC.N,Brazil Coke,FY-6
SXC.N,Elimination,FY-6
SXC.N,Logistics intersegment sales,FY-6
SXC.N,Coal Mining intersegment sales,FY-6
TA.TO,Corporate/Other,FY-6
TA.TO,Canadian Coal,FY-6
TA.TO,U.S. Coal,FY-6
TA.TO,Hydro,FY-6
TA.TO,Gas,FY-6
TA.TO,Energy Marketing,FY-6
TA.TO,Wind and solar,FY-6
TA.TO,Australian gas,FY-6
TCIL.NS,Frieght Division,FY-6
TCIL.NS,Energy Division,FY-6
TCIL.NS,Supply Chain Solution Division,FY-6
TCIL.NS,Seaways Division,FY-6
TCIL.NS,Unallocated income/expenditure,FY-6
TCIL.NS,Inter Company Revenue,FY-6
TTPW.NS,,FY-6
UN01.DE,Administration/Consolidation,FY-6
UN01.DE,European Generation,FY-6
UN01.DE,International Power Generation,FY-6
UN01.DE,Global Commodities,FY-6
UNACEMC1.LM,Adjustment,FY-6
UNACEMC1.LM,Cement,FY-6
UNACEMC1.LM,Concrete,FY-6
UNACEMC1.LM,Electric Energy,FY-6
UNACEMC1.LM,Other,FY-6
VERB.VI,Reconciliation/Consolidation,FY-6
VERB.VI,All other segments,FY-6
VERB.VI,Renewable Generation,FY-6
VERB.VI,Grid,FY-6
VERB.VI,Sales,FY-6
XEL.OQ,Regulated Electric,FY-6
XEL.OQ,All Other,FY-6
XEL.OQ,Gas Utility,FY-6
XEL.OQ,Reconciling Eliminations,FY-6
