Instrument,year,has ren segment,number of segments
EXC.OQ,-11,False,6
FGEN.PS,-11,False,6
FGEN.PS,-11,False,6
FGEN.PS,-11,True,6
FGEN.PS,-11,False,6
FGEN.PS,-11,False,6
FGEN.PS,-11,True,6
FORTUM.HE,-11,False,7
FORTUM.HE,-11,False,7
FORTUM.HE,-11,False,7
FORTUM.HE,-11,False,7
FORTUM.HE,-11,False,7
FORTUM.HE,-11,False,7
FORTUM.HE,-11,False,7
FTEK.OQ,-11,False,3
FTEK.OQ,-11,False,3
FTEK.OQ,-11,False,3
FTS.TO,-11,False,10
FTS.TO,-11,False,10
FTS.TO,-11,True,10
FTS.TO,-11,False,10
FTS.TO,-11,False,10
FTS.TO,-11,False,10
FTS.TO,-11,False,10
FTS.TO,-11,True,10
FTS.TO,-11,False,10
FTS.TO,-11,False,10
GEG.HM,-11,False,0
GPSC.BK,-11,False,0
HARL.L,-11,False,0
HDG.HM,-11,False,8
HDG.HM,-11,False,8
HDG.HM,-11,False,8
HDG.HM,-11,False,8
HDG.HM,-11,False,8
HDG.HM,-11,False,8
HDG.HM,-11,False,8
HDG.HM,-11,False,8
HE.N,-11,False,3
HE.N,-11,False,3
HE.N,-11,False,3
HEGL.NS,-11,True,2
HEGL.NS,-11,False,2
HOLMb.ST,-11,False,6
HOLMb.ST,-11,False,6
HOLMb.ST,-11,False,6
HOLMb.ST,-11,False,6
HOLMb.ST,-11,False,6
HOLMb.ST,-11,True,6
IBE.MC,-11,False,5
IBE.MC,-11,False,5
IBE.MC,-11,True,5
IBE.MC,-11,True,5
IBE.MC,-11,True,5
IDA.N,-11,False,3
IDA.N,-11,False,3
IDA.N,-11,False,3
IDC.HN,-11,False,0
LIGT3.SA,-11,False,5
LIGT3.SA,-11,False,5
LIGT3.SA,-11,False,5
LIGT3.SA,-11,False,5
LIGT3.SA,-11,False,5
MGEE.OQ,-11,False,6
MGEE.OQ,-11,False,6
MGEE.OQ,-11,False,6
MGEE.OQ,-11,False,6
MGEE.OQ,-11,False,6
MGEE.OQ,-11,False,6
MPLF.PSX,-11,False,0
NCLI.NS,-11,False,6
NCLI.NS,-11,False,6
NCLI.NS,-11,True,6
NCLI.NS,-11,False,6
NCLI.NS,-11,False,6
NCLI.NS,-11,False,6
NEOE3.SA,-11,False,0
NLCI.NS,-11,False,2
NLCI.NS,-11,False,2
NRG.N,-11,False,4
NRG.N,-11,False,4
NRG.N,-11,True,4
NRG.N,-11,False,4
NTPC.NS,-11,False,2
NTPC.NS,-11,False,2
ODAS.IS,-11,False,0
ORK.OL,-11,False,10
ORK.OL,-11,False,10
ORK.OL,-11,False,10
ORK.OL,-11,False,10
ORK.OL,-11,False,10
ORK.OL,-11,False,10
ORK.OL,-11,False,10
ORK.OL,-11,False,10
ORK.OL,-11,False,10
ORK.OL,-11,False,10
PAFO.NS,-11,False,8
PAFO.NS,-11,False,8
PAFO.NS,-11,True,8
PAFO.NS,-11,False,8
PAFO.NS,-11,False,8
PAFO.NS,-11,False,8
PAFO.NS,-11,False,8
PAFO.NS,-11,False,8
PC1.HM,-11,False,0
PEG.N,-11,False,4
PEG.N,-11,False,4
PEG.N,-11,False,4
PEG.N,-11,False,4
PGRD.NS,-11,True,3
PGRD.NS,-11,False,3
PGRD.NS,-11,True,3
PIF.TO,-11,False,0
PTCI.NS,-11,False,3
PTCI.NS,-11,True,3
PTCI.NS,-11,False,3
RATCH.BK,-11,False,0
RITS.NS,-11,False,0
ROH2O.BX,-11,False,0
RWEG.DE,-11,False,10
RWEG.DE,-11,False,10
RWEG.DE,-11,False,10
RWEG.DE,-11,True,10
RWEG.DE,-11,False,10
RWEG.DE,-11,False,10
RWEG.DE,-11,False,10
RWEG.DE,-11,False,10
RWEG.DE,-11,False,10
RWEG.DE,-11,False,10
SHEL.L,-11,False,3
SHEL.L,-11,False,3
SHEL.L,-11,False,3
SO.N,-11,False,5
SO.N,-11,False,5
SO.N,-11,False,5
SO.N,-11,False,5
SO.N,-11,True,5
SPI.OQ,-11,False,0
SRG.MI,-11,False,4
SRG.MI,-11,False,4
SRG.MI,-11,False,4
SRG.MI,-11,False,4
SSE.L,-11,False,4
SSE.L,-11,False,4
SSE.L,-11,True,4
SSE.L,-11,False,4
SVT.L,-11,False,2
SVT.L,-11,False,2
SXC.N,-11,False,5
SXC.N,-11,False,5
SXC.N,-11,False,5
SXC.N,-11,False,5
SXC.N,-11,False,5
TA.TO,-11,False,3
TA.TO,-11,False,3
TA.TO,-11,True,3
TCIL.NS,-11,False,8
TCIL.NS,-11,False,8
TCIL.NS,-11,False,8
TCIL.NS,-11,False,8
TCIL.NS,-11,False,8
TCIL.NS,-11,False,8
TCIL.NS,-11,False,8
TCIL.NS,-11,False,8
TTPW.NS,-11,False,4
TTPW.NS,-11,False,4
TTPW.NS,-11,True,4
TTPW.NS,-11,False,4
UN01.DE,-11,False,0
UNACEMC1.LM,-11,False,5
UNACEMC1.LM,-11,False,5
UNACEMC1.LM,-11,False,5
UNACEMC1.LM,-11,True,5
UNACEMC1.LM,-11,False,5
VERB.VI,-11,False,4
VERB.VI,-11,False,4
VERB.VI,-11,False,4
VERB.VI,-11,False,4
XEL.OQ,-11,False,4
XEL.OQ,-11,False,4
XEL.OQ,-11,False,4
XEL.OQ,-11,False,4
