Instrument,Segment Name,Segment Code,year,Unnamed: 4,TR.F.BUSTOTREVBIZACTIV(SDATE=FY0).segmentName,TR.F.BUSTOTREVBIZACTIV(SDATE=FY0).segmentCode,number of segments
8934.T,Real Estate Services,"561720, 541350, 531312, 531210",0,,,,5.0
8934.T,Hotel / view,721110,0,,,,5.0
4082.T,,,0,,,,0.0
1712.T,Eliminations and Corporate,,0,,,,4.0
1712.T,Soil Contamination Research and Solve,562910,0,,,,4.0
1712.T,Other,"562998, 562910, 562219, 541620",0,,,,4.0
1712.T,Plaster cycle,562111,0,,,,4.0
0438.HK,Solar Photovoltaic business,"334413, 327215",0,,,,1.0
5310.T,Japan,"327120, 335991, 333414",0,,,,5.0
5310.T,Europe,"327120, 335991, 333414",0,,,,5.0
5310.T,America,"327120, 335991, 333414",0,,,,5.0
5310.T,Asia,"327120, 335991, 333414",0,,,,5.0
5310.T,Eliminations,,0,,,,5.0
079960.KQ,the manufacture of power supply units and electrical parts,,0,,,,1.0
3359.T,,,0,,,,0.0
002039.SZ,Electricity,221111,0,,,,2.0
002039.SZ,Others,,0,,,,2.0
3769.T,,,0,,,,0.0
600970.SS,Equipment Manufacturing,"333248, 333131",0,,,,5.0
600970.SS,Manufacturing Operation Management,"541990, 213115",0,,,,5.0
600970.SS,Other,,0,,,,5.0
600970.SS,Engineering Construction,"541330, 238110, 237990",0,,,,5.0
600970.SS,Eliminations,,0,,,,5.0
002041.SZ,Agricalture-Planting,"111219, 111150, 111140",0,,,,1.0
3300.HK,Energy saving & new energy Glass Products,327215,0,,,,5.0
3300.HK,Painted Glass Products,327215,0,,,,5.0
3300.HK,Coated Glass Products,327215,0,,,,5.0
3300.HK,Clear Glass Products,327211,0,,,,5.0
3300.HK,Design and installation service,238290,0,,,,5.0
3311.HK,,,0,,,,0.0
1068.HK,Chilled and Frozen Meat,"424470, 311613, 311612, 311611",0,,,,2.0
1068.HK,Processed Meat Products,"551112, 424470, 311613, 311612",0,,,,2.0
079430.KS,Internal Transaction,,0,,,,3.0
079430.KS,B2B,"423840, 423390, 423310",0,,,,3.0
079430.KS,B2C,"337126, 337214, 337127, 337121",0,,,,3.0
5741.T,Elimination,,0,,,,3.0
5741.T,Processed Products Related Bus.,"331318, 484220, 331315, 237990",0,,,,3.0
5741.T,Aluminium Rolling Products Bus.,"331318, 331313, 331315",0,,,,3.0
3383.HK,Property Development,"561730, 238390, 236220, 236117",0,,,,3.0
3383.HK,Property Management,"541620, 531312, 531311",0,,,,3.0
3383.HK,Others,"561499, 551112, 541620, 541611",0,,,,3.0
3393.HK,Elimination,,0,,,,4.0
3393.HK,Advanced distribution operations,"335311, 334515",0,,,,4.0
3393.HK,Communication and fluid advanced metering infrastructure,"334514, 334220, 238220",0,,,,4.0
3393.HK,Power advanced metering infrastructure,"334515, 238210",0,,,,4.0
086520.KQ,Other Segment(Merchandise & Rental),"541614, 531120",0,,,,3.0
086520.KQ,Electric Material,"335910, 325998",0,,,,3.0
086520.KQ,Internal Adjustment,,0,,,,3.0
3501.TW,Taiwan,"423620, 335999, 335931, 334419",0,,,,5.0
3501.TW,Southern China,"423620, 335999, 335931, 334419",0,,,,5.0
3501.TW,Eliminations,,0,,,,5.0
3501.TW,Eastern China,"335999, 335931, 334419, 332510",0,,,,5.0
3501.TW,Other,"335929, 334419",0,,,,5.0
1407.T,,,0,,,,0.0
1292.HK,"Transportation and supply chain management for vehicle commodities, transportaion of non-vehicle commodities, processing of tyre",,0,,,,1.0
3323.HK,Eliminations,,0,,,,7.0
3323.HK,Other,423320,0,,,,7.0
3323.HK,Engineering Services,"541330, 423810",0,,,,7.0
3323.HK,Cement,327310,0,,,,7.0
3323.HK,Concrete,327320,0,,,,7.0
3323.HK,New Materials,"327999, 327215",0,,,,7.0
3323.HK,Others,,0,,,,7.0
002051.SZ,Trade,425120,0,,,,5.0
002051.SZ,Other Operations,,0,,,,5.0
002051.SZ,Construction Contracting and Equipment,"333248, 237990, 236210",0,,,,5.0
002051.SZ,Design Consultation,541330,0,,,,5.0
002051.SZ,Mechanical R&D and Manufacturing,333248,0,,,,5.0
0272.HK,Property Investment,"721110, 531312, 531120",0,,,,5.0
0272.HK,Other,,0,,,,5.0
0272.HK,Property Development,"531312, 531311, 236220, 236117",0,,,,5.0
0272.HK,Construction,"551112, 236220, 236118, 236117",0,,,,5.0
0272.HK,Property Management,"531312, 531311",0,,,,5.0
601001.SS,Coal,"212115, 212114",0,,,,3.0
601001.SS,Others,,0,,,,3.0
601001.SS,Non-coal,213113,0,,,,3.0
3900.HK,Property development,"531312, 531311, 236220, 236117",0,,,,6.0
3900.HK,Hotel Operations,721110,0,,,,6.0
3900.HK,Others,"561990, 531390",0,,,,6.0
3900.HK,Inter segment elimination,,0,,,,6.0
3900.HK,Property Investment,"531390, 531120",0,,,,6.0
3900.HK,Project management,541611,0,,,,6.0
002057.SZ,Intercompany Eliminations,,0,,,,7.0
002057.SZ,Ma On Shan Branch,332999,0,,,,7.0
002057.SZ,Jiangsu Branch,332999,0,,,,7.0
002057.SZ,Zhengzhou Branch,332999,0,,,,7.0
002057.SZ,Anshan Branch,332999,0,,,,7.0
002057.SZ,Changsha Branch,332999,0,,,,7.0
002057.SZ,Japan Division,,0,,,,7.0
3983.HK,Methanol,325199,0,,,,5.0
3983.HK,Urea,325311,0,,,,5.0
3983.HK,Phosphorus and compound fertiliser,325312,0,,,,5.0
3983.HK,Elimination,,0,,,,5.0
3983.HK,Others,,0,,,,5.0
002061.SZ,Other,,0,,,,4.0
002061.SZ,Chemical Industry,"325180, 325199",0,,,,4.0
002061.SZ,Infrastructure Engineering Industry,"541330, 237990, 237310",0,,,,4.0
002061.SZ,Highway maintenance industry,488490,0,,,,4.0
002062.SZ,Real Estate Business,"236220, 236117",0,,,,5.0
002062.SZ,Construction and Infrastructure Investment,"237990, 237310",0,,,,5.0
002062.SZ,Eliminations,,0,,,,5.0
002062.SZ,Other Business,237990,0,,,,5.0
002062.SZ,Photovoltaic Power Generation Business,221114,0,,,,5.0
002066.SZ,Refractory,,0,,,,1.0
7826.T,E-Business,"334419, 334413",0,,,,5.0
7826.T,Sensor Business,"334513, 334413",0,,,,5.0
7826.T,Other,212290,0,,,,5.0
7826.T,Film,334419,0,,,,5.0
7826.T,Chemical,"212290, 331492",0,,,,5.0
601699.SS,Other,,0,,,,3.0
601699.SS,Mining,"212115, 324199",0,,,,3.0
601699.SS,Coalification Industry,"423520, 324199",0,,,,3.0
2127.T,,,0,,,,0.0
092230.KS,Other,493190,0,,,,6.0
092230.KS,Intercompany Eliminations,,0,,,,6.0
092230.KS,PPG,325211,0,,,,6.0
092230.KS,Holdings,"551112, 523910",0,,,,6.0
092230.KS,Real Estate Rental,531120,0,,,,6.0
092230.KS,Automobile Parts,336390,0,,,,6.0
002074.SZ,Electrical Transmission & Distribution,"335999, 335313, 335311",0,,,,4.0
002074.SZ,Power Lithium Battery,"336320, 335910",0,,,,4.0
002074.SZ,Other,"335910, 335311",0,,,,4.0
002074.SZ,Energy Storage Battery,335910,0,,,,4.0
0609.HK,"Research and development, manufacture and sale of fine chemical products",,0,,,,1.0
002078.SZ,Paper,"322120, 322130",0,,,,7.0
002078.SZ,Other Business,,0,,,,7.0
002078.SZ,Electric & Steam,"221330, 221112",0,,,,7.0
002078.SZ,Intercompany Eliminations,,0,,,,7.0
002078.SZ,Trading,424110,0,,,,7.0
002078.SZ,Pulping,322110,0,,,,7.0
002078.SZ,Chemical branch,325998,0,,,,7.0
002081.SZ,Other,,0,,,,4.0
002081.SZ,Building Decoration,"238390, 238320, 238190, 238120",0,,,,4.0
002081.SZ,Manufacturing,"337127, 332323",0,,,,4.0
002081.SZ,Other Business,"541410, 541330, 541310",0,,,,4.0
601666.SS,Inter-Segment Offset,,0,,,,5.0
601666.SS,Others,"541360, 423520",0,,,,5.0
601666.SS,Coal Blending,"212115, 423520",0,,,,5.0
601666.SS,Exploration Engineering,212115,0,,,,5.0
601666.SS,Coal Washing,"212115, 423520",0,,,,5.0
3526.TWO,Businesses in Hotel,,0,,,,1.0
002092.SZ,Other Operatings,,0,,,,6.0
002092.SZ,Textile Industry,325220,0,,,,6.0
002092.SZ,Trade,424690,0,,,,6.0
002092.SZ,Chlor Alkali Chemical Industry,325180,0,,,,6.0
002092.SZ,Logistics and transport,"541614, 484122, 484121, 484110",0,,,,6.0
002092.SZ,Elimination,,0,,,,6.0
2233.HK,The People's Republic of China,"423320, 327310",0,,,,3.0
2233.HK,Overseas,"423320, 327310",0,,,,3.0
2233.HK,Eliminations,,0,,,,3.0
3708.T,Eliminations and Corporate,,0,,,,5.0
3708.T,Environment related business,561730,0,,,,5.0
3708.T,Commodities pertinent to people's life,322120,0,,,,5.0
3708.T,Special Material Business,"322120, 322299, 322110",0,,,,5.0
3708.T,Industrial Material Business,"322120, 322299, 322110",0,,,,5.0
002100.SZ,Other Operations,,0,,,,7.0
002100.SZ,Animal Food,311119,0,,,,7.0
002100.SZ,Veterinary Drug,325412,0,,,,7.0
002100.SZ,Other (Main),,0,,,,7.0
002100.SZ,Food culture,112210,0,,,,7.0
002100.SZ,Fats and oils processing,311225,0,,,,7.0
002100.SZ,Corn purchasing and storage industry,424510,0,,,,7.0
0656.HK,Eliminations,,0,,,,6.0
0656.HK,Health,"325412, 311999",0,,,,6.0
0656.HK,Asset Management,"523940, 523910",0,,,,6.0
0656.HK,Insurance,"524126, 524113",0,,,,6.0
0656.HK,Happiness Ecosystem,"711310, 561520, 561510, 523910",0,,,,6.0
0656.HK,Intelligent manufacturing,324199,0,,,,6.0
093370.KS,Fluoride Segment,"325180, 325120",0,,,,1.0
601003.SS,Other,,0,,,,2.0
601003.SS,Metallurgical,331110,0,,,,2.0
002116.SZ,Consultation,"541330, 541320, 541310",0,,,,3.0
002116.SZ,General Contract,"236220, 236210",0,,,,3.0
002116.SZ,Other,,0,,,,3.0
002121.SZ,Other,,0,,,,2.0
002121.SZ,Industry,"335999, 334515, 334513, 334419",0,,,,2.0
002124.SZ,Animal Feeds,311119,0,,,,4.0
002124.SZ,Food,"311613, 311611",0,,,,4.0
002124.SZ,Breeding,112210,0,,,,4.0
002124.SZ,Management headquarters,561110,0,,,,4.0
002125.SZ,Other Operations,,0,,,,4.0
002125.SZ,Guangxi,"325180, 221320",0,,,,4.0
002125.SZ,Hunan,"325180, 221320",0,,,,4.0
002125.SZ,Eliminations,,0,,,,4.0
002129.SZ,Other,,0,,,,3.0
002129.SZ,Semi-conductor,334413,0,,,,3.0
002129.SZ,New energy,"522220, 334413, 237130",0,,,,3.0
002128.SZ,Coal,"212114, 423520, 324199",0,,,,4.0
002128.SZ,New Energy,"221115, 221114",0,,,,4.0
002128.SZ,Aluminum,"331313, 331315, 331314",0,,,,4.0
002128.SZ,Coal and Electricity Division,,0,,,,4.0
2007.HK,Property Development,"531312, 531311, 531120, 236117",0,,,,3.0
2007.HK,Construction,"236220, 236116",0,,,,3.0
2007.HK,Others,"721110, 551112, 541330, 523910",0,,,,3.0
3889.HK,Corn Refined Products,"311221, 311211",0,,,,2.0
3889.HK,Corn Based Sweetener Products,311999,0,,,,2.0
091580.KQ,Electronic parts manufacturing,,0,,,,1.0
0819.HK,Inter-segment sales,,0,,,,4.0
0819.HK,Eliminations,,0,,,,4.0
0819.HK,Trading,423690,0,,,,4.0
0819.HK,Manufacturing business,"336320, 335910",0,,,,4.0
002138.SZ,Electronic component,"334419, 334417, 334416",0,,,,1.0
4461.T,Surfactant,325613,0,,,,6.0
4461.T,Electronic Device Materials,"334419, 334413",0,,,,6.0
4461.T,Functional Materials Business,"325998, 325211",0,,,,6.0
4461.T,Amenities Material,"325613, 325199",0,,,,6.0
4461.T,Urethane Material,"326150, 325199",0,,,,6.0
4461.T,life science,311999,0,,,,6.0
1786.T,Eliminations,,0,,,,5.0
1786.T,Steel Structures,237990,0,,,,5.0
1786.T,Construction,"333120, 327390, 237310",0,,,,5.0
1786.T,Other,"221114, 531190, 518210",0,,,,5.0
1786.T,Port Business,237990,0,,,,5.0
2875.T,Eliminations and Corporate,,0,,,,8.0
2875.T,Domestic instant noodle business,311423,0,,,,8.0
2875.T,Refrigeration business,493120,0,,,,8.0
2875.T,Processed Food Business,,0,,,,8.0
2875.T,Instant noodles overseas business,311824,0,,,,8.0
2875.T,Other,,0,,,,8.0
2875.T,Cold food business,311412,0,,,,8.0
2875.T,Aquatic food business,311710,0,,,,8.0
6925.T,Eliminations and Corporate,,0,,,,5.0
6925.T,Equipment Business,"335139, 333310, 334419",0,,,,5.0
6925.T,Other,,0,,,,5.0
6925.T,Source of Light Business,335139,0,,,,5.0
6925.T,Video equipment business,"333998, 333310, 334310",0,,,,5.0
2208.T,,,0,,,,0.0
8864.T,Heat Supply Business,221330,0,,,,4.0
8864.T,Other Bus. Operate Water Supply&Drainage,"221118, 221320",0,,,,4.0
8864.T,Real Estate Leasing Business,531120,0,,,,4.0
8864.T,Eliminations and Corporate,,0,,,,4.0
3232.T,Eliminations and Corporate,,0,,,,5.0
3232.T,Leisure And Services,"721110, 713910, 611692, 487110",0,,,,5.0
3232.T,Distribution Business,"424710, 423110",0,,,,5.0
3232.T,Transportation Business,"485310, 485113",0,,,,5.0
3232.T,Real Estate Industry,"551112, 531210, 531110, 236117",0,,,,5.0
3231.T,Eliminations and Corporate,,0,,,,9.0
3231.T,Others,"531120, 531110",0,,,,9.0
3231.T,Housing,"541810, 531110, 236116, 236115",0,,,,9.0
3231.T,Eliminations/Corporate,,0,,,,9.0
3231.T,Asset Investment Development,523940,0,,,,9.0
3231.T,Agency & GRE,"531210, 524210",0,,,,9.0
3231.T,Operational Management,"221118, 561720, 531312, 531311",0,,,,9.0
3231.T,Urban development business,"721110, 713940, 531120",0,,,,9.0
3231.T,Foreign operation,"531190, 531120, 236220, 236117",0,,,,9.0
015760.KS,Other Segments,221118,0,,,,6.0
015760.KS,Transmission & Distribution,221122,0,,,,6.0
015760.KS,Electric Power Support,811310,0,,,,6.0
015760.KS,Electric Power Generation (Nuclear),221113,0,,,,6.0
015760.KS,Electric Power Generation (Non-Nuclear),221112,0,,,,6.0
015760.KS,Consolidation Adjustment,,0,,,,6.0
009070.KS,Transportation,484121,0,,,,3.0
009070.KS,Operation,"541614, 484110",0,,,,3.0
009070.KS,Package,488320,0,,,,3.0
036460.KS,other segments,"211130, 211120, 221112, 213112",0,,,,2.0
036460.KS,Natural Gas Import and Sale,"211130, 221210",0,,,,2.0
3150.T,Energy Cost Solutions Business,"423730, 423690, 423610, 237130",0,,,,3.0
3150.T,Smarthouse Project,"221118, 423720, 423690, 423610",0,,,,3.0
3150.T,Retail Electricity Business,221122,0,,,,3.0
5857.T,Environment coservation business,"562211, 562112",0,,,,3.0
5857.T,Noble Metals,331492,0,,,,3.0
5857.T,Other,"551112, 331492",0,,,,3.0
2269.T,Medical,"325412, 325411, 325320",0,,,,3.0
2269.T,Eliminations and Corporate,,0,,,,3.0
2269.T,Food,"311821, 311520, 311511",0,,,,3.0
601668.SS,Other Businesses,,0,,,,6.0
601668.SS,Real Estate,236220,0,,,,6.0
601668.SS,Buildings Construction,"236220, 236210, 236116",0,,,,6.0
601668.SS,Design and Investigation,541330,0,,,,6.0
601668.SS,Infrastructure,"237990, 237310, 237130",0,,,,6.0
601668.SS,Intercompany Eliminations,,0,,,,6.0
002276.SZ,Other,,0,,,,3.0
002276.SZ,Industry,"335999, 335931, 335929, 335921",0,,,,3.0
002276.SZ,Trade,423610,0,,,,3.0
601618.SS,Engineering & Construction,"237310, 236220, 236210",0,,,,6.0
601618.SS,Resources Development,"212230, 212290",0,,,,6.0
601618.SS,Equipment Manufacturing,"333248, 332312",0,,,,6.0
601618.SS,Property Development,236117,0,,,,6.0
601618.SS,Others,,0,,,,6.0
601618.SS,Intercompany Eliminations,,0,,,,6.0
2270.T,Dairy Product,"311514, 311513, 311512, 311511",0,,,,5.0
2270.T,Beverage & Dessert,"311999, 311511, 311421",0,,,,5.0
2270.T,Feed & Seed,"311119, 111998",0,,,,5.0
2270.T,Other,"531110, 484110",0,,,,5.0
2270.T,Eliminations,,0,,,,5.0
052690.KS,Engineering Service,,0,,,,1.0
1668.HK,Other,,0,,,,3.0
1668.HK,Property Development,"236118, 236117",0,,,,3.0
1668.HK,Property investment and management,"531311, 531110",0,,,,3.0
1717.HK,Nutrition products,"325411, 311999",0,,,,2.0
1717.HK,Dairy and related products,"311514, 311513, 311512, 311511",0,,,,2.0
002299.SZ,Poultry Farming and Processing Industry,"311615, 112340, 112320",0,,,,3.0
002299.SZ,Elimination,,0,,,,3.0
002299.SZ,Food Processing Industry,"311615, 311612",0,,,,3.0
300012.SZ,Technical Test Service,541380,0,,,,1.0
300014.SZ,Electronic Unit Manufacturing,335910,0,,,,1.0
1238.HK,Commercial Operation and Residential Property Management,"531312, 531311",0,,,,4.0
1238.HK,Property Investment,"531120, 531110",0,,,,4.0
1238.HK,Property Development,"551112, 236117",0,,,,4.0
1238.HK,Other Property Development Related Services,531390,0,,,,4.0
002302.SZ,Service,"541990, 484110",0,,,,4.0
002302.SZ,Other,,0,,,,4.0
002302.SZ,Non-Metallic Mineral Products,"423320, 327999, 327320, 327310",0,,,,4.0
002302.SZ,Export paint,"327992, 327320",0,,,,4.0
1628.HK,Hotel Operations,721110,0,,,,5.0
1628.HK,Property Investment,"531120, 531110",0,,,,5.0
1628.HK,Other,,0,,,,5.0
1628.HK,Property Development,"551112, 236220, 236117",0,,,,5.0
1628.HK,Property Management,"531312, 531311",0,,,,5.0
0960.HK,Property Investment,"531120, 531110",0,,,,4.0
0960.HK,Property Management and Related Services,"721110, 531312, 531311",0,,,,4.0
0960.HK,Property Development,"236220, 236118, 236117",0,,,,4.0
0960.HK,Elimination,,0,,,,4.0
002311.SZ,Culture & Breeding Industry,"424910, 112512, 112511, 112210",0,,,,2.0
002311.SZ,Feed Industry,"424590, 325414, 311611, 311119",0,,,,2.0
002312.SZ,Phosphorus Chemical,"325180, 325199",0,,,,4.0
002312.SZ,Building Materials Industry,"212390, 325314, 327420, 325312",0,,,,4.0
002312.SZ,Trade,"325180, 327420, 325312, 325199",0,,,,4.0
002312.SZ,Other,,0,,,,4.0
002314.SZ,Real Estate,236117,0,,,,6.0
002314.SZ,Others,211120,0,,,,6.0
002314.SZ,Eliminations,,0,,,,6.0
002314.SZ,Warehousing logistics business,493110,0,,,,6.0
002314.SZ,Manufacturing business,"336611, 321991",0,,,,6.0
002314.SZ,Production city comprehensive development business,236210,0,,,,6.0
002318.SZ,Other machinery manufacturing,"332996, 331210",0,,,,4.0
002318.SZ,Electric equipment manufacturing,331210,0,,,,4.0
002318.SZ,"Petroleum, chemical, natural gas","332996, 331210",0,,,,4.0
002318.SZ,Other non industry specific,,0,,,,4.0
1638.HK,Property Management,"531312, 531311",0,,,,8.0
1638.HK,Property Investment & Agency,"531210, 531120",0,,,,8.0
1638.HK,Property Development,"236220, 236117",0,,,,8.0
1638.HK,Others,,0,,,,8.0
1638.HK,Hotel & Catering,721110,0,,,,8.0
1638.HK,"Cinema,department store & cultural center","455110, 712110, 512131",0,,,,8.0
1638.HK,Water-way passenger and cargo transportation,"483212, 483211",0,,,,8.0
1638.HK,Health care operations,456199,0,,,,8.0
0916.HK,Other Business,"541690, 423610, 423520, 237130",0,,,,5.0
0916.HK,Coal Power,221112,0,,,,5.0
0916.HK,Service concession construction,,0,,,,5.0
0916.HK,Wind Power,221118,0,,,,5.0
0916.HK,Eliminations,,0,,,,5.0
1866.HK,Elimination,,0,,,,10.0
1866.HK,Other,,0,,,,10.0
1866.HK,Compound Fertiliser,325314,0,,,,10.0
1866.HK,Urea,"551112, 325311",0,,,,10.0
1866.HK,Melamine,325199,0,,,,10.0
1866.HK,Furfuryl alcohol,325199,0,,,,10.0
1866.HK,Dimethyl ether,325199,0,,,,10.0
1866.HK,Medical Intermediate,325411,0,,,,10.0
1866.HK,Methanol,325199,0,,,,10.0
1866.HK,Urea solution for vehicle,325211,0,,,,10.0
002324.SZ,Elimination,,0,,,,3.0
002324.SZ,Modified plastics business,"336390, 334419, 326199",0,,,,3.0
002324.SZ,Battery Business,335910,0,,,,3.0
601139.SS,Pipeline Gas & Other,221210,0,,,,4.0
601139.SS,Bottle LPG,457210,0,,,,4.0
601139.SS,LPG Wholesale,424720,0,,,,4.0
601139.SS,Electricity Sales,221122,0,,,,4.0
1918.HK,Property Development,"531120, 531110, 236220, 236117",0,,,,4.0
1918.HK,Property Management,"531312, 531311",0,,,,4.0
1918.HK,All other Segments,"551112, 531120",0,,,,4.0
1918.HK,Cultural and Tourism City Construction and Operation,"531312, 236220",0,,,,4.0
300035.SZ,Other Business,,0,,,,4.0
300035.SZ,Anode Materials For Lithium Ion Battery,325180,0,,,,4.0
300035.SZ,Eliminations,,0,,,,4.0
300035.SZ,Magneto - electrical equipment,335999,0,,,,4.0
DPDL.SI,,,0,,,,0.0
601117.SS,Eliminations,,0,,,,6.0
601117.SS,Chemical Engineering,"237990, 237120, 236210",0,,,,6.0
601117.SS,Environmental Governance,"562219, 562213",0,,,,6.0
601117.SS,Infrastructure,"237990, 237310, 236220",0,,,,6.0
601117.SS,Modern Service Industry,523910,0,,,,6.0
601117.SS,Industry and Others,"325180, 325199",0,,,,6.0
002334.SZ,Industry Automation,"335999, 335312",0,,,,6.0
002334.SZ,New Energy Vehicles,336110,0,,,,6.0
002334.SZ,Network Power,335999,0,,,,6.0
002334.SZ,Eliminations,,0,,,,6.0
002334.SZ,Other,335999,0,,,,6.0
002334.SZ,Photovoltaic energy storage,334413,0,,,,6.0
002335.SZ,New Energy Business Division,221118,0,,,,4.0
002335.SZ,Eliminations,,0,,,,4.0
002335.SZ,Smart Power Products Business Division,335999,0,,,,4.0
002335.SZ,Data Center Business Division,518210,0,,,,4.0
300048.SZ,Other Operations,,0,,,,5.0
300048.SZ,Eliminations,,0,,,,5.0
300048.SZ,Energy Conservation,562219,0,,,,5.0
300048.SZ,New Energy,"562119, 541620",0,,,,5.0
300048.SZ,High-end Manufacturing,"335314, 335311",0,,,,5.0
002340.SZ,Integrated Utilization of Wasted Resources,"562211, 562119, 562111, 424590",0,,,,2.0
002340.SZ,New Energy Battery Materials,"562998, 562119",0,,,,2.0
601877.SS,Low voltage electrical appliances industry,"335999, 335314, 335313, 334416",0,,,,3.0
601877.SS,Other business,,0,,,,3.0
601877.SS,Photovoltaic business,"334413, 237990",0,,,,3.0
002344.SZ,Marketing & Operating,"531312, 531120",0,,,,5.0
002344.SZ,Hotel Service,721110,0,,,,5.0
002344.SZ,Commodity Sale,459999,0,,,,5.0
002344.SZ,Financing Guarantee Service,531110,0,,,,5.0
002344.SZ,Health care,"623110, 621498",0,,,,5.0
DQ.N,polysilico,,0,,,,1.0
1313.HK,Concrete,327320,0,,,,3.0
1313.HK,Cement,327310,0,,,,3.0
1313.HK,Elimination,,0,,,,3.0
JKS.N,Solar power product manufacturing.,,0,,,,1.0
300054.SZ,Photoelectric new material,325992,0,,,,4.0
300054.SZ,Print copy supplies,"325992, 325910",0,,,,4.0
300054.SZ,Material sales and other,423610,0,,,,4.0
300054.SZ,Technical service,"513210, 323111",0,,,,4.0
1966.HK,"Businesses of property development, property investment, property management and project management",,0,,,,1.0
300055.SZ,Industrial Water Treatment,"541690, 541330, 237110",0,,,,5.0
300055.SZ,Solid Waste Treatment Services,562111,0,,,,5.0
300055.SZ,Financial Investment,523150,0,,,,5.0
300055.SZ,Eliminations,,0,,,,5.0
300055.SZ,Chemical Materials Processing,325199,0,,,,5.0
300057.SZ,Paper products packaging materials business,322130,0,,,,5.0
300057.SZ,Other Business,561499,0,,,,5.0
300057.SZ,Conductive Film,334419,0,,,,5.0
300057.SZ,Aluminum foil packaging materials business,331315,0,,,,5.0
300057.SZ,Trading business,"424130, 423510",0,,,,5.0
1938.HK,Steel Pipes,331210,0,,,,2.0
1938.HK,Property development and investment,"551112, 531120, 236220",0,,,,2.0
601678.SS,Chemistry,"325180, 325199",0,,,,1.0
002361.SZ,Chemical Production,"424610, 325211",0,,,,3.0
002361.SZ,Equipment Manufacturing,"336413, 334419",0,,,,3.0
002361.SZ,Elimination,,0,,,,3.0
5020.T,Elimination & Corporate,,0,,,,5.0
5020.T,Other,"551112, 541330, 531210",0,,,,5.0
5020.T,Energy,"211120, 324199, 324110",0,,,,5.0
5020.T,Metal business,"562219, 331491",0,,,,5.0
5020.T,Oil&Gas exploitation,"211130, 211120",0,,,,5.0
0830.HK,Facade Contracting Works,238150,0,,,,3.0
0830.HK,General Contracting Works,238120,0,,,,3.0
0830.HK,Operating Management,541320,0,,,,3.0
002385.SZ,Animal Food Manufacturing,311119,0,,,,5.0
002385.SZ,Seed plant protection,"111998, 111219, 111160, 111150",0,,,,5.0
002385.SZ,Other industry,"325414, 325412",0,,,,5.0
002385.SZ,Raw material trading industry,"424910, 424490",0,,,,5.0
002385.SZ,Pig industry,112210,0,,,,5.0
002391.SZ,Other,,0,,,,3.0
002391.SZ,Pesticide,325320,0,,,,3.0
002391.SZ,Service,325320,0,,,,3.0
300068.SZ,Energy storage industry,335910,0,,,,3.0
300068.SZ,Power industry,335910,0,,,,3.0
300068.SZ,Resource recycling industry,562920,0,,,,3.0
300070.SZ,Environment Protection Treatment Overall Solution,"333310, 541620, 541330, 326113",0,,,,5.0
300070.SZ,Elimination,,0,,,,5.0
300070.SZ,Operation Service,"562998, 221320, 221310",0,,,,5.0
300070.SZ,Optical Technology Overall Solution,"335132, 541490",0,,,,5.0
300070.SZ,Municipal and Water Supply,237110,0,,,,5.0
300073.SZ,Intelligent equipment,333517,0,,,,2.0
300073.SZ,Lithium electric material,325180,0,,,,2.0
002398.SZ,Comprehensive technical service of building,"541990, 541330, 236220",0,,,,6.0
002398.SZ,New Building Materials,"424690, 327320",0,,,,6.0
002398.SZ,Special Construction,"237990, 236220",0,,,,6.0
002398.SZ,Other,541330,0,,,,6.0
002398.SZ,Medical Instruments,423450,0,,,,6.0
002398.SZ,Software and Hardware Sales & Service,"449210, 513210",0,,,,6.0
002407.SZ,Intercompany Eliminations,,0,,,,4.0
002407.SZ,Wholesale and Retail Trade Division,424690,0,,,,4.0
002407.SZ,General Manufacturing Business,"325180, 335910",0,,,,4.0
002407.SZ,Leasing and Business Services,"531120, 531110",0,,,,4.0
002409.SZ,Chemical,325998,0,,,,6.0
002409.SZ,Semiconductor Chemical Materials,325180,0,,,,6.0
002409.SZ,Electronic Special Gas,325120,0,,,,6.0
002409.SZ,Leasing and engineering,532490,0,,,,6.0
002409.SZ,Trade,424690,0,,,,6.0
002409.SZ,Photoresist Business,325998,0,,,,6.0
1972.HK,Hotels,721110,0,,,,5.0
1972.HK,Intersegment elimination,,0,,,,5.0
1972.HK,Change in fair value of Investment Properties,,0,,,,5.0
1972.HK,Property Investment,531120,0,,,,5.0
1972.HK,Property Trading,531390,0,,,,5.0
2188.HK,DC Power System,"423690, 335999",0,,,,4.0
2188.HK,Charging Equipment,335999,0,,,,4.0
2188.HK,Charging Services,335999,0,,,,4.0
2188.HK,Others,,0,,,,4.0
002430.SZ,Gas Industry,325120,0,,,,4.0
002430.SZ,Manufacturing,333998,0,,,,4.0
002430.SZ,Engineering Package,238220,0,,,,4.0
002430.SZ,Eliminations,,0,,,,4.0
1282.HK,Automation,"541990, 423830",0,,,,4.0
1282.HK,Securities Investment,523150,0,,,,4.0
1282.HK,Financial services,"523150, 523910",0,,,,4.0
1282.HK,Property Investment and Development,"236220, 236117",0,,,,4.0
300094.SZ,Aquatic Product Industry,311710,0,,,,3.0
300094.SZ,Fodder Industry,311119,0,,,,3.0
300094.SZ,Other,311119,0,,,,3.0
1788.HK,Investment Management,"525990, 523999, 523910",0,,,,5.0
1788.HK,Others,523940,0,,,,5.0
