Instrument,Segment Name,year
600116.SS,Proterty,FY-9
600236.SS,Other,FY-9
600236.SS,Electric Power,FY-9
600236.SS,Sales of Coal,FY-9
600409.SS,Electricity & Steam,FY-9
600409.SS,Chemical Industry,FY-9
600409.SS,Intercompany Elimination,FY-9
600409.SS,Other,FY-9
600409.SS,Mining,FY-9
600459.SS,,FY-9
600674.SS,Service Income,FY-9
600674.SS,Software Products,FY-9
600674.SS,Other Operations,FY-9
600674.SS,Hardware Products,FY-9
600674.SS,Electricity Industry,FY-9
600795.SS,Heat Energy Generation,FY-9
600795.SS,Others,FY-9
600795.SS,Coal Selling,FY-9
600795.SS,Chemical Products,FY-9
600795.SS,Hydroelectric Power Generation,FY-9
600795.SS,Intercompany Eliminations,FY-9
600795.SS,Other Operation,FY-9
600886.SS,Wholesale Coal,FY-9
600886.SS,Electricity,FY-9
600886.SS,Other Operation,FY-9
600886.SS,Other,FY-9
600905.SS,,FY-9
600995.SS,Others,FY-9
600995.SS,Power Industry,FY-9
601088.SS,Undistributed,FY-9
601088.SS,Harbor,FY-9
601088.SS,Railroad,FY-9
601088.SS,Shipping,FY-9
601088.SS,Coal,FY-9
601088.SS,Electric Power Generation,FY-9
601088.SS,Coal chemical,FY-9
6013.T,Eliminations and Corporate,FY-9
6013.T,Business Environment and Energy (Domestic),FY-9
6013.T,Business Environment and Energy (Overseas),FY-9
6013.T,Thermal energy consumer business,FY-9
6013.T,Business equipment and systems,FY-9
601778.SS,,FY-9
601991.SS,,FY-9
603212.SS,,FY-9
6504.T,Other,FY-9
6504.T,Eliminations and Corporate,FY-9
6504.T,Electronic Devices Business,FY-9
6504.T,Power electronics equipment,FY-9
6504.T,Industry Infra,FY-9
6504.T,Food Circulation,FY-9
6504.T,Generation social infra,FY-9
6806.TW,,FY-9
688599.SS,,FY-9
8031.T,Consumer Industries,FY-9
8031.T,Americas,FY-9
8031.T,Other,FY-9
8031.T,Metal Resources,FY-9
8031.T,Energy,FY-9
8031.T,Machinery & Infrastructure Projects,FY-9
8031.T,Chemicals,FY-9
8031.T,Steel Products Business,FY-9
8031.T,Asia & Oceania,FY-9
8031.T,Capacity Driving of nest genetation business,FY-9
8031.T,Eliminations and Corporate Elimination,FY-9
8031.T,"Europe, Middle East & Africa",FY-9
9505.T,Eliminations and Corporate,FY-9
9505.T,Other,FY-9
9505.T,Electric Power Industry,FY-9
9513.T,Eliminations and Corporate,FY-9
9513.T,Other Businesses,FY-9
9513.T,Electric Power Industry,FY-9
9513.T,Power-Related Businesses Peripheral,FY-9
9513.T,Overseas Business,FY-9
9531.T,Gas,FY-9
9531.T,Other Businesses,FY-9
9531.T,Eliminations and Corporate,FY-9
9531.T,Gas Appliances & Construction,FY-9
9531.T,Immovable property,FY-9
9531.T,Other energy,FY-9
9531.T,Real Estate,FY-9
A2.MI,Gas & Heating,FY-9
A2.MI,Network and Markets,FY-9
A2.MI,Electrical Energy,FY-9
A2.MI,Eliminations,FY-9
A2.MI,Other Services,FY-9
A2.MI,Other Activities and Eliminations,FY-9
A2.MI,Eliminations,FY-9
A2.MI,Environment,FY-9
ACOx.TO,Corporate & Others,FY-9
ACOx.TO,Electricity,FY-9
ACOx.TO,Structures & Logistics,FY-9
ACOx.TO,Intersegment Eliminations,FY-9
ACOx.TO,Energy,FY-9
ACOx.TO,ATCO Australia,FY-9
ADAI.NS,,FY-9
AEP.OQ,General and Marketing,FY-9
AEP.OQ,Corporate & Other,FY-9
AEP.OQ,Transmission Operations,FY-9
AEP.OQ,Vertically integrated Utilities,FY-9
AEP.OQ,Reconciling Adjustments,FY-9
AEP.OQ,AEP Transmission Holdco,FY-9
AEP.OQ,Transmission & Distribution utilities,FY-9
AES.N,Asia SBU,FY-9
AES.N,MCAC SBU,FY-9
AES.N,EMEA SBU,FY-9
AES.N,Brazil SBU,FY-9
AES.N,Corporate and Other,FY-9
AES.N,US SBU,FY-9
AES.N,Andes SBU,FY-9
AEV.PS,Parent Company and Others,FY-9
AEV.PS,Food Manufacturing,FY-9
AEV.PS,Financial Services,FY-9
AEV.PS,Power,FY-9
AEV.PS,Real Estate,FY-9
ALS.TO,,FY-9
AP.PS,Eliminations,FY-9
AP.PS,Power Distribution,FY-9
AP.PS,Parent Company/Others,FY-9
AP.PS,Power Generation,FY-9
ARG.CN,Sale of Cement,FY-9
ARG.CN,Financial Activity,FY-9
ARG.CN,Sale of Energy and Gas,FY-9
ARG.CN,Other,FY-9
AVA.N,Intersegment Eliminations,FY-9
AVA.N,Avista Utilities,FY-9
AVA.N,Other,FY-9
AVA.N,Alaska Electric Light and Power Company,FY-9
AVNT.NS,Power,FY-9
AVNT.NS,Shrimp Processing,FY-9
AVNT.NS,Shrimp Feed,FY-9
AWR.N,GSCW Electric,FY-9
AWR.N,GSCW Water,FY-9
AWR.N,AWR Parent,FY-9
AWR.N,ASUS Contracts,FY-9
AY.OQ,Efficient natural gas,FY-9
AY.OQ,Renewable energy,FY-9
AY.OQ,Electric transmission lines,FY-9
BEPC.N,,FY-9
BEP_u.TO,Hydroelectric,FY-9
BEP_u.TO,Other,FY-9
BEP_u.TO,Wind,FY-9
BEP_u.TO,Co-gen,FY-9
BKH.N,Oil and Gas,FY-9
BKH.N,Corporate,FY-9
BKH.N,Gas Utilities,FY-9
BKH.N,Coal Mining,FY-9
BKH.N,Electric utilities,FY-9
BKH.N,Power Generation,FY-9
BKH.N,Eliminations,FY-9
BN.N,Corporate activities,FY-9
BN.N,Renewable/Power Generating Operations,FY-9
BN.N,Elimination & Adjustment,FY-9
BN.N,Residential Development,FY-9
BN.N,Real Estate,FY-9
BN.N,Private Equity & Finance,FY-9
BN.N,Asset Management,FY-9
BN.N,Infrastructure,FY-9
BN.N,Services,FY-9
BP.L,Other businesses & corporate,FY-9
BP.L,Upstream,FY-9
BP.L,Down Stream,FY-9
BP.L,TNK-BP,FY-9
BP.L,Eliminations,FY-9
CBAV3.SA,,FY-9
CMIG4.SA,Telecommunication,FY-9
CMIG4.SA,Distribution,FY-9
CMIG4.SA,Gas,FY-9
CMIG4.SA,Elimination,FY-9
CMIG4.SA,Generation,FY-9
CMIG4.SA,Transmission,FY-9
CMIG4.SA,Other,FY-9
CMS.N,Other,FY-9
CMS.N,Gas Utility,FY-9
CMS.N,Enterprises,FY-9
CMS.N,Electric Utility,FY-9
CPFE3.SA,Power Generation,FY-9
CPFE3.SA,Eliminations,FY-9
CPFE3.SA,Other,FY-9
CPFE3.SA,Energy Trading,FY-9
CPFE3.SA,Energy Distribution,FY-9
CPFE3.SA,Power Generation (Renewable Sources),FY-9
CPFE3.SA,Services,FY-9
CRBR.NS,Intersegment Revenue,FY-9
CRBR.NS,Power,FY-9
CRBR.NS,IT Services,FY-9
CRBR.NS,Electrominerals,FY-9
CRBR.NS,Ceramics,FY-9
CRBR.NS,Abrasives,FY-9
CSNA3.SA,Steel and New Businesses,FY-9
CSNA3.SA,Energy and Infrastructure,FY-9
CSNA3.SA,Eliminations,FY-9
CSNA3.SA,Mining,FY-9
CSNA3.SA,Railway Logistics,FY-9
CSNA3.SA,Port Logistics,FY-9
CSNA3.SA,Cement,FY-9
CU.TO,Corporate and other,FY-9
CU.TO,Energy Infrastructure,FY-9
CU.TO,Intersegment Eliminations,FY-9
CU.TO,ATCO Australia,FY-9
CU.TO,Utilities,FY-9
DEHr.AT,Generation,FY-9
DEHr.AT,Mines,FY-9
DEHr.AT,Eliminations,FY-9
DEHr.AT,Supply,FY-9
DEHr.AT,Distribution Network,FY-9
DEHr.AT,Other,FY-9
DEHr.AT,Other Subsidiaries,FY-9
DEHr.AT,DEDDHE,FY-9
DEHr.AT,ADME,FY-9
DUK.N,Eliminations And Minority Interest,FY-9
DUK.N,U.S. Franchised Electric,FY-9
DUK.N,Other,FY-9
DUK.N,International Energy,FY-9
DUK.N,Commercial Renewables,FY-9
EDP.LS,Consolidation Adjustments,FY-9
EDP.LS,EDP Renovaveis,FY-9
EDP.LS,Liberalised Activities,FY-9
EDP.LS,Other,FY-9
EDP.LS,EDP Energias do Brasil,FY-9
EDP.LS,Regulated Networks,FY-9
EDP.LS,Contracted Production,FY-9
ELE.MC,Spanish & Portuguese Distribution,FY-9
ELE.MC,Spanish & Portuguese Generation,FY-9
ELE.MC,Spanish & Portuguese Structure,FY-9
ELE.MC,Spanish & Portuguese Other & Eliminations,FY-9
ELET6.SA,Transmission,FY-9
ELET6.SA,Generation,FY-9
ELET6.SA,Distribution,FY-9
ELET6.SA,Administration,FY-9
ELET6.SA,Eliminations,FY-9
EMA.TO,Caribbean Utility Operations,FY-9
EMA.TO,Maine Utility Operations,FY-9
EMA.TO,Pipeline,FY-9
EMA.TO,Other,FY-9
EMA.TO,Nova Scotia Power,FY-9
ENAE.WA,Trading,FY-9
ENAE.WA,Production,FY-9
ENAE.WA,Other,FY-9
ENAE.WA,Eliminations,FY-9
ENAE.WA,Distribution,FY-9
ENEI.MI,Renewable Energy,FY-9
ENEI.MI,Italian Market,FY-9
ENEI.MI,International Market,FY-9
ENEI.MI,Iberia and Latin America,FY-9
ENEI.MI,Generation and Energy Management,FY-9
ENEI.MI,"Other, Eliminations and Adjustments",FY-9
ENEI.MI,Infrastructures and Networks,FY-9
ENGIE.PA,Infrastructure,FY-9
ENGIE.PA,Energy International,FY-9
ENGIE.PA,Energy Services,FY-9
ENGIE.PA,Energy Europe,FY-9
ENGIE.PA,Global Gaz & GNL,FY-9
ENGIE.PA,Environment,FY-9
ENJSA.IS,,FY-9
ENLT.TA,,FY-9
EONGn.DE,Germany,FY-9
EONGn.DE,Renewable Energy Generation,FY-9
EONGn.DE,Russia,FY-9
EONGn.DE,Other & Consolidation,FY-9
EONGn.DE,Energy Generation,FY-9
EONGn.DE,Czechia,FY-9
EONGn.DE,U.K.,FY-9
EONGn.DE,Hungary,FY-9
EONGn.DE,Exploration&Production,FY-9
EONGn.DE,Czech Republic,FY-9
EONGn.DE,Sweden,FY-9
EONGn.DE,Global Commodities,FY-9
EONGn.DE,Power Generation,FY-9
EONGn.DE,Other Non-EU Countries,FY-9
EONGn.DE,Other Regional Countries,FY-9
ETR.N,All Other,FY-9
ETR.N,Eliminations,FY-9
ETR.N,Entergy Wholsale commodoties,FY-9
ETR.N,Utility,FY-9
EXC.OQ,BGE,FY-9
EXC.OQ,ComEd,FY-9
EXC.OQ,Corporate/Other,FY-9
EXC.OQ,Generation,FY-9
EXC.OQ,PECO,FY-9
EXC.OQ,Intersegment Eliminations,FY-9
FGEN.PS,Elimination,FY-9
FGEN.PS,FGP,FY-9
FGEN.PS,FG Hydro,FY-9
FGEN.PS,FGPC,FY-9
FGEN.PS,Others,FY-9
FGEN.PS,EDC,FY-9
FORTUM.HE,Russia,FY-9
FORTUM.HE,Generation,FY-9
FORTUM.HE,Other Operations,FY-9
FORTUM.HE,Netting of Nord Pool Transactions,FY-9
FORTUM.HE,City Solutions,FY-9
FORTUM.HE,Distribution,FY-9
FORTUM.HE,Elimination,FY-9
FTEK.OQ,Other,FY-9
FTEK.OQ,Air Pollution Control,FY-9
FTEK.OQ,Fuel Chem,FY-9
FTS.TO,Other Electric,FY-9
FTS.TO,Corporate and other,FY-9
FTS.TO,Non-Utility,FY-9
FTS.TO,Intersegment eliminations,FY-9
FTS.TO,Newfoundland Power,FY-9
FTS.TO,Fortis Alberta,FY-9
FTS.TO,Electirc Caribbean,FY-9
FTS.TO,Energy infrastructure,FY-9
FTS.TO,FortisBC Energy,FY-9
FTS.TO,Fortis BC Electric,FY-9
FTS.TO,Central Hudson,FY-9
GEG.HM,,FY-9
GPSC.BK,Others,FY-9
GPSC.BK,Independent Power,FY-9
GPSC.BK,Small Power,FY-9
HARL.L,,FY-9
HDG.HM,Eliminations,FY-9
HDG.HM,Others,FY-9
HDG.HM,Real Estate,FY-9
HDG.HM,Construction,FY-9
HE.N,Electric Utility,FY-9
HE.N,Other,FY-9
HE.N,Bank,FY-9
HEGL.NS,Power generation,FY-9
HEGL.NS,Graphite ( including other carbon products ),FY-9
HEGL.NS,Unallocable items/Others,FY-9
HOLMb.ST,FOREST,FY-9
HOLMb.ST,WOOD PRODUCTS,FY-9
HOLMb.ST,GROUP-WIDE AND OTHER,FY-9
HOLMb.ST,PAPER BOARD,FY-9
HOLMb.ST,PAPER,FY-9
HOLMb.ST,RENEWABLE ENERGY,FY-9
IBE.MC,Corporate and Adjustments,FY-9
IBE.MC,Other Business,FY-9
IBE.MC,Renewable Energy,FY-9
IBE.MC,Networks,FY-9
IBE.MC,Electricity Generation/Liberalized,FY-9
IDA.N,All Other,FY-9
IDA.N,Eliminations,FY-9
IDA.N,Utility Operations,FY-9
IDC.HN,,FY-9
LIGT3.SA,Eliminations,FY-9
LIGT3.SA,Other,FY-9
LIGT3.SA,Distribution,FY-9
LIGT3.SA,Generation,FY-9
LIGT3.SA,Commercialization,FY-9
MGEE.OQ,Transmission Investment,FY-9
MGEE.OQ,All Others,FY-9
MGEE.OQ,Non Regulated Energy,FY-9
MGEE.OQ,Gas,FY-9
MGEE.OQ,Eliminations,FY-9
MGEE.OQ,Electric,FY-9
MPLF.PSX,,FY-9
NCLI.NS,Prefab Division,FY-9
NCLI.NS,Ready Mix Concrete Division,FY-9
NCLI.NS,Energy Division,FY-9
NCLI.NS,Intersegment Revenue,FY-9
NCLI.NS,Cement Division,FY-9
NCLI.NS,Boards Division,FY-9
NCLI.NS,Unallocated,FY-9
NEOE3.SA,,FY-9
NLCI.NS,Lignite Mining,FY-9
NLCI.NS,Power Generation,FY-9
NRG.N,Corporate,FY-9
NRG.N,Elimination,FY-9
NRG.N,Retail Mass,FY-9
NRG.N,NRG Yeild,FY-9
NRG.N,Solar,FY-9
NRG.N,NRG Renew,FY-9
NRG.N,NRG Business,FY-9
NTPC.NS,Others,FY-9
NTPC.NS,Generation of energy,FY-9
ODAS.IS,,FY-9
ORK.OL,Financial Investments,FY-9
ORK.OL,Orkla Foods Ingredients,FY-9
ORK.OL,H.O./Unallocated/Eliminations,FY-9
ORK.OL,Orkla Confectionery & Snacks,FY-9
ORK.OL,Hydro Power,FY-9
ORK.OL,Orkla Care,FY-9
ORK.OL,Elimination,FY-9
ORK.OL,Orkla Foods,FY-9
PAFO.NS,Food Products,FY-9
PAFO.NS,Wind Turbine Power Generation,FY-9
PAFO.NS,Oil,FY-9
PAFO.NS,Vanaspati,FY-9
PAFO.NS,Unallocable,FY-9
PAFO.NS,Others,FY-9
PAFO.NS,Extractions,FY-9
PC1.HM,,FY-9
PEG.N,Other,FY-9
PEG.N,PSE&G,FY-9
PEG.N,PSEG Power & Other,FY-9
PEG.N,Eliminations,FY-9
PGRD.NS,Consultancy Services,FY-9
PGRD.NS,Transmission Services,FY-9
PGRD.NS,Telecom Services,FY-9
PIF.TO,,FY-9
PTCI.NS,Unallocated,FY-9
PTCI.NS,Power Trading,FY-9
PTCI.NS,Investments,FY-9
RATCH.BK,Domestic Electricity Generating,FY-9
RATCH.BK,Renewable Energy,FY-9
RATCH.BK,International Power Projects,FY-9
RITS.NS,,FY-9
ROH2O.BX,,FY-9
RWEG.DE,Central and Eastern Europe,FY-9
RWEG.DE,United Kingdom,FY-9
RWEG.DE,Renewables,FY-9
RWEG.DE,Trading/Gas Midstream,FY-9
RWEG.DE,Sales/Distribution Networks,FY-9
RWEG.DE,Conventional Power Generation,FY-9
RWEG.DE,Netherlands / Belgium,FY-9
RWEG.DE,Other/Consolidation,FY-9
SHEL.L,Corporate and Other,FY-9
SHEL.L,Upstream,FY-9
SHEL.L,Downstream,FY-9
SO.N,Reconciling Eliminations,FY-9
SO.N,All Other,FY-9
SO.N,Eliminations,FY-9
SO.N,Traditional Electric Operating Companies,FY-9
SO.N,Southern Power,FY-9
SPI.OQ,,FY-9
SRG.MI,Natural gas-Tansportation,FY-9
SRG.MI,Re-Gasification (Regulated),FY-9
SRG.MI,Storage of natural gas,FY-9
SRG.MI,Distribution,FY-9
SRG.MI,Corporate,FY-9
SSE.L,Retail,FY-9
SSE.L,Corporate unallocated,FY-9
SSE.L,Networks,FY-9
SSE.L,Wholesale,FY-9
SVT.L,Severn trent Services,FY-9
SVT.L,Severn Trent Water,FY-9
SXC.N,Domestic Coke,FY-9
SXC.N,Coal Mining,FY-9
SXC.N,Logistics,FY-9
SXC.N,Brazil Coke,FY-9
SXC.N,Elimination,FY-9
SXC.N,Logistics intersegment sales,FY-9
SXC.N,Coal Mining intersegment sales,FY-9
TA.TO,Corporate/Other,FY-9
TA.TO,Canadian Coal,FY-9
TA.TO,U.S. Coal,FY-9
TA.TO,Hydro,FY-9
TA.TO,Gas,FY-9
TA.TO,Energy Marketing,FY-9
TA.TO,Wind and solar,FY-9
TCIL.NS,Frieght Division,FY-9
TCIL.NS,XPS Cargo Division,FY-9
TCIL.NS,Energy Division,FY-9
TCIL.NS,Supply Chain Solution Division,FY-9
TCIL.NS,Seaways Division,FY-9
TCIL.NS,Unallocated income/expenditure,FY-9
TCIL.NS,Global Division,FY-9
TCIL.NS,Inter Company Revenue,FY-9
TTPW.NS,Coal,FY-9
TTPW.NS,Power,FY-9
TTPW.NS,Others,FY-9
TTPW.NS,Eliminations,FY-9
UN01.DE,Administration/Consolidation,FY-9
UN01.DE,European Generation,FY-9
UN01.DE,International Power Generation,FY-9
UN01.DE,Global Commodities,FY-9
UNACEMC1.LM,Adjustment,FY-9
UNACEMC1.LM,Cement,FY-9
UNACEMC1.LM,Concrete,FY-9
UNACEMC1.LM,Electric Energy,FY-9
UNACEMC1.LM,Other,FY-9
VERB.VI,Reconciliation/Consolidation,FY-9
VERB.VI,Renewable Generation,FY-9
VERB.VI,Grid,FY-9
VERB.VI,Equity Interest & Services,FY-9
XEL.OQ,Regulated Electric,FY-9
XEL.OQ,All Other,FY-9
XEL.OQ,Gas Utility,FY-9
XEL.OQ,Reconciling Eliminations,FY-9
