Instrument,year,has ren segment,number of segments
000537.SZ,-3,False,5
000537.SZ,-3,False,5
000537.SZ,-3,False,5
000537.SZ,-3,False,5
000537.SZ,-3,False,5
000539.SZ,-3,False,4
000539.SZ,-3,False,4
000539.SZ,-3,False,4
000539.SZ,-3,False,4
000629.SZ,-3,False,4
000629.SZ,-3,False,4
000629.SZ,-3,False,4
000629.SZ,-3,True,4
000883.SZ,-3,True,6
000883.SZ,-3,False,6
000883.SZ,-3,False,6
000883.SZ,-3,False,6
000883.SZ,-3,True,6
000883.SZ,-3,False,6
002060.SZ,-3,False,5
002060.SZ,-3,False,5
002060.SZ,-3,False,5
002060.SZ,-3,False,5
002060.SZ,-3,False,5
002545.SZ,-3,False,6
002545.SZ,-3,False,6
002545.SZ,-3,False,6
002545.SZ,-3,False,6
002545.SZ,-3,False,6
002545.SZ,-3,False,6
071320.KS,-3,True,3
071320.KS,-3,False,3
071320.KS,-3,False,3
1811.HK,-3,True,3
1811.HK,-3,False,3
1811.HK,-3,False,3
2083.SE,-3,False,0
2380.HK,-3,True,4
2380.HK,-3,False,4
2380.HK,-3,False,4
2380.HK,-3,True,4
300569.SZ,-3,False,3
300569.SZ,-3,False,3
300569.SZ,-3,False,3
300772.SZ,-3,False,0
3038.T,-3,False,6
3038.T,-3,False,6
3038.T,-3,False,6
3038.T,-3,True,6
3038.T,-3,False,6
3038.T,-3,False,6
5110.SE,-3,False,5
5110.SE,-3,False,5
5110.SE,-3,False,5
5110.SE,-3,True,5
5110.SE,-3,False,5
5711.T,-3,False,6
5711.T,-3,False,6
5711.T,-3,False,6
5711.T,-3,False,6
5711.T,-3,False,6
5711.T,-3,False,6
600011.SS,-3,False,3
600011.SS,-3,False,3
600011.SS,-3,False,3
600025.SS,-3,False,2
600025.SS,-3,False,2
600116.SS,-3,False,6
600116.SS,-3,False,6
600116.SS,-3,False,6
600116.SS,-3,False,6
600116.SS,-3,False,6
600116.SS,-3,False,6
600236.SS,-3,True,4
600236.SS,-3,False,4
600236.SS,-3,False,4
600236.SS,-3,True,4
600409.SS,-3,False,5
600409.SS,-3,False,5
600409.SS,-3,False,5
600409.SS,-3,False,5
600409.SS,-3,False,5
600459.SS,-3,False,0
600674.SS,-3,False,5
600674.SS,-3,True,5
600674.SS,-3,False,5
600674.SS,-3,False,5
600674.SS,-3,False,5
600795.SS,-3,False,7
600795.SS,-3,False,7
600795.SS,-3,False,7
600795.SS,-3,False,7
600795.SS,-3,True,7
600795.SS,-3,False,7
600795.SS,-3,False,7
600886.SS,-3,False,3
600886.SS,-3,False,3
600886.SS,-3,False,3
600905.SS,-3,False,0
600995.SS,-3,False,3
600995.SS,-3,False,3
600995.SS,-3,False,3
601088.SS,-3,False,8
601088.SS,-3,False,8
601088.SS,-3,False,8
601088.SS,-3,False,8
601088.SS,-3,False,8
601088.SS,-3,False,8
601088.SS,-3,False,8
601088.SS,-3,False,8
6013.T,-3,False,5
6013.T,-3,False,5
6013.T,-3,False,5
6013.T,-3,False,5
6013.T,-3,False,5
601778.SS,-3,False,2
601778.SS,-3,True,2
601991.SS,-3,False,3
601991.SS,-3,False,3
601991.SS,-3,False,3
603212.SS,-3,False,4
603212.SS,-3,False,4
603212.SS,-3,False,4
603212.SS,-3,False,4
6504.T,-3,False,7
6504.T,-3,False,7
6504.T,-3,False,7
6504.T,-3,False,7
6504.T,-3,False,7
6504.T,-3,False,7
6504.T,-3,False,7
6806.TW,-3,False,4
6806.TW,-3,False,4
6806.TW,-3,False,4
6806.TW,-3,False,4
688599.SS,-3,False,5
688599.SS,-3,True,5
688599.SS,-3,False,5
688599.SS,-3,False,5
688599.SS,-3,False,5
8031.T,-3,False,9
8031.T,-3,False,9
8031.T,-3,False,9
8031.T,-3,False,9
8031.T,-3,False,9
8031.T,-3,False,9
8031.T,-3,False,9
