Instrument,Revenue,Price Close,Earnings Per Share - SmartEstimate®,Earnings Per Share - SmartEstimate®,Earnings Per Share - SmartEstimate®,Return On Equity - Actual,Company Market Cap,Common Shares - Outstanding - Total,Total Assets,Interest Expense,Total Liabilities,Dividend Payout Ratio - %,Interest Bearing Liabilities - Total,Shareholders Equity - Common,Total Capital,Total Debt,Long Term Growth - Mean,"Return on Average Common Equity - %, TTM",TRBC Economic Sector Name,TRBC Business Sector Name,TRBC Industry Group Name,TRBC Industry Name,TRBC Activity Name,TRBC Economic Sector Code,TRBC Business Sector Code,TRBC Industry Group Code,TRBC Industry Code,TRBC Activity Code,Depreciation Depletion & Amortization - Total,"WACC Tax Rate, (%)",Earnings before Interest & Taxes (EBIT),Country of Headquarters,Operating Profit before Non-Recurring Income/Expense,Capital Expenditures - Total,ESG Combined Score Grade,year
000537.SZ,3082916164.73292,3.79402087498623,,,,-9.37,7066442491.77437,1862520720.0,17900043459.4056,308100836.511628,14060485431.144,,3782351509.80306,3590774660.11083,7621909538.06458,3782351508.9498,,-1.65047575604207,Utilities,Utilities,Electric Utilities & IPPs,Electric Utilities,Wind Electric Utilities,59,5910,591010,59101010,5910101023.0,240368045.585246,12.89769,277463518.147231,China,277463518.147231,454801437.442535,C-,FY-1
000539.SZ,6905585965.27133,0.968183750255821,0.054318564217611,0.075905153611267,,-10.72,4572416763.13987,5250283986.0,18024446025.4089,232550261.629316,12808672650.1472,,9656081584.83021,3707403370.69631,14871854960.0919,9656081584.04307,,-10.5440803165191,Utilities,Utilities,Electric Utilities & IPPs,Independent Power Producers,Fossil Fuel IPPs,59,5910,591010,59101020,5910102011.0,665870696.517661,26.91141,-676565372.04609,China,-676565372.04609,1663872694.16545,,FY-1
000629.SZ,2213484328.01751,0.612395900568316,,,,15.5,5260325361.02706,8589746202.0,1607437333.68807,3630631.00859318,335996449.967727,0.0,10756513.5451268,1205527654.40878,1282197397.26547,10756513.5939296,,14.224738692053,Basic Materials,Mineral Resources,Metals & Mining,Specialty Mining & Metals,Nonferrous Metal Processing,51,5120,512010,51201050,5120105016.0,48374751.7813769,10.338940177392,252018218.113985,China,252018218.113985,5927382.63388296,C+,FY-1
000883.SZ,3562420728.57795,0.824924040868374,,,,,5368151525.73794,6507449486.0,11505419230.6229,117104614.506861,5726437951.39875,41.9488121015271,4441476815.75857,4844589666.74643,10220458094.9828,4441476815.54132,,7.84020136012035,Utilities,Utilities,Electric Utilities & IPPs,Independent Power Producers,Independent Power Producers (NEC),59,5910,591010,59101020,5910102010.0,377966300.225653,20.760676161315,488483532.504614,China,488483532.504614,528557461.109842,C,FY-1
002060.SZ,2260876522.72477,0.873726799011351,0.047799195152123,0.05571144481155,,8.25,1050448579.50913,1202262058.0,4995563974.04953,97352261.3694349,4343494688.04332,28.5923753655585,2734980295.89112,574163768.878009,3387049581.89733,2734980297.85425,,9.31834928886505,Industrials,Industrial & Commercial Services,Construction & Engineering,Construction & Engineering,Construction & Engineering (NEC),52,5220,522010,52201020,5220102010.0,120605314.374588,18.97011,157824977.833954,China,157824977.833954,145809574.826359,,FY-1
002545.SZ,437926446.372066,1.43574565891595,0.11290363150448,0.139199811350417,,5.13,1786156735.08918,1244062083.0,1843171303.40045,9942766.20203374,589213750.036996,30.7983194039252,270432290.222131,1250169467.19668,1524389843.58559,270432291.683065,,5.12511555759988,Basic Materials,Chemicals,Chemicals,Agricultural Chemicals,Fertilizers,51,5110,511010,51101020,5110102011.0,41677715.1014207,19.61121,73956414.6742461,China,73956414.6742461,27282810.0936754,,FY-1
071320.KS,2135423759.82356,32.580547521356,2.15485074626866,3.77035278154681,,1.183,377241819.129615,11578744.0,5486180060.23519,45372442.0029857,3951466060.20068,56.98160080745,2529621480.2628,1324435433.55079,4064335480.29732,2529621480.2687,,1.03569575757388,Utilities,Utilities,Electric Utilities & IPPs,Electric Utilities,Fossil Fuel Electric Utilities,59,5910,591010,59101010,5910101012.0,232088733.651313,23.67907,34109455.098808,Korea; Republic (S. Korea),34109455.098808,454763817.834207,,FY-1
1811.HK,1775305000.0,1.04671746324944,0.06,0.07,,14.625,4491280412.52982,4290824000.0,8733954000.0,376416000.0,7229398000.0,15.1272751090988,6300726000.0,1383035000.0,7805282000.0,6300726000.0,,18.7489302454813,Utilities,Utilities,Electric Utilities & IPPs,Independent Power Producers,Independent Power Producers (NEC),59,5910,591010,59101020,5910102010.0,273507000.0,21.2944828779225,479596000.0,Hong Kong,479596000.0,1271194000.0,,FY-1
2083.SE,1649604933.66722,,,,,,,250000000.0,6422800095.90282,54249362.25929,4411215568.2242,0.0,3253079279.66327,2011584527.67862,5264663807.34189,3253079279.66327,,,Utilities,Utilities,Multiline Utilities,Multiline Utilities,Multiline Utilities,59,5910,591040,59104010,5910401010.0,311716869.136283,12.020784085013,262879138.652727,Saudi Arabia,262879138.652727,209685333.874845,,FY-1
2380.HK,5585035342.64259,0.673439544370045,0.034514198879286,0.055662139487764,,1.6,7295630747.99892,10833386321.0,27588669573.8417,605366743.862034,19343099919.7116,,16674973788.196,5203770091.78067,24920543442.3262,16674973788.196,,-1.23116603915369,Utilities,Utilities,Electric Utilities & IPPs,Electric Utilities,Fossil Fuel Electric Utilities,59,5910,591010,59101010,5910101012.0,954156684.043741,20.90695,750366852.336813,Hong Kong,750366852.336813,2661215952.22491,B-,FY-1
