Firm Name,WACC,COE,COD
000539.SZ,0.03042435014522149,0.11350000000000002,0.02878451970906749
000629.SZ,0.03853868230979425,0.05049999999999996,0.03214424462335077
002545.SZ,0.05970960096116628,0.08499999999999999,0.031242156274263206
071320.KS,0.044046706604860215,0.1993437500000001,0.01750574384850642
2083.SE,0.040431174631619424,0.088625,0.024499129513351148
2380.HK,0.043052609460001584,0.14700000000000005,0.03759306879251473
300772.SZ,0.0019179726938161187,0.0013242187499999305,0.005884278926700995
3038.T,0.014338295596703183,0.02589843749999994,0.0029312958165647824
5711.T,0.05902074629815631,0.1811250000000001,0.01047526588805217
600011.SS,0.024473180833923275,0.10900000000000001,0.032988180967010505
600025.SS,0.03491367239233037,0.06149999999999997,0.03312393241413457
600116.SS,0.048942926417317054,0.07349999999999998,0.03422406640876187
600459.SS,0.04315845897344508,0.06149999999999997,0.042846539605978506
600674.SS,0.04748421620576749,0.06099999999999997,0.030749423694851646
600795.SS,0.027988735647796834,0.14100000000000004,0.03334421656271625
600886.SS,0.03550402387851033,0.09825,0.037130688677444734
600905.SS,0.018705610888060387,0.013499999999999932,0.031498827833758396
600995.SS,0.03991943400410088,0.05174999999999996,0.05755034567365222
601088.SS,0.08884220564685308,0.13375000000000004,0.05790349144037123
6013.T,0.03744831425989648,0.06687499999999998,0.00682507814667384
601991.SS,0.025348951474425886,0.11100000000000002,0.03559844488220944
603212.SS,0.05994186743017083,0.08299999999999999,0.03915090273043706
6504.T,0.04265892458812062,0.09473437500000001,0.010843890735644663
688599.SS,,,0.017200846230495472
8031.T,0.05603841084116514,0.12159375000000003,0.022341263471740105
9505.T,0.02173069579668597,0.14775000000000005,0.005522042810512626
9513.T,0.05530362314828683,0.15387500000000004,0.014252396300728457
9531.T,0.05718541537461183,0.12462500000000003,0.011777592779888879
A2.MI,0.03245352210448165,0.16150000000000006,0.013145909286065485
ACOx.TO,0.03901064537089131,0.13843750000000005,0.04330025127331627
AEP.OQ,0.034553540448156006,0.08425781249999999,0.030855567396341523
AES.N,0.022120426982378857,0.07779687499999999,0.047535960507277215
AEV.PS,0.0526293247644721,0.10300000000000001,0.04851983590655677
ALS.TO,0.04696766928891854,0.06393749999999998,0.06050006209813613
AP.PS,0.06055063458769719,0.101,0.05374585776793656
AVA.N,0.043204197633070554,0.09426562499999999,0.040274065693098264
AVNT.NS,0.03907870281155598,0.05087499999999996,0.11193140824105217
AWR.N,0.02307834593827448,0.03691015624999995,0.037307128481625956
AY.OQ,0.0402323356174261,0.08485937499999999,0.0524290462980849
BEPC.N,0.03748731648932939,0.12817187500000005,0.07330066055827829
BEP_u.TO,0.02424378337882735,0.13075000000000003,0.04809319532449132
BKH.N,0.04161658947527333,0.08503906249999998,0.03482992497761325
BN.N,0.033268962662593715,0.16462500000000008,0.047426591152826894
BP.L,0.04295111826634737,0.16162500000000007,0.03335555835871191
CBAV3.SA,0.06202153718508855,0.12187500000000002,0.057730203448316225
CMIG4.SA,0.06927669936325503,0.13650000000000004,0.08708498823127264
CMS.N,0.029542024855151963,0.07888281249999998,0.03626834381551362
CPFE3.SA,0.044490273907518474,0.12175000000000002,0.06368818504543039
CRBR.NS,0.03349085234262401,0.04037499999999995,0.08524616650328413
CSNA3.SA,0.0758355351783133,0.22450000000000012,0.062330420042805756
