Instrument,Revenue,Price Close,Earnings Per Share - SmartEstimate®,Earnings Per Share - SmartEstimate®,Earnings Per Share - SmartEstimate®,Return On Equity - Actual,Company Market Cap,Common Shares - Outstanding - Total,Total Assets,Interest Expense,Total Liabilities,Dividend Payout Ratio - %,Interest Bearing Liabilities - Total,Shareholders Equity - Common,Total Capital,Total Debt,Long Term Growth - Mean,"Return on Average Common Equity - %, TTM",TRBC Economic Sector Name,TRBC Business Sector Name,TRBC Industry Group Name,TRBC Industry Name,TRBC Activity Name,TRBC Economic Sector Code,TRBC Business Sector Code,TRBC Industry Group Code,TRBC Industry Code,TRBC Activity Code,Depreciation Depletion & Amortization - Total,"WACC Tax Rate, (%)",Earnings before Interest & Taxes (EBIT),Country of Headquarters,Operating Profit before Non-Recurring Income/Expense,Capital Expenditures - Total,ESG Combined Score Grade,year
600795.SS,9069989193.55087,0.479535219710127,,0.039703967220405,,4.206,9423057847.99348,19650397845.0,42132998159.4916,962344239.049864,30963626662.8883,76.142483449198,26560920414.363,7505677839.64619,37730291910.9663,26560920414.0602,,4.20510566326655,Utilities,Utilities,Electric Utilities & IPPs,Electric Utilities,Electric Utilities (NEC),59,5910,591010,59101010,5910101010,1815878830.46987,32.81628,1147829717.20077,China,1147829717.20077,2221214757.51019,,FY-5
600886.SS,4829568830.21072,1.12813734380523,0.087871969576929,0.100938044683885,,10.91,7655566353.68489,6786023347.0,32013279830.6549,726048717.697833,22682675669.4711,34.9976823448122,20283987711.5503,4696275162.03679,29614591872.7341,20283987711.91,-3.1235,10.9131245008969,Utilities,Utilities,Electric Utilities & IPPs,Independent Power Producers,Independent Power Producers (NEC),59,5910,591010,59101020,5910102010,975823134.259605,16.51138,1798081738.86097,China,1798081738.86097,1725789586.15493,C-,FY-5
600905.SS,1042197560.82566,,,,,,,28571000000.0,10457903488.2268,204763167.683646,6217802198.64593,0.0,5036516130.42897,3991378953.40977,9276617420.00984,5036516130.51965,,,Utilities,Utilities,Electric Utilities & IPPs,Electric Utilities,Wind Electric Utilities,59,5910,591010,59101010,5910101023,366342642.756077,7.56797,476370441.16353,China,476370441.16353,1020339175.07626,,FY-5
600995.SS,312233884.081582,1.3986443908212,,,,,669288265.219863,478526400.0,406497037.305381,3755712.87304514,144930040.30555,30.5384619685831,81075265.5118885,261566996.999831,342642262.511719,81075265.5118885,,9.5116671162681,Utilities,Utilities,Electric Utilities & IPPs,Electric Utilities,Hydroelectric & Tidal Utilities,59,5910,591010,59101010,5910101021,31274051.6024843,13.685839553358,43734034.8224122,China,43734034.8224122,25360021.6746899,,FY-5
601088.SS,38231560180.1331,3.56116379509091,0.369360152043079,0.369754513778904,,14.674,67536300393.4485,19890000000.0,87165362802.2071,727056145.104335,29586247175.8142,40.1891777871528,13666292670.1812,46337703456.6497,71245408296.5741,13666292670.1812,16.95367,14.6737607600628,Energy,Energy - Fossil Fuels,Coal,Coal,Coal (NEC),50,5010,501010,50101010,5010101010,3646386471.11899,22.8746,11062211074.5753,China,11062211074.5753,3001216690.21887,B+,FY-5
6013.T,1112347073.21664,14.0055027957753,,,,10.9,1162456732.04934,82668615.0,1425635234.33089,595906.121792776,703585544.889893,14.7490838537021,81102955.0159985,719047619.047619,803152644.456992,81102955.0159985,,10.9102790484268,Industrials,Industrial & Commercial Services,Professional & Commercial Services,Environmental Services & Equipment,Environmental Services & Equipment (NEC),52,5220,522030,52203010,5220301010,7123786.81961365,29.40187,90550643.8706023,Japan,90550643.8706023,4216487.25571555,,FY-5
601778.SS,622951413.245623,,,,,,,2000000000.0,4209839649.63497,88033160.3009822,3327593366.55857,0.0,2243487845.49283,872869376.953107,3125734128.56923,2243487845.62655,,,Utilities,Utilities,Electric Utilities & IPPs,Independent Power Producers,Renewable IPPs,59,5910,591010,59101020,5910102012,105362950.364467,11.263834098693,199445899.029517,China,199445899.029517,575312133.286815,,FY-5
601991.SS,12798483777.262,0.637843321088791,0.037429566318455,0.040023741690408,,4.22,7355202772.12243,13310037578.0,42858746599.4498,1164830125.04298,31663411616.4333,111.285837414561,26630593271.1372,8131744463.05888,37825928254.1537,26630593271.1372,,3.20643373395634,Utilities,Utilities,Electric Utilities & IPPs,Independent Power Producers,Independent Power Producers (NEC),59,5910,591010,59101020,5910102010,2082726365.95535,33.06358,1203182706.88875,China,1203182706.88875,1761291438.44274,C-,FY-5
603212.SS,277731212.824493,,,,,,,360000000.0,243978331.842983,1675139.55577725,100931823.120668,0.0,31488019.5871694,143198576.227656,174534528.309485,31488019.3043665,,,Energy,Renewable Energy,Renewable Energy,Renewable Energy Equipment & Services,Photovoltaic Solar Systems & Equipment,50,5020,502010,50201010,5020101013,2745300.74558705,12.6024,42295044.6173886,China,42295044.6173886,8561728.69148611,,FY-5
6504.T,8408159232.07228,37.6764001065057,2.51958514045201,2.73255339006314,3.20800598578376,13.4,5624973182.68394,142853849.4,8608545078.1103,14635815.5064559,5159025032.93808,22.6974312528136,1207415772.63316,3111575381.1406,4656935817.80538,1207415772.63316,,12.1453336163589,Industrials,Industrial Goods,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Electrical Components & Equipment,Electrical Components & Equipment (NEC),52,5210,521020,52102030,5210203010,272229779.972333,27.6398,505274217.996475,Japan,505274217.996475,110865625.295356,B+,FY-5
6806.TW,13384667.2510283,,,,,,,22822976.68813,16771020.1604747,133191.368415391,12665936.2146855,0.0,3732216.30368822,4106129.0540085,7837300.24947745,3732216.30368822,,,Energy,Renewable Energy,Renewable Energy,Renewable Energy Equipment & Services,Renewable Energy Equipment & Services (NEC),50,5020,502010,50201010,5020101010,1350630.87077489,20.85319694048,293027.589489825,Taiwan,293027.589489825,56381.8240217288,,FY-5
688599.SS,4020499666.47711,,,,,,,8789131878.0,5678193748.37004,123326313.682587,3906231978.35021,0.0,2446775938.13535,1674973476.07242,4218737708.15517,2446775938.70556,,,Energy,Renewable Energy,Renewable Energy,Renewable Energy Equipment & Services,Renewable Energy Equipment & Services (NEC),50,5020,502010,50201010,5020101010,160864646.307326,18.6342,234199498.624755,China,234199498.624755,235640588.693791,,FY-5
8031.T,46039422172.0309,16.2598739682258,2.0728889194391,2.14682256438457,,10.9,29211093287.1571,1737881472.0,106405608883.87,600312215.54179,66709363824.5812,29.2580989727083,39779173724.8259,37405561829.4749,79475418784.1145,39779173724.8259,,10.8598613137796,Industrials,Industrial & Commercial Services,Diversified Industrial Goods Wholesale,Diversified Industrial Goods Wholesale,Diversified Industrial Goods Wholesale,52,5220,522020,52202010,5220201010,1704264421.68544,22.17249,1894457792.2243,Japan,1894457792.2243,1572415677.79847,B+,FY-5
9505.T,5156625258.79917,8.05005769060087,0.616360613098003,0.646324756154204,0.797646120649217,-0.2,1693198370.97719,208787694.0,14951599849.4259,87020351.5430118,11868172407.3028,,9317824204.78073,2965565593.82646,12401251646.9038,9317824204.78073,,-0.153610560805236,Utilities,Utilities,Electric Utilities & IPPs,Electric Utilities,Electric Utilities (NEC),59,5910,591010,59101010,5910101010,566769923.989363,33.33484,133862184.268177,Japan,133862184.268177,860930855.019797,D,FY-5
9513.T,5946950875.21174,26.9370728676666,2.90662920824396,2.85209372377133,3.14468242799512,9.1,4930860819.20653,183049349.0,24911104837.1918,256302834.535326,17042443064.1822,20.0546400187003,14695200451.7222,7409100319.96989,22563862224.7318,14695200451.7222,,9.05930077889763,Utilities,Utilities,Electric Utilities & IPPs,Electric Utilities,Electric Utilities (NEC),59,5910,591010,59101010,5910101010,743058818.353059,29.13904,942037289.748047,Japan,942037289.748047,892197868.652651,B-,FY-5
9531.T,16726369282.891,22.8854175911955,1.52066556382685,1.69119455932359,1.87029045876724,6.7,10483197819.5748,456679824.0,21967965367.9654,104906564.077428,11160201392.8101,33.495139157454,6771805006.58762,10691022021.4568,17579568981.7429,6771805006.58762,,6.70267071756932,Utilities,Utilities,Natural Gas Utilities,Natural Gas Utilities,Natural Gas Utilities (NEC),59,5910,591020,59102010,5910201010,1492844152.77787,28.82647,1050076875.4052,Japan,1050076875.4052,1853710453.92656,B+,FY-5
A2.MI,6705773683.1372,1.8497858710908,0.140253955754608,0.156179733864131,0.140961754850197,13.5,5795203916.8604,3109183856.0,11934837633.9055,127698148.173417,8320437614.71192,47.5425467928042,4724031621.50166,3452453785.34327,8338431640.69529,4724031621.50166,,,Utilities,Utilities,Electric Utilities & IPPs,Electric Utilities,Electric Utilities (NEC),59,5910,591010,59101010,5910101010,463329564.169036,29.609871568448,832863143.396535,Italy,832863143.396535,513052736.909127,C+,FY-5
ACOx.TO,2169038721.47571,35.7795976783017,2.51248523970716,2.62127056600803,3.06279957754489,9.39,4102438510.37608,114654828.0,17326071400.1749,327093929.592349,11673690069.1739,68.4931506849315,7943070684.58297,2806710662.32011,13595452015.584,7943070684.58297,-0.2,6.25624910727039,Utilities,Utilities,Multiline Utilities,Multiline Utilities,Multiline Utilities,59,5910,591040,59104010,5910401010,518413020.485988,23.966925946366,911080025.586237,Canada,911080025.586237,1025254321.7647,C,FY-5
ADAI.NS,605817846.720934,3.51167162776124,0.096668649613325,0.123438429506246,,25.39,3862171864.39683,1099810083.0,2651737060.35939,104440356.741504,1721543541.69866,0.0,1601649516.20335,930193518.660728,2531843034.86408,1601649516.20335,,25.3901468618308,Utilities,Utilities,Electric Utilities & IPPs,Electric Utilities,Electric Utilities (NEC),59,5910,591010,59101010,5910101010,89911130.2442576,25.994567084708,348620743.871782,India,348620743.871782,149187208.741356,,FY-5
AEP.OQ,15195400000.0,73.57,3.90359,4.12545,4.30115,10.13,36187897566.59,492005598.0,64729100000.0,801300000.0,46403600000.0,62.4794527811655,22811900000.0,18298900000.0,41137400000.0,22811900000.0,4.375,10.5664796237103,Utilities,Utilities,Electric Utilities & IPPs,Electric Utilities,Electric Utilities (NEC),59,5910,591010,59101010,5910101010,2126300000.0,4.12376,3385700000.0,United States of America,3385700000.0,5799300000.0,B,FY-5
AES.N,10530000000.0,10.83,1.13248,1.20415,1.28666,38.91,7151986509.78,660388128.0,33112000000.0,1170000000.0,28267000000.0,,19965000000.0,2465000000.0,25647000000.0,19965000000.0,8.2,-17.7980604677695,Utilities,Utilities,Electric Utilities & IPPs,Electric Utilities,Electric Utilities (NEC),59,5910,591010,59101010,5910101010,1169000000.0,35.16484,2299000000.0,United States of America,2299000000.0,2177000000.0,B,FY-5
AEV.PS,3009816615.6432,1.44503519619025,0.0846587993843,,,14.636,8341850235.46831,5633792557.0,9843161794.42544,260454497.241686,5995973527.8228,33.3661981901267,5247203953.81876,3095392260.4398,9094392220.42139,5247203953.81876,7.5,14.6512815258632,Utilities,Utilities,Electric Utilities & IPPs,Electric Utilities,Electric Utilities (NEC),59,5910,591010,59101010,5910101010,167899422.054279,11.76407818445,726245200.563918,Philippines,726245200.563918,375150830.214781,C+,FY-5
ALS.TO,24057406.3767194,11.8867774509024,,,,,513357716.824361,,,,,,,,,51835095.8098116,,5.37444879045318,Basic Materials,Mineral Resources,Metals & Mining,Diversified Mining,Diversified Mining,51,5120,512010,51201080,5120108010,,23.74702,,Canada,,,,FY-5
AP.PS,2388924965.48412,0.831382435920523,0.062901828681424,0.069980365736285,0.076467065868263,21.133,6117814373.72891,7358604307.0,7232867098.86548,223332624.729354,4752156692.07836,50.1066738269087,4126340616.68367,2308989535.18619,6607051023.4708,4126340616.68367,6.0,18.5174086878806,Utilities,Utilities,Electric Utilities & IPPs,Independent Power Producers,Fossil Fuel IPPs,59,5910,591010,59101020,5910102011,150829272.139711,11.441334533663,678543552.092916,Philippines,678543552.092916,320753241.652714,B-,FY-5
ARG.CN,4887182763.24614,7.00436095270044,0.18024255024255,0.410142065142065,,3.86,5886621220.18243,857227180.0,15951692823.6083,377610184.282045,7800402414.48692,32.7636209406559,5610957746.47888,5380988262.9108,13762248155.6003,5610957746.47887,,3.85846683727749,Basic Materials,Mineral Resources,Construction Materials,Construction Materials,Cement & Concrete Manufacturing,51,5120,512020,51202010,5120201012,417310735.088523,33.2096794976,613796910.125923,Colombia,613796910.125923,520897553.386174,B-,FY-5
AVA.N,1442980000.0,51.49,2.06288,2.18427,2.34,,3316736433.93,65494333.0,5514732000.0,92882000.0,3784248000.0,73.3314827299044,1926182000.0,1729828000.0,3656666000.0,1926182000.0,,7.4638417903512,Utilities,Utilities,Multiline Utilities,Multiline Utilities,Multiline Utilities,59,5910,591040,59104010,5910401010,175655000.0,12.68468767252,306797000.0,United States of America,306797000.0,412339000.0,C+,FY-5
AVNT.NS,521103225.311012,13.2338569485352,0.592258119131907,0.65825288594736,,53.5,1803054275.75591,136244948.77526,234412978.037168,249462.613659875,57811396.0989095,18.3097963773896,1055122.10105975,158421087.39057,177656704.039318,1055122.10105975,,53.5685149164778,Consumer Non-Cyclicals,Food & Beverages,Food & Tobacco,Fishing & Farming,Animal Feed,54,5410,541020,54102010,5410201024,3686618.58921653,24.2877,102249132.758568,India,102249132.758568,12353954.7142884,,FY-5
AWR.N,340301000.0,57.91,1.8,1.92,,12.77,2124091024.24999,36680794.0,1416734000.0,22582000.0,886789000.0,52.8456582307871,380363000.0,529945000.0,910308000.0,380363000.0,4.0,13.4561949226843,Utilities,Utilities,Water & Related Utilities,Water & Related Utilities,Water & Related Utilities (NEC),59,5910,591030,59103010,5910301010,39273000.0,23.18636,118777000.0,United States of America,118777000.0,113126000.0,C-,FY-5
AY.OQ,1008381000.0,21.21,0.78063,1.06694,0.99,-6.23,2125608084.6,100217260.0,10492339000.0,391222000.0,7371009000.0,,6118291000.0,2984735000.0,9239621000.0,6118291000.0,,-3.02436254804826,Utilities,Utilities,Electric Utilities & IPPs,Electric Utilities,Alternative Electric Utilities,59,5910,591010,59101010,5910101020,310960000.0,21.14241,457967000.0,United Kingdom,457967000.0,12400000.0,C,FY-5
BEPC.N,2035000000.0,,,,,,,,,438000000.0,,,,,,,,,Utilities,Utilities,Electric Utilities & IPPs,Electric Utilities,Alternative Electric Utilities,59,5910,591010,59101010,5910101020,559000000.0,15.697913341561,619000000.0,United States of America,619000000.0,226000000.0,,FY-5
BEP_u.TO,2602000000.0,18.5164367901725,0.12023,0.19263,0.24889,-0.63,6281019775.28027,270581188.59406,30904000000.0,612000000.0,16622000000.0,,11766000000.0,3956000000.0,26048000000.0,11766000000.0,,-0.864397622906537,Utilities,Utilities,Electric Utilities & IPPs,Electric Utilities,Hydroelectric & Tidal Utilities,59,5910,591010,59101010,5910101021,782000000.0,17.281305,784000000.0,Bermuda,784000000.0,355000000.0,C-,FY-5
BKH.N,,60.11,3.4154,3.50783,3.83,11.16,3214956901.6,53540922.0,6658902000.0,138118000.0,4838696000.0,19.2283153758549,3326443000.0,1708974000.0,5146649000.0,3326443000.0,3.4495,30.276268626943,Utilities,Utilities,Multiline Utilities,Multiline Utilities,Multiline Utilities,59,5910,591040,59104010,5910401010,188246000.0,10.447520983798,416736000.0,United States of America,416736000.0,326010000.0,D+,FY-5
BN.N,40786000000.0,23.479571258,0.662,1.276,,14.22,41740566407.1241,1438152489.23755,192720000000.0,3608000000.0,112848000000.0,41.002277904328,80635000000.0,24052000000.0,160507000000.0,80635000000.0,7.184,5.65831024038152,Financials,Banking & Investment Services,Investment Banking & Investment Services,Investment Management & Fund Operators,Investment Management & Fund Operators (NEC),55,5510,551020,55102020,5510202010,2345000000.0,23.74702,7138000000.0,Canada,7138000000.0,3804000000.0,B+,FY-5
BP.L,240208000000.0,7.06274997297589,0.4686,0.47841,0.51321,6.36,139954398063.636,19806121000.0,276515000000.0,1421000000.0,176111000000.0,144.855191900165,63230000000.0,98470000000.0,163634000000.0,63230000000.0,48.68925,4.38433943273028,Energy,Energy - Fossil Fuels,Oil & Gas,Oil & Gas Refining and Marketing,Oil & Gas Refining and Marketing (NEC),50,5010,501020,50102030,5010203010,15584000000.0,21.14241,9298000000.0,United Kingdom,9298000000.0,16562000000.0,A,FY-5
CBAV3.SA,,,,,,,,596501414.58433,3424791220.07186,53617649.5866959,1715706349.44597,0.0,862268047.462335,1674954258.62746,2571352918.08822,,,,Basic Materials,Mineral Resources,Metals & Mining,Aluminum,Aluminum (NEC),51,5120,512010,51201030,5120103010,99733874.524525,19.131595,118451861.346306,Brazil,118451861.346306,67890510.2491889,,FY-5
CMIG4.SA,8560119863.53069,0.885383891790707,0.249173068233168,0.29118843199277,,7.36,2958041070.88856,1958843765.99357,12753114036.4119,480673538.576969,8426512786.44969,50.0,4346999486.73047,4325348268.47015,8673600736.69273,4346999486.73047,3.0,7.34476221560348,Utilities,Utilities,Electric Utilities & IPPs,Electric Utilities,Electric Utilities (NEC),59,5910,591010,59101010,5910101010,266346493.169189,21.704433188233,907281843.29454,Brazil,907281843.29454,350106498.734334,B+,FY-5
CMS.N,6222000000.0,47.3,2.3246,2.49594,2.68992,14.03,13342553570.5,281600000.0,23050000000.0,438000000.0,18572000000.0,61.6776315789474,10487000000.0,4441000000.0,14965000000.0,10487000000.0,7.29367,13.9866574649183,Utilities,Utilities,Multiline Utilities,Multiline Utilities,Multiline Utilities,59,5910,591040,59104010,5910401010,881000000.0,18.54141,1338000000.0,United States of America,1338000000.0,1665000000.0,C+,FY-5
