Firm Name,WACC,COE,COD
000539.SZ,0.021070473880559007,0.052999999999999964,0.02878451970906749
000629.SZ,0.0404078808030888,0.052999999999999964,0.03214424462335077
002545.SZ,0.0619802817626731,0.0885,0.031242156274263206
071320.KS,0.02345678395651738,0.090328125,0.01750574384850642
2083.SE,0.042196622360137985,0.0938125,0.024499129513351148
2380.HK,0.027822756219658566,0.06299999999999997,0.03759306879251473
300772.SZ,0.018279096800956532,0.0975,0.005884278926700995
3038.T,0.014220326521678914,0.02567968749999994,0.0029312958165647824
5711.T,0.06148078714230168,0.18896875000000007,0.01047526588805217
600011.SS,0.01879591158225459,0.05024999999999996,0.032988180967010505
600025.SS,0.03386177314516505,0.05824999999999997,0.03312393241413457
600116.SS,0.053608467843074624,0.08249999999999999,0.03422406640876187
600459.SS,0.025478199384280427,0.02606249999999994,0.042846539605978506
600674.SS,0.052892306140025436,0.06974999999999998,0.030749423694851646
600795.SS,0.027554754149593966,0.13700000000000004,0.03334421656271625
600886.SS,0.03351401782900291,0.08775,0.037130688677444734
600905.SS,0.03747684001288044,0.07749999999999999,0.031498827833758396
600995.SS,0.04401175944575117,0.06012499999999997,0.05755034567365222
601088.SS,0.07981569091564279,0.11950000000000002,0.05790349144037123
6013.T,0.06334180742582862,0.11312500000000002,0.00682507814667384
601991.SS,0.02423119278339477,0.099,0.03559844488220944
603212.SS,0.03215100229364994,0.03693749999999995,0.03915090273043706
6504.T,0.048348217992050364,0.10773437500000002,0.010843890735644663
688599.SS,0.01902931099688942,0.044499999999999956,0.017200846230495472
8031.T,0.04988011173531216,0.10671875000000001,0.022341263471740105
9505.T,0.02127803067065277,0.14425000000000004,0.005522042810512626
9513.T,0.0541746513593741,0.15037500000000004,0.014252396300728457
9531.T,0.04904022356025024,0.10590625000000001,0.011777592779888879
A2.MI,0.03190608914711749,0.15850000000000006,0.013145909286065485
ACOx.TO,0.04020598279166268,0.14503125000000006,0.04330025127331627
AEP.OQ,0.03396885523762276,0.08197656249999999,0.030855567396341523
AES.N,0.02202078385293121,0.07540624999999998,0.047535960507277215
AEV.PS,0.05175735264390235,0.10025,0.04851983590655677
ALS.TO,0.04957588722254259,0.06812499999999998,0.06050006209813613
AP.PS,0.04213294055674589,0.04899999999999996,0.05374585776793656
AVA.N,0.04479274038250264,0.0993125,0.040274065693098264
AVNT.NS,0.05890598464220875,0.07674999999999998,0.11193140824105217
AWR.N,0.028045736348512474,0.05115234374999996,0.037307128481625956
AY.OQ,0.04534679579687957,0.11395312500000002,0.0524290462980849
BEPC.N,0.04241181165831387,0.16446875000000005,0.07330066055827829
BEP_u.TO,0.02519313684391134,0.14560937500000004,0.04809319532449132
BKH.N,0.043122397933371914,0.089875,0.03482992497761325
BN.N,0.03670213948296336,0.20287500000000008,0.047426591152826894
BP.L,0.03136353930619187,0.11218750000000002,0.03335555835871191
CBAV3.SA,0.05050178432748421,0.094125,0.057730203448316225
CMIG4.SA,0.06816086565639483,0.13375000000000004,0.08708498823127264
CMS.N,0.03053194582563326,0.08345312499999999,0.03626834381551362
CPFE3.SA,0.04389047175713721,0.11912500000000002,0.06368818504543039
CRBR.NS,0.03654541198568046,0.044624999999999956,0.08524616650328413
CSNA3.SA,0.05676948496639622,0.14100000000000004,0.062330420042805756
CU.TO,0.03761479451524636,0.098625,0.04236533015455852
DEHr.AT,0.03882901553652908,0.16125000000000006,0.028082441645018573
DUK.N,0.0358487122758857,0.090640625,0.03309227575539666
EDP.LS,0.02838821571021302,0.11662500000000002,0.03374888162944341
ELE.MC,0.015729993206698555,0.1083125,0.012831756172206272
ELET6.SA,0.06752885239690912,0.13062500000000005,0.07876424314984005
EMA.TO,0.040860452312047275,0.09815625,0.03878804953606355
ENAE.WA,0.07923310290177672,0.18725000000000008,0.04226526599970752
ENEI.MI,0.028709324028863725,0.15675000000000006,0.028930730355871462
ENGIE.PA,0.02553529581586246,0.17081250000000006,0.025924294295708323
ENJSA.IS,0.10380252535602152,0.11425000000000002,0.23093327497002158
ENLT.TA,0.022767217482385322,0.04654687499999996,0.025809920812678855
EONGn.DE,0.025514365717243755,0.17343750000000008,0.026633456599480708
ETR.N,0.03379792772801547,0.0933515625,0.03681921887948389
EXC.OQ,0.03730552132328415,0.089375,0.03612983770287141
FGEN.PS,0.09084154701843501,0.14500000000000005,0.04567328341265148
FORTUM.HE,0.03488182448418679,0.08721875,0.02419494661308383
FTS.TO,0.04299288397569795,0.091625,0.03958936176618426
GEG.HM,0.0496717646203684,0.07149999999999998,0.06019870737550804
GPSC.BK,0.020231808581721914,0.030249999999999944,0.02477855202225172
HDG.HM,0.06476378660139215,0.10650000000000001,0.08262281560287979
HE.N,0.02176670335696272,0.12850000000000003,0.02708324435530992
HEGL.NS,0.12169789357228432,0.15725000000000006,0.035172868885486507
HOLMb.ST,0.05447995505508444,0.07697656249999998,0.020669380949989248
IBE.MC,0.03513301406285553,0.09640625,0.034856495498245404
IDA.N,0.040342846752913324,0.07557031249999999,0.0470748286918139
IDC.HN,0.05190247314963122,0.14900000000000005,0.05200893256543487
LIGT3.SA,0.05187186780352278,0.2110000000000001,0.09007663400834777
MGEE.OQ,0.03636074106924754,0.06549609374999998,0.03508205771161222
MPLF.PSX,0.08943294758196237,0.13100000000000003,0.15121497712191434
NCLI.NS,0.06327064753705385,0.10125,0.09140948833500191
NEOE3.SA,0.07112706897126196,0.13950000000000004,0.08552701792346573
NRG.N,0.03056053749399575,0.14778125000000003,0.05187212339843264
NTPC.NS,0.052184313734772086,0.10250000000000001,0.04791800394151055
ORK.OL,0.03460477986823238,0.05931249999999997,0.021705706441565817
PAFO.NS,0.04686525979803799,0.04612499999999996,0.15315538079190918
PC1.HM,0.044755360134393275,0.0885,0.051075019605614
PEG.N,0.03416538435993015,0.08326562499999998,0.030981746423285644
PGRD.NS,0.05724360153843621,0.08975,0.06795327314276446
PIF.TO,0.12199960240813906,0.1985000000000001,0.08226746668944311
PTCI.NS,0.07353832058936365,0.16100000000000006,0.09198178073401934
RATCH.BK,0.03817843633458237,0.0885,0.0010351376957253389
RITS.NS,0.04068799626841546,0.093125,0.1322398394341118
RWEG.DE,0.03490471954746091,0.15431250000000005,0.04667327511969234
SHEL.L,0.051085522067088926,0.10921875000000002,0.03275851781132526
SO.N,0.029786252425655087,0.07726562499999998,0.03513466550825369
SPI.OQ,0.031747751570566224,0.13500000000000004,0.054706392298216
SRG.MI,0.028134453762855696,0.10850000000000001,0.010073976346013518
SSE.L,0.038496763475266024,0.086625,0.040415800119072455
SVT.L,0.028071863955116794,0.06281249999999997,0.04860888642631761
SXC.N,0.052316321285274026,0.10512500000000001,0.06012777151446824
TA.TO,0.016452455604062926,0.04935937499999996,0.05010766373529618
TCIL.NS,0.04866803842115427,0.055499999999999966,0.0951317182880889
TTPW.NS,0.042167762122067964,0.08449999999999999,0.07824257572676636
UN01.DE,0.007770196841826029,0.15475000000000005,0.03461245451421181
UNACEMC1.LM,0.06743330349177795,0.11900000000000002,0.047682241142817924
VERB.VI,0.02741115099290197,0.06426562499999997,0.01711015540397182
XEL.OQ,0.031645706730282074,0.07433593749999998,0.03598309519017911
