Firm Name,WACC,COE,COD,Segment Name,Segment Code,year,Unnamed: 4,TR.F.BUSTOTREVBIZACTIV(SDATE=FY0).segmentName,TR.F.BUSTOTREVBIZACTIV(SDATE=FY0).segmentCode,number of segments,TR.F.BUSTOTREVBIZACTIV(SDATE=FY-1).segmentName,TR.F.BUSTOTREVBIZACTIV(SDATE=FY-1).segmentCode,TR.F.BUSTOTREVBIZACTIV(SDATE=FY-2).segmentName,TR.F.BUSTOTREVBIZACTIV(SDATE=FY-2).segmentCode,TR.F.BUSTOTREVBIZACTIV(SDATE=FY-3).segmentName,TR.F.BUSTOTREVBIZACTIV(SDATE=FY-3).segmentCode,TR.F.BUSTOTREVBIZACTIV(SDATE=FY-5).segmentName,TR.F.BUSTOTREVBIZACTIV(SDATE=FY-5).segmentCode,Unnamed: 0,TR.F.BUSTOTREVBIZACTIV(SDATE=FY-6).segmentName,TR.F.BUSTOTREVBIZACTIV(SDATE=FY-6).segmentCode
ADM.N,0.0360515010665172,0.0746328124999999,0.0431372549019607,Other,,-3,,,,5.0,,,,,,,,,,,
CSX.OQ,0.0371585908099112,0.078234375,0.0411148667368537,,,-3,,,,0.0,,,,,,,,,,,
CPB.N,0.0265119457776994,0.0482109374999999,0.0400938366389422,Corporate,,-3,,,,3.0,,,,,,,,,,,
FLR.N,0.0293689245422586,0.0865156249999999,0.0516185476815398,Urban solutions,"236220, 213114",-3,,,,3.0,,,,,,,,,,,
ROK.N,0.0245161652521231,0.0452890624999999,0.0456139167959004,Lifecycle Services,"513210, 334519",-3,,,,3.0,,,,,,,,,,,
UNP.N,0.0267547199562827,0.0635664062499999,0.0381383904458981,,,-3,,,,0.0,,,,,,,,,,,
ATD.TO,0.0585720261083782,0.112796875,0.0372811882652468,Road Transport Fuel,457110,-3,,,,3.0,,,,,,,,,,,
APD.N,0.0220628049590852,0.0393007812499999,0.0172233111451803,Corporate and Other,,-3,,,,5.0,,,,,,,,,,,
ABM.N,0.0509434198206987,0.1257890625,0.0321848081440877,Business & Industry,"812930, 811111, 561720, 541330",-3,,,,6.0,,,,,,,,,,,
ARE.TO,0.0707940021966443,0.2202500000000001,0.0651080180395873,Other and eliminations,,-3,,,,3.0,,,,,,,,,,,
ARCH.N,0.0703876442471522,0.113734375,0.1147084216309551,"Corporate, Other and Eliminations",,-3,,,,3.0,,,,,,,,,,,
MERC.OQ,0.0670247766168312,0.1513125,0.0528105971300178,Pulp,"221118, 561499, 325199, 322110",-3,,,,3.0,,,,,,,,,,,
ATO.N,0.0367388236565731,0.0658437499999999,0.0199170592838673,Eliminations,,-3,,,,3.0,,,,,,,,,,,
BLX.TO,0.0192909144426701,0.0204999999999999,0.0337947780575855,Wind Power Stations,221115,-3,,,,4.0,,,,,,,,,,,
TFII.TO,0.0480035033424479,0.0867656249999999,0.0378841690980312,Less than Truck Load,484122,-3,,,,6.0,,,,,,,,,,,
CWT.N,0.0333568202763187,0.0712578124999999,0.0393872074628019,water and related utility services,,-3,,,,1.0,,,,,,,,,,,
CASY.OQ,0.0268605829711084,0.0427187499999999,0.0356393729076703,Grocery & Other Merchandise,"445131, 445110",-3,,,,4.0,,,,,,,,,,,
CPK.N,0.0334105037277142,0.0672031249999999,0.0303680170767105,Unregulated Energy,"486210, 221330, 221112",-3,,,,2.0,,,,,,,,,,,
CTAS.OQ,0.0327239456242092,0.0486435546874999,0.0447360747746244,Corporate,,-3,,,,4.0,,,,,,,,,,,
CLH.N,0.0345430028593434,0.0661367187499999,0.0444812469170775,Corporate Items,,-3,,,,3.0,,,,,,,,,,,
CLF.N,0.0356738228085843,0.0582656249999999,0.0618279569892473,Steelmaking,331110,-3,,,,1.0,,,,,,,,,,,
CMC.N,0.0375042885546487,0.0529609374999999,0.0347480985835605,Corporate and Other,,-3,,,,4.0,,,,,,,,,,,
CAG.N,0.0387596242526434,0.0629999999999999,0.0447573792849643,Foodservice,"311999, 311991, 311941",-3,,,,4.0,,,,,,,,,,,
ED.N,0.0389855467988489,0.0920234375,0.0398942864334256,CECONY Gas,"211120, 237120, 221210, 213112",-3,,,,9.0,,,,,,,,,,,
VVI.N,0.0243373045375046,0.116734375,0.0742450164274892,Pursuit,"721110, 561599, 561510",-3,,,,4.0,,,,,,,,,,,
D.N,0.0327069765368126,0.09884375,0.0211480362537764,Corporate & Other,,-3,,,,6.0,,,,,,,,,,,
DCI.N,0.0339312076209167,0.0601015624999999,0.0292816836968125,Industrial Products,"333413, 333998",-3,,,,3.0,,,,,,,,,,,
DY.N,0.0419771768259679,0.0759296874999999,0.049241877781509,contracting services,,-3,,,,1.0,,,,,,,,,,,
EMR.N,0.0326958952476547,0.0574726562499999,0.0319931355724442,Automation Solutions,"334513, 333612",-3,,,,4.0,,,,,,,,,,,
EMPa.TO,0.0374486862786309,0.0779218749999999,0.0396779754266574,Food retailing,445110,-3,,,,1.0,,,,,,,,,,,
FMC.N,0.0239331202568188,0.0408437499999999,0.0463653023824068,,,-3,,,,0.0,,,,,,,,,,,
RUS.TO,0.0436485215343356,0.0564843749999999,0.0677493117824432,Steel Distributors,423510,-3,,,,4.0,,,,,,,,,,,
FI.N,0.0526622061148934,0.1236484375,0.0348305163880847,Payments,"522320, 522110, 518210",-3,,,,4.0,,,,,,,,,,,
FLO.N,0.022303386260464,0.0358749999999999,0.031722162077971,Branded food company,,-3,,,,1.0,,,,,,,,,,,
FCX.N,0.0234413355352005,0.0489374999999999,0.0527306967984934,Eliminations and Other,,-3,,,,7.0,,,,,,,,,,,
GIS.N,0.0258171595541735,0.0468046874999999,0.0338376374306973,International,"311824, 311919, 311411, 311230",-3,,,,4.0,,,,,,,,,,,
NVRI.N,0.0463209623083301,0.1266875,0.0553945486976134,Harsco Environmental,"541614, 332312, 327910",-3,,,,2.0,,,,,,,,,,,
HCSG.OQ,0.0312458525854268,0.0473124999999999,0.11948,Dietary,"722511, 722310",-3,,,,2.0,,,,,,,,,,,
HTLD.OQ,0.0542728572995133,0.09840625,0.020713884476814,,,-3,,,,0.0,,,,,,,,,,,
HSY.N,0.0195139138410463,0.0294902343749999,0.0292391802301858,International and Other,311351,-3,,,,2.0,,,,,,,,,,,
DINO.N,0.065032843711882,0.112890625,0.0529549487344548,"Corporate, Other and Eliminations",,-3,,,,4.0,,,,,,,,,,,
HRL.N,0.0323625699795346,0.0504531249999999,0.0189477002253477,Refrigerated Foods,"311615, 311612, 112111",-3,,,,4.0,,,,,,,,,,,
HUBB.N,0.0265526218395425,0.0442363281249999,0.0343823651739914,Electrical Segment,"423610, 335931, 332919, 238210",-3,,,,2.0,,,,,,,,,,,
JBHT.OQ,0.0381178695042253,0.0703261718749999,0.0406177827726516,Intersegment Eliminations,,-3,,,,5.0,,,,,,,,,,,
ITW.N,0.0171378582090519,0.0343164062499999,0.0261496844003606,Food Equipment,"333241, 449210, 333310, 334515",-3,,,,8.0,,,,,,,,,,,
IFF.N,0.0524216832362198,0.0896445312499999,0.0306289881494986,Scent,"325180, 456191, 561499, 325998",-3,,,,4.0,,,,,,,,,,,
WKC.N,0.0469137587879381,0.14909375,0.1388199124985219,Land,"531390, 424720, 237210",-3,,,,3.0,,,,,,,,,,,
EME.N,0.0287954868851254,0.0757285156249999,0.0533957409624906,United States mechanical construction and facilities services,"811310, 238220, 238210, 221121",-3,,,,6.0,,,,,,,,,,,
J.N,0.0553920993447961,0.1033671875,0.0584743613780091,People & Places Solutions,"561990, 541330",-3,,,,2.0,,,,,,,,,,,
K.N,0.0202371829206314,0.0509374999999999,0.0332114564290067,North America,"311919, 311821, 311412, 311230",-3,,,,4.0,,,,,,,,,,,
KR.N,0.0245534861505753,0.0801093749999999,0.0399910300493347,supermarkets and multi-department stores,,-3,,,,1.0,,,,,,,,,,,
SR.N,0.0376930008631806,0.0868281249999999,0.0397976897194659,Eliminations,,-3,,,,4.0,,,,,,,,,,,
MDU.N,0.0540259938475821,0.11803125,0.0496109463277717,Electric,221122,-3,,,,6.0,,,,,,,,,,,
MKC.N,0.0219580821683403,0.0360390624999999,0.0289537051421469,Corporate & other,,-3,,,,3.0,,,,,,,,,,,
MGRC.OQ,0.0374516592075154,0.0652499999999999,0.0366605275751555,Enviroplex,532210,-3,,,,4.0,,,,,,,,,,,
MRU.TO,0.0324696133854113,0.0528242187499999,0.0285411895586659,Food operations and Pharmaceutical operations,,-3,,,,1.0,,,,,,,,,,,
NI.N,0.0324436934258656,0.094375,0.0318589545313949,Electric Operations,"221122, 221121, 221112",-3,,,,4.0,,,,,,,,,,,
NFG.N,0.0428610991685526,0.0854609375,0.0493588100232598,Exploration and Production,"211130, 211120",-3,,,,6.0,,,,,,,,,,,
NJR.N,0.0373514818036905,0.0706874999999999,0.039223001066234,Home Services and Other,"811412, 238220, 237210",-3,,,,5.0,,,,,,,,,,,
AGR.N,0.0595900149931433,0.11175,0.032615715823466,Other,,-3,,,,3.0,,,,,,,,,,,
NSC.N,0.0380479600237077,0.0738183593749999,0.0455802924515874,,,-3,,,,0.0,,,,,,,,,,,
ES.N,0.0337175123152039,0.0818945312499999,0.0294927064389224,Natural Gas Distribution,221210,-3,,,,6.0,,,,,,,,,,,
NWN.N,0.0362873433987788,0.11271875,0.0333823595793021,Other(NW Holdings),,-3,,,,2.0,,,,,,,,,,,
NWE.OQ,0.0447101179796702,0.093484375,0.0380533674626412,Gas Utility,"211120, 486210, 221210",-3,,,,4.0,,,,,,,,,,,
NUE.N,0.0289618001393309,0.0418671874999999,0.0327155207842961,Raw Materials,"331110, 331492",-3,,,,3.0,,,,,,,,,,,
MX.TO,0.0483051790425862,0.1007734375,0.0432713500719468,,,-3,,,,0.0,,,,,,,,,,,
OLN.N,0.0472107225964048,0.104515625,0.0557600650986166,Chlor Alkali Products and Vinyls,"325180, 325199, 325120",-3,,,,3.0,,,,,,,,,,,
PPG.N,0.0213214409901658,0.0472382812499999,0.0245011737089201,Performance Coatings,"561910, 325998, 325510",-3,,,,2.0,,,,,,,,,,,
PCG.N,0.0341742499688142,0.1121875,0.036819360414866,sale and delivery of electricity and natural gas,,-3,,,,1.0,,,,,,,,,,,
PAAS.TO,0.0490902873706534,0.0710937499999999,0.023413391172477,La Colorada Silver segment:,212220,-3,,,,13.0,,,,,,,,,,,
PKI.TO,0.0342549813067151,0.0845624999999999,0.044083342544592,,,-3,,,,0.0,,,,,,,,,,,
WTRG.N,0.0330909772938612,0.0656484374999999,0.0315419538387974,Other,,-3,,,,2.0,,,,,,,,,,,
PPC.OQ,0.042222259183328,0.0958125,0.0478189225394969,Mexico,"424440, 311615",-3,,,,3.0,,,,,,,,,,,
PNM.N,0.0315053709994418,0.0875781249999999,0.0295203667404975,Corporate & Other,,-3,,,,3.0,,,,,,,,,,,
KWR.N,0.0322492769647121,0.0513359374999999,0.0341926898025411,Operating Segment- EMEA,"332811, 324191",-3,,,,4.0,,,,,,,,,,,
RPM.N,0.0259042739622388,0.0401874999999999,0.0443455551419642,Consumer Segment,"325998, 325991, 325520, 325510",-3,,,,4.0,,,,,,,,,,,
RRX.N,0.0605747609974047,0.0868164062499999,0.0430936496170002,Eliminations,,-3,,,,5.0,,,,,,,,,,,
R.N,0.0320961611853074,0.0988515625,0.0358942065491183,Eliminations,,-3,,,,4.0,,,,,,,,,,,
EIX.N,0.0367285637434169,0.1433125,0.0369305616983635,,,-3,,,,0.0,,,,,,,,,,,
SEIC.OQ,0.0955987653725342,0.116625,0.1247709478594036,Institutional Investors,"523940, 518210",-3,,,,5.0,,,,,,,,,,,
SJW.N,0.0371943848755266,0.0757148437499999,0.0350636480518484,Real Estate Services,"531312, 531120",-3,,,,3.0,,,,,,,,,,,
ATRL.TO,0.0443536211892597,0.115625,0.046190894235428,Capital,523940,-3,,,,6.0,,,,,,,,,,,
FSZ.TO,0.6856083759049387,2.5889999999999365,0.0499671006455729,,,-3,,,,0.0,,,,,,,,,,,
SHW.N,0.0188017289447004,0.0322363281249999,0.0381278560413256,Consumer Brands group,"424950, 325510",-3,,,,4.0,,,,,,,,,,,
CPLE6.SA,0.0852735011201391,0.145,0.1192124088773393,DIS - Distribution,221111,-3,,,,7.0,,,,,,,,,,,
AOS.N,0.0300611910626445,0.0531093749999999,0.0272859216255442,North America,"333310, 332410",-3,,,,4.0,,,,,,,,,,,
SJM.N,0.0380806411242445,0.0627031249999999,0.0352047433759496,International and Away From Home,"722310, 424480, 311920",-3,,,,4.0,,,,,,,,,,,
SWX.N,0.0382353799868758,0.101921875,0.0404626326502486,Natural Gas Operations,221210,-3,,,,3.0,,,,,,,,,,,
SYY.N,0.021597708462496,0.0413906249999999,0.0505979176694557,SYGMA,"424490, 424480, 424420, 311612",-3,,,,4.0,,,,,,,,,,,
TRNS.OQ,0.0420308538340553,0.0633554687499999,0.0492090314962233,Distribution,"519290, 541810, 334514",-3,,,,2.0,,,,,,,,,,,
TSN.N,0.0537809512892747,0.0922421875,0.0373448348411529,Intersegment,,-3,,,,6.0,,,,,,,,,,,
X.N,0.0436613546022201,0.0710156249999999,0.0399798843349258,USSE,331210,-3,,,,5.0,,,,,,,,,,,
WM.N,0.0181386064997648,0.0394550781249999,0.0252269087026161,Other (a),"562211, 562112",-3,,,,4.0,,,,,,,,,,,
UTL.N,0.0390782308381539,0.0868281249999999,0.0462418300653594,Non-Regulated,"523150, 541618, 541611",-3,,,,4.0,,,,,,,,,,,
LNT.OQ,0.0349345498499274,0.0728749999999999,0.0299299751524734,Other Utility,"221330, 221310",-3,,,,4.0,,,,,,,,,,,
WSO.N,0.0279829143451123,0.0507402343749999,0.0303795692134989,"distributor of air conditioning, heating and refrigeration equipment",,-3,,,,1.0,,,,,,,,,,,
WERN.OQ,0.0496913287231879,0.1004453125,0.0170493693693693,Corporate,,-3,,,,5.0,,,,,,,,,,,
WMB.N,0.0322695520364465,0.0632812499999999,0.0500785888927698,Other,,-3,,,,5.0,,,,,,,,,,,
WEC.N,0.0302261868610602,0.0722187499999999,0.0297840353869727,Eliminations & Reconciling,,-3,,,,6.0,,,,,,,,,,,
WOR.N,0.0349059869122368,0.0628437499999999,0.0386247013907432,Steel Processing,"331110, 332420, 331221, 331210",-3,,,,3.0,,,,,,,,,,,
FM.TO,0.0450288973365691,0.0628906249999999,0.0788549824466648,Corporate & Other,,-3,,,,9.0,,,,,,,,,,,
ARCB.OQ,0.046251986161205,0.0950546875,0.0291017787569485,Other/Eliminations,,-3,,,,4.0,,,,,,,,,,,
CMPC.SN,0.0723007743640756,0.13025,0.0422178035100703,Eliminations,,-3,,,,5.0,,,,,,,,,,,
COPEC.SN,0.0549377073744841,0.107,0.034323268653959,Fishing Operations/Igemar,"311710, 114119",-3,,,,6.0,,,,,,,,,,,
GGBR4.SA,0.0512718174555747,0.0652499999999999,0.0725595372279192,Unit Special Steel,"331513, 331512",-3,,,,5.0,,,,,,,,,,,
VALE3.SA,0.0415954303212451,0.0854999999999999,0.0501571421526799,Others,,-3,,,,4.0,,,,,,,,,,,
WEGE3.SA,0.0177836994235399,0.0289999999999999,0.020051763548405,Energy,333611,-3,,,,4.0,,,,,,,,,,,
PETR4.SA,0.3023945137785495,0.7830000000000006,0.0503979700365664,Corporate,211120,-3,,,,5.0,,,,,,,,,,,
CS.TO,0.0457582549447545,0.0875,0.0100645895262211,Cozamin,212230,-3,,,,4.0,,,,,,,,,,,
BIMBOA.MX,0.0327268640533302,0.0559374999999999,0.0622022208412133,Eliminations,,-3,,,,5.0,,,,,,,,,,,
ORBIA.MX,0.0413200198726772,0.1085,0.0562685093780849,Parent Company,,-3,,,,5.0,,,,,,,,,,,
CEMEXCPO.MX,0.0677567042344638,0.1425,0.050227969943213,,,-3,,,,0.0,,,,,,,,,,,
ALFAA.MX,0.0398676354394102,0.163,0.05038432519399,Auto Parts,325110,-3,,,,6.0,,,,,,,,,,,
FEMSAUBD.MX,0.0334946115534526,0.0651249999999999,0.047344515791241,Consolidation adjustments,,-3,,,,6.0,,,,,,,,,,,
WT.N,0.0494676501341144,0.12925,0.0464951932655907,International Business segment,523940,-3,,,,2.0,,,,,,,,,,,
TKO.TO,0.0456724727333325,0.0782499999999999,0.0681091595452151,,,-3,,,,0.0,,,,,,,,,,,
FVI.TO,0.0500316094068186,0.0704999999999999,0.0471933843614486,Cuzcatlan,"212220, 213114",-3,,,,4.0,,,,,,,,,,,
NATR.OQ,0.064592057105554,0.1025,0.2120954003407155,Asia,"456199, 424210, 325411",-3,,,,4.0,,,,,,,,,,,
COLBUN.SN,0.068286136321033,0.141,0.0359245362093917,,,-3,,,,0.0,,,,,,,,,,,
ODFL.OQ,0.0413837302818219,0.0544970703124999,0.0156357852405389,LTL Services,,-3,,,,1.0,,,,,,,,,,,
MMS.N,0.0550128416617052,0.0933124999999999,0.0673107769403508,U.S. Federal Services,"541611, 541511",-3,,,,3.0,,,,,,,,,,,
AME.N,0.0336921512267599,0.0470507812499999,0.0348787236263876,Electromechanical,"339112, 334519, 334511",-3,,,,2.0,,,,,,,,,,,
VLO.N,0.0350517511195926,0.0717968749999999,0.0483025354533734,Refining,"522299, 541613, 324110",-3,,,,4.0,,,,,,,,,,,
UGPA3.SA,0.0862747754309253,0.16625,0.1231388103619391,Ultracargo,493190,-3,,,,7.0,,,,,,,,,,,
BACHOCOB.MX,0.081233587916312,0.10875,0.0505587831771208,Other,,-3,,,,2.0,,,,,,,,,,,
CHRW.OQ,0.0238777581395254,0.0454921874999999,0.0481484066789745,North American Surface transportation,"488510, 484122",-3,,,,3.0,,,,,,,,,,,
PPL.TO,0.0466237844898994,0.0804687499999999,0.0412124266654197,Pipeline Division,"486210, 486110",-3,,,,4.0,,,,,,,,,,,
CWST.OQ,0.0248906132673378,0.0382929687499999,0.0367333745241867,Eliminations,,-3,,,,5.0,,,,,,,,,,,
FE.N,0.0346499071093953,0.0839375,0.0441027061974692,Reconciling Adjustments,,-3,,,,4.0,,,,,,,,,,,
AMG.N,0.0503574492382674,0.11042578125,0.0451228651441644,,,-3,,,,0.0,,,,,,,,,,,
INGR.N,0.0411506236964281,0.0755624999999999,0.0398711236407571,,,-3,,,,0.0,,,,,,,,,,,
URI.N,0.0406051646675867,0.091708984375,0.0391380826737027,Specialty ,"532490, 532412",-3,,,,2.0,,,,,,,,,,,
AQN.TO,0.0453645333038114,0.116625,0.0370837818923998,Corporate,,-3,,,,3.0,,,,,,,,,,,
AEE.N,0.0325566010698079,0.0781328124999999,0.0321960914210003,Ameron Missouri,"221210, 221122, 221112",-3,,,,6.0,,,,,,,,,,,
PWR.N,0.0317306301879011,0.0625683593749999,0.0333419393998863,Electric Power Infrastructure Solutions,238210,-3,,,,3.0,,,,,,,,,,,
RBA.TO,0.0473813161582293,0.0706406249999999,0.0911112965099713,Other,423830,-3,,,,2.0,,,,,,,,,,,
FHI.N,0.0691452516407743,0.125625,0.0318573224658425,Investment Management Business,,-3,,,,1.0,,,,,,,,,,,
EGIE3.SA,0.054776712853551,0.0800624999999999,0.1009114069798744,,,-3,,,,0.0,,,,,,,,,,,
BTU.N,0.0820629849834248,0.09965625,0.4203115638106651,Corporate and Other,,-3,,,,5.0,,,,,,,,,,,
SRE.N,0.0379548789784152,0.082390625,0.0364466267851585,Sempra Renewables,"221210, 221111",-3,,,,7.0,,,,,,,,,,,
RSG.N,0.0274858311405229,0.0489335937499999,0.033566670909168,,,-3,,,,0.0,,,,,,,,,,,
RAIL3.SA,0.0535332228469293,0.0562499999999999,0.1000997924614642,Container Operations,482111,-3,,,,3.0,,,,,,,,,,,
EPD.N,0.0528654569125506,0.090875,0.042339635978088,Crude Oil Pipelines & Services,486110,-3,,,,4.0,,,,,,,,,,,
PAA.OQ,0.0556450009142406,0.1525,0.0479516931091641,Intersegment Adjustment,541614,-3,,,,3.0,,,,,,,,,,,
ALA.TO,0.0427791292398351,0.1096875,0.0348519216861169,Corporate/Other,,-3,,,,5.0,,,,,,,,,,,
TRPL4.SA,0.0575741234330401,0.11075,0.0098407400789725,,,-3,,,,0.0,,,,,,,,,,,
CE.N,0.0318151172662795,0.0929296875,0.027270890849101,Acetate Tow,325199,-3,,,,5.0,,,,,,,,,,,
BLK.N,0.0291657230104651,0.0864345703124999,0.0318605350165314,,,-3,,,,0.0,,,,,,,,,,,
NEE.N,0.0163340652761307,0.0535585937499999,0.008976385202007,Corp. and Other,,-3,,,,4.0,,,,,,,,,,,
SAPR4.SA,0.2444288311059223,0.4290000000000002,0.0799557341553377,Water,221310,-3,,,,2.0,,,,,,,,,,,
PX.N,0.0755193539825416,0.1405625,0.0316992886419497,ELECTRIC SERVICES,,-3,,,,1.0,,,,,,,,,,,
SPTN.OQ,0.0407788673151934,0.09959375,0.045257863183877,Retail,445110,-3,,,,3.0,,,,,,,,,,,
NS.N,0.0430791957611417,0.0985,0.063377717050995,Fuels Marketing,"211120, 457210, 486110",-3,,,,4.0,,,,,,,,,,,
GPN.N,0.0982531077128812,0.1821250000000001,0.0307623234606924,Merchant Solutions,"513210, 522320",-3,,,,4.0,,,,,,,,,,,
GDI.TO,0.0234141234114227,0.0461874999999999,0.0303002148778799,Janitorial Canada,"561790, 561720",-3,,,,5.0,,,,,,,,,,,
GLNG.OQ,0.0052717143971809,0.0025927734374999,0.0162159344299787,FLNG,"211120, 486210, 221210",-3,,,,4.0,,,,,,,,,,,
XPO.N,0.029490248918928,0.0770468749999999,0.0533175355450237,Eliminations,,-3,,,,3.0,,,,,,,,,,,
CHE_u.TO,0.0391329365155838,0.0659374999999999,0.0592008841864988,SPPC,"212390, 424690, 325998, 325199",-3,,,,4.0,,,,,,,,,,,
WCN.TO,0.0298858505432088,0.0499355468749999,0.0283223868229292,Intermodal and other,"562219, 562111",-3,,,,9.0,,,,,,,,,,,
HEES.OQ,0.0352741668616384,0.1018125,0.0434697261390358,Used Equipment Sales,"532490, 423830",-3,,,,6.0,,,,,,,,,,,
SAIA.OQ,0.0557936425495498,0.0761894531249999,0.0419720936213991,,,-3,,,,0.0,,,,,,,,,,,
CMP.N,0.0351646774124562,0.0403281249999999,0.0689184154973301,Plant Nutrition North America,"325180, 212390, 325314, 325312",-3,,,,3.0,,,,,,,,,,,
KEY.TO,0.0363874215690251,0.0669999999999999,0.0413827883294913,Liquid Infrastructure,211130,-3,,,,4.0,,,,,,,,,,,
FA.OQ,0.0714421279028012,0.113375,0.0165225872155156,SERVICES-BUSINESS SERVICES,,-3,,,,1.0,,,,,,,,,,,
WLK.N,0.0479669197766394,0.0853632812499999,0.0362556329373207,Housing and Infrastructure Products,326122,-3,,,,2.0,,,,,,,,,,,
BIP.N,0.0394317097191958,0.2331250000000001,0.0550870107501336,Transport,"486210, 482112, 482111",-3,,,,6.0,,,,,,,,,,,
KW.N,0.0712848363073247,0.3110000000000001,0.0395203150170037,Corporate,,-3,,,,3.0,,,,,,,,,,,
IVZ.N,0.0845220849829283,0.2036250000000001,0.0381777667739539,investment management,,-3,,,,1.0,,,,,,,,,,,
VMC.N,0.0335893409351158,0.0497031249999999,0.0419559611188256,Concrete,327320,-3,,,,5.0,,,,,,,,,,,
VTNR.OQ,0.113992458675341,0.0995625,0.3467636950635284,Refining & Marketing,324110,-3,,,,4.0,,,,,,,,,,,
SUZB3.SA,0.0440397396511447,0.0749999999999999,0.0518539613971838,Cellulose,322120,-3,,,,2.0,,,,,,,,,,,
USIM5.SA,0.0659239888117666,0.1035,0.0532527211319056,Eliminations and Adjustments,,-3,,,,5.0,,,,,,,,,,,
SORIANAB.MX,0.0557589760320263,0.08675,0.1036646516242146,,,-3,,,,0.0,,,,,,,,,,,
HERDEZ.MX,0.0431055027586074,0.1325,0.090335536384466,Preserved Products,424410,-3,,,,3.0,,,,,,,,,,,
ICHB.MX,0.0238449157457071,0.0379062499999999,9.345495254060037,,,-3,,,,0.0,,,,,,,,,,,
LSTR.OQ,0.0307355545466761,0.0638222656249999,0.0184361838118083,Insurance,524126,-3,,,,2.0,,,,,,,,,,,
USNA.N,0.0442106316916129,0.0607031249999999,0.0,,,-3,,,,0.0,,,,,,,,,,,
GCC.MX,0.0622799881042704,0.089625,0.0577067175478169,,,-3,,,,0.0,,,,,,,,,,,
PARR.N,0.0392961037955927,0.1174375,0.1329530299342906,Eliminations,,-3,,,,4.0,,,,,,,,,,,
SIMECB.MX,0.0230303064753534,0.0316562499999999,9.345495254060037,,,-3,,,,0.0,,,,,,,,,,,
PNW.N,0.0358440446805276,0.106796875,0.0258556485178153,,,-3,,,,0.0,,,,,,,,,,,
ENELAM.SN,0.0505374149029579,0.109,0.0668052999299693,Generation,"221118, 221112, 221111",-3,,,,3.0,,,,,,,,,,,
CEPU.BA,0.1062533983589557,0.131,0.1381391058908751,Eliminations,,-3,,,,4.0,,,,,,,,,,,
HAIN.OQ,0.0552743489499705,0.087375,0.0555174793785324,International,"424490, 424410, 325620, 311422",-3,,,,2.0,,,,,,,,,,,
MTL.TO,0.0495479466598073,0.0730312499999999,0.0518356970139847,Oilfield Services,"493190, 486210, 213112, 213111",-3,,,,5.0,,,,,,,,,,,
VBBR3.SA,0.0741171614538192,0.1685,0.0673654756852473,Eliminations,,-3,,,,6.0,,,,,,,,,,,
MLM.N,0.0366080516405228,0.0573037109374999,0.0322525239031279,Magnesia Specialties,"325180, 327410",-3,,,,3.0,,,,,,,,,,,
STN.TO,0.0330776188052913,0.0614843749999999,0.0328934655898673,,,-3,,,,0.0,,,,,,,,,,,
EXP.N,0.0455945337310212,0.0845507812499999,0.0309504220261663,Gypsum Wallboard,327420,-3,,,,6.0,,,,,,,,,,,
VET.TO,0.0741322177063299,0.134125,0.0706679946040245,,,-3,,,,0.0,,,,,,,,,,,
GRUMAB.MX,0.0380874688429176,0.0681874999999999,0.054789217925164,Corn Flour (Mexico),311211,-3,,,,5.0,,,,,,,,,,,
CIX.TO,0.0408596149262983,0.1751875,0.0356550982673368,Eliminations,,-3,,,,3.0,,,,,,,,,,,
GEO.N,0.0770560706136848,0.13846875,0.0831418787993009,US Secure Services,"623220, 561210, 531120, 485991",-3,,,,4.0,,,,,,,,,,,
AGUASA.SN,0.0527849576995112,0.117,0.0273804880468185,Non Water,,-3,,,,2.0,,,,,,,,,,,
PAMP.BA,0.0580423236189653,0.0618749999999999,0.1136722404759823,Holding,,-3,,,,6.0,,,,,,,,,,,
DAR.N,0.0425170858807187,0.0749062499999999,0.0370968575830584,Feed Ingredients,311613,-3,,,,4.0,,,,,,,,,,,
GMEXICOB.MX,0.0538129557147519,0.0818749999999999,0.0615746033220011,Transport Service,482111,-3,,,,5.0,,,,,,,,,,,
RS.N,0.0384876755594197,0.0494257812499999,0.0378125758679291,Metals service centers,,-3,,,,1.0,,,,,,,,,,,
SCCO.N,0.021049638341417,0.0195312499999999,0.0544055541336063,Peruvian Operations,"212230, 212290, 212220",-3,,,,4.0,,,,,,,,,,,
LUN.TO,0.0462029543673506,0.0759687499999999,0.0589374037136138,candelaria,"212230, 212220",-3,,,,5.0,,,,,,,,,,,
HBM.TO,0.040456205588463,0.0801875,0.0515770866412426,Corporate Activities,,-3,,,,4.0,,,,,,,,,,,
CYRE3.SA,0.0755775850790769,0.12775,0.0870524530333706,Services,237210,-3,,,,4.0,,,,,,,,,,,
EAF.N,0.0662087664382631,0.2015000000000001,0.048603631307034,Industrial Material,,-3,,,,1.0,,,,,,,,,,,
BESALCO.SN,,,0.0542233652225953,Real Estate,"236117, 236116, 236115",-3,,,,5.0,,,,,,,,,,,
HEO.TO,0.0378605052434423,0.0747499999999999,0.0125961696750255,O&M,"221320, 221310",-3,,,,3.0,,,,,,,,,,,
AEIS.OQ,0.04476612314737,0.0783437499999999,0.0177007035272811,,,-3,,,,0.0,,,,,,,,,,,
PARAUCO.SN,0.0487856430675843,0.093,0.0381681976188765,Chile,"531312, 531120",-3,,,,4.0,,,,,,,,,,,
