Instrument,Revenue,Price Close,Earnings Per Share - SmartEstimate®,Earnings Per Share - SmartEstimate®,Earnings Per Share - SmartEstimate®,Return On Equity - Actual,Company Market Cap,Common Shares - Outstanding - Total,Total Assets,Interest Expense,Total Liabilities,Dividend Payout Ratio - %,Interest Bearing Liabilities - Total,Shareholders Equity - Common,Total Capital,Total Debt,Long Term Growth - Mean,"Return on Average Common Equity - %, TTM",TRBC Economic Sector Name,TRBC Business Sector Name,TRBC Industry Group Name,TRBC Industry Name,TRBC Activity Name,TRBC Economic Sector Code,TRBC Business Sector Code,TRBC Industry Group Code,TRBC Industry Code,TRBC Activity Code,Depreciation Depletion & Amortization - Total,"WACC Tax Rate, (%)",Earnings before Interest & Taxes (EBIT),Country of Headquarters,Operating Profit before Non-Recurring Income/Expense,Capital Expenditures - Total,ESG Combined Score Grade,year
000537.SZ,222369284.206959,1.80219035443077,,,,,924014679.025276,512717581.0,1231433944.97928,78725.8076902224,809129016.338319,0.0,349695901.43097,300719171.936662,772000830.071934,349695901.172194,,7.56816366467873,Utilities,Utilities,Electric Utilities & IPPs,Electric Utilities,Wind Electric Utilities,59,5910,591010,59101010,5910101023,73048.7039919559,12.89769,46438199.0972078,China,46438199.0972078,303516.066379522,,FY-7
000539.SZ,3920981660.78773,1.13214522265523,0.079256585515705,0.085554104907457,,14.42,5566597514.85652,5250283986.0,11078069367.8471,240646747.116907,6419036486.19091,37.2966270045901,5400406766.3776,3662806943.05387,10059439648.0338,5400406766.68567,16.567,14.3562505907203,Utilities,Utilities,Electric Utilities & IPPs,Independent Power Producers,Fossil Fuel IPPs,59,5910,591010,59101020,5910102011,589704099.915173,26.91141,1037200963.62437,China,1037200963.62437,853872614.99526,,FY-7
000629.SZ,1758667791.62367,0.565302444509481,0.00308975745404,0.00308975745404,,-23.23,4855804525.70662,8589746202.0,8627739959.15651,145082510.035179,6990902777.51421,,5828090031.61535,1431592303.00519,7464927213.25765,5828090030.96071,,-21.3663355741745,Basic Materials,Mineral Resources,Metals & Mining,Specialty Mining & Metals,Nonferrous Metal Processing,51,5120,512010,51201050,5120105016,229278835.079656,10.338940177392,-127321580.186411,China,-127321580.186411,343549995.264209,,FY-7
000883.SZ,1094285343.72545,0.945764852667088,0.074133563971088,,,,6154517004.3653,6507449486.0,6621556615.066,115506562.659475,2856412682.70513,37.531474912667,2368557017.78315,3347871627.51036,6133700950.14402,2368557018.53021,50.19,8.70840404701645,Utilities,Utilities,Electric Utilities & IPPs,Independent Power Producers,Independent Power Producers (NEC),59,5910,591010,59101020,5910102010,170789626.219081,20.760676161315,306167529.105047,China,306167529.105047,515650167.255847,,FY-7
002060.SZ,1029833486.85325,0.710093806318449,0.015486316568047,0.01841407790927,,4.23,853718840.957471,1202262058.0,2248031220.4772,52317726.8791045,1843602079.18239,28.088286308198,1094686339.30777,400130559.968269,1499115480.60258,1094686340.32131,,4.20170612271672,Industrials,Industrial & Commercial Services,Construction & Engineering,Construction & Engineering,Construction & Engineering (NEC),52,5220,522010,52201020,5220102010,40634673.8139421,18.97011,72156181.4217003,China,72156181.4217003,164854721.304119,,FY-7
002545.SZ,182765645.93891,1.67280232898446,,,,,1306040418.35461,780750000.0,625665476.573066,6386668.7358783,226896687.233715,77.4734448736681,122493630.677285,394491227.136058,521262420.016636,122493630.720414,,2.23311559192986,Basic Materials,Chemicals,Chemicals,Agricultural Chemicals,Fertilizers,51,5110,511010,51101020,5110102011,6652536.48940907,19.61121,7969032.11603508,China,7969032.11603508,20345962.5268791,,FY-7
071320.KS,1703856138.46547,48.9583598949435,5.21373178342306,6.38099466628945,,6.905,566876315.883418,11578744.0,4122585525.88451,56354183.3779248,2657285660.50215,36.1900511584871,1863951463.79676,1465299865.38236,3329251329.17911,1863951463.79846,,6.90471099349272,Utilities,Utilities,Electric Utilities & IPPs,Electric Utilities,Fossil Fuel Electric Utilities,59,5910,591010,59101010,5910101012,162761943.155605,23.67907,185647350.098941,Korea; Republic (S. Korea),185647350.098941,383975717.621641,,FY-7
1811.HK,1151905000.0,0.219352008361182,0.02963,0.04166,,14.32,941200861.924362,4290824000.0,3852868000.0,76799000.0,2992441000.0,0.0,2673712000.0,752606000.0,3534139000.0,2666614000.0,,,Utilities,Utilities,Electric Utilities & IPPs,Independent Power Producers,Independent Power Producers (NEC),59,5910,591010,59101020,5910102010,112229000.0,21.2944828779225,158900000.0,Hong Kong,158900000.0,57077000.0,,FY-7
2083.SE,,,,,,,,,,,,,,,,,,,Utilities,Utilities,Multiline Utilities,Multiline Utilities,Multiline Utilities,59,5910,591040,59104010,5910401010,,12.020784085013,,Saudi Arabia,,,,FY-7
2380.HK,3110961014.15567,0.540027261583722,0.064361242986621,0.05947037425242,,16.91,4251704886.34727,7873138524.52875,13284316630.9823,335577497.723526,8012401688.20567,41.1277560135917,6575343109.31748,4208272823.89366,11847258052.0941,6575343109.31748,1.25,16.8713115895506,Utilities,Utilities,Electric Utilities & IPPs,Electric Utilities,Fossil Fuel Electric Utilities,59,5910,591010,59101010,5910101012,485439050.885929,20.90695,1135365341.73647,Hong Kong,1135365341.73647,865359715.626705,C+,FY-7
