Instrument,Revenue,Price Close,Earnings Per Share - SmartEstimate®,Earnings Per Share - SmartEstimate®,Earnings Per Share - SmartEstimate®,Return On Equity - Actual,Company Market Cap,Common Shares - Outstanding - Total,Total Assets,Interest Expense,Total Liabilities,Dividend Payout Ratio - %,Interest Bearing Liabilities - Total,Shareholders Equity - Common,Total Capital,Total Debt,Long Term Growth - Mean,"Return on Average Common Equity - %, TTM",TRBC Economic Sector Name,TRBC Business Sector Name,TRBC Industry Group Name,TRBC Industry Name,TRBC Activity Name,TRBC Economic Sector Code,TRBC Business Sector Code,TRBC Industry Group Code,TRBC Industry Code,TRBC Activity Code,Depreciation Depletion & Amortization - Total,"WACC Tax Rate, (%)",Earnings before Interest & Taxes (EBIT),Country of Headquarters,Operating Profit before Non-Recurring Income/Expense,Capital Expenditures - Total,ESG Combined Score Grade,year
000537.SZ,3026906944.0613,0.960919540229885,,,,,1789732553.93103,1862520720.0,11468963930.3096,99036499.3575388,9115376349.33946,21.0539420865688,5386608459.77471,2353587580.97012,7740196040.74483,5386608458.23755,,15.2693052898239,Utilities,Utilities,Electric Utilities & IPPs,Electric Utilities,Wind Electric Utilities,59,5910,591010,59101010,5910101023,32682388.9743662,12.89769,510044295.493585,China,510044295.493585,27562740.8961595,,FY-2
000539.SZ,5075171935.63218,0.594636015325671,,,,,2887212083.17351,5250283986.0,15245942247.0498,185725029.021448,8533240239.08046,30.6748636413932,6237084112.49042,4902947491.64751,12949786120.4598,6237084111.87739,,7.03630940500109,Utilities,Utilities,Electric Utilities & IPPs,Independent Power Producers,Fossil Fuel IPPs,59,5910,591010,59101020,5910102011,569575306.580962,26.91141,767137208.753038,China,767137208.753038,1210515520.12913,,FY-2
000629.SZ,1615104727.96935,0.332567049808429,,,,2.4,2856666553.00229,8589746202.0,2006999999.42529,4167523.35720668,270752141.964751,0.0,17908903.5831418,1687408625.8023,1754156761.04368,17908904.2145594,,3.71020808603041,Basic Materials,Mineral Resources,Metals & Mining,Specialty Mining & Metals,Nonferrous Metal Processing,51,5120,512010,51201050,5120105016,36516645.809969,10.338940177392,73241067.5851015,China,73241067.5851015,10364654.1433969,C-,FY-2
000883.SZ,2608956185.44061,0.594636015325671,,,,,3869563832.28812,6507449486.0,9220971616.92567,99500391.2502876,3804925480.5272,31.7807461355824,3098554200.10268,4468012800.57165,8514600336.50115,3098554200.76628,,8.66663714578216,Utilities,Utilities,Electric Utilities & IPPs,Independent Power Producers,Independent Power Producers (NEC),59,5910,591010,59101020,5910102010,297763638.340195,20.760676161315,591490975.512155,China,591490975.512155,345802640.572251,C-,FY-2
002060.SZ,1928432930.2682,0.50727969348659,,,,,609883128.272796,1202262058.0,4519794292.49962,83546431.7134369,3927654496.51648,29.6532846715328,2212439598.22375,519882922.51341,2804579394.2069,2212439598.46743,,7.94535526733128,Industrials,Industrial & Commercial Services,Construction & Engineering,Construction & Engineering,Construction & Engineering (NEC),52,5220,522010,52201020,5220102010,82863194.171718,18.97011,137766715.428147,China,137766715.428147,271732611.004631,,FY-2
002545.SZ,406342904.214559,1.17701149425287,,,,,1464275371.25517,1244062083.0,1803727136.85977,9359758.66650845,602462074.088889,40.2736921766631,276455537.619923,1198756937.53103,1477720600.3908,276455537.164751,,3.97873768399051,Basic Materials,Chemicals,Chemicals,Agricultural Chemicals,Fertilizers,51,5110,511010,51101020,5110102011,43618495.8749868,19.61121,42021272.823324,China,42021272.823324,21119546.3533278,,FY-2
071320.KS,1935421265.38309,37.0993545539803,5.3333924796256,5.7460752934004,-0.768375382820476,,429563928.945771,11578744.0,5600098755.50822,48224871.728243,3936857907.57052,42.3457217197103,2636626335.4422,1432895586.34448,4299867183.3799,2636626335.43574,,1.71155081407589,Utilities,Utilities,Electric Utilities & IPPs,Electric Utilities,Fossil Fuel Electric Utilities,59,5910,591010,59101010,5910101012,213789359.717161,23.67907,111557685.126128,Korea; Republic (S. Korea),111557685.126128,364072425.685695,,FY-2
1811.HK,1149892000.0,0.157372650697212,0.04,0.04,,15.125,675258346.555215,4290824000.0,6976532000.0,145005000.0,5669603000.0,42.1378642334055,5114913000.0,1222703000.0,6421842000.0,5114913000.0,,14.9957326733818,Utilities,Utilities,Electric Utilities & IPPs,Independent Power Producers,Independent Power Producers (NEC),59,5910,591010,59101020,5910102010,206564000.0,21.2944828779225,287467000.0,Hong Kong,287467000.0,1392424000.0,,FY-2
2083.SE,1623767559.64281,,,,,,,250000000.0,6427244302.27909,74108142.3716015,4564686392.10982,0.0,3536174330.26789,1848261495.40184,5398732240.43716,3536174330.26789,,,Utilities,Utilities,Multiline Utilities,Multiline Utilities,Multiline Utilities,59,5910,591040,59104010,5910401010,357244102.410697,12.020784085013,176987226.544098,Saudi Arabia,176987226.544098,155300080.744407,,FY-2
2380.HK,4356738850.57471,0.214130000128994,0.031651601795487,0.040819482025512,,5.629,2099948569.18075,9806886321.0,23900179463.6015,492042383.507956,16882567662.8353,75.4302094765896,14012557088.1226,4656255478.9272,21030168888.8889,14012557088.1226,,5.5687161747933,Utilities,Utilities,Electric Utilities & IPPs,Electric Utilities,Fossil Fuel Electric Utilities,59,5910,591010,59101010,5910101012,779813918.158328,20.90695,1011291949.55247,Hong Kong,1011291949.55247,2345038702.86559,C+,FY-2
300569.SZ,524884957.854406,1.44151381609195,,,,,971199284.436781,673729948.66041,1165282514.70192,17724498.2574527,787830250.570115,24.294288137757,583680625.560153,371709204.206897,961132889.691954,583680625.287356,,19.0865748125105,Energy,Renewable Energy,Renewable Energy,Renewable Energy Equipment & Services,Wind Systems & Equipment,50,5020,502010,50201010,5020101011,16408954.1120631,14.27416,101160734.063286,China,101160734.063286,116510753.615674,,FY-2
300772.SZ,1759059002.29885,1.41182913793103,,,,10.0,745599693.48659,528111385.58275,2454878530.17165,310067.964618753,2160768147.27969,0.0,893819480.550192,284652541.920307,1187929863.44215,893819480.45977,,10.014031258869,Energy,Renewable Energy,Renewable Energy,Renewable Energy Equipment & Services,Wind Systems & Equipment,50,5020,502010,50201010,5020101011,10690241.3599884,12.89769,5230598.24310069,China,5230598.24310069,85456309.1133786,,FY-2
