Instrument,Revenue,Price Close,Earnings Per Share - SmartEstimate®,Earnings Per Share - SmartEstimate®,Earnings Per Share - SmartEstimate®,Return On Equity - Actual,Company Market Cap,Common Shares - Outstanding - Total,Total Assets,Interest Expense,Total Liabilities,Dividend Payout Ratio - %,Interest Bearing Liabilities - Total,Shareholders Equity - Common,Total Capital,Total Debt,Long Term Growth - Mean,"Return on Average Common Equity - %, TTM",TRBC Economic Sector Name,TRBC Business Sector Name,TRBC Industry Group Name,TRBC Industry Name,TRBC Activity Name,TRBC Economic Sector Code,TRBC Business Sector Code,TRBC Industry Group Code,TRBC Industry Code,TRBC Activity Code,Depreciation Depletion & Amortization - Total,"WACC Tax Rate, (%)",Earnings before Interest & Taxes (EBIT),Country of Headquarters,Operating Profit before Non-Recurring Income/Expense,Capital Expenditures - Total,ESG Combined Score Grade,year
000537.SZ,245711558.220592,0.941572922345012,,,,,482760991.079835,512717581.0,685773850.108198,,344395307.535887,0.0,,252616423.161042,341378542.572311,0.0,,,Utilities,Utilities,Electric Utilities & IPPs,Electric Utilities,Wind Electric Utilities,59,5910,591010,59101010,5910101023,271573.951220069,12.89769,66367452.7378545,China,66367452.7378545,51546.4615922759,,FY-9
000539.SZ,5045280256.70251,0.65386982341378,0.091763813091355,,,17.49,3307382638.93212,5250304987.21995,11219373116.4412,281784122.43517,6989984380.29635,28.3514520924521,5310391410.7075,3149428248.83955,9539780146.85234,5310391410.21194,,,Utilities,Utilities,Electric Utilities & IPPs,Independent Power Producers,Fossil Fuel IPPs,59,5910,591010,59101020,5910102011,568354831.604031,26.91141,1131878810.89618,China,1131878810.89618,714815916.918434,,FY-9
000629.SZ,2577247402.41505,0.353502816459356,0.02122911311054,0.021368894601542,0.025706940874036,3.68,3036499475.07805,8589746202.0,5905393323.43195,89960694.5802037,3313451589.21486,15.644368254846,1992722660.82066,2538432224.75346,4584664395.03775,1992722660.52166,36.269,,Basic Materials,Mineral Resources,Metals & Mining,Specialty Mining & Metals,Nonferrous Metal Processing,51,5120,512010,51201050,5120105016,152971254.878996,10.338940177392,255021875.818846,China,255021875.818846,239329114.156879,,FY-9
000883.SZ,1836652795.81083,0.527776401209178,0.039006592109147,0.05739398511036,,7.11,2822943856.02358,5348749678.0,5234395799.26161,126500288.02016,2857958828.01262,53.596008029074,2560534181.80782,2208820721.02681,4936971153.05681,2560534180.74896,,,Utilities,Utilities,Electric Utilities & IPPs,Independent Power Producers,Independent Power Producers (NEC),59,5910,591010,59101020,5910102010,161270985.063223,20.760676161315,243019340.499119,China,243019340.499119,259381044.309724,,FY-9
002060.SZ,891628422.287196,0.371673521978294,,,,,446848973.437732,1202262058.0,1832924819.40797,35625153.5093929,1422371536.97078,20.2081098745981,916669396.241968,406701354.825974,1327222678.67915,916669397.228142,,,Industrials,Industrial & Commercial Services,Construction & Engineering,Construction & Engineering,Construction & Engineering (NEC),52,5220,522010,52201020,5220102010,34869245.5634045,18.97011,50128737.8664452,China,50128737.8664452,176638836.32063,,FY-9
002545.SZ,280217503.345062,0.925053174091878,,,,,722235987.908221,780757807.57808,700183743.489106,5640954.35749504,230716884.89684,15.4171495999426,166525835.887143,466733074.466855,635992694.479409,166525835.439483,,,Basic Materials,Chemicals,Chemicals,Agricultural Chemicals,Fertilizers,51,5110,511010,51101020,5110102011,5433813.11072928,19.61121,30345206.6084783,China,30345206.6084783,23924707.6025498,,FY-9
071320.KS,2532437927.68938,81.9437827536922,9.52395568223953,11.2805504912866,,7.362,948806082.896617,11578744.0,4771702469.293,69791606.1116572,3246660810.92806,30.3118165659824,2421184726.06003,1524555937.80276,3946226384.42496,2419368238.20867,,7.31246365730264,Utilities,Utilities,Electric Utilities & IPPs,Electric Utilities,Fossil Fuel Electric Utilities,59,5910,591010,59101010,5910101012,199369245.453221,23.67907,195373184.226045,Korea; Republic (S. Korea),195373184.226045,356533628.886327,,FY-9
1811.HK,1054523000.0,,,,,,,3101800000.0,2957589000.0,51704000.0,2019731000.0,0.0,1751188000.0,778541000.0,2689046000.0,1743628000.0,,,Utilities,Utilities,Electric Utilities & IPPs,Independent Power Producers,Independent Power Producers (NEC),59,5910,591010,59101020,5910102010,73378000.0,21.2944828779225,116987000.0,Hong Kong,116987000.0,390031000.0,,FY-9
2083.SE,,,,,,,,,,,,,,,,,,,Utilities,Utilities,Multiline Utilities,Multiline Utilities,Multiline Utilities,59,5910,591040,59104010,5910401010,,12.020784085013,,Saudi Arabia,,,,FY-9
2380.HK,3109953912.48327,0.332536609146483,0.053961691269098,0.057052876384896,0.066355338569306,,2279587227.51683,6855154003.91775,12676374448.6843,285191955.725621,8829612468.40775,44.9908467139004,7547330558.17104,3043040784.97448,11394092538.4476,7547330558.17104,18.405,13.7267405788892,Utilities,Utilities,Electric Utilities & IPPs,Electric Utilities,Fossil Fuel Electric Utilities,59,5910,591010,59101010,5910101012,361066972.873091,20.90695,741861925.228645,Hong Kong,741861925.228645,840271956.516816,,FY-9
300569.SZ,95521378.6609842,,,,,,,487673357.15941,186924094.428201,1715636.20119165,120412609.448767,0.0,55154547.0125708,64631780.3921569,121666031.992005,55154546.8060855,,,Energy,Renewable Energy,Renewable Energy,Renewable Energy Equipment & Services,Wind Systems & Equipment,50,5020,502010,50201010,5020101011,2141670.30831031,14.27416,9724039.8185342,China,9724039.8185342,5403635.93619085,,FY-9
300772.SZ,,,,,,,,,,,,,,,,,,,Energy,Renewable Energy,Renewable Energy,Renewable Energy Equipment & Services,Wind Systems & Equipment,50,5020,502010,50201010,5020101011,,12.89769,,China,,,,FY-9
3038.T,1825109039.14591,0.684736091298146,,,,,192821683.309557,224709504.0,924999959.328927,3883009.82865261,713834326.385358,16.7822121224743,459934458.566345,170501311.642095,671100091.509914,459934458.566345,,18.0729560363133,Consumer Non-Cyclicals,Food & Drug Retailing,Food & Drug Retailing,Food Retail & Distribution,Supermarkets & Convenience Stores,54,5430,543010,54301020,5430102012,23241884.6537919,33.83299,20438160.3647327,Japan,20438160.3647327,93065593.5588725,,FY-9
5110.SE,9511806788.79023,3.87968962483001,0.190683660409556,0.204026237201365,,5.52,16165090794.9364,4166593815.0,73804134069.2745,,58798317734.5812,18.01790525217,19680342372.6102,15005816334.6932,34686158707.3034,19680342372.6102,,5.53355712701466,Utilities,Utilities,Electric Utilities & IPPs,Electric Utilities,Electric Utilities (NEC),59,5910,591010,59101010,5910101010,3127816115.39051,4.22415250544,528196408.518575,Saudi Arabia,528196408.518575,10915951469.9644,C-,FY-9
5711.T,13710592111.6387,36.8996671421778,3.31168719452591,3.49817595307918,,12.2,4851920077.86971,131044627.7,17235245663.3395,96692525.1242324,12140691927.5124,14.9607048391087,6528539587.1693,4426300998.15874,11623093322.9964,6297538521.17453,14.9,12.1930903269217,Basic Materials,Mineral Resources,Metals & Mining,Diversified Mining,Diversified Mining,51,5120,512010,51201080,5120108010,603933964.997503,29.13904,661663974.577664,Japan,661663974.577664,650064066.029826,B-,FY-9
600011.SS,21964216677.4039,0.835852453871186,0.129910872864662,0.12937643297704,0.126586366131689,17.933,11990776375.5935,14055383440.0,42994342815.4682,1266862009.09117,30754541145.4152,50.7697511187149,25772547261.6747,10208508617.2093,38012348931.7277,25772547262.0051,,,Utilities,Utilities,Electric Utilities & IPPs,Independent Power Producers,Fossil Fuel IPPs,59,5910,591010,59101020,5910102011,1874772690.40016,31.52166464304,4231620112.86038,China,4231620112.86038,2884295981.06178,C-,FY-9
600025.SS,,,,,,,,,,,,,,,,,,,Utilities,Utilities,Electric Utilities & IPPs,Independent Power Producers,Renewable IPPs,59,5910,591010,59101020,5910102012,,11.95637,,China,,,,FY-9
600116.SS,225343570.04807,0.568246949799296,,,,,456075230.685366,802607626.07626,582034939.024068,14291233.3141522,387132842.33444,30.8091328179792,264481293.714588,184915570.059633,459383390.404216,264481294.084609,,,Utilities,Utilities,Electric Utilities & IPPs,Electric Utilities,Hydroelectric & Tidal Utilities,59,5910,591010,59101010,5910101021,15549005.3530962,14.31353,23868586.7221206,China,23868586.7221206,56642863.4677046,,FY-9
600236.SS,813704354.361795,0.397722554801196,0.028833585945012,,,,1179081715.11967,2964587332.78733,3622026476.7481,135785041.856791,2780225529.79335,50.6007375313807,2563301991.65139,572721662.981317,3405102938.60614,2563301992.17008,,,Utilities,Utilities,Electric Utilities & IPPs,Electric Utilities,Hydroelectric & Tidal Utilities,59,5910,591010,59101010,5910101021,158453165.67046,15.76643,192014543.613165,China,192014543.613165,210336889.795965,,FY-9
