Firm Name,WACC,COE,COD,year,has ren segment,number of segments
BEP_u.TO,0.0243855375239818,0.13296875,0.0480931953244913,0,False,6
BKH.N,0.0411105989110011,0.0834140625,0.0348299249776132,0,False,4
BN.N,0.0348789655178977,0.1825625,0.0474265911528268,0,False,6
BP.L,0.0403435467683604,0.1505,0.0333555583587119,0,False,5
CBAV3.SA,0.067677632056615,0.1355,0.0577302034483162,0,False,4
CMIG4.SA,0.0724213216280429,0.14425,0.0870849882312726,0,False,6
CMS.N,0.0292086668531266,0.0773437499999999,0.0362683438155136,0,False,3
CPFE3.SA,0.0459754982798911,0.12825,0.0636881850454303,0,True,6
CRBR.NS,0.0366577119725575,0.0447812499999999,0.0852461665032841,0,False,7
CSNA3.SA,0.0654462503322986,0.179,0.0623304200428057,0,False,7
CU.TO,0.0360597635695833,0.0921875,0.0423653301545585,0,False,6
DEHr.AT,0.0416193987273732,0.174625,0.0280824416450185,0,True,9
DUK.N,0.0381112708150184,0.0991484375,0.0330922757553966,0,False,5
EDP.LS,0.0298954771338146,0.12625,0.0337488816294434,0,False,6
ELE.MC,0.0168329689691768,0.11825,0.0128317561722062,0,False,4
ELET6.SA,0.0632349020747793,0.120125,0.07876424314984,0,False,4
EMA.TO,0.043122257754023,0.107140625,0.0387880495360635,0,False,6
ENAE.WA,0.0851933063714093,0.2022500000000001,0.0422652659997075,0,False,6
ENEI.MI,0.0300957341819477,0.167375,0.0289307303558714,0,False,9
ENGIE.PA,0.024167504189891,0.160375,0.0259242942957083,0,False,7
ENJSA.IS,0.1075383044200192,0.1245,0.2309332749700215,0,False,5
ENLT.TA,0.0272013079777258,0.0660312499999999,0.0258099208126788,0,False,5
EONGn.DE,0.0243484407607109,0.163625,0.0266334565994807,0,False,11
ETR.N,0.035716994312283,0.1020234375,0.0368192188794838,0,False,4
EXC.OQ,0.0395448070656621,0.09800390625,0.0361298377028714,0,False,6
FGEN.PS,0.0930357988118198,0.149,0.0456732834126514,0,False,8
FORTUM.HE,0.0378725956752873,0.0964375,0.0241949466130838,0,False,4
FTS.TO,0.0455885838177262,0.10021875,0.0395893617661842,0,False,10
GEG.HM,0.0560440104239064,0.097,0.060198707375508,0,False,5
GPSC.BK,,,0.0247785520222517,0,False,3
HDG.HM,0.0502811905092999,0.0652499999999999,0.0826228156028797,0,False,4
HE.N,0.0232629438448539,0.1395625,0.0270832443553099,0,False,3
HEGL.NS,0.1148819620297672,0.1481875,0.0351728688854865,0,True,3
HOLMb.ST,0.0590419395045294,0.0834999999999999,0.0206693809499892,0,False,7
IBE.MC,0.0378465094270896,0.1063125,0.0348564954982454,0,False,4
IDA.N,0.043276451659399,0.0834531249999999,0.0470748286918139,0,False,3
IDC.HN,0.0499401432320718,0.14225,0.0520089325654348,0,False,5
LIGT3.SA,0.0537010200932977,0.2265000000000001,0.0900766340083477,0,False,5
MGEE.OQ,0.0394672750916051,0.0727265624999999,0.0350820577116122,0,False,4
MPLF.PSX,0.0733859553284585,0.101,0.1512149771219143,0,False,1
NCLI.NS,0.0507357116168669,0.0764999999999999,0.0914094883350019,0,False,5
NEOE3.SA,0.0745303408142395,0.15125,0.0855270179234657,0,False,0
NRG.N,0.0321201854731352,0.15965625,0.0518721233984326,0,False,5
NTPC.NS,0.0532746517443005,0.10575,0.0479180039415105,0,False,4
ORK.OL,0.0472972266582808,0.0838749999999999,0.0217057064415658,0,False,11
PAFO.NS,0.0431593917364978,0.0411406249999999,0.1531553807919091,0,True,4
PC1.HM,0.0552206756033358,0.133,0.051075019605614,0,False,8
PEG.N,0.0325802284627258,0.0776406249999999,0.0309817464232856,0,False,3
PGRD.NS,0.0600213038237944,0.098125,0.0679532731427644,0,True,4
PIF.TO,0.1251494341224664,0.2047500000000001,0.0822674666894431,0,True,4
PTCI.NS,0.0747455029629625,0.165,0.0919817807340193,0,False,3
RATCH.BK,0.0394594191192837,0.0915,0.0010351376957253,0,False,4
RITS.NS,0.0451022320022078,0.10325,0.1322398394341118,0,False,6
RWEG.DE,0.032975006108797,0.1446171875,0.0466732751196923,0,False,7
SHEL.L,0.0934610965280662,0.20778125,0.0327585178113252,0,False,6
SO.N,0.0315051291483423,0.084890625,0.0351346655082536,0,False,6
SPI.OQ,0.0351242331041346,0.1990000000000001,0.054706392298216,0,False,4
SRG.MI,0.0279039101268849,0.1075,0.0100739763460135,0,False,6
SSE.L,0.0414189294457503,0.09590625,0.0404158001190724,0,False,10
SVT.L,0.0272504539778354,0.0525312499999999,0.0486088864263176,0,False,4
SXC.N,0.0637966790756765,0.1375625,0.0601277715144682,0,False,5
TA.TO,0.0164657748946317,0.0502109374999999,0.0501076637352961,0,False,7
TCIL.NS,0.0644296871198647,0.0749374999999999,0.0951317182880889,0,False,6
TTPW.NS,0.0441863737922448,0.0935,0.0782425757267663,0,True,5
UN01.DE,0.0074308486524568,0.145,0.0346124545142118,0,False,3
UNACEMC1.LM,0.0546063078419129,0.092,0.0476822411428179,0,False,5
VERB.VI,0.0299584049875539,0.0709296874999999,0.0171101554039718,0,False,6
XEL.OQ,0.0337620007237938,0.0821015624999999,0.0359830951901791,0,False,3
000539.SZ,,,0.0287845197090674,-1,False,1
000629.SZ,0.041342480049736,0.0542499999999999,0.0321442446233507,-1,False,5
002545.SZ,0.0890662598949331,0.13025,0.0312421562742632,-1,False,5
071320.KS,0.0123296084734191,0.0314140624999999,0.0175057438485064,-1,True,3
2083.SE,0.0400908473586519,0.087625,0.0244991295133511,-1,False,7
2380.HK,0.0199811948786486,0.0197499999999999,0.0375930687925147,-1,True,5
300772.SZ,0.022659606533066,0.12325,0.0058842789267009,-1,True,3
3038.T,0.0133292386871205,0.0240273437499999,0.0029312958165647,-1,False,5
5711.T,0.0683316578596627,0.2108125000000001,0.0104752658880521,-1,False,7
600011.SS,,,0.0329881809670105,-1,False,3
600025.SS,0.0392831000344016,0.0749999999999999,0.0331239324141345,-1,False,2
600116.SS,0.0473877459420645,0.0704999999999999,0.0342240664087618,-1,False,4
600459.SS,0.0454659355335829,0.0661249999999999,0.0428465396059785,-1,False,0
600674.SS,0.0457845307978578,0.0582499999999999,0.0307494236948516,-1,True,5
600795.SS,0.0278259925859707,0.1395,0.0333442165627162,-1,False,6
600886.SS,0.0308132953332428,0.0734999999999999,0.0371306886774447,-1,False,4
600905.SS,0.0330040080729819,0.0622499999999999,0.0314988278337583,-1,True,4
600995.SS,0.0386367648358224,0.0491249999999999,0.0575503456736522,-1,False,3
601088.SS,0.1021444378823208,0.15475,0.0579034914403712,-1,False,8
6013.T,0.0641815963933723,0.114625,0.0068250781466738,-1,False,5
601991.SS,0.0227408478620199,0.0829999999999999,0.0355984448822094,-1,False,3
603212.SS,0.0312082999484491,0.0353749999999999,0.039150902730437,-1,False,8
6504.T,0.0473772087812835,0.105515625,0.0108438907356446,-1,False,7
688599.SS,0.0297882203678687,0.0812499999999999,0.0172008462304954,-1,False,5
8031.T,0.0450931985647961,0.09515625,0.0223412634717401,-1,False,9
9505.T,0.0216013629035336,0.14675,0.0055220428105126,-1,False,4
9513.T,0.0550012199905423,0.1529375,0.0142523963007284,-1,False,5
9531.T,0.0521133677172547,0.11296875,0.0117775927798888,-1,False,8
A2.MI,0.0323622832782542,0.161,0.0131459092860654,-1,False,6
ACOx.TO,0.0387783760142485,0.13715625,0.0433002512733162,-1,False,6
AEP.OQ,0.0343973574124656,0.0836484374999999,0.0308555673963415,-1,False,6
AES.N,0.0220943764910199,0.0771718749999999,0.0475359605072772,-1,False,6
AEV.PS,0.0523915141861349,0.10225,0.0485198359065567,-1,True,7
ALS.TO,0.0571085763293523,0.0802187499999999,0.0605000620981361,-1,False,4
AP.PS,,,0.0537458577679365,-1,False,4
AVA.N,0.0428992761146037,0.093296875,0.0402740656930982,-1,False,4
AVNT.NS,0.0323019869201613,0.0420312499999999,0.1119314082410521,-1,False,6
AWR.N,0.0235783547919654,0.0383437499999999,0.0373071284816259,-1,False,4
AY.OQ,0.0417842529114063,0.0936875,0.0524290462980849,-1,False,4
BEPC.N,0.0390030349765544,0.13934375,0.0733006605582782,-1,True,6
BEP_u.TO,0.023942306253217,0.12603125,0.0480931953244913,-1,False,6
BKH.N,0.0413271044889829,0.0841093749999999,0.0348299249776132,-1,False,4
BN.N,0.0352632344920731,0.1868437500000001,0.0474265911528268,-1,False,7
BP.L,0.035597180670901,0.13025,0.0333555583587119,-1,False,6
CBAV3.SA,0.0616583017346235,0.121,0.0577302034483162,-1,False,4
CMIG4.SA,0.0689723810795658,0.13575,0.0870849882312726,-1,False,6
CMS.N,0.0293525015240512,0.0780078124999999,0.0362683438155136,-1,False,3
CPFE3.SA,0.0443189018645523,0.121,0.0636881850454303,-1,True,6
CRBR.NS,0.0410823314555143,0.0509374999999999,0.0852461665032841,-1,False,7
CSNA3.SA,0.068015029552467,0.19025,0.0623304200428057,-1,False,7
CU.TO,0.0362333835295359,0.09290625,0.0423653301545585,-1,False,6
DEHr.AT,0.0394157783570336,0.1640625,0.0280824416450185,-1,True,7
DUK.N,0.0363182606963117,0.09240625,0.0330922757553966,-1,False,4
EDP.LS,0.0287014128891432,0.118625,0.0337488816294434,-1,False,6
ELE.MC,0.0159589127045714,0.110375,0.0128317561722062,-1,False,4
ELET6.SA,0.0608323346326352,0.11425,0.07876424314984,-1,False,4
EMA.TO,0.0413285476991692,0.100015625,0.0387880495360635,-1,False,6
ENAE.WA,0.0805244803201971,0.1905,0.0422652659997075,-1,False,6
ENEI.MI,0.0290029167671638,0.159,0.0289307303558714,-1,False,9
ENGIE.PA,0.0243149308322113,0.1615,0.0259242942957083,-1,False,7
ENJSA.IS,0.1045314578563137,0.11625,0.2309332749700215,-1,False,4
ENLT.TA,0.0264403654227917,0.0626874999999999,0.0258099208126788,-1,False,5
EONGn.DE,0.0244746874120552,0.1646875,0.0266334565994807,-1,False,11
ETR.N,0.0341955721553862,0.0951484375,0.0368192188794838,-1,False,4
EXC.OQ,0.0377677731560249,0.09115625,0.0361298377028714,-1,False,6
FGEN.PS,0.0798702880515109,0.125,0.0456732834126514,-1,False,8
FORTUM.HE,0.0355002551372618,0.089125,0.0241949466130838,-1,False,7
FTS.TO,0.0435309017611365,0.09340625,0.0395893617661842,-1,False,11
GEG.HM,0.0550444424547239,0.093,0.060198707375508,-1,False,5
GPSC.BK,,,0.0247785520222517,-1,False,3
HDG.HM,0.0566886421136801,0.0834999999999999,0.0826228156028797,-1,False,5
HE.N,0.0220773634582621,0.130796875,0.0270832443553099,-1,False,3
HEGL.NS,0.1198646430194693,0.1548125,0.0351728688854865,-1,True,3
HOLMb.ST,0.055479767215861,0.0784062499999999,0.0206693809499892,-1,False,7
IBE.MC,0.0356894090113578,0.0984375,0.0348564954982454,-1,False,4
IDA.N,0.040950501287557,0.0772031249999999,0.0470748286918139,-1,False,3
IDC.HN,0.0519024731496312,0.149,0.0520089325654348,-1,False,5
LIGT3.SA,0.0522849021915364,0.2145000000000001,0.0900766340083477,-1,False,5
MGEE.OQ,0.0370001735179337,0.0669843749999999,0.0350820577116122,-1,False,4
MPLF.PSX,0.1001309424176315,0.151,0.1512149771219143,-1,False,3
NCLI.NS,0.0716905792410177,0.117875,0.0914094883350019,-1,False,6
NEOE3.SA,0.0718149643437787,0.141875,0.0855270179234657,-1,False,0
NRG.N,0.0308847801001852,0.15025,0.0518721233984326,-1,False,5
NTPC.NS,0.0470681123054461,0.08725,0.0479180039415105,-1,False,4
ORK.OL,0.0517541163708169,0.0925,0.0217057064415658,-1,False,10
PAFO.NS,0.0463541055826531,0.0454374999999999,0.1531553807919091,-1,True,4
PC1.HM,0.039522702399922,0.0662499999999999,0.051075019605614,-1,False,6
PEG.N,0.0327519536849229,0.0782499999999999,0.0309817464232856,-1,False,4
PGRD.NS,0.0578240169413468,0.0915,0.0679532731427644,-1,True,4
PIF.TO,0.124645461048174,0.2037500000000001,0.0822674666894431,-1,True,3
PTCI.NS,0.0673515109246693,0.1405,0.0919817807340193,-1,False,3
RATCH.BK,0.0322005166726426,0.0744999999999999,0.0010351376957253,-1,False,4
RITS.NS,0.0420504147047711,0.09625,0.1322398394341118,-1,False,6
RWEG.DE,0.0331849265876202,0.145671875,0.0466732751196923,-1,False,7
SHEL.L,0.0636208457741567,0.138375,0.0327585178113252,-1,False,5
SO.N,0.0301420035506374,0.0788437499999999,0.0351346655082536,-1,False,6
SPI.OQ,0.0315367214747181,0.131,0.054706392298216,-1,True,4
SRG.MI,0.0241863939968568,0.091375,0.0100739763460135,-1,False,5
SSE.L,0.0390969389776213,0.0885312499999999,0.0404158001190724,-1,False,10
SVT.L,0.0272429639172523,0.0524374999999999,0.0486088864263176,-1,False,4
SXC.N,0.0727110994793995,0.16275,0.0601277715144682,-1,False,5
TA.TO,0.0163409523687961,0.0422304687499999,0.0501076637352961,-1,False,7
TCIL.NS,0.0661528255628105,0.0770624999999999,0.0951317182880889,-1,False,6
TTPW.NS,0.0425883062200214,0.086375,0.0782425757267663,-1,True,5
UN01.DE,0.0074613029771438,0.145875,0.0346124545142118,-1,False,3
UNACEMC1.LM,0.0759846339250212,0.137,0.0476822411428179,-1,False,5
VERB.VI,0.0279397136623666,0.0656484374999999,0.0171101554039718,-1,False,6
XEL.OQ,0.0320821657530888,0.0759374999999999,0.0359830951901791,-1,False,3
000539.SZ,0.0277573358383549,0.09625,0.0287845197090674,-2,False,1
000629.SZ,0.0230243348154495,0.0297499999999999,0.0321442446233507,-2,False,5
002545.SZ,0.0593852179895224,0.0844999999999999,0.0312421562742632,-2,False,5
071320.KS,0.0340719411538929,0.14653125,0.0175057438485064,-2,True,3
2083.SE,0.0378999905389241,0.0811875,0.0244991295133511,-2,False,7
2380.HK,0.0358002983931715,0.107,0.0375930687925147,-2,True,4
300772.SZ,0.0208308500429621,0.1125,0.0058842789267009,-2,True,3
3038.T,0.012981651233924,0.0233828124999999,0.0029312958165647,-2,False,6
5711.T,0.0381741053599203,0.11465625,0.0104752658880521,-2,False,7
600011.SS,0.0228545551323836,0.09225,0.0329881809670105,-2,False,3
600025.SS,0.0355609950059705,0.0634999999999999,0.0331239324141345,-2,False,2
600116.SS,0.0536084678430746,0.0824999999999999,0.0342240664087618,-2,False,5
600459.SS,0.0268502124740921,0.0288124999999999,0.0428465396059785,-2,False,0
600674.SS,0.0527377892847609,0.0694999999999999,0.0307494236948516,-2,False,5
600795.SS,0.0282057263968982,0.143,0.0333442165627162,-2,False,6
600886.SS,0.033466636732586,0.0875,0.0371306886774447,-2,False,4
600905.SS,0.0313175304562988,0.0564999999999999,0.0314988278337583,-2,False,0
600995.SS,0.0438896004773436,0.0598749999999999,0.0575503456736522,-2,False,4
601088.SS,0.0695222969239117,0.10325,0.0579034914403712,-2,False,8
6013.T,0.0560636363737828,0.100125,0.0068250781466738,-2,False,5
601991.SS,0.0242311927833947,0.099,0.0355984448822094,-2,False,3
603212.SS,0.0358086873930292,0.0429999999999999,0.039150902730437,-2,False,7
6504.T,0.0412981440744403,0.091625,0.0108438907356446,-2,False,7
688599.SS,0.0285073978237045,0.0768749999999999,0.0172008462304954,-2,False,4
8031.T,0.0374535438967159,0.0767031249999999,0.0223412634717401,-2,False,9
9505.T,0.0219731949713466,0.149625,0.0055220428105126,-2,False,4
9513.T,0.0559185095690339,0.15578125,0.0142523963007284,-2,False,5
9531.T,0.0475036514817479,0.102375,0.0117775927798888,-2,False,8
A2.MI,0.032818477409391,0.1635,0.0131459092860654,-2,False,6
ACOx.TO,0.0372601275366811,0.12878125,0.0433002512733162,-2,False,6
AEP.OQ,0.0348679088661482,0.085484375,0.0308555673963415,-2,False,6
AES.N,0.0221744817519484,0.0790937499999999,0.0475359605072772,-2,False,6
AEV.PS,0.0531049459211465,0.1045,0.0485198359065567,-2,True,7
ALS.TO,0.0270702753885663,0.0319921874999999,0.0605000620981361,-2,False,4
AP.PS,0.0554149314444511,0.0865,0.0537458577679365,-2,False,4
AVA.N,0.0408976138885391,0.0869375,0.0402740656930982,-2,False,4
AVNT.NS,0.05038121129473,0.0656249999999999,0.1119314082410521,-2,False,4
AWR.N,0.0246056209382406,0.0412890624999999,0.0373071284816259,-2,False,3
AY.OQ,0.0353595899899553,0.0571406249999999,0.0524290462980849,-2,False,4
BEPC.N,0.0325628213203449,0.091875,0.0733006605582782,-2,True,6
BEP_u.TO,0.0251721732027265,0.14528125,0.0480931953244913,-2,False,6
BKH.N,0.0394393704607366,0.0780468749999999,0.0348299249776132,-2,False,7
BN.N,0.0342254277734973,0.17528125,0.0474265911528268,-2,False,7
BP.L,0.0159232002113702,0.0463124999999999,0.0333555583587119,-2,False,5
CBAV3.SA,0.0445343447841306,0.0797499999999999,0.0577302034483162,-2,False,4
CMIG4.SA,0.0700882147864261,0.1385,0.0870849882312726,-2,False,6
CMS.N,0.0281121390089012,0.0722812499999999,0.0362683438155136,-2,False,3
CPFE3.SA,0.0447758939791286,0.123,0.0636881850454303,-2,True,5
CRBR.NS,0.0313571525919595,0.0374062499999999,0.0852461665032841,-2,False,6
CSNA3.SA,0.0516319265260592,0.1185,0.0623304200428057,-2,False,7
CU.TO,0.0347613882168937,0.0868124999999999,0.0423653301545585,-2,False,6
DEHr.AT,0.0400546978726942,0.167125,0.0280824416450185,-2,True,7
DUK.N,0.0368335173700536,0.09434375,0.0330922757553966,-2,False,4
EDP.LS,0.0290341848917565,0.12075,0.0337488816294434,-2,False,6
ELE.MC,0.0162086430658872,0.112625,0.0128317561722062,-2,False,4
ELET6.SA,0.0674266154844774,0.130375,0.07876424314984,-2,False,4
EMA.TO,0.0418438459824715,0.1020625,0.0387880495360635,-2,False,6
ENAE.WA,0.0817165210141236,0.1935000000000001,0.0422652659997075,-2,False,6
ENEI.MI,0.0293291309208306,0.1615,0.0289307303558714,-2,False,10
ENGIE.PA,0.0230290428964178,0.1516875,0.0259242942957083,-2,False,7
ENJSA.IS,0.1053515069191425,0.1185,0.2309332749700215,-2,False,4
ENLT.TA,0.0239548567970956,0.0517656249999999,0.0258099208126788,-2,False,4
EONGn.DE,0.0233681726443904,0.155375,0.0266334565994807,-2,False,12
ETR.N,0.0346321165810867,0.09712109375,0.0368192188794838,-2,False,4
EXC.OQ,0.0382786830764226,0.093125,0.0361298377028714,-2,False,6
FGEN.PS,0.090841547018435,0.145,0.0456732834126514,-2,False,8
FORTUM.HE,0.0361693768274741,0.0911875,0.0241949466130838,-2,False,8
FTS.TO,0.0441208335434156,0.095359375,0.0395893617661842,-2,False,10
GEG.HM,0.0514210085664376,0.0784999999999999,0.060198707375508,-2,False,5
GPSC.BK,0.0290254812553252,0.0544999999999999,0.0247785520222517,-2,False,3
HDG.HM,0.054582082682103,0.0774999999999999,0.0826228156028797,-2,False,5
HE.N,0.0224176102358758,0.1333125,0.0270832443553099,-2,False,3
HEGL.NS,0.1081600433361125,0.13925,0.0351728688854865,-2,True,3
HOLMb.ST,0.0502894855069116,0.0709843749999999,0.0206693809499892,-2,False,6
IBE.MC,0.0363057234158526,0.1006875,0.0348564954982454,-2,False,4
IDA.N,0.0416148508625144,0.0789882812499999,0.0470748286918139,-2,False,3
IDC.HN,0.0441985112510649,0.1225,0.0520089325654348,-2,False,0
LIGT3.SA,0.0526389316669767,0.2175000000000001,0.0900766340083477,-2,False,5
MGEE.OQ,0.0377050596818398,0.0686249999999999,0.0350820577116122,-2,False,4
MPLF.PSX,0.1012007419011984,0.153,0.1512149771219143,-2,False,3
NCLI.NS,0.072007118026881,0.1185,0.0914094883350019,-2,False,6
NEOE3.SA,0.0725752697555077,0.1445,0.0855270179234657,-2,False,0
NRG.N,0.0312377530638852,0.1529375,0.0518721233984326,-2,False,4
NTPC.NS,0.052184313734772,0.1025,0.0479180039415105,-2,False,2
ORK.OL,0.0498809308394612,0.088875,0.0217057064415658,-2,False,10
PAFO.NS,0.045215625739296,0.0439062499999999,0.1531553807919091,-2,False,7
PC1.HM,0.0478714372122244,0.10175,0.051075019605614,-2,False,6
PEG.N,0.0312548620042299,0.0729374999999999,0.0309817464232856,-2,False,4
PGRD.NS,0.0584873488303876,0.0935,0.0679532731427644,-2,True,4
PIF.TO,0.1230075485567238,0.2005000000000001,0.0822674666894431,-2,True,3
PTCI.NS,0.0735383205893636,0.161,0.0919817807340193,-2,False,3
RATCH.BK,0.0381784363345823,0.0885,0.0010351376957253,-2,False,4
RITS.NS,0.0379086626582499,0.08675,0.1322398394341118,-2,False,6
RWEG.DE,0.0313656157711523,0.13653125,0.0466732751196923,-2,False,7
SHEL.L,0.0337940305226127,0.0689999999999999,0.0327585178113252,-2,False,5
SO.N,0.0305329775592815,0.0805781249999999,0.0351346655082536,-2,False,6
SPI.OQ,0.0325127356680153,0.1495,0.054706392298216,-2,True,1
SRG.MI,0.0229760399080105,0.086125,0.0100739763460135,-2,False,4
SSE.L,0.0397561481359461,0.090625,0.0404158001190724,-2,False,10
SVT.L,0.0274476922398574,0.0549999999999999,0.0486088864263176,-2,False,4
SXC.N,0.0301629911752776,0.0425312499999999,0.0601277715144682,-2,False,5
TA.TO,0.0164514780414523,0.0492968749999999,0.0501076637352961,-2,False,7
TCIL.NS,0.0520636347646063,0.0596874999999999,0.0951317182880889,-2,False,6
TTPW.NS,0.0430649228643688,0.0885,0.0782425757267663,-2,True,5
UN01.DE,0.0071437078768367,0.13675,0.0346124545142118,-2,False,4
UNACEMC1.LM,0.0759846339250212,0.137,0.0476822411428179,-2,False,5
VERB.VI,0.0285160560081671,0.0671562499999999,0.0171101554039718,-2,False,6
XEL.OQ,0.0325612061439743,0.0776953124999999,0.0359830951901791,-2,False,4
000539.SZ,0.021070473880559,0.0529999999999999,0.0287845197090674,-5,False,2
000629.SZ,0.0404078808030888,0.0529999999999999,0.0321442446233507,-5,False,4
002545.SZ,0.0619802817626731,0.0885,0.0312421562742632,-5,False,6
071320.KS,0.0234567839565173,0.090328125,0.0175057438485064,-5,True,3
2083.SE,0.0421966223601379,0.0938125,0.0244991295133511,-5,False,0
2380.HK,0.0278227562196585,0.0629999999999999,0.0375930687925147,-5,True,4
300772.SZ,0.0182790968009565,0.0975,0.0058842789267009,-5,False,0
3038.T,0.0142203265216789,0.0256796874999999,0.0029312958165647,-5,False,6
5711.T,0.0614807871423016,0.18896875,0.0104752658880521,-5,False,7
600011.SS,0.0187959115822545,0.0502499999999999,0.0329881809670105,-5,False,3
600025.SS,0.033861773145165,0.0582499999999999,0.0331239324141345,-5,False,2
600116.SS,0.0536084678430746,0.0824999999999999,0.0342240664087618,-5,False,6
600459.SS,0.0254781993842804,0.0260624999999999,0.0428465396059785,-5,False,7
600674.SS,0.0528923061400254,0.0697499999999999,0.0307494236948516,-5,False,3
600795.SS,0.0275547541495939,0.137,0.0333442165627162,-5,False,6
600886.SS,0.0335140178290029,0.08775,0.0371306886774447,-5,False,3
600905.SS,0.0374768400128804,0.0774999999999999,0.0314988278337583,-5,False,0
600995.SS,0.0440117594457511,0.0601249999999999,0.0575503456736522,-5,False,3
601088.SS,0.0798156909156427,0.1195,0.0579034914403712,-5,False,8
6013.T,0.0633418074258286,0.113125,0.0068250781466738,-5,False,5
601991.SS,0.0242311927833947,0.099,0.0355984448822094,-5,False,3
603212.SS,0.0321510022936499,0.0369374999999999,0.039150902730437,-5,False,4
6504.T,0.0483482179920503,0.107734375,0.0108438907356446,-5,False,7
688599.SS,0.0190293109968894,0.0444999999999999,0.0172008462304954,-5,False,5
8031.T,0.0498801117353121,0.10671875,0.0223412634717401,-5,False,0
9505.T,0.0212780306706527,0.14425,0.0055220428105126,-5,False,3
9513.T,0.0541746513593741,0.150375,0.0142523963007284,-5,False,5
9531.T,0.0490402235602502,0.10590625,0.0117775927798888,-5,False,8
A2.MI,0.0319060891471174,0.1585,0.0131459092860654,-5,False,8
ACOx.TO,0.0402059827916626,0.14503125,0.0433002512733162,-5,False,5
AEP.OQ,0.0339688552376227,0.0819765624999999,0.0308555673963415,-5,False,7
AES.N,0.0220207838529312,0.0754062499999999,0.0475359605072772,-5,False,6
AEV.PS,0.0517573526439023,0.10025,0.0485198359065567,-5,True,6
ALS.TO,0.0495758872225425,0.0681249999999999,0.0605000620981361,-5,False,0
AP.PS,0.0421329405567458,0.0489999999999999,0.0537458577679365,-5,False,4
AVA.N,0.0447927403825026,0.0993125,0.0402740656930982,-5,False,4
AVNT.NS,0.0589059846422087,0.0767499999999999,0.1119314082410521,-5,False,3
AWR.N,0.0280457363485124,0.0511523437499999,0.0373071284816259,-5,False,4
AY.OQ,0.0453467957968795,0.113953125,0.0524290462980849,-5,False,4
BEPC.N,0.0424118116583138,0.16446875,0.0733006605582782,-5,True,5
BEP_u.TO,0.0251931368439113,0.145609375,0.0480931953244913,-5,False,5
BKH.N,0.0431223979333719,0.089875,0.0348299249776132,-5,False,7
BN.N,0.0367021394829633,0.202875,0.0474265911528268,-5,False,7
BP.L,0.0313635393061918,0.1121875,0.0333555583587119,-5,False,5
