Instrument,Revenue,Price Close,Earnings Per Share - SmartEstimate®,Earnings Per Share - SmartEstimate®,Earnings Per Share - SmartEstimate®,Return On Equity - Actual,Company Market Cap,Common Shares - Outstanding - Total,Total Assets,Interest Expense,Total Liabilities,Dividend Payout Ratio - %,Interest Bearing Liabilities - Total,Shareholders Equity - Common,Total Capital,Total Debt,Long Term Growth - Mean,"Return on Average Common Equity - %, TTM",TRBC Economic Sector Name,TRBC Business Sector Name,TRBC Industry Group Name,TRBC Industry Name,TRBC Activity Name,TRBC Economic Sector Code,TRBC Business Sector Code,TRBC Industry Group Code,TRBC Industry Code,TRBC Activity Code,Depreciation Depletion & Amortization - Total,"WACC Tax Rate, (%)",Earnings before Interest & Taxes (EBIT),Country of Headquarters,Operating Profit before Non-Recurring Income/Expense,Capital Expenditures - Total,year
CLMT.OQ,4686700000.0,16.88,1.25705,2.44593,2.34872,35.07,1336720161.04,79189583,2741800000.0,175900000.0,3029500000.0,,2036500000.0,-537700000.0,1748800000.0,2036500000.0,,,Energy,Energy - Fossil Fuels,Oil & Gas,Oil & Gas Refining and Marketing,Petroleum Refining,50,5010,501020,50102030,5010203011,98300000.0,22.0291,134100000.0,United States of America,134100000.0,536200000.0,FY0
5019.T,71212297612.772,23.4154526733277,3.8727595592042,4.05443327543237,3.60373210846051,16.8,6974637207.38311,293004773,36639581293.7721,113157626.696042,24369771820.1672,13.9864220212422,11321590481.2109,12158498380.9022,23591399954.8159,11321590481.2109,-17.5,16.7609574876868,Energy,Energy - Fossil Fuels,Oil & Gas,Oil & Gas Refining and Marketing,Petroleum Refining,50,5010,501020,50102030,5010203011,843090560.023519,34.227243569944,2090422290.48882,Japan,2090422290.48882,669649797.12241,FY0
5021.T,21024715716.5449,26.6188696514377,5.54601025717259,5.7711441207076,5.94482042515237,13.8,2351877247.27328,87365067,15970803524.3618,48196903.9861749,10975096016.2663,18.9018915139472,5857489268.77024,3975412305.14346,10853196776.8657,5857489268.77024,,13.8065938755913,Energy,Energy - Fossil Fuels,Oil & Gas,Oil & Gas Refining and Marketing,Oil & Gas Refining and Marketing (NEC),50,5010,501020,50102030,5010203010,397950112.642607,29.13904,1212175819.2346,Japan,1212175819.2346,367012910.759589,FY0
SRS.MI,16947542808.2192,1.22966609589041,0.332049066849827,0.224174557255249,,70.76,1169412457.19178,951000000,4564062500.0,33485904.7669886,3266573202.05479,0.0,593360445.20548,1297489297.94521,1890849743.15068,593360445.205479,,41.5649930312269,Energy,Energy - Fossil Fuels,Oil & Gas,Oil & Gas Refining and Marketing,Petroleum Refining,50,5010,501020,50102030,5010203011,201684468.760489,29.566693943936,1114843806.51107,Italy,1114843806.51107,131206678.887226,FY0
TRP.TO,11053952321.2045,39.8405786404901,3.23054597270137,3.20553472326384,3.53280335983201,12.72,40552571852.4466,1017962000,84395896376.1163,1990063381.25818,59216178315.7429,560.842433697348,43029005830.6886,23242305705.2181,68208723891.0621,43029005830.6886,0.866,2.0922072623419,Energy,Energy - Fossil Fuels,Oil & Gas Related Equipment and Services,Oil & Gas Transportation Services,Oil & Gas Transportation Services (NEC),50,5010,501030,50103030,5010303010,1986987549.13877,20.726514733132,4674495863.47313,Canada,4674495863.47313,5172780666.81752,FY0
RAIZ4.SA,48553611423.8313,0.675798747067726,0.057375749568046,0.072442321374123,0.090203533885037,4.4,961487704.502459,10352509484,22032245659.7737,734920369.829819,17508503090.9917,0.0,7953516027.73005,4394886334.45913,12477258596.512,7953516027.73005,11.998,11.1212619215392,Energy,Energy - Fossil Fuels,Oil & Gas,Oil & Gas Refining and Marketing,Oil & Gas Refining and Marketing (NEC),50,5010,501020,50102030,5010203010,1403934888.69969,23.29509,1530533842.27518,Brazil,1530533842.27518,2070967300.09097,FY0
DINO.N,38204839000.0,51.89,9.3237,7.1227,7.09974,40.38,10415907513.04,197079202,18125483000.0,175628000.0,8107911000.0,8.84583625829228,3316555000.0,9243815000.0,13334127000.0,3316555000.0,58.8,38.7524930182096,Energy,Energy - Fossil Fuels,Oil & Gas,Oil & Gas Refining and Marketing,Petroleum Refining,50,5010,501020,50102030,5010203011,656787000.0,23.012475,4108849000.0,United States of America,4108849000.0,524007000.0,FY0
SUBC.OL,5135800000.0,11.5398356555913,0.37188,0.83614,1.17783,1.375,3461950696.67738,290205733,6944200000.0,24300000.0,2493500000.0,192.644483362522,613000000.0,4121600000.0,5063700000.0,613000000.0,111.1,1.37500903026946,Energy,Energy - Fossil Fuels,Oil & Gas Related Equipment and Services,Oil Related Services and Equipment,Oil Related Services,50,5010,501030,50103020,5010302011,467600000.0,20.366468403522,119600000.0,United Kingdom,119600000.0,231000000.0,FY0
RUBF.PA,7635625000.0,26.3270547945205,3.36255560995338,3.79433363843419,4.2836183724392,12.189,2710464173.37328,102868579,6924273330.47945,55409870.1638866,3863175299.65753,72.6753157141988,2473848458.90411,2925368150.68493,5534946489.72603,2473848458.90411,,9.82765639538209,Energy,Energy - Fossil Fuels,Oil & Gas,Oil & Gas Refining and Marketing,Petroleum Product Wholesale,50,5010,501020,50102030,5010203013,177121536.792103,19.91492,536235900.366952,France,536235900.366952,272236002.2106,FY0
VLO.N,176383000000.0,126.86,21.61992,14.6807,11.72925,55.14,48907483047.08,372128635,60982000000.0,562000000.0,35514000000.0,13.6003482803657,11635000000.0,23561000000.0,37103000000.0,11635000000.0,-19.8,54.7021980900669,Energy,Energy - Fossil Fuels,Oil & Gas,Oil & Gas Refining and Marketing,Oil & Gas Refining and Marketing (NEC),50,5010,501020,50102030,5010203010,3218000000.0,20.654855,15748000000.0,United States of America,15748000000.0,1681000000.0,FY0
