,"TR.REVENUE(SDATE=FY0,FRQ=FY,CURN=USD)","TR.PRICECLOSE(SDATE=FY0,FRQ=FY,CURN=USD)","TR.EPSSMARTEST(SDATE=FY0,PERIOD=FY1,CURN=USD)","TR.EPSSMARTEST(SDATE=FY0,PERIOD=FY2,CURN=USD)","TR.EPSSMARTEST(SDATE=FY0,PERIOD=FY3,CURN=USD)","TR.ROEACTVALUE(SDATE=FY0,PERIOD=FY0)","TR.COMPANYMARKETCAP(SDATE=FY0,CURN=USD)","TR.F.COMSHROUTSTOT(FRQ=FY,SDATE=FY0)","TR.F.TOTASSETS(SDATE=FY0,FRQ=FY,CURN=USD)","TR.F.INTREXPN(SDATE=FY0,FRQ=FY,CURN=USD)","TR.F.TOTLIAB(SDATE=FY0,FRQ=FY,CURN=USD)","TR.F.DIVPAYOUTRATIOPCT(SDATE=FY0,PERIOD=FY0)","TR.F.INTRBEARLIABTOT(FRQ=FY,SDATE=FY0,CURN=USD)","TR.F.SHHOLDEQCOM(SDATE=FY0,FRQ=FY,CURN=USD)","TR.F.TOTCAP(SDATE=FY0,FRQ=FY,CURN=USD)","TR.TOTALDEBTOUTSTANDING(SDATE=FY0,FRQ=FY,CURN=USD)","TR.LTGMEAN(SDATE=FY0,FRQ=FY)","TR.F.RETURNAVGCOMEQPCTTTM(SDATE=FY0,PERIOD=FI0)",TR.TRBCECONOMICSECTOR,TR.TRBCBUSINESSSECTOR,TR.TRBCINDUSTRYGROUP,TR.TRBCINDUSTRY,TR.TRBCACTIVITY,TR.TRBCECONSECTORCODE,TR.TRBCBUSINESSSECTORCODE,TR.TRBCINDUSTRYGROUPCODE,TR.TRBCINDUSTRYCODE,TR.TRBCACTIVITYCODE,"TR.F.DEPRDEPLAMORTTOT(SDATE=FY0,PERIOD=FY0,SEGCODE=TRBC,CURN=USD)",TR.WACCTAXRATE,"TR.F.EBIT(SDATE=FY0,FRQ=FY,CURN=USD)",TR.HEADQUARTERSCOUNTRY,"TR.F.OPPROFBEFNONRECURINCEXPN(SDATE=FY0,FRQ=FY,CURN=USD)","TR.F.CAPEXTOT(SDATE=FY0,PERIOD=FY0,CURN=USD)","TR.TRESGCSCOREGRADE(SDATE=FY0,PERIOD=FY0)",year
Instrument,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FY0
