Firm Name,WACC,COE,COD
BRKa.N,0.04631583993229076,0.0856262340545654,0.035455908231766926
GE.N,0.023083798243059353,0.12812500000000004,0.002286046801612702
MMM.N,0.030285793480787845,0.07035937499999997,0.028829953198127926
TECK.N,0.056858792110006696,0.11648437500000003,0.0014561303069840729
WMT.N,0.027378261645471566,0.06832421874999997,0.04768948052530142
CLB.N,0.03782361552007939,0.06978124999999998,0.06711681923126007
XOM.N,0.05320436403840631,0.0977265625,0.01931081211886555
SAP.TO,0.0358539346859262,0.06181249999999997,0.02531169143808494
IGM.TO,0.04274966020673851,0.11696875000000002,0.017170288658069185
L.TO,0.0386178807249064,0.08299999999999999,0.042074482439741635
WN.TO,0.026052287826487643,0.108515625,0.040968102786123534
MDLZ.OQ,0.02228752574200457,0.04689843749999996,0.01866306196310993
CP.TO,0.0435543084379532,0.06876953124999997,0.034567885857712706
TRP.TO,0.053977897213415935,0.12812500000000004,0.04624934605946327
IMO.TO,0.07187010390789025,0.13764843750000005,0.013540434818518314
ENB.TO,0.039722068126861514,0.08387499999999999,0.041587519382474895
HKLD.SI,0.15977502680140954,0.1990000000000001,0.03089907731921894
CNR.TO,0.031728221873709446,0.05483203124999997,0.03700433965821595
SU.TO,0.10650677264380966,0.21253125000000012,0.054297653178996166
HON.OQ,0.01733339006408068,0.045134765624999955,0.02115482881962187
ADM.N,0.03525484355238063,0.07267187499999998,0.043137254901960784
CSX.OQ,0.03187719578879556,0.06068749999999997,0.04111486673685377
CPB.N,0.02608972997698622,0.04682031249999996,0.040093836638942205
FLR.N,0.026517802618280358,0.07561718749999999,0.051618547681539804
ROK.N,0.025745078136942663,0.04918945312499996,0.04561391679590048
UNP.N,0.024066219744046883,0.049099609374999964,0.0381383904458981
ATD.TO,0.04702901997567919,0.08610937499999999,0.03728118826524683
APD.N,0.02432478977411431,0.04435839843749996,0.017223311145180383
ABM.N,0.05248918285238967,0.13017187500000005,0.0321848081440877
ARE.TO,0.06664854325994735,0.2047500000000001,0.0651080180395873
ARCH.N,0.11732211139780896,0.1973593750000001,0.11470842163095518
MERC.OQ,0.09326527757149723,0.23656250000000012,0.05281059713001782
ATO.N,0.04269965344891016,0.07819140624999998,0.019917059283867385
BLX.TO,0.02514735751500534,0.04328124999999995,0.033794778057585566
TFII.TO,0.04256707081178268,0.07461328124999998,0.03788416909803123
CWT.N,0.03123433213147067,0.06505468749999997,0.03938720746280191
CASY.OQ,0.029324555872653,0.04822265624999996,0.03563937290767037
CPK.N,0.03181994853361647,0.06297265624999998,0.030368017076710538
CTAS.OQ,0.03378801918091354,0.05099707031249996,0.04473607477462441
CLH.N,0.03253395490444118,0.059730468749999974,0.044481246917077555
CLF.N,0.05817731937616636,0.11243750000000002,0.06182795698924731
CMC.N,0.06874285987976109,0.1032890625,0.03474809858356057
CAG.N,0.038152973562928884,0.061468749999999975,0.04475737928496434
ED.N,0.040796763813617604,0.0980703125,0.03989428643342562
VVI.N,0.02428608255154786,0.11289062500000002,0.07424501642748924
D.N,0.033591050887128736,0.10237500000000001,0.021148036253776436
DCI.N,0.027853270425464698,0.04735156249999996,0.029281683696812565
DY.N,0.035921346218952904,0.05980468749999997,0.04924187778150902
EMR.N,0.03476612321854675,0.06174999999999997,0.03199313557244423
EMPa.TO,0.0477759698223742,0.11065625000000001,0.039677975426657464
FMC.N,0.03387717755235514,0.07373046874999999,0.04636530238240684
RUS.TO,0.06783861749448558,0.095375,0.0677493117824432
FI.N,0.0497790535197749,0.11580468750000002,0.034830516388084785
FLO.N,0.028524944558637876,0.05015624999999996,0.03172216207797108
FCX.N,0.03297902140948857,0.08026562499999998,0.05273069679849341
GIS.N,0.02536292138898691,0.04543749999999996,0.03383763743069734
NVRI.N,0.04230395196848432,0.10700000000000001,0.0553945486976134
HCSG.OQ,0.04444629555485329,0.06956249999999997,0.11948
HTLD.OQ,0.04735520380335169,0.08490624999999999,0.020713884476814007
HSY.N,0.019223736453494514,0.02852734374999994,0.029239180230185888
DINO.N,0.13777813546407292,0.2555312500000001,0.05295494873445488
HRL.N,0.024647166849779394,0.03682812499999995,0.01894770022534776
HUBB.N,0.028219512296509996,0.04805078124999996,0.0343823651739914
JBHT.OQ,0.03313010184907831,0.05973437499999997,0.04061778277265169
ITW.N,0.017604026669692633,0.036644531249999945,0.026149684400360685
IFF.N,0.047179003164080094,0.07910156249999999,0.03062898814949863
WKC.N,0.043969990875241914,0.13698437500000005,0.13881991249852194
EME.N,0.025260105508464248,0.06583203124999998,0.053395740962490695
J.N,0.057162492241059,0.10732031250000001,0.05847436137800919
K.N,0.019947536679552326,0.04957812499999996,0.033211456429006705
KR.N,0.031209425054914055,0.11300000000000002,0.03999103004933473
SR.N,0.04136709297517356,0.10099218750000001,0.039797689719465935
MDU.N,0.05364271314714155,0.11700000000000002,0.049610946327771736
MKC.N,0.02155689339737825,0.03491406249999995,0.028953705142146964
