Firm Name,WACC,COE,COD
BRKa.N,0.051904761171513776,0.09684823322296143,0.035455908231766926
GE.N,0.0252691321835733,0.14037500000000003,0.002286046801612702
MMM.N,0.03299684954310623,0.07891406249999999,0.028829953198127926
TECK.N,0.049591599507015804,0.10154687500000001,0.0014561303069840729
WMT.N,0.023069869048947443,0.05466210937499996,0.04768948052530142
CLB.N,0.03705202952992456,0.06735937499999997,0.06711681923126007
XOM.N,0.043674990560826354,0.07969531249999999,0.01931081211886555
SAP.TO,0.03554457593375982,0.06118749999999997,0.02531169143808494
IGM.TO,0.04259804039742065,0.11650000000000002,0.017170288658069185
L.TO,0.033958370106443606,0.06694921874999998,0.042074482439741635
WN.TO,0.023664460505110133,0.08910937499999999,0.040968102786123534
MDLZ.OQ,0.022098637165396597,0.04639843749999996,0.01866306196310993
CP.TO,0.035237561550409836,0.05305078124999996,0.034567885857712706
TRP.TO,0.053977897213415935,0.12812500000000004,0.04624934605946327
IMO.TO,0.06041632786622356,0.11540625000000002,0.013540434818518314
ENB.TO,0.035382334164565855,0.06918749999999999,0.041587519382474895
HKLD.SI,0.1898754310571283,0.23750000000000013,0.03089907731921894
CNR.TO,0.026262466598552504,0.04188281249999995,0.03700433965821595
SU.TO,0.07539438373128508,0.14565625000000004,0.054297653178996166
HON.OQ,0.019130089651344835,0.051835937499999964,0.02115482881962187
ADM.N,0.03496125462784823,0.07194921874999999,0.043137254901960784
CSX.OQ,0.03925139649503722,0.0851875,0.04111486673685377
CPB.N,0.025933178050879073,0.046304687499999955,0.040093836638942205
FLR.N,0.030388788226893223,0.0904140625,0.051618547681539804
ROK.N,0.02638722665737791,0.051227539062499966,0.04561391679590048
UNP.N,0.02781639986998464,0.06927929687499998,0.0381383904458981
ATD.TO,0.048448242041174976,0.089390625,0.03728118826524683
APD.N,0.023684935023386828,0.04292773437499996,0.017223311145180383
ABM.N,0.047730657441105794,0.11667968750000002,0.0321848081440877
ARE.TO,0.07219810925584812,0.22550000000000012,0.0651080180395873
ARCH.N,0.07640134208881195,0.12444921875000003,0.11470842163095518
MERC.OQ,0.08412727320678584,0.2068750000000001,0.05281059713001782
ATO.N,0.0373422610287806,0.06709374999999998,0.019917059283867385
BLX.TO,0.01833693280365805,0.01678906249999993,0.033794778057585566
TFII.TO,0.04595195342570057,0.08217968749999999,0.03788416909803123
CWT.N,0.0330975238656761,0.07049999999999998,0.03938720746280191
CASY.OQ,0.028163393341336062,0.045628906249999955,0.03563937290767037
CPK.N,0.03229579330082578,0.06423828124999997,0.030368017076710538
CTAS.OQ,0.030558489707671332,0.04385400390624995,0.04473607477462441
CLH.N,0.0344045745551337,0.06569531249999998,0.044481246917077555
CLF.N,0.04681847340175953,0.08509375,0.06182795698924731
CMC.N,0.05294900287791526,0.07784374999999999,0.03474809858356057
CAG.N,0.03793012228915617,0.06090624999999997,0.04475737928496434
ED.N,0.03874919935893723,0.091234375,0.03989428643342562
VVI.N,0.024220805752371267,0.10799218750000002,0.07424501642748924
D.N,0.0325896215345583,0.098375,0.021148036253776436
DCI.N,0.030776788010286934,0.053484374999999966,0.029281683696812565
DY.N,0.04676404099037934,0.08867578125,0.04924187778150902
EMR.N,0.03583621365829551,0.06396093749999998,0.03199313557244423
EMPa.TO,0.04168311900611326,0.09134375,0.039677975426657464
